pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,snwfl_amt_pst1hr,dwpt_temp,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
None, -7.456,90.3, None, None, None, None, None, None, None, None, None,-9.0, 872.0, None, None, None,2017-02-26 00:00:00, None, 73.32, None,9
None, -8.04,91.3, None, None, None, None, None, None, None, None, None,-9.0, 872.0, None, None, None,2017-02-26 01:00:00, None, 73.81, None,9
None, -8.36,91.4, None, None, None, None, None, None, None, None, None,-9.0, 872.0, None, None, None,2017-02-26 02:00:00, None, 72.88, None,9
None, -8.82,91.8, None, None, None, None, None, None, None, None, None,-10.0, 872.0, None, None, None,2017-02-26 03:00:00, None, 73.36, None,9
None, -9.32,91.3, None, None, None, None, None, None, None, None, None,-10.0, 872.0, None, None, None,2017-02-26 04:00:00, None, 73.99, None,9
None, -9.4,91.0, None, None, None, None, None, None, None, None, None,-10.0, 872.0, None, None, None,2017-02-26 05:00:00, None, 74.12, None,9
None, -9.59,91.1, None, None, None, None, None, None, None, None, None,-11.0, 872.0, None, None, None,2017-02-26 06:00:00, None, 74.58, None,9
None, -9.95,90.5, None, None, None, None, None, None, None, None, None,-11.0, 873.0, None, None, None,2017-02-26 07:00:00, None, 74.53, None,9
None, -8.58,89.0, None, None, None, None, None, None, None, None, None,-10.0, 873.0, None, None, None,2017-02-26 08:00:00, None, 74.22, None,9
None, -6.968,81.1, None, None, None, None, None, None, None, None, None,-9.0, 873.0, None, None, None,2017-02-26 09:00:00, None, 74.4, None,9
None, -5.28,76.86, None, None, None, None, None, None, None, None, None,-8.0, 872.0, None, None, None,2017-02-26 10:00:00, None, 74.55, None,9
None, -5.567,73.36, None, None, None, None, None, None, None, None, None,-9.0, 872.0, None, None, None,2017-02-26 11:00:00, None, 74.78, None,9
None, -5.512,73.53, None, None, None, None, None, None, None, None, None,-9.0, 872.0, None, None, None,2017-02-26 12:00:00, None, 74.96, None,9
None, -4.62,64.57, None, None, None, None, None, None, None, None, None,-10.0, 871.0, None, None, None,2017-02-26 13:00:00, None, 74.78, None,9
None, -3.981,61.63, None, None, None, None, None, None, None, None, None,-9.0, 871.0, None, None, None,2017-02-26 14:00:00, None, 74.66, None,9
None, -4.437,60.31, None, None, None, None, None, None, None, None, None,-10.0, 870.0, None, None, None,2017-02-26 15:00:00, None, 74.77, None,9
None, -5.157,61.54, None, None, None, None, None, None, None, None, None,-11.0, 870.0, None, None, None,2017-02-26 16:00:00, None, 74.54, None,9
None, -6.089,74.21, None, None, None, None, None, None, None, None, None,-10.0, 870.0, None, None, None,2017-02-26 17:00:00, None, 74.65, None,9
None, -6.849,81.9, None, None, None, None, None, None, None, None, None,-9.0, 870.0, None, None, None,2017-02-26 18:00:00, None, 74.54, None,9
None, -7.843,87.4, None, None, None, None, None, None, None, None, None,-9.0, 870.0, None, None, None,2017-02-26 19:00:00, None, 74.51, None,9
None, -8.6,81.3, None, None, None, None, None, None, None, None, None,-11.0, 870.0, None, None, None,2017-02-26 20:00:00, None, 74.76, None,9
None, -9.58,87.7, None, None, None, None, None, None, None, None, None,-11.0, 870.0, None, None, None,2017-02-26 21:00:00, None, 74.98, None,9
None, -11.2,89.2, None, None, None, None, None, None, None, None, None,-12.0, 869.0, None, None, None,2017-02-26 22:00:00, None, 74.73, None,9
None, -11.43,90.1, None, None, None, None, None, None, None, None, None,-13.0, 869.0, None, None, None,2017-02-26 23:00:00, None, 74.94, None,9
None, -12.01,89.7, None, None, None, None, None, None, None, None, None,-13.0, 869.0, None, None, None,2017-02-27 00:00:00, None, 75.0, None,9
None, -13.37,88.6, None, None, None, None, None, None, None, None, None,-15.0, 869.0, None, None, None,2017-02-27 01:00:00, None, 74.83, None,9
None, -14.74,87.7, None, None, None, None, None, None, None, None, None,-16.0, 869.0, None, None, None,2017-02-27 02:00:00, None, 74.79, None,9
