air_temp,CURRENT_AIR_TEMPERATURE1,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,HEIGHT_OF_SNOW,time,snw_dpth,dwpt_temp,stn_pres,week_of_year
None,-6.871, None, None, None, None, 250.05,2017-02-26 00:00:00, None, None, None,9
None,-7.32, None, None, None, None, 220.77,2017-02-26 01:00:00, None, None, None,9
None,-8.64, None, None, None, None, 222.03,2017-02-26 02:00:00, None, None, None,9
None,-9.43, None, None, None, None, 227.13,2017-02-26 03:00:00, None, None, None,9
None,-9.79, None, None, None, None, 223.49,2017-02-26 04:00:00, None, None, None,9
None,-9.91, None, None, None, None, 227.37,2017-02-26 05:00:00, None, None, None,9
None,-10.0, None, None, None, None, 227.06,2017-02-26 06:00:00, None, None, None,9
None,-10.18, None, None, None, None, 228.53,2017-02-26 07:00:00, None, None, None,9
None,-10.09, None, None, None, None, 228.41,2017-02-26 08:00:00, None, None, None,9
None,-7.35, None, None, None, None, 228.45,2017-02-26 09:00:00, None, None, None,9
None,-5.824, None, None, None, None, 228.18,2017-02-26 10:00:00, None, None, None,9
None,-5.002, None, None, None, None, 227.82,2017-02-26 11:00:00, None, None, None,9
None,-5.137, None, None, None, None, 227.73,2017-02-26 12:00:00, None, None, None,9
None,-4.324, None, None, None, None, 227.93,2017-02-26 13:00:00, None, None, None,9
None,-4.222, None, None, None, None, 227.68,2017-02-26 14:00:00, None, None, None,9
None,-6.407, None, None, None, None, 227.87,2017-02-26 15:00:00, None, None, None,9
None,-7.1, None, None, None, None, 227.94,2017-02-26 16:00:00, None, None, None,9
None,-6.823, None, None, None, None, 227.84,2017-02-26 17:00:00, None, None, None,9
None,-6.909, None, None, None, None, 227.92,2017-02-26 18:00:00, None, None, None,9
None,-7.29, None, None, None, None, 227.56,2017-02-26 19:00:00, None, None, None,9
None,-7.23, None, None, None, None, 227.46,2017-02-26 20:00:00, None, None, None,9
None,-7.15, None, None, None, None, 227.4,2017-02-26 21:00:00, None, None, None,9
None,-7.77, None, None, None, None, 227.32,2017-02-26 22:00:00, None, None, None,9
None,-8.31, None, None, None, None, 227.13,2017-02-26 23:00:00, None, None, None,9
None,-8.73, None, None, None, None, 226.87,2017-02-27 00:00:00, None, None, None,9
None,-8.42, None, None, None, None, 226.81,2017-02-27 01:00:00, None, None, None,9
None,-8.3, None, None, None, None, 226.69,2017-02-27 02:00:00, None, None, None,9
None,-8.6, None, None, None, None, 226.93,2017-02-27 03:00:00, None, None, None,9
None,-8.02, None, None, None, None, 227.37,2017-02-27 04:00:00, None, None, None,9
None,-9.06, None, None, None, None, 226.58,2017-02-27 05:00:00, None, None, None,9
None,-9.2, None, None, None, None, 226.47,2017-02-27 06:00:00, None, None, None,9
None,-9.77, None, None, None, None, 226.34,2017-02-27 07:00:00, None, None, None,9
None,-9.16, None, None, None, None, 226.61,2017-02-27 08:00:00, None, None, None,9
None,-6.581, None, None, None, None, 225.95,2017-02-27 09:00:00, None, None, None,9
None,-4.872, None, None, None, None, 226.11,2017-02-27 10:00:00, None, None, None,9
None,-3.2, None, None, None, None, 225.36,2017-02-27 11:00:00, None, None, None,9
None,-4.792, None, None, None, None, 225.9,2017-02-27 12:00:00, None, None, None,9
None,-4.134, None, None, None, None, 225.27,2017-02-27 13:00:00, None, None, None,9
None,-6.235, None, None, None, None, 225.62,2017-02-27 15:00:00, None, None, None,9
None,-5.805, None, None, None, None, 225.97,2017-02-27 16:00:00, None, None, None,9
None,-6.88, None, None, None, None, 225.93,2017-02-27 17:00:00, None, None, None,9
None,-7.41, None, None, None, None, 225.73,2017-02-27 18:00:00, None, None, None,9
None,-7.82, None, None, None, None, 225.25,2017-02-27 19:00:00, None, None, None,9
None,-8.72, None, None, None, None, 225.3,2017-02-27 20:00:00, None, None, None,9
None,-8.63, None, None, None, None, 225.4,2017-02-27 21:00:00, None, None, None,9
None,-8.56, None, None, None, None, 225.2,2017-02-27 22:00:00, None, None, None,9
None,-8.84, None, None, None, None, 225.09,2017-02-27 23:00:00, None, None, None,9
None,-8.82, None, None, None, None, 224.87,2017-02-28 00:00:00, None, None, None,9
None,-9.57, None, None, None, None, 224.73,2017-02-28 01:00:00, None, None, None,9
None,-10.15, None, None, None, None, 224.94,2017-02-28 02:00:00, None, None, None,9
None,-10.66, None, None, None, None, 225.03,2017-02-28 03:00:00, None, None, None,9
None,-9.58, None, None, None, None, 224.52,2017-02-28 04:00:00, None, None, None,9
None,-9.54, None, None, None, None, 224.37,2017-02-28 05:00:00, None, None, None,9
None,-9.34, None, None, None, None, 224.7,2017-02-28 06:00:00, None, None, None,9
None,-9.4, None, None, None, None, 224.74,2017-02-28 07:00:00, None, None, None,9
None,-9.02, None, None, None, None, 224.72,2017-02-28 08:00:00, None, None, None,9
None,-7.89, None, None, None, None, 224.5,2017-02-28 09:00:00, None, None, None,9
None,-7.38, None, None, None, None, 224.51,2017-02-28 10:00:00, None, None, None,9
None,-7.82, None, None, None, None, 223.93,2017-02-28 11:00:00, None, None, None,9
None,-8.51, None, None, None, None, 223.13,2017-02-28 12:00:00, None, None, None,9
None,-6.929, None, None, None, None, 557.33,2017-02-28 13:00:00, None, None, None,9
None,-5.739, None, None, None, None, 229.67,2017-02-28 14:00:00, None, None, None,9
None,-4.902, None, None, None, None, 409.36,2017-02-28 15:00:00, None, None, None,9
None,-5.081, None, None, None, None, 557.98,2017-02-28 16:00:00, None, None, None,9
None,-5.015, None, None, None, None, 242.27,2017-02-28 17:00:00, None, None, None,9
None,-5.187, None, None, None, None, 246.05,2017-02-28 18:00:00, None, None, None,9
None,-5.462, None, None, None, None, 486.39,2017-02-28 19:00:00, None, None, None,9
None,-5.482, None, None, None, None, 550.02,2017-02-28 20:00:00, None, None, None,9
None,-5.644, None, None, None, None, 556.36,2017-02-28 21:00:00, None, None, None,9
None,-5.882, None, None, None, None, 248.09,2017-02-28 22:00:00, None, None, None,9
None,-5.92, None, None, None, None, 253.22,2017-02-28 23:00:00, None, None, None,9
None,-5.92, None, None, None, None, 253.49,2017-03-01 00:00:00, None, None, None,9
None,-5.92, None, None, None, None, 558.05,2017-03-01 01:00:00, None, None, None,9
None,-6.111, None, None, None, None, 255.46,2017-03-01 02:00:00, None, None, None,9
None,-6.409, None, None, None, None, 254.87,2017-03-01 03:00:00, None, None, None,9
None,-6.322, None, None, None, None, 556.74,2017-03-01 04:00:00, None, None, None,9
None,-6.389, None, None, None, None, 558.35,2017-03-01 05:00:00, None, None, None,9
