wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,snw_dpth,week_of_year
None, 100.0, None, None, -4.2, None, -4.2, None, 159.0, 0.4, 2.2, None,2022-06-04 00:00:00, 0.0,23
None, 100.0, 21.8, None, -4.4, None, -4.4, None, 155.0, 0.4, 2.6, None,2022-06-04 01:00:00, 0.0,23
None, 100.0, 26.5, None, -4.4, None, -4.4, None, 163.0, 0.0, 2.6, None,2022-06-04 02:00:00, 0.0,23
None, 100.0, 17.1, None, -4.4, None, -4.4, None, 169.0, 0.0, 2.6, None,2022-06-04 03:00:00, 0.0,23
None, 99.0, None, None, -5.5, None, -5.4, None, 147.0, 0.4, 3.0, None,2022-06-04 04:00:00, 0.0,23
None, 99.0, 23.1, None, -5.2, None, -5.1, None, 148.0, 0.0, 3.0, None,2022-06-04 05:00:00, 0.0,23
None, 99.0, 20.9, None, -5.5, None, -5.4, None, 161.0, 0.0, 3.0, None,2022-06-04 06:00:00, 0.0,23
None, 98.0, 21.8, None, -5.7, None, -5.4, None, 142.0, 0.0, 3.0, None,2022-06-04 07:00:00, 0.0,23
None, 98.0, 24.3, None, -5.2, None, -4.9, None, 165.0, 0.0, 3.0, None,2022-06-04 08:00:00, 0.0,23
None, 97.0, 20.8, None, -4.9, None, -4.5, None, 157.0, 0.0, 1.8, None,2022-06-04 09:00:00, 0.0,23
None, 96.0, 9.5, None, -3.6, None, -3.1, None, 135.0, 0.0, 1.6, None,2022-06-04 10:00:00, 0.0,23
None, 97.0, 19.1, None, -3.7, None, -3.3, None, 171.0, 0.0, 1.6, None,2022-06-04 11:00:00, 0.0,23
None, 97.0, 11.9, None, -2.2, None, -1.8, None, 138.0, 0.0, 1.6, None,2022-06-04 12:00:00, 0.0,23
None, 98.0, None, None, -2.1, None, -1.8, None, 158.0, 0.2, 1.8, None,2022-06-04 13:00:00, 0.0,23
None, 98.0, 23.8, None, -2.0, None, -1.7, None, 150.0, 0.0, 1.4, None,2022-06-04 14:00:00, 0.0,23
None, 97.0, 12.2, None, -0.8, None, -0.4, None, 135.0, 0.0, 1.4, None,2022-06-04 15:00:00, 0.0,23
None, 98.0, 14.4, None, -0.4, None, -0.1, None, 121.0, 0.0, 1.4, None,2022-06-04 16:00:00, 0.0,23
None, 100.0, 15.7, None, -0.7, None, -0.7, None, 121.0, 0.0, 1.4, None,2022-06-04 17:00:00, 0.0,23
None, 100.0, 11.9, None, -1.2, None, -1.2, None, 120.0, 0.0, 1.4, None,2022-06-04 18:00:00, 0.0,23
None, 100.0, 14.3, None, -1.5, None, -1.5, None, 120.0, 0.0, 1.4, None,2022-06-04 19:00:00, 0.0,23
None, 100.0, 14.3, None, -1.7, None, -1.7, None, 123.0, 0.0, 1.4, None,2022-06-04 20:00:00, 0.0,23
None, 100.0, 12.1, None, -2.0, None, -2.0, None, 123.0, 0.0, 1.4, None,2022-06-04 21:00:00, 0.0,23
None, 100.0, 11.8, None, -2.1, None, -2.1, None, 131.0, 0.0, 1.4, None,2022-06-04 22:00:00, 0.0,23
None, 100.0, None, None, -1.9, None, -1.9, None, 141.0, 0.0, 1.4, None,2022-06-04 23:00:00, 0.0,23
None, 100.0, 10.8, None, -1.7, None, -1.7, None, 148.0, 0.0, 1.0, None,2022-06-05 00:00:00, 0.0,23
None, 100.0, 17.5, None, -1.6, None, -1.6, None, 159.0, 0.0, 0.6, None,2022-06-05 01:00:00, 0.0,23
None, 100.0, 10.9, None, -1.5, None, -1.5, None, 143.0, 0.0, 0.6, None,2022-06-05 02:00:00, 0.0,23
None, 100.0, 6.8, None, -1.5, None, -1.5, None, 167.0, 0.0, 0.6, None,2022-06-05 03:00:00, 0.0,23
None, 100.0, 7.4, None, -1.7, None, -1.7, None, 114.0, 0.0, 0.2, None,2022-06-05 04:00:00, 0.0,23
None, 100.0, 11.1, None, -1.9, None, -1.9, None, 162.0, 0.0, 0.2, None,2022-06-05 05:00:00, 0.0,23
None, 100.0, 15.1, None, -1.8, None, -1.8, None, 157.0, 0.0, 0.2, None,2022-06-05 06:00:00, 0.0,23
None, 100.0, 7.2, None, -1.6, None, -1.6, None, 159.0, 0.0, 0.2, None,2022-06-05 07:00:00, 0.0,23
None, 100.0, 10.4, None, -0.9, None, -0.9, None, 187.0, 0.0, 0.2, None,2022-06-05 08:00:00, 0.0,23
None, 100.0, 8.4, None, 0.1, None, 0.1, None, 158.0, 0.0, 0.2, None,2022-06-05 09:00:00, 0.0,23
None, 100.0, 9.8, None, 0.4, None, 0.4, None, 180.0, 3.2, 3.4, None,2022-06-05 10:00:00, 0.0,23
None, 98.0, 6.7, None, 0.1, None, 0.4, None, 154.0, 0.2, 3.6, None,2022-06-05 11:00:00, 0.0,23
None, 94.0, 9.7, None, 0.2, None, 1.1, None, 149.0, 0.2, 3.8, None,2022-06-05 12:00:00, 0.0,23
None, 91.0, 13.5, None, -0.4, None, 0.9, None, 152.0, 0.0, 3.6, None,2022-06-05 13:00:00, 0.0,23
None, 92.0, 15.7, None, -0.5, None, 0.6, None, 164.0, 0.0, 3.6, None,2022-06-05 14:00:00, 0.0,23
None, 89.0, 24.8, None, -0.9, None, 0.7, None, 169.0, 0.0, 3.6, None,2022-06-05 15:00:00, 0.0,23
None, 89.0, 15.2, None, -1.3, None, 0.3, None, 143.0, 0.0, 3.6, None,2022-06-05 16:00:00, 0.0,23
None, 95.0, 10.9, None, -1.6, None, -0.9, None, 197.0, 0.0, 3.6, None,2022-06-05 17:00:00, 0.0,23
None, 89.0, 20.2, None, -2.3, None, -0.7, None, 189.0, 0.0, 3.6, None,2022-06-05 18:00:00, 0.0,23
None, 98.0, 9.2, None, -1.8, None, -1.5, None, 182.0, 0.0, 3.6, None,2022-06-05 19:00:00, 0.0,23
None, 100.0, 10.2, None, -2.0, None, -2.0, None, 190.0, 0.0, 3.6, None,2022-06-05 20:00:00, 0.0,23
None, 100.0, 6.2, None, -2.9, None, -2.9, None, 201.0, 0.0, 3.6, None,2022-06-05 21:00:00, 0.0,23
None, 100.0, 7.8, None, -3.1, None, -3.1, None, 191.0, 0.0, 3.6, None,2022-06-05 22:00:00, 0.0,23
None, 98.0, 9.3, None, -3.4, None, -3.1, None, 213.0, 0.0, 3.6, None,2022-06-05 23:00:00, 0.0,23
None, 94.0, 10.7, None, -3.8, None, -3.0, None, 219.0, 0.0, 3.6, None,2022-06-06 00:00:00, 0.0,23
None, 98.0, 13.9, None, -3.8, None, -3.5, None, 190.0, 0.0, 3.6, None,2022-06-06 01:00:00, 0.0,23
None, 94.0, 15.4, None, -4.3, None, -3.5, None, 193.0, 0.0, 3.6, None,2022-06-06 02:00:00, 0.0,23
None, 100.0, 11.1, None, -3.9, None, -3.9, None, 167.0, 0.0, 3.6, None,2022-06-06 03:00:00, 0.0,23
None, 98.0, 11.9, None, -4.5, None, -4.2, None, 176.0, 0.0, 3.6, None,2022-06-06 04:00:00, 0.0,23
None, 98.0, 15.4, None, -4.8, None, -4.5, None, 193.0, 0.0, 3.6, None,2022-06-06 05:00:00, 0.0,23
None, 100.0, 9.8, None, -4.7, None, -4.7, None, 172.0, 0.0, 3.6, None,2022-06-06 06:00:00, 0.0,23
None, 91.0, 15.2, None, -6.2, None, -5.0, None, 198.0, 0.0, 3.6, None,2022-06-06 07:00:00, 0.0,23
None, 88.0, 18.3, None, -5.9, None, -4.2, None, 198.0, 0.0, 3.6, None,2022-06-06 08:00:00, 0.0,23
None, 86.0, 20.4, None, -5.8, None, -3.8, None, 185.0, 0.0, 3.6, None,2022-06-06 09:00:00, 0.0,23
None, 83.0, 23.3, None, -6.0, None, -3.5, None, 209.0, 0.2, 0.6, None,2022-06-06 10:00:00, 0.0,23
None, 93.0, 9.9, None, -4.3, None, -3.3, None, 204.0, 0.0, 0.4, None,2022-06-06 11:00:00, 0.0,23
None, 91.0, 15.3, None, -5.0, None, -3.7, None, 197.0, 0.0, 0.2, None,2022-06-06 12:00:00, 0.0,23
None, 89.0, None, None, -5.0, None, -3.4, None, 201.0, 0.0, 0.2, None,2022-06-06 13:00:00, 0.0,23
None, 94.0, 21.3, None, -4.2, None, -3.4, None, 206.0, 0.0, 0.2, None,2022-06-06 14:00:00, 0.0,23
None, 86.0, 1.4, None, -4.2, None, -2.2, None, 219.0, 0.0, 0.2, None,2022-06-06 15:00:00, 0.0,23
None, 89.0, 12.9, None, -4.1, None, -2.5, None, 183.0, 0.0, 0.2, None,2022-06-06 16:00:00, 0.0,23
None, 88.0, 5.4, None, -4.1, None, -2.4, None, 200.0, 0.0, 0.2, None,2022-06-06 17:00:00, 0.0,23
None, 90.0, 0.4, None, -3.7, None, -2.3, None, 210.0, 0.0, 0.2, None,2022-06-06 18:00:00, 0.0,23
None, 90.0, 4.3, None, -3.6, None, -2.2, None, 325.0, 0.0, 0.2, None,2022-06-06 19:00:00, 0.0,23
None, 84.0, 2.1, None, -4.0, None, -1.7, None, 338.0, 0.0, 0.2, None,2022-06-06 20:00:00, 0.0,23
None, 92.0, None, None, -3.9, None, -2.8, None, 68.0, 0.0, 0.2, None,2022-06-06 21:00:00, 0.0,23
None, 79.0, 0.9, None, -5.4, None, -2.3, None, 62.0, 0.0, 0.2, None,2022-06-06 22:00:00, 0.0,23
None, 73.0, 4.7, None, -6.0, None, -1.8, None, 147.0, 0.0, 0.2, None,2022-06-06 23:00:00, 0.0,23
None, 68.0, 6.5, None, -6.6, None, -1.5, None, 126.0, 0.0, 0.2, None,2022-06-07 00:00:00, 0.0,23
None, 82.0, 5.3, None, -5.0, None, -2.3, None, 113.0, 0.0, 0.2, None,2022-06-07 01:00:00, 0.0,23
None, 83.0, 2.6, None, -4.9, None, -2.4, None, 153.0, 0.0, 0.2, None,2022-06-07 02:00:00, 0.0,23
None, 78.0, 7.2, None, -5.1, None, -1.8, None, 154.0, 0.0, 0.2, None,2022-06-07 03:00:00, 0.0,23
None, 82.0, 4.9, None, -4.9, None, -2.2, None, 241.0, 0.0, 0.2, None,2022-06-07 04:00:00, 0.0,23
None, 82.0, 2.6, None, -5.0, None, -2.4, None, 137.0, 0.0, 0.2, None,2022-06-07 05:00:00, 0.0,23
None, 78.0, 0.6, None, -5.3, None, -2.0, None, 216.0, 0.0, 0.2, None,2022-06-07 06:00:00, 0.0,23
None, 57.0, 4.7, None, -6.2, None, 1.4, None, 250.0, 0.0, 0.0, None,2022-06-07 12:00:00, 0.0,23
None, 62.0, 8.2, None, -5.8, None, 0.6, None, 154.0, 0.0, 0.0, None,2022-06-07 13:00:00, 0.0,23
None, 59.0, 7.2, None, -6.3, None, 0.8, None, 146.0, 0.0, 0.0, None,2022-06-07 14:00:00, 0.0,23
None, 60.0, 11.8, None, -6.0, None, 0.9, None, 124.0, 0.0, 0.0, None,2022-06-07 15:00:00, 0.0,23
None, 58.0, 8.3, None, -6.1, None, 1.2, None, 126.0, 0.0, 0.0, None,2022-06-07 16:00:00, 0.0,23
None, 59.0, 13.8, None, -6.4, None, 0.7, None, 129.0, 0.0, 0.0, None,2022-06-07 17:00:00, 0.0,23
None, 61.0, 12.2, None, -6.2, None, 0.4, None, 133.0, 0.0, 0.0, None,2022-06-07 18:00:00, 0.0,23
None, 68.0, 14.5, None, -5.1, None, 0.1, None, 172.0, 0.0, 0.0, None,2022-06-07 19:00:00, 0.0,23
None, 72.0, 14.9, None, -4.9, None, -0.5, None, 123.0, 0.0, 0.0, None,2022-06-07 20:00:00, 0.0,23
None, 92.0, 28.6, None, -3.5, None, -2.4, None, 156.0, 0.0, 0.0, None,2022-06-07 21:00:00, 0.0,23
None, 100.0, 22.2, None, -2.7, None, -2.7, None, 165.0, 0.0, 0.0, None,2022-06-07 22:00:00, 0.0,23
None, 100.0, 23.6, None, -2.7, None, -2.7, None, 150.0, 0.0, 0.0, None,2022-06-07 23:00:00, 0.0,23
None, 100.0, 33.2, None, -3.0, None, -3.0, None, 157.0, 0.0, 0.0, None,2022-06-08 00:00:00, 0.0,23
None, 100.0, 30.2, None, -3.4, None, -3.4, None, 137.0, 0.0, 0.0, None,2022-06-08 02:00:00, 0.0,23
None, 100.0, 12.8, None, -3.4, None, -3.4, None, 152.0, 0.0, 0.0, None,2022-06-08 03:00:00, 0.0,23
None, 100.0, 14.5, None, -3.6, None, -3.6, None, 178.0, 0.0, 0.0, None,2022-06-08 04:00:00, 0.0,23
None, 100.0, 16.3, None, -3.8, None, -3.8, None, 157.0, 0.0, 0.0, None,2022-06-08 05:00:00, 0.0,23
None, 99.0, 14.2, None, -3.9, None, -3.8, None, 156.0, 0.0, 0.0, None,2022-06-08 06:00:00, 0.0,23
None, 98.0, None, None, -3.9, None, -3.6, None, 164.0, 0.0, 0.0, None,2022-06-08 07:00:00, 0.0,23
None, 93.0, 14.2, None, -4.3, None, -3.3, None, 172.0, 0.0, 0.0, None,2022-06-08 08:00:00, 0.0,23
None, 97.0, 11.1, None, -3.9, None, -3.5, None, 144.0, 0.0, 0.0, None,2022-06-08 09:00:00, 0.0,23
None, 90.0, 16.2, None, -4.3, None, -2.9, None, 160.0, 0.0, 0.0, None,2022-06-08 10:00:00, 0.0,23
None, 94.0, 10.1, None, -3.7, None, -2.9, None, 131.0, 0.0, 0.0, None,2022-06-08 11:00:00, 0.0,23
