pcpn_amt_pst24hrs,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,time,snw_dpth,dwpt_temp,week_of_year
9.2,9.6,9.6, 0.0, 0.0,12.9, None,2021-11-05 00:00:00, None, None,45
7.0,9.8,9.5, 0.0, 0.0,12.9, None,2021-11-05 01:00:00, None, None,45
6.2,9.6,9.5, 0.1, 0.0,12.9, None,2021-11-05 02:00:00, None, None,45
4.9,9.8,9.5, 0.0, 0.0,12.9, None,2021-11-05 03:00:00, None, None,45
4.7,9.2,9.2, 0.1, 0.0,12.9, None,2021-11-05 04:00:00, None, None,45
4.7,9.6,9.1, 0.0, 0.0,12.9, None,2021-11-05 05:00:00, None, None,45
4.7,9.9,9.1, 0.1, 0.0,12.9, None,2021-11-05 06:00:00, None, None,45
4.7,10.0,9.9, 0.1, 0.0,10.2, None,2021-11-05 07:00:00, None, None,45
5.9,8.9,8.9, 1.6, 0.0,10.2, None,2021-11-05 08:00:00, None, None,45
6.1,9.2,8.8, 1.2, 0.0,10.2, None,2021-11-05 09:00:00, None, None,45
4.3,9.8,8.8, 0.0, 0.0,10.2, None,2021-11-05 10:00:00, None, None,45
4.0,10.5,8.8, 0.0, 0.0,10.5, None,2021-11-05 11:00:00, None, None,45
3.4,10.2,8.8, 0.0, 0.0,11.5, None,2021-11-05 12:00:00, None, None,45
3.4,9.9,8.8, 0.0, 0.0,11.5, None,2021-11-05 13:00:00, None, None,45
3.2,10.1,8.8, 0.1, 0.0,11.5, None,2021-11-05 14:00:00, None, None,45
2.8,10.4,8.8, 0.0, 0.0,11.5, None,2021-11-05 15:00:00, None, None,45
2.8,11.2,8.8, 0.0, 0.0,11.6, None,2021-11-05 16:00:00, None, None,45
2.8,10.5,8.8, 0.0, 0.0,11.6, None,2021-11-05 17:00:00, None, None,45
2.8,9.1,9.1, 0.1, 0.0,9.9, None,2021-11-05 19:00:00, None, None,45
2.8,9.3,8.7, 0.0, 0.0,9.9, None,2021-11-05 20:00:00, None, None,45
2.8,8.3,8.3, 0.0, 0.0,9.9, None,2021-11-05 21:00:00, None, None,45
2.8,8.2,8.0, 0.0, 0.0,9.9, None,2021-11-05 22:00:00, None, None,45
2.8,8.2,8.0, 0.0, 0.0,9.9, None,2021-11-05 23:00:00, None, None,45
2.8,7.7,7.7, 0.1, 0.0,9.9, None,2021-11-06 00:00:00, None, None,45
2.8,7.5,7.5, 0.0, 0.0,9.9, None,2021-11-06 01:00:00, None, None,45
2.8,7.5,7.4, 0.0, 0.0,9.9, None,2021-11-06 02:00:00, None, None,45
2.8,7.7,7.4, 0.0, 0.0,9.9, None,2021-11-06 03:00:00, None, None,45
3.0,7.4,7.4, 0.2, 0.0,9.9, None,2021-11-06 04:00:00, None, None,45
3.2,7.1,7.1, 0.2, 0.0,9.9, None,2021-11-06 05:00:00, None, None,45
3.2,7.1,7.0, 0.1, 0.0,9.9, None,2021-11-06 06:00:00, None, None,45
3.2,8.4,7.1, 0.0, 0.0,8.4, None,2021-11-06 07:00:00, None, None,45
1.6,8.4,7.1, 0.1, 0.0,8.5, None,2021-11-06 08:00:00, None, None,45
0.4,7.3,7.1, 0.0, 0.0,8.5, None,2021-11-06 09:00:00, None, None,45
0.4,7.1,7.0, 0.0, 0.0,8.5, None,2021-11-06 10:00:00, None, None,45
0.4,6.8,6.8, 0.1, 0.0,8.5, None,2021-11-06 11:00:00, None, None,45
0.4,6.8,6.7, 0.1, 0.0,8.5, None,2021-11-06 12:00:00, None, None,45
0.7,6.9,6.7, 0.3, 0.0,8.5, None,2021-11-06 13:00:00, None, None,45
2.1,5.0,5.0, 1.4, 0.0,8.5, None,2021-11-06 14:00:00, None, None,45
2.9,5.0,5.0, 0.8, 0.0,8.5, None,2021-11-06 15:00:00, None, None,45
2.9,5.5,4.9, 0.0, 0.0,8.5, None,2021-11-06 16:00:00, None, None,45
2.9,6.5,4.9, 0.0, 0.0,8.5, None,2021-11-06 17:00:00, None, None,45
2.9,8.4,4.9, 0.0, 0.0,8.5, None,2021-11-06 18:00:00, None, None,45
2.9,8.5,8.3, 0.0, 0.0,8.7, None,2021-11-06 19:00:00, None, None,45
2.9,8.1,8.1, 0.0, 0.0,8.7, None,2021-11-06 20:00:00, None, None,45
3.1,7.5,7.3, 0.2, 0.0,8.7, None,2021-11-06 21:00:00, None, None,45
3.1,7.7,7.3, 0.0, 0.0,8.7, None,2021-11-06 23:00:00, None, None,45
3.1,8.0,7.3, 0.0, 0.0,8.7, None,2021-11-07 00:00:00, None, None,45
None,7.4,7.2, 0.0, 0.0,8.7, None,2021-11-07 02:00:00, None, None,45
None,7.3,7.2, 0.2, 0.0,8.7, None,2021-11-07 03:00:00, None, None,45
None,7.1,7.0, 0.0, 0.0,8.7, None,2021-11-07 04:00:00, None, None,45
None,5.5,5.4, 0.5, 0.0,8.7, None,2021-11-07 05:00:00, None, None,45
None,6.3,5.4, 0.0, 0.0,8.7, None,2021-11-07 06:00:00, None, None,45
