pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,avg_wnd_spd_10m_pst10mts,dwpt_temp,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
None, 7.112, 93.0, 10.4, 93.0, None, None, 6.0, 7.1, 6.9, 6.0, 0.0, None, None,2021-11-05 00:00:00, None, None, None,45
None, 7.26, 93.9, 10.4, 94.0, None, None, 6.0, 7.3, 6.9, 6.0, -0.2, None, None,2021-11-05 01:00:00, None, None, None,45
None, 7.059, 94.2, 10.4, 94.0, None, None, 6.0, 7.1, 6.9, 6.0, 0.0, None, None,2021-11-05 02:00:00, None, None, None,45
None, 6.907, 94.3, 10.4, 94.0, None, None, 6.0, 6.9, 6.9, 6.0, -0.1, None, None,2021-11-05 03:00:00, None, None, None,45
None, 7.324, 93.6, 10.4, 94.0, None, None, 6.0, 7.3, 6.7, 6.0, 0.0, None, None,2021-11-05 04:00:00, None, None, None,45
None, 7.285, 94.1, 10.4, 94.0, None, None, 6.0, 7.3, 6.7, 6.0, -0.1, None, None,2021-11-05 05:00:00, None, None, None,45
None, 7.282, 94.2, 10.4, 94.0, None, None, 6.0, 7.3, 6.7, 6.0, 0.1, None, None,2021-11-05 06:00:00, None, None, None,45
None, 7.133, 94.2, 7.4, 94.0, None, None, 6.0, 7.1, 7.1, 6.0, 0.0, None, None,2021-11-05 07:00:00, None, None, None,45
None, 6.584, 90.3, 7.4, 90.0, None, None, 5.0, 6.6, 6.6, 5.0, 0.4, None, None,2021-11-05 08:00:00, None, None, None,45
None, 5.941, 90.2, 7.4, 90.0, None, None, 4.0, 5.9, 6.0, 4.0, 2.2, None, None,2021-11-05 09:00:00, None, None, None,45
None, 5.926, 89.9, 7.4, 90.0, None, None, 4.0, 5.9, 5.9, 4.0, 0.4, None, None,2021-11-05 10:00:00, None, None, None,45
None, 6.269, 92.8, 7.4, 93.0, None, None, 5.0, 6.3, 5.9, 5.0, 0.0, None, None,2021-11-05 11:00:00, None, None, None,45
None, 6.785, 92.7, 7.4, 93.0, None, None, 6.0, 6.8, 5.9, 6.0, -0.3, None, None,2021-11-05 12:00:00, None, None, None,45
None, 7.221, 91.4, 7.4, 91.0, None, None, 6.0, 7.2, 5.9, 6.0, -0.1, None, None,2021-11-05 13:00:00, None, None, None,45
None, 7.526, 90.2, 7.6, 90.0, None, None, 6.0, 7.5, 5.9, 6.0, 0.1, None, None,2021-11-05 14:00:00, None, None, None,45
None, 7.021, 90.1, 7.9, 90.0, None, None, 5.0, 7.0, 5.9, 5.0, 0.5, None, None,2021-11-05 15:00:00, None, None, None,45
None, 7.149, 91.3, 7.9, 91.0, None, None, 6.0, 7.1, 5.9, 6.0, 0.0, None, None,2021-11-05 16:00:00, None, None, None,45
None, 6.117, 91.8, 7.9, 92.0, None, None, 5.0, 6.1, 5.9, 5.0, 0.3, None, None,2021-11-05 17:00:00, None, None, None,45
