AirTemp,ONE_DAY_PRECIPITATION,Snow_WE,time,MIN_TEMP,MAX_TEMP,week_of_year,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,SWE,ONE_DAY_SNOW,air_temp_1,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,mslp,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,rel_hum,snw_dpth,HEIGHT_OF_SNOW,stn_pres
,0.0, None,2020-08-12,0.5,14.6,33,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0, None,2020-08-13,0.2,16.2,33,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0, None,2020-08-14,1.6,20.3,33,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0, None,2020-08-15,5.1,24.0,33,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0, None,2020-08-16,7.9,28.0,33,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0, None,2020-08-17,10.8,27.4,33,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0, None,2020-08-18,8.8,26.9,33,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2020-08-12 00:00:00, None, None,33,706.0, 1.0, None, None,15.2,,,,,,,,,,,,,,,,,,,,,
,,,2020-08-12 01:00:00, None, None,33,706.0, 1.0, None, None,14.3,,,,,,,,,,,,,,,,,,,,,
,,,2020-08-12 02:00:00, None, None,33,706.0, 1.0, None, None,13.1,,,,,,,,,,,,,,,,,,,,,
,,,2020-08-12 03:00:00, None, None,33,707.0, 1.0, None, None,10.6,,,,,,,,,,,,,,,,,,,,,
,,,2020-08-12 04:00:00, None, None,33,707.0, 1.0, None, None,11.0,,,,,,,,,,,,,,,,,,,,,
,,,2020-08-12 05:00:00, None, None,33,707.0, 1.0, None, None,9.0,,,,,,,,,,,,,,,,,,,,,
,,,2020-08-12 06:00:00, None, None,33,707.0, 1.0, None, None,10.2,,,,,,,,,,,,,,,,,,,,,
,,,2020-08-12 07:00:00, None, None,33,707.0, 1.0, None, None,8.3,,,,,,,,,,,,,,,,,,,,,
,,,2020-08-12 08:00:00, None, None,33,708.0, 0.0, None, None,7.1,,,,,,,,,,,,,,,,,,,,,
,,,2020-08-12 09:00:00, None, None,33,708.0, 0.0, None, None,5.7,,,,,,,,,,,,,,,,,,,,,
