ONE_DAY_PRECIPITATION,ONE_DAY_RAIN,MIN_TEMP,ONE_DAY_SNOW,time,SNOW_ON_THE_GROUND,MAX_TEMP,week_of_year,pcpn_amt_pst24hrs,air_temp,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,pcpn_amt_pst1hr,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,min_air_temp_snc_last_reset,snw_dpth,dwpt_temp
0.0,0.0,19.0,0.0,2021-06-25,0.0,34.0,26,,,,,,,,,,,
0.0,0.0,22.5,0.0,2021-06-26,0.0,36.5,26,,,,,,,,,,,
0.0,0.0,23.5,0.0,2021-06-27,0.0,37.0,26,,,,,,,,,,,
0.0,0.0,25.0,0.0,2021-06-28,0.0,39.5,26,,,,,,,,,,,
0.0,0.0,24.5,0.0,2021-06-29,0.0,41.5,26,,,,,,,,,,,
0.0,0.0,25.0,0.0,2021-06-30,0.0,43.5,26,,,,,,,,,,,
0.0,0.0,27.0,0.0,2021-07-01,0.0,38.0,26,,,,,,,,,,,
,,,,2021-06-25 00:00:00,,,26,0.0,17.2,17.17,57.04,0.0,0.0,21.5,57.0,16.8,-6999.0,9.0
,,,,2021-06-25 01:00:00,,,26,0.0,16.7,16.68,57.29,0.0,0.0,21.5,57.0,16.5,-6999.0,8.0
,,,,2021-06-25 02:00:00,,,26,0.0,16.3,16.33,58.54,0.0,0.0,21.5,59.0,15.9,-6999.0,8.0
,,,,2021-06-25 03:00:00,,,26,0.0,14.7,14.65,64.93,0.0,0.0,21.5,65.0,14.7,-6999.0,8.0
,,,,2021-06-25 04:00:00,,,26,0.0,16.3,16.31,61.12,0.0,0.0,21.5,61.0,14.2,-6999.0,9.0
,,,,2021-06-25 05:00:00,,,26,0.0,16.3,16.32,60.0,0.0,0.0,21.5,60.0,14.2,-6999.0,8.0
,,,,2021-06-25 06:00:00,,,26,0.0,17.0,16.99,58.17,0.0,0.0,21.5,58.0,14.2,-6999.0,9.0
,,,,2021-06-25 07:00:00,,,26,0.0,17.5,17.48,52.71,0.0,0.0,17.6,53.0,16.8,-6999.0,8.0
,,,,2021-06-25 08:00:00,,,26,0.0,18.3,18.26,49.86,0.0,0.0,18.2,50.0,16.8,-6999.0,8.0
,,,,2021-06-25 09:00:00,,,26,0.0,18.6,18.57,49.13,0.0,0.0,19.0,49.0,16.8,-6999.0,8.0
,,,,2021-06-25 10:00:00,,,26,0.0,20.0,19.99,44.88,0.0,0.0,20.1,45.0,16.8,-6999.0,8.0
,,,,2021-06-25 11:00:00,,,26,0.0,21.1,21.12,42.66,0.0,0.0,21.5,43.0,16.8,-6999.0,8.0
,,,,2021-06-25 12:00:00,,,26,0.0,22.8,22.81,42.48,0.0,0.0,23.0,42.0,16.8,-6999.0,9.0
,,,,2021-06-25 13:00:00,,,26,0.0,24.4,24.36,39.17,0.0,0.0,24.3,39.0,16.8,-6999.0,10.0
,,,,2021-06-25 14:00:00,,,26,0.0,24.9,24.9,37.96,0.0,0.0,24.9,38.0,16.8,-6999.0,10.0
,,,,2021-06-25 15:00:00,,,26,0.0,25.8,25.8,36.39,0.0,0.0,25.9,36.0,16.8,-6999.0,10.0
,,,,2021-06-25 16:00:00,,,26,0.0,26.1,26.12,35.91,0.0,0.0,26.7,36.0,16.8,-6999.0,10.0
,,,,2021-06-25 17:00:00,,,26,0.0,26.5,26.5,35.53,0.0,0.0,26.9,36.0,16.8,-6999.0,10.0
,,,,2021-06-25 18:00:00,,,26,0.0,26.6,26.58,36.56,0.0,0.0,26.9,37.0,16.8,-6999.0,11.0
,,,,2021-06-25 19:00:00,,,26,0.0,26.2,26.17,35.19,0.0,0.0,26.9,35.0,26.1,-6999.0,10.0
,,,,2021-06-25 20:00:00,,,26,0.0,25.0,24.99,39.01,0.0,0.0,26.9,39.0,25.0,-6999.0,10.0
,,,,2021-06-25 21:00:00,,,26,0.0,23.8,23.82,42.17,0.0,0.0,26.9,42.0,23.9,-6999.0,10.0
,,,,2021-06-25 22:00:00,,,26,0.0,22.7,22.69,45.72,0.0,0.0,26.9,46.0,22.5,-6999.0,10.0
,,,,2021-06-25 23:00:00,,,26,0.0,21.5,21.5,49.56,0.0,0.0,26.9,50.0,21.6,-6999.0,11.0
,,,,2021-06-26 00:00:00,,,26,0.0,21.5,21.45,50.7,0.0,0.0,26.9,51.0,20.8,-6999.0,11.0
,,,,2021-06-26 01:00:00,,,26,0.0,21.4,21.44,50.61,0.0,0.0,26.9,51.0,20.8,-6999.0,11.0
,,,,2021-06-26 02:00:00,,,26,0.0,21.3,21.28,51.02,0.0,0.0,26.9,51.0,20.8,-6999.0,11.0
,,,,2021-06-26 03:00:00,,,26,0.0,20.3,20.25,54.62,0.0,0.0,26.9,55.0,20.3,-6999.0,11.0
,,,,2021-06-26 04:00:00,,,26,0.0,19.7,19.65,56.23,0.0,0.0,26.9,56.0,18.9,-6999.0,11.0
,,,,2021-06-26 05:00:00,,,26,0.0,18.0,18.02,62.61,0.0,0.0,26.9,63.0,17.7,-6999.0,11.0
,,,,2021-06-26 06:00:00,,,26,0.0,20.6,20.59,56.44,0.0,0.0,26.9,56.0,17.4,-6999.0,12.0
,,,,2021-06-26 07:00:00,,,26,0.0,22.7,22.71,53.12,0.0,0.0,22.6,53.0,20.5,-6999.0,12.0
,,,,2021-06-26 08:00:00,,,26,0.0,23.7,23.67,50.73,0.0,0.0,23.6,51.0,20.5,-6999.0,13.0
,,,,2021-06-26 09:00:00,,,26,0.0,24.2,24.16,44.92,0.0,0.0,24.4,45.0,20.5,-6999.0,11.0
,,,,2021-06-26 10:00:00,,,26,0.0,25.9,25.85,39.75,0.0,0.0,25.9,40.0,20.5,-6999.0,11.0
,,,,2021-06-26 11:00:00,,,26,0.0,26.2,26.18,39.21,0.0,0.0,26.3,39.0,20.5,-6999.0,11.0
,,,,2021-06-26 12:00:00,,,26,0.0,27.3,27.27,33.13,0.0,0.0,27.8,33.0,20.5,-6999.0,10.0
,,,,2021-06-26 13:00:00,,,26,0.0,28.7,28.72,30.82,0.0,0.0,28.7,31.0,20.5,-6999.0,10.0
,,,,2021-06-26 14:00:00,,,26,0.0,29.4,29.42,27.5,0.0,0.0,29.9,28.0,20.5,-6999.0,9.0
,,,,2021-06-26 15:00:00,,,26,0.0,30.7,30.65,24.27,0.0,0.0,30.9,24.0,20.5,-6999.0,8.0
,,,,2021-06-26 16:00:00,,,26,0.0,31.2,31.19,22.99,0.0,0.0,31.3,23.0,20.5,-6999.0,8.0
,,,,2021-06-26 17:00:00,,,26,0.0,31.6,31.61,21.26,0.0,0.0,32.1,21.0,20.5,-6999.0,7.0
,,,,2021-06-26 18:00:00,,,26,0.0,31.7,31.71,23.19,0.0,0.0,32.3,23.0,20.5,-6999.0,8.0
,,,,2021-06-26 19:00:00,,,26,0.0,30.7,30.74,25.66,0.0,0.0,31.7,26.0,30.6,-6999.0,9.0
,,,,2021-06-26 20:00:00,,,26,0.0,26.6,26.56,41.72,0.0,0.0,31.7,42.0,26.9,-6999.0,12.0
,,,,2021-06-26 21:00:00,,,26,0.0,23.6,23.63,47.2,0.0,0.0,31.7,47.0,23.7,-6999.0,12.0
,,,,2021-06-26 22:00:00,,,26,0.0,22.8,22.83,46.56,0.0,0.0,31.7,47.0,22.6,-6999.0,11.0
,,,,2021-06-26 23:00:00,,,26,0.0,22.6,22.59,42.88,0.0,0.0,31.7,43.0,21.9,-6999.0,9.0
,,,,2021-06-27 00:00:00,,,26,0.0,21.1,21.14,48.31,0.0,0.0,31.7,48.0,21.0,-6999.0,10.0
,,,,2021-06-27 01:00:00,,,26,0.0,20.3,20.31,50.77,0.0,0.0,31.7,51.0,20.1,-6999.0,10.0
,,,,2021-06-27 02:00:00,,,26,0.0,20.0,20.0,50.0,0.0,0.0,31.7,50.0,19.7,-6999.0,9.0
,,,,2021-06-27 03:00:00,,,26,0.0,20.0,20.0,49.86,0.0,0.0,31.7,50.0,19.4,-6999.0,9.0
,,,,2021-06-27 04:00:00,,,26,0.0,19.4,19.44,52.21,0.0,0.0,31.7,52.0,19.3,-6999.0,9.0
,,,,2021-06-27 05:00:00,,,26,0.0,18.9,18.85,55.23,0.0,0.0,31.7,55.0,18.8,-6999.0,10.0
,,,,2021-06-27 06:00:00,,,26,0.0,20.7,20.68,51.52,0.0,0.0,31.7,52.0,18.6,-6999.0,10.0
,,,,2021-06-27 07:00:00,,,26,0.0,23.2,23.22,58.49,0.0,0.0,23.3,58.0,20.6,-6999.0,15.0
,,,,2021-06-27 08:00:00,,,26,0.0,26.5,26.46,42.73,0.0,0.0,27.4,43.0,20.6,-6999.0,13.0
,,,,2021-06-27 09:00:00,,,26,0.0,26.7,26.68,40.52,0.0,0.0,27.4,41.0,20.6,-6999.0,12.0
,,,,2021-06-27 10:00:00,,,26,0.0,28.5,28.5,37.61,0.0,0.0,28.6,38.0,20.6,-6999.0,12.0
