wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year,AirTemp,ONE_DAY_PRECIPITATION,MIN_TEMP,Snow_WE,SNOW_ON_THE_GROUND,MAX_TEMP
351.0, 62.0, 26.7, 0.0, 8.1, 26.1, 15.3, 15.0, 349.0, 0.0, None, 62.0,2021-06-25 00:00:00,26,,,,,,
346.0, 62.0, 32.0, 0.0, 8.0, 15.1, 15.2, 14.4, 351.0, 0.0, None, 65.0,2021-06-25 01:00:00,26,,,,,,
349.0, 62.0, 26.1, 0.0, 7.8, 27.4, 15.0, 14.4, 351.0, 0.0, None, 66.0,2021-06-25 02:00:00,26,,,,,,
349.0, 65.0, 15.1, 0.0, 7.9, 28.5, 14.4, 14.4, 346.0, 0.0, None, 66.0,2021-06-25 03:00:00,26,,,,,,
351.0, 66.0, 27.4, 0.0, 8.1, 28.9, 14.4, 14.9, 349.0, 0.0, None, 64.0,2021-06-25 04:00:00,26,,,,,,
349.0, 66.0, 28.5, 0.0, 8.1, 26.2, 14.4, 15.4, 349.0, 0.0, None, 60.0,2021-06-25 05:00:00,26,,,,,,
6.0, 64.0, 28.9, 0.0, 8.2, 23.1, 14.9, 16.2, 351.0, 0.0, None, 55.0,2021-06-25 06:00:00,26,,,,,,
352.0, 60.0, 26.2, 0.0, 7.7, 22.8, 15.4, 16.9, 349.0, 0.0, None, 51.0,2021-06-25 07:00:00,26,,,,,,
8.0, 55.0, 23.1, 0.0, 7.2, 26.8, 16.2, 18.3, 6.0, 0.0, None, 45.0,2021-06-25 08:00:00,26,,,,,,
5.0, 51.0, 22.8, 0.0, 6.7, 21.4, 16.9, 20.4, 352.0, 0.0, None, 43.0,2021-06-25 09:00:00,26,,,,,,
348.0, 45.0, 26.8, 0.0, 6.2, 30.8, 18.3, 20.9, 8.0, 0.0, None, 42.0,2021-06-25 10:00:00,26,,,,,,
9.0, 43.0, 21.4, 0.0, 7.4, 25.7, 20.4, 22.5, 5.0, 0.0, None, 39.0,2021-06-25 11:00:00,26,,,,,,
353.0, 42.0, 30.8, 0.0, 7.5, 20.3, 20.9, 23.1, 348.0, 0.0, None, 38.0,2021-06-25 12:00:00,26,,,,,,
27.0, 39.0, 25.7, 0.0, 7.9, 17.6, 22.5, 24.7, 9.0, 0.0, None, 37.0,2021-06-25 13:00:00,26,,,,,,
356.0, 38.0, 20.3, 0.0, 8.0, 26.2, 23.1, 25.3, 353.0, 0.0, None, 35.0,2021-06-25 14:00:00,26,,,,,,
8.0, 37.0, 17.6, 0.0, 9.0, 22.9, 24.7, 25.6, 27.0, 0.0, None, 35.0,2021-06-25 15:00:00,26,,,,,,
17.0, 35.0, 26.2, 0.0, 8.8, 15.3, 25.3, 26.3, 356.0, 0.0, None, 34.0,2021-06-25 16:00:00,26,,,,,,
4.0, 35.0, 22.9, 0.0, 9.0, 23.4, 25.6, 25.4, 8.0, 0.0, None, 35.0,2021-06-25 17:00:00,26,,,,,,
4.0, 34.0, 15.3, 0.0, 9.2, 18.4, 26.3, 24.7, 17.0, 0.0, None, 37.0,2021-06-25 18:00:00,26,,,,,,
7.0, 35.0, 23.4, 0.0, 8.8, 11.3, 25.4, 22.6, 4.0, 0.0, None, 42.0,2021-06-25 19:00:00,26,,,,,,
13.0, 37.0, 18.4, 0.0, 9.0, 7.7, 24.7, 21.4, 4.0, 0.0, None, 48.0,2021-06-25 20:00:00,26,,,,,,
4.0, 42.0, 11.3, 0.0, 9.0, 21.1, 22.6, 21.2, 7.0, 0.0, 0.0, 48.0,2021-06-25 21:00:00,26,,,,,,
9.0, 48.0, 7.7, 0.0, 9.9, 19.3, 21.4, 20.4, 13.0, 0.0, 0.0, 51.0,2021-06-25 22:00:00,26,,,,,,
356.0, 48.0, 21.1, 0.0, 9.8, 19.8, 21.2, 20.0, 4.0, 0.0, 0.0, 52.0,2021-06-25 23:00:00,26,,,,,,
322.0, 51.0, 19.3, 0.0, 9.9, 12.5, 20.4, 19.2, 9.0, 0.0, 0.0, 55.0,2021-06-26 00:00:00,26,,,,,,
346.0, 52.0, 19.8, 0.0, 9.9, 15.2, 20.0, 18.7, 356.0, 0.0, 0.0, 57.0,2021-06-26 01:00:00,26,,,,,,
352.0, 55.0, 12.5, 0.0, 9.9, 17.0, 19.2, 18.8, 322.0, 0.0, 0.0, 57.0,2021-06-26 02:00:00,26,,,,,,
357.0, 57.0, 15.2, 0.0, 10.0, 15.9, 18.7, 18.8, 346.0, 0.0, 0.0, 57.0,2021-06-26 03:00:00,26,,,,,,
1.0, 57.0, 17.0, 0.0, 10.1, 13.9, 18.8, 20.1, 352.0, 0.0, 0.0, 52.0,2021-06-26 04:00:00,26,,,,,,
20.0, 57.0, 15.9, 0.0, 10.1, 7.0, 18.8, 21.6, 357.0, 0.0, 0.0, 50.0,2021-06-26 05:00:00,26,,,,,,
64.0, 52.0, 13.9, 0.0, 9.9, 7.7, 20.1, 22.8, 1.0, 0.0, 0.0, 46.0,2021-06-26 06:00:00,26,,,,,,
85.0, 50.0, 7.0, 0.0, 10.7, 4.9, 21.6, 23.0, 20.0, 0.0, 0.0, 46.0,2021-06-26 07:00:00,26,,,,,,
134.0, 46.0, 7.7, 0.0, 10.6, 6.5, 22.8, 25.7, 64.0, 0.0, 0.0, 39.0,2021-06-26 08:00:00,26,,,,,,
145.0, 46.0, 4.9, 0.0, 10.8, 9.9, 23.0, 26.7, 85.0, 0.0, 0.0, 34.0,2021-06-26 09:00:00,26,,,,,,
200.0, 39.0, 6.5, 0.0, 10.7, 7.5, 25.7, 28.4, 134.0, 0.0, 0.0, 35.0,2021-06-26 10:00:00,26,,,,,,
130.0, 34.0, 9.9, 0.0, 9.5, 6.9, 26.7, 29.5, 145.0, 0.0, 0.0, 29.0,2021-06-26 11:00:00,26,,,,,,
196.0, 35.0, 7.5, 0.0, 11.5, 9.4, 28.4, 30.0, 200.0, 0.0, 0.0, 24.0,2021-06-26 12:00:00,26,,,,,,
166.0, 29.0, 6.9, 0.0, 9.6, 8.5, 29.5, 30.8, 130.0, 0.0, 0.0, 24.0,2021-06-26 13:00:00,26,,,,,,
147.0, 24.0, 9.4, 0.0, 7.2, 10.0, 30.0, 30.9, 196.0, 0.0, 0.0, 22.0,2021-06-26 14:00:00,26,,,,,,
149.0, 24.0, 8.5, 0.0, 7.9, 8.3, 30.8, 31.6, 166.0, 0.0, 0.0, 21.0,2021-06-26 15:00:00,26,,,,,,
137.0, 22.0, 10.0, 0.0, 6.7, 5.9, 30.9, 31.8, 147.0, 0.0, 0.0, 20.0,2021-06-26 16:00:00,26,,,,,,
141.0, 21.0, 8.3, 0.0, 6.6, 9.4, 31.6, 30.3, 149.0, 0.0, 0.0, 24.0,2021-06-26 17:00:00,26,,,,,,
142.0, 20.0, 5.9, 0.0, 6.1, 4.4, 31.8, 29.3, 137.0, 0.0, 0.0, 29.0,2021-06-26 18:00:00,26,,,,,,
340.0, 24.0, 9.4, 0.0, 7.5, 5.2, 30.3, 22.3, 141.0, 0.0, 0.0, 49.0,2021-06-26 19:00:00,26,,,,,,
359.0, 29.0, 4.4, 0.0, 9.4, 8.4, 29.3, 21.7, 142.0, 0.0, 0.0, 47.0,2021-06-26 20:00:00,26,,,,,,
10.0, 49.0, 5.2, 0.0, 11.1, 10.8, 22.3, 23.0, 340.0, 0.0, 0.0, 39.0,2021-06-26 21:00:00,26,,,,,,
359.0, 47.0, 8.4, 0.0, 9.9, 5.8, 21.7, 20.8, 359.0, 0.0, 0.0, 43.0,2021-06-26 22:00:00,26,,,,,,
352.0, 39.0, 10.8, 0.0, 8.3, 5.4, 23.0, 19.7, 10.0, 0.0, 0.0, 49.0,2021-06-26 23:00:00,26,,,,,,
6.0, 43.0, 5.8, 0.0, 7.8, 7.2, 20.8, 19.3, 359.0, 0.0, 0.0, 47.0,2021-06-27 00:00:00,26,,,,,,
2.0, 49.0, 5.4, 0.0, 8.7, 8.5, 19.7, 18.9, 352.0, 0.0, 0.0, 49.0,2021-06-27 01:00:00,26,,,,,,
1.0, 47.0, 7.2, 0.0, 7.7, 7.1, 19.3, 18.7, 6.0, 0.0, 0.0, 51.0,2021-06-27 02:00:00,26,,,,,,
6.0, 49.0, 8.5, 0.0, 8.0, 8.7, 18.9, 18.0, 2.0, 0.0, 0.0, 52.0,2021-06-27 03:00:00,26,,,,,,
5.0, 51.0, 7.1, 0.0, 8.4, 6.5, 18.7, 19.4, 1.0, 0.0, 0.0, 51.0,2021-06-27 04:00:00,26,,,,,,
5.0, 52.0, 8.7, 0.0, 8.0, 7.3, 18.0, 22.7, 6.0, 0.0, 0.0, 45.0,2021-06-27 05:00:00,26,,,,,,
165.0, 51.0, 6.5, 0.0, 9.0, 3.9, 19.4, 26.3, 5.0, 0.0, 0.0, 41.0,2021-06-27 06:00:00,26,,,,,,
174.0, 45.0, 7.3, 0.0, 10.2, 4.8, 22.7, 26.2, 5.0, 0.0, 0.0, 39.0,2021-06-27 07:00:00,26,,,,,,
166.0, 41.0, 3.9, 0.0, 12.0, 7.1, 26.3, 28.8, 165.0, 0.0, 0.0, 33.0,2021-06-27 08:00:00,26,,,,,,
156.0, 39.0, 4.8, 0.0, 11.2, 9.9, 26.2, 30.0, 174.0, 0.0, 0.0, 31.0,2021-06-27 09:00:00,26,,,,,,
158.0, 33.0, 7.1, 0.0, 10.9, 9.3, 28.8, 31.2, 166.0, 0.0, 0.0, 29.0,2021-06-27 10:00:00,26,,,,,,
, 31.0, 9.9, None, 11.0, None, 30.0, None, 156.0, 0.0, 0.0, None,2021-06-27 11:00:00,26,,,,,,
165.0, 29.0, 9.3, 0.0, 11.1, 10.4, 31.2, 32.7, 158.0, 0.0, 0.0, 23.0,2021-06-27 12:00:00,26,,,,,,
149.0, None, None, 0.0, None, 9.8, None, 33.0, None, None, None, 23.0,2021-06-27 13:00:00,26,,,,,,
130.0, 23.0, 10.4, 0.0, 8.9, 10.5, 32.7, 33.3, 165.0, 0.0, None, 22.0,2021-06-27 14:00:00,26,,,,,,
