wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year,pcpn_amt_pst24hrs,SWE,cum_pcpn_amt,ONE_DAY_SNOW,air_temp_2,air_temp_1,snw_dpth,MAX_TEMP,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,MIN_TEMP,SNOW_ON_THE_GROUND,RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,PRECIP_DETECTOR_RATIO,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,mslp,snwfl_amt_pst1hr,stn_pres
8.0, 75.0, 4.0, 0.0, 8.9, 5.2, 13.2, 11.9, 1.0, 0.0, None, 81.0,2021-06-25 00:00:00,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.0, 81.0, 4.1, 0.0, 8.8, 3.5, 12.0, 10.9, 7.0, 0.0, None, 87.0,2021-06-25 01:00:00,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0, 81.0, 5.2, 0.0, 8.7, 2.9, 11.9, 9.7, 8.0, 0.0, None, 92.0,2021-06-25 02:00:00,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0, 87.0, 3.5, 0.0, 8.8, 3.9, 10.9, 9.1, 24.0, 0.0, None, 94.0,2021-06-25 03:00:00,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77.0, 92.0, 2.9, 0.0, 8.5, 2.1, 9.7, 9.1, 6.0, 0.0, None, 95.0,2021-06-25 04:00:00,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244.0, 94.0, 3.9, 0.0, 8.2, 2.6, 9.1, 12.4, 16.0, 0.0, None, 82.0,2021-06-25 05:00:00,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348.0, 95.0, 2.1, 0.0, 8.3, 8.7, 9.1, 17.9, 77.0, 0.0, None, 58.0,2021-06-25 06:00:00,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359.0, 82.0, 2.6, 0.0, 9.4, 9.3, 12.4, 20.4, 244.0, 0.0, None, 51.0,2021-06-25 07:00:00,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333.0, 58.0, 8.7, 0.0, 9.5, 10.6, 17.9, 22.0, 348.0, 0.0, None, 44.0,2021-06-25 08:00:00,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328.0, 51.0, 9.3, 0.0, 9.9, 13.0, 20.4, 22.5, 359.0, 0.0, None, 44.0,2021-06-25 09:00:00,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
