WDIR_VECT,TEMP_MEAN,WSPD_SCLR,PRECIP_TOTAL,avg_rel_hum_pst1hr,time,HUMIDITY,avg_air_temp_pst1hr,week_of_year
240.9, -11.5, 1.428, None, 87.7,2019-01-08 00:00:00, 87.7, -11.53,2
238.5, -12.3, 1.433, None, 86.6,2019-01-08 01:00:00, 86.6, -12.26,2
233.1, -13.0, 1.664, None, 93.7,2019-01-08 02:00:00, 93.7, -12.97,2
237.2, -13.6, 1.464, None, 92.9,2019-01-08 03:00:00, 92.9, -13.59,2
241.1, -14.2, 1.626, None, 91.1,2019-01-08 04:00:00, 91.1, -14.16,2
233.4, -14.9, 1.766, None, 91.6,2019-01-08 05:00:00, 91.6, -14.85,2
242.7, -15.2, 1.445, None, 91.2,2019-01-08 06:00:00, 91.2, -15.19,2
236.3, -15.9, 1.951, None, 89.2,2019-01-08 07:00:00, 89.2, -15.89,2
244.2, -16.0, 1.438, None, 90.6,2019-01-08 08:00:00, 90.6, -15.98,2
236.9, -16.1, 1.617, None, 89.9,2019-01-08 09:00:00, 89.9, -16.11,2
227.2, -15.8, 1.231, None, 89.5,2019-01-08 10:00:00, 89.5, -15.78,2
240.9, -15.0, 1.002, None, 90.4,2019-01-08 11:00:00, 90.4, -14.97,2
229.7, -13.9, 0.732999, None, 91.9,2019-01-08 12:00:00, 91.9, -13.93,2
184.7, -13.0, 0.388, None, 93.3,2019-01-08 13:00:00, 93.3, -13.0,2
246.6, -12.5, 0.514998, None, 93.2,2019-01-08 14:00:00, 93.2, -12.48,2
317.0, -11.8, 1.739, None, 93.2,2019-01-08 15:00:00, 93.2, -11.84,2
355.9, -11.0, 0.897, None, 93.0,2019-01-08 16:00:00, 93.0, -11.01,2
331.6, -10.6, 1.371, None, 92.2,2019-01-08 17:00:00, 92.2, -10.57,2
337.6, -10.0, 1.383, None, 92.4,2019-01-08 18:00:00, 92.4, -10.0,2
344.0, -9.7, 1.411, None, 94.4,2019-01-08 19:00:00, 94.4, -9.69,2
329.5, -9.3, 1.863, None, 95.4,2019-01-08 20:00:00, 95.4, -9.29,2
335.0, -8.8, 2.933, None, 94.8,2019-01-08 21:00:00, 94.8, -8.84,2
329.0, -8.7, 2.681, None, 94.3,2019-01-08 22:00:00, 94.3, -8.71,2
323.4, -8.5, 2.774, None, 93.1,2019-01-08 23:00:00, 93.1, -8.53,2
326.1, -8.5, 2.853, None, 92.6,2019-01-09 00:00:00, 92.6, -8.46,2
319.8, -8.4, 2.27, None, 92.2,2019-01-09 01:00:00, 92.2, -8.36,2
324.2, -8.4, 1.921, None, 92.7,2019-01-09 02:00:00, 92.7, -8.44,2
344.4, -8.3, 1.09, None, 92.5,2019-01-09 03:00:00, 92.5, -8.32,2
322.7, -8.1, 0.656, None, 92.6,2019-01-09 04:00:00, 92.6, -8.14,2
337.6, -8.3, 0.787, None, 93.4,2019-01-09 05:00:00, 93.4, -8.34,2
329.8, -8.3, 0.847, None, 93.7,2019-01-09 06:00:00, 93.7, -8.33,2
332.5, -8.3, 0.915, None, 93.2,2019-01-09 07:00:00, 93.2, -8.26,2
3.2, -8.0, 0.365999, None, 92.4,2019-01-09 08:00:00, 92.4, -8.03,2
337.4, -7.9, 0.669, None, 92.3,2019-01-09 09:00:00, 92.3, -7.88,2
113.7, -7.6, 1.065, None, 94.0,2019-01-09 10:00:00, 94.0, -7.6,2
262.0, -7.4, 0.674, None, 95.5,2019-01-09 11:00:00, 95.5, -7.38,2
357.7, -7.1, 0.239998, None, 94.7,2019-01-09 12:00:00, 94.7, -7.07,2
322.7, -6.5, 0.640999, None, 93.6,2019-01-09 13:00:00, 93.6, -6.515,2
308.0, -5.9, 0.194998, None, 94.5,2019-01-09 14:00:00, 94.5, -5.863,2
74.3, -5.4, 0.428999, None, 93.1,2019-01-09 15:00:00, 93.1, -5.376,2
215.4, -5.1, 0.570999, None, 94.9,2019-01-09 16:00:00, 94.9, -5.083,2
309.8, -5.2, 0.347, None, 94.7,2019-01-09 17:00:00, 94.7, -5.205,2
339.2, -5.5, 0.758, None, 95.5,2019-01-09 18:00:00, 95.5, -5.547,2
343.4, -5.9, 0.595, None, 96.0,2019-01-09 19:00:00, 96.0, -5.927,2
359.6, -6.2, 0.703, None, 96.6,2019-01-09 20:00:00, 96.6, -6.196,2
238.5, -5.9, 1.046, None, 97.7,2019-01-09 21:00:00, 97.7, -5.927,2
217.3, -5.9, 0.572, None, 98.1,2019-01-09 22:00:00, 98.1, -5.876,2
174.7, -5.9, 1.2, None, 98.1,2019-01-09 23:00:00, 98.1, -5.935,2
184.2, -5.7, 2.133, None, 98.7,2019-01-10 00:00:00, 98.7, -5.703,2
316.6, -5.9, 0.816999, None, 97.6,2019-01-10 01:00:00, 97.6, -5.914,2
357.2, -6.2, 1.263, None, 98.2,2019-01-10 02:00:00, 98.2, -6.152,2
353.6, -6.0, 0.822, None, 98.3,2019-01-10 03:00:00, 98.3, -6.023,2
173.3, -5.2, 1.216, None, 99.4,2019-01-10 04:00:00, 99.4, -5.199,2
207.1, -5.1, 0.609, None, 99.6,2019-01-10 05:00:00, 99.6, -5.109,2
275.7, -4.7, 0.796998, None, 99.5,2019-01-10 06:00:00, 99.5, -4.715,2
196.2, -4.5, 1.196, None, 99.5,2019-01-10 07:00:00, 99.5, -4.465,2
235.5, -4.8, 0.865, None, 99.7,2019-01-10 08:00:00, 99.7, -4.753,2
217.3, -4.9, 0.833998, None, 99.8,2019-01-10 09:00:00, 99.8, -4.909,2
261.7, -4.7, 0.666998, None, 99.9,2019-01-10 10:00:00, 99.9, -4.707,2
275.2, -3.9, 0.349999, None, 99.9,2019-01-10 11:00:00, 99.9, -3.931,2
213.6, -3.3, 0.499, None, 100.0,2019-01-10 12:00:00, 100.0, -3.297,2
233.7, -2.6, 0.266999, None, 100.0,2019-01-10 13:00:00, 100.0, -2.575,2
236.5, -2.0, 0.759998, None, 99.2,2019-01-10 14:00:00, 99.2, -2.005,2
265.8, -0.9, 0.838998, None, 98.7,2019-01-10 15:00:00, 98.7, -0.941999,2
279.9, -0.5, 0.773, None, 99.0,2019-01-10 16:00:00, 99.0, -0.460999,2
224.4, -0.2, 0.345999, None, 99.3,2019-01-10 17:00:00, 99.3, -0.207,2
175.8, -0.4, 0.425998, None, 99.6,2019-01-10 18:00:00, 99.6, -0.363999,2
234.1, -0.3, 0.381, None, 100.0,2019-01-10 19:00:00, 100.0, -0.33,2
211.5, -0.1, 0.583998, None, 100.0,2019-01-10 20:00:00, 100.0, -0.101,2
227.0, -0.2, 0.171, None, 100.0,2019-01-10 21:00:00, 100.0, -0.224998,2
123.8, -0.2, 0.284, None, 100.0,2019-01-10 22:00:00, 100.0, -0.182998,2
255.2, -0.3, 0.409999, None, 100.0,2019-01-10 23:00:00, 100.0, -0.316,2
251.3, 0.2, 0.162, None, 100.0,2019-01-11 00:00:00, 100.0, 0.162,2
236.6, 0.5, 0.09, None, 100.0,2019-01-11 01:00:00, 100.0, 0.474,2
