time,ONE_DAY_PRECIPITATION,MAX_TEMP,MIN_TEMP,week_of_year
2016-09-23, None,0.0,0.0,39
2016-09-24, None,0.0,0.0,39
2016-09-25, None,0.0,0.0,39
2016-09-26, None,0.0,0.0,39
2016-09-27, None,0.0,0.0,39
2016-09-28, None,0.0,0.0,39
2016-09-29, None,0.0,0.0,39
