ONE_DAY_PRECIPITATION,ONE_DAY_RAIN,MIN_TEMP,ONE_DAY_SNOW,time,SNOW_ON_THE_GROUND,MAX_TEMP,week_of_year,pcpn_amt_pst24hrs,air_temp,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,pcpn_amt_pst1hr,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,min_air_temp_snc_last_reset,snw_dpth,dwpt_temp
0.0,0.0,2.5,0.0,2021-02-26,0.0,9.0,9,,,,,,,,,,,
0.0,0.0,-1.5,0.0,2021-02-27,0.0,7.5,9,,,,,,,,,,,
0.0,0.0,3.0,0.0,2021-02-28,0.0,8.5,9,,,,,,,,,,,
0.0,0.0,2.5,0.0,2021-03-01,0.0,11.0,9,,,,,,,,,,,
0.0,0.0,2.5,0.0,2021-03-02,0.0,10.0,9,,,,,,,,,,,
0.0,0.0,1.5,0.0,2021-03-03,0.0,9.0,9,,,,,,,,,,,
0.0,0.0,0.0,0.0,2021-03-04,0.0,10.5,9,,,,,,,,,,,
,,,,2021-02-26 00:00:00,,,9,0.6,-3.1, -3.096, 77.46,0.0,0.0,-2.3,77.0,-3.3,-6999.0,-6.0
,,,,2021-02-26 01:00:00,,,9,0.6,-2.9, -2.853, 72.39,0.0,0.0,-2.3,72.0,-3.3,-6999.0,-7.0
,,,,2021-02-26 02:00:00,,,9,0.6,-3.1, -3.092, 72.33,0.0,0.0,-2.3,72.0,-3.3,-6999.0,-7.0
,,,,2021-02-26 03:00:00,,,9,0.6,-2.8, -2.794, 66.44,0.0,0.0,-2.3,66.0,-3.3,-6999.0,-7.0
,,,,2021-02-26 04:00:00,,,9,0.6,-2.9, -2.861, 69.26,0.0,0.0,-2.3,69.0,-3.3,-6999.0,-7.0
,,,,2021-02-26 05:00:00,,,9,0.6,-3.2, -3.203, 74.32,0.1,0.0,-2.3,74.0,-3.4,-6999.0,-7.0
,,,,2021-02-26 06:00:00,,,9,0.9,-3.9, -3.887, 80.1,0.6,1.0,-2.3,80.0,-4.1,-6999.0,-6.0
,,,,2021-02-26 07:00:00,,,9,0.6,-3.7, -3.661, 72.54,0.0,0.0,-3.6,73.0,-3.9,-6999.0,-8.0
,,,,2021-02-26 08:00:00,,,9,0.6,-3.9, -3.875, 68.62,0.0,0.0,-3.6,69.0,-4.0,-6999.0,-8.0
,,,,2021-02-26 09:00:00,,,9,0.6,-3.6, -3.561, 65.95,0.0,0.0,-3.6,66.0,-4.0,-6999.0,-8.0
,,,,2021-02-26 10:00:00,,,9,0.6,-2.9, -2.909, 59.83,0.0,0.0,-2.9,60.0,-4.0,-6999.0,-9.0
,,,,2021-02-26 11:00:00,,,9,0.6,-2.2, -2.202, 51.76,0.0,0.0,-1.6,52.0,-4.0,-6999.0,-10.0
,,,,2021-02-26 12:00:00,,,9,0.6,-0.3, -0.33, 46.21,0.0,0.0,-0.1,46.0,-4.0,-6999.0,-9.0
,,,,2021-02-26 13:00:00,,,9,0.6,-1.8, -1.798, 54.57,0.0,0.0,0.5,55.0,-4.0,-6999.0,-9.0
,,,,2021-02-26 14:00:00,,,9,0.6,-1.9, -1.857, 57.2,0.0,0.0,0.5,57.0,-4.0,-6999.0,-8.0
,,,,2021-02-26 15:00:00,,,9,0.8,-3.1, -3.134, 74.35,0.2,0.0,0.5,74.0,-4.0,-6999.0,-7.0
,,,,2021-02-26 16:00:00,,,9,0.8,-3.0, -2.991, 73.12,0.0,0.0,0.5,73.0,-4.0,-6999.0,-6.0
,,,,2021-02-26 17:00:00,,,9,0.8,-3.6, -3.626, 80.8,0.1,0.0,0.5,81.0,-4.0,-6999.0,-6.0
,,,,2021-02-26 18:00:00,,,9,2.0,-4.9, -4.882, 86.8,1.2,1.0,0.5,87.0,-5.0,-6999.0,-7.0
,,,,2021-02-26 19:00:00,,,9,2.0,-4.2, -4.154, 67.92,0.0,0.0,-4.1,68.0,-5.1,-6999.0,-9.0
,,,,2021-02-26 20:00:00,,,9,2.0,-4.4, -4.436, 68.54,0.0,0.0,-3.8,69.0,-5.1,-6999.0,-9.0
,,,,2021-02-26 21:00:00,,,9,2.0,-4.9, -4.854, 72.18,0.0,0.0,-3.8,72.0,-5.1,-6999.0,-8.0
,,,,2021-02-26 22:00:00,,,9,2.0,-5.4, -5.422, 71.9,0.0,0.0,-3.8,72.0,-5.5,-6999.0,-9.0
,,,,2021-02-26 23:00:00,,,9,2.0,-5.6, -5.64, 70.29,0.0,0.0,-3.8,70.0,-5.7,-6999.0,-10.0
,,,,2021-02-27 00:00:00,,,9,2.0,-5.5, -5.546, 70.66,0.0,0.0,-3.8,71.0,-5.8,-6999.0,-9.0
,,,,2021-02-27 01:00:00,,,9,2.0,-5.7, -5.725, 68.41,0.0,0.0,-3.8,68.0,-5.8,-6999.0,-10.0
,,,,2021-02-27 02:00:00,,,9,2.0,-5.5, -5.514, 66.72,0.1,0.0,-3.8,67.0,-5.9,-6999.0,-10.0
,,,,2021-02-27 03:00:00,,,9,2.0,-5.9, -5.872, 71.15,0.0,0.0,-3.8,71.0,-6.0,-6999.0,-10.0
,,,,2021-02-27 04:00:00,,,9,2.0,-6.0, -6.035, 68.88,0.0,0.0,-3.8,69.0,-6.2,-6999.0,-10.0
,,,,2021-02-27 05:00:00,,,9,2.0,-7.0, -6.958, 66.51,0.0,0.0,-3.8,67.0,-7.0,-6999.0,-12.0
,,,,2021-02-27 06:00:00,,,9,1.4,-7.4, None, None,0.0,0.0,-3.8,62.0,-7.5,-6999.0,-13.0
,,,,2021-02-27 07:00:00,,,9,1.4,-8.0, -8.03, 65.05,0.0,0.0,-7.4,65.0,-8.2,-6999.0,-13.0
,,,,2021-02-27 08:00:00,,,9,1.4,-6.6, -6.582, 59.03,0.0,0.0,-6.6,59.0,-8.2,-6999.0,-13.0
,,,,2021-02-27 09:00:00,,,9,1.4,-5.4, -5.393, 55.39,0.0,0.0,-5.4,55.0,-8.2,-6999.0,-12.0
,,,,2021-02-27 10:00:00,,,9,1.4,-4.5, None, None,0.0,0.0,-4.3,49.0,-8.2,-6999.0,-13.0
,,,,2021-02-27 11:00:00,,,9,1.4,-3.5, -3.525, 36.89,0.0,0.0,-3.4,37.0,-8.2,-6999.0,-15.0
,,,,2021-02-27 12:00:00,,,9,1.4,-2.2, -2.237, 35.83,0.0,0.0,-2.3,36.0,-8.2,-6999.0,-14.0
,,,,2021-02-27 13:00:00,,,9,1.4,-1.8, -1.806, 35.87,0.0,0.0,-1.2,36.0,-8.2,-6999.0,-14.0
,,,,2021-02-27 14:00:00,,,9,1.4,-1.0, -0.975, 29.8,0.0,0.0,-0.8,30.0,-8.2,-6999.0,-15.0
,,,,2021-02-27 15:00:00,,,9,1.2,-1.6, -1.62, 39.31,0.0,0.0,-0.3,39.0,-8.2,-6999.0,-13.0
,,,,2021-02-27 16:00:00,,,9,1.2,-1.8, -1.814, 44.15,0.0,0.0,-0.3,44.0,-8.2,-6999.0,-11.0
,,,,2021-02-27 17:00:00,,,9,1.2,-3.0, -2.954, 50.64,0.0,0.0,-0.3,51.0,-8.2,-6999.0,-11.0
,,,,2021-02-27 18:00:00,,,9,0.0,-3.4, -3.412, 53.39,0.0,0.0,-0.3,53.0,-8.2,-6999.0,-10.0
,,,,2021-02-27 19:00:00,,,9,0.0,-3.8, -3.832, 60.93,0.0,0.0,-3.3,61.0,-3.9,-6999.0,-10.0
,,,,2021-02-27 20:00:00,,,9,0.0,-4.2, -4.209, 67.98,0.0,0.0,-3.3,68.0,-4.3,-6999.0,-9.0
,,,,2021-02-27 21:00:00,,,9,0.0,-4.1, -4.114, 71.37,0.0,0.0,-3.3,71.0,-4.3,-6999.0,-8.0
,,,,2021-02-27 22:00:00,,,9,0.0,-3.9, -3.943, 72.87,0.0,0.0,-3.3,73.0,-4.3,-6999.0,-8.0
,,,,2021-02-27 23:00:00,,,9,0.0,-4.3, -4.269, 76.69,0.0,0.0,-3.3,77.0,-4.4,-6999.0,-7.0
,,,,2021-02-28 00:00:00,,,9,0.0,-4.2, -4.233, 82.6,0.1,0.0,-3.3,83.0,-4.4,-6999.0,-6.0
,,,,2021-02-28 01:00:00,,,9,0.0,-4.2, -4.158, 83.7,0.1,0.0,-3.3,84.0,-4.4,-6999.0,-6.0
,,,,2021-02-28 02:00:00,,,9,0.6,-3.9, -3.887, 83.8,0.6,1.0,-3.3,84.0,-4.4,-6999.0,-6.0
,,,,2021-02-28 03:00:00,,,9,0.8,-3.4, -3.426, 82.7,0.2,0.0,-3.3,83.0,-4.4,-6999.0,-6.0
,,,,2021-02-28 04:00:00,,,9,0.8,-3.3, -3.291, 82.2,0.0,0.0,-3.3,82.0,-4.4,-6999.0,-6.0
,,,,2021-02-28 05:00:00,,,9,1.5,-3.4, -3.378, 89.3,0.7,1.0,-3.1,89.0,-4.4,-6999.0,-5.0
,,,,2021-02-28 06:00:00,,,9,1.7,-2.7, -2.694, 89.1,0.2,0.0,-2.7,89.0,-4.4,-6999.0,-4.0
,,,,2021-02-28 07:00:00,,,9,1.7,-2.1, -2.106, 84.6,0.0,0.0,-2.1,85.0,-2.7,-6999.0,-4.0
,,,,2021-02-28 08:00:00,,,9,1.7,-1.7, -1.696, 82.8,0.0,0.0,-1.6,83.0,-2.7,-6999.0,-4.0
,,,,2021-02-28 09:00:00,,,9,1.7,-1.1, -1.057, 79.32,0.0,0.0,-1.1,79.0,-2.7,-6999.0,-4.0
,,,,2021-02-28 10:00:00,,,9,1.7,-0.2, -0.231, 77.19,0.0,0.0,-0.2,77.0,-2.7,-6999.0,-3.0
,,,,2021-02-28 11:00:00,,,9,1.7,1.1, 1.13, 73.47,0.0,0.0,1.0,73.0,-2.7,-6999.0,-3.0
,,,,2021-02-28 12:00:00,,,9,1.7,2.5, 2.468, 69.12,0.0,0.0,2.4,69.0,-2.7,-6999.0,-3.0
,,,,2021-02-28 13:00:00,,,9,1.7,2.7, 2.667, 67.81,0.0,0.0,2.9,68.0,-2.7,-6999.0,-3.0
,,,,2021-02-28 14:00:00,,,9,1.7,3.1, 3.132, 66.64,0.0,0.0,3.2,67.0,-2.7,-6999.0,-3.0
,,,,2021-02-28 15:00:00,,,9,1.7,2.4, 2.44, 69.36,0.0,0.0,3.2,69.0,-2.7,-6999.0,-3.0
,,,,2021-02-28 16:00:00,,,9,1.7,2.1, 2.073, 71.3,0.0,0.0,3.2,71.0,-2.7,-6999.0,-3.0
,,,,2021-02-28 17:00:00,,,9,1.7,1.9, 1.858, 72.76,0.0,0.0,3.2,73.0,-2.7,-6999.0,-3.0
,,,,2021-02-28 18:00:00,,,9,1.7,-0.4, -0.397, 71.03,0.0,0.0,3.2,71.0,-2.7,-6999.0,-5.0
,,,,2021-02-28 19:00:00,,,9,1.7,1.2, 1.15, 75.37,0.0,0.0,1.2,75.0,-1.0,-6999.0,-3.0
,,,,2021-02-28 20:00:00,,,9,1.7,0.6, 0.629, 76.61,0.0,0.0,1.3,77.0,-1.0,-6999.0,-3.0
,,,,2021-02-28 21:00:00,,,9,1.7,-1.0, -1.025, 79.5,0.0,0.0,1.3,80.0,-1.0,-6999.0,-4.0
,,,,2021-02-28 22:00:00,,,9,1.7,-1.1, -1.08, 79.82,0.0,0.0,1.3,80.0,-1.4,-6999.0,-4.0
,,,,2021-02-28 23:00:00,,,9,1.7,-1.1, -1.13, 81.0,0.0,0.0,1.3,81.0,-1.5,-6999.0,-4.0
,,,,2021-03-01 00:00:00,,,9,1.7,-1.8, -1.774, 84.6,0.0,0.0,1.3,85.0,-2.4,-6999.0,-4.0
,,,,2021-03-01 01:00:00,,,9,1.7,-3.0, -3.012, 85.6,0.0,0.0,1.3,86.0,-3.0,-6999.0,-5.0
,,,,2021-03-01 02:00:00,,,9,1.1,-2.2, -2.189, 90.8,0.0,0.0,1.3,91.0,-3.6,-6999.0,-3.0
,,,,2021-03-01 03:00:00,,,9,0.9,-0.9, -0.901, 88.6,0.0,0.0,1.3,89.0,-3.6,-6999.0,-2.0
,,,,2021-03-01 04:00:00,,,9,0.9,-0.7, -0.658, 90.1,0.0,0.0,1.3,90.0,-3.6,-6999.0,-2.0
,,,,2021-03-01 05:00:00,,,9,0.2,-1.0, -0.979, 99.9,0.0,0.0,1.3,100.0,-3.6,-6999.0,-1.0
,,,,2021-03-01 06:00:00,,,9,0.0,-1.2, -1.164, 99.9,0.0,0.0,1.3,100.0,-3.6,-6999.0,-1.0
,,,,2021-03-01 07:00:00,,,9,0.0,-1.5, -1.479, 99.9,0.0,0.0,-1.1,100.0,-1.5,-6999.0,-1.0
,,,,2021-03-01 08:00:00,,,9,0.0,-1.4, -1.399, 99.9,0.0,0.0,-1.1,100.0,-1.6,-6999.0,-1.0
,,,,2021-03-01 09:00:00,,,9,0.0,-1.3, -1.284, 99.9,0.0,0.0,-1.1,100.0,-1.6,-6999.0,-1.0
