wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,snw_dpth,week_of_year
174.0, 47.0, 7.8, 0.0, -9.4, 24.0, 0.6, 1.9, 145.0, 0.0, 0.0, 49.0,2022-02-12 00:00:00, 0.0,7
191.0, 49.0, 24.0, 0.0, -7.7, 22.0, 1.9, 3.2, 174.0, 0.0, 0.0, 50.0,2022-02-12 01:00:00, None,7
209.0, 50.0, 22.0, 0.0, -6.2, 18.1, 3.2, 3.8, 191.0, 0.0, 0.0, 51.0,2022-02-12 02:00:00, 0.0,7
202.0, 51.0, 18.1, 0.0, -5.4, 23.2, 3.8, 4.2, 209.0, 0.0, 0.0, 51.0,2022-02-12 03:00:00, 0.0,7
159.0, 51.0, 23.2, 0.0, -5.0, 16.3, 4.2, 3.0, 202.0, 0.0, 0.0, 57.0,2022-02-12 04:00:00, 0.0,7
167.0, 57.0, 16.3, 0.0, -4.7, 17.8, 3.0, 3.0, 159.0, 0.0, 0.0, 58.0,2022-02-12 05:00:00, 0.0,7
177.0, 58.0, 17.8, 0.0, -4.5, 21.9, 3.0, 3.4, 167.0, 0.0, 0.0, 58.0,2022-02-12 06:00:00, None,7
175.0, 58.0, 21.9, 0.0, -4.1, 25.9, 3.4, 3.7, 177.0, 0.0, 0.0, 60.0,2022-02-12 07:00:00, 0.0,7
185.0, 60.0, 25.9, 0.0, -3.3, 17.3, 3.7, 5.3, 175.0, 0.0, 0.0, 55.0,2022-02-12 08:00:00, 0.0,7
180.0, 55.0, 17.3, 0.0, -3.0, 28.9, 5.3, 5.5, 185.0, 0.0, 0.0, 53.0,2022-02-12 09:00:00, 0.0,7
182.0, 53.0, 28.9, 0.0, -3.3, 30.2, 5.5, 8.1, 180.0, 0.0, 0.0, 47.0,2022-02-12 10:00:00, 0.0,7
183.0, 47.0, 30.2, 0.0, -2.5, 27.8, 8.1, 7.8, 182.0, 0.0, 0.0, 47.0,2022-02-12 11:00:00, None,7
181.0, 47.0, 27.8, 0.0, -2.8, 18.5, 7.8, 7.3, 183.0, 0.0, 0.0, 47.0,2022-02-12 12:00:00, 0.0,7
183.0, 47.0, 18.5, 0.0, -3.3, 25.3, 7.3, 6.4, 181.0, 0.0, 0.0, 53.0,2022-02-12 13:00:00, 0.0,7
185.0, 53.0, 25.3, 0.0, -2.5, 31.9, 6.4, 5.4, 183.0, 0.0, 0.0, 55.0,2022-02-12 14:00:00, 0.0,7
181.0, 55.0, 31.9, 0.0, -2.9, 23.6, 5.4, 4.9, 185.0, 0.0, 0.0, 57.0,2022-02-12 15:00:00, 0.0,7
190.0, 57.0, 23.6, 0.0, -2.9, 25.1, 4.9, 5.3, 181.0, 0.0, 0.0, 51.0,2022-02-12 16:00:00, 0.0,7
211.0, 51.0, 25.1, 0.0, -4.0, 16.7, 5.3, 5.4, 190.0, 0.0, 0.0, 49.0,2022-02-12 17:00:00, 0.0,7
231.0, 49.0, 16.7, 0.0, -4.5, 13.3, 5.4, 5.2, 211.0, 0.0, 0.0, 46.0,2022-02-12 18:00:00, 0.0,7
234.0, 46.0, 13.3, 0.0, -5.5, 21.6, 5.2, 4.6, 231.0, 0.0, 0.0, 42.0,2022-02-12 19:00:00, 0.0,7
204.0, 42.0, 21.6, 0.0, -7.2, 25.3, 4.6, 3.6, 234.0, 0.0, 0.0, 45.0,2022-02-12 20:00:00, 0.0,7
209.0, 45.0, 25.3, 0.0, -7.2, 29.9, 3.6, 3.2, 204.0, 0.0, 0.0, 38.0,2022-02-12 21:00:00, 0.0,7
221.0, 38.0, 29.9, 0.0, -9.8, 18.0, 3.2, 2.6, 209.0, 0.0, 0.0, 37.0,2022-02-12 22:00:00, 0.0,7
201.0, 37.0, 18.0, 0.0, -10.6, 22.6, 2.6, 2.1, 221.0, 0.0, 0.0, 38.0,2022-02-12 23:00:00, 0.0,7
204.0, 38.0, 22.6, 0.0, -10.7, 17.9, 2.1, 1.6, 201.0, 0.0, 0.0, 37.0,2022-02-13 00:00:00, 0.0,7
206.0, 37.0, 17.9, 0.0, -11.5, 16.5, 1.6, 1.0, 204.0, 0.0, 0.0, 37.0,2022-02-13 01:00:00, 0.0,7
224.0, 37.0, 16.5, 0.0, -12.1, 9.3, 1.0, 0.4, 206.0, 0.0, 0.0, 35.0,2022-02-13 02:00:00, 0.0,7
272.0, 35.0, 9.3, 0.0, -13.3, 4.2, 0.4, -0.4, 224.0, 0.0, 0.0, 36.0,2022-02-13 03:00:00, 0.0,7
293.0, 36.0, 4.2, 0.0, -13.7, 12.5, -0.4, -1.8, 272.0, 0.0, 0.0, 39.0,2022-02-13 04:00:00, 0.0,7
204.0, 39.0, 12.5, 0.0, -13.9, 4.2, -1.8, -3.0, 293.0, 0.0, 0.0, 46.0,2022-02-13 05:00:00, 0.0,7
213.0, 46.0, 4.2, 0.0, -13.0, 5.4, -3.0, -4.2, 204.0, 0.0, 0.0, 50.0,2022-02-13 06:00:00, 0.0,7
291.0, 50.0, 5.4, 0.0, -13.1, 6.3, -4.2, -3.6, 213.0, 0.0, 0.0, 45.0,2022-02-13 07:00:00, 0.0,7
