ONE_DAY_PRECIPITATION,ONE_DAY_RAIN,MIN_TEMP,ONE_DAY_SNOW,time,SNOW_ON_THE_GROUND,MAX_TEMP,week_of_year,wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,snw_dpth
0.0, 0.0,-9.0, 0.0,2016-03-11,207.0, 0.0,11,,,,,,,,,,,,,
0.0, 0.0,-8.0, 0.0,2016-03-12,208.0, -0.5,11,,,,,,,,,,,,,
0.0, 0.0,-9.5, 0.0,2016-03-13,210.0, -0.5,11,,,,,,,,,,,,,
, None,-9.5, None,2016-03-14,217.0, None,11,,,,,,,,,,,,,
1.0, 0.0,-11.0, 1.0,2016-03-15,220.0, -0.5,11,,,,,,,,,,,,,
1.0, 0.0,-10.0, 1.0,2016-03-16,217.0, -4.0,11,,,,,,,,,,,,,
0.0, 0.0,-11.0, 0.0,2016-03-17,215.0, -2.5,11,,,,,,,,,,,,,
0.0, 0.0,-6.0, 0.0,2016-03-11,93.0, 5.0,11,,,,,,,,,,,,,
0.0, 0.0,-5.5, 0.0,2016-03-12,94.0, 3.0,11,,,,,,,,,,,,,
0.0, 0.0,-5.0, 0.0,2016-03-13,93.0, 0.0,11,,,,,,,,,,,,,
, None,-5.0, None,2016-03-14,105.0, None,11,,,,,,,,,,,,,
0.1, 0.0,-8.5, 0.1,2016-03-15,104.0, 5.0,11,,,,,,,,,,,,,
0.1, 0.0,-8.5, 0.1,2016-03-16,100.0, 2.0,11,,,,,,,,,,,,,
0.0, 0.0,-10.0, 0.0,2016-03-17,100.0, 4.5,11,,,,,,,,,,,,,
3.0, 0.0,-8.0, 3.0,2016-03-11,245.0, -2.5,11,,,,,,,,,,,,,
0.0, 0.0,-5.0, 0.0,2016-03-12,244.0, -3.5,11,,,,,,,,,,,,,
14.0, 0.0,-9.0, 14.0,2016-03-13,248.0, -5.0,11,,,,,,,,,,,,,
, None,-8.5, None,2016-03-14,259.0, None,11,,,,,,,,,,,,,
2.0, 0.0,-9.0, 2.0,2016-03-15,261.0, -2.5,11,,,,,,,,,,,,,
2.0, 0.0,-10.0, 2.0,2016-03-16,258.0, -6.5,11,,,,,,,,,,,,,
0.0, 0.0,-10.0, 0.0,2016-03-17,256.0, -4.0,11,,,,,,,,,,,,,
,,,,2016-03-11 00:00:00,,,11,255.0, None, None,0.0, None,13.0, None,-3.9, None, None, None,85.0,
,,,,2016-03-11 01:00:00,,,11,250.0, None, None,0.0, None,12.1, None,-4.4, None, None, None,86.0,
,,,,2016-03-11 02:00:00,,,11,260.0, None, None,0.0, None,9.4, None,-4.4, None, None, None,81.0,
,,,,2016-03-11 03:00:00,,,11,75.0, None, None,0.0, None,4.3, None,-5.4, None, None, None,90.0,
,,,,2016-03-11 04:00:00,,,11,267.0, None, None,0.0, None,5.2, None,-6.0, None, None, None,99.0,
,,,,2016-03-11 05:00:00,,,11,159.0, None, None,0.0, None,2.6, None,-5.9, None, None, None,94.0,
,,,,2016-03-11 06:00:00,,,11,62.0, None, None,0.0, None,2.4, None,-6.5, None, None, None,100.0,
,,,,2016-03-11 07:00:00,,,11,28.0, None, None,0.0, None,4.8, None,-6.4, None, None, None,99.0,
,,,,2016-03-11 08:00:00,,,11,49.0, None, None,0.0, None,5.2, None,-4.5, None, None, None,93.0,
,,,,2016-03-11 09:00:00,,,11,80.0, None, None,0.0, None,6.9, None,-2.8, None, None, None,83.0,
,,,,2016-03-11 10:00:00,,,11,109.0, None, None,0.0, None,8.3, None,-0.7, None, None, None,72.0,
,,,,2016-03-11 11:00:00,,,11,101.0, None, None,0.0, None,9.0, None,0.4, None, None, None,68.0,
,,,,2016-03-11 12:00:00,,,11,100.0, None, None,0.0, None,8.1, None,1.4, None, None, None,63.0,
,,,,2016-03-11 13:00:00,,,11,82.0, None, None,0.0, None,7.6, None,1.0, None, None, None,65.0,
,,,,2016-03-11 14:00:00,,,11,90.0, None, None,0.0, None,6.6, None,1.0, None, None, None,66.0,
,,,,2016-03-11 15:00:00,,,11,90.0, None, None,0.0, None,6.5, None,1.9, None, None, None,61.0,
,,,,2016-03-11 16:00:00,,,11,97.0, None, None,0.0, None,6.3, None,1.8, None, None, None,59.0,
,,,,2016-03-11 17:00:00,,,11,41.0, None, None,0.0, None,4.7, None,-0.3, None, None, None,75.0,
,,,,2016-03-11 18:00:00,,,11,66.0, None, None,0.0, None,4.2, None,-1.4, None, None, None,92.0,
,,,,2016-03-11 19:00:00,,,11,141.0, None, None,0.0, None,9.1, None,-1.0, None, None, None,86.0,
,,,,2016-03-11 20:00:00,,,11,91.0, None, None,0.0, None,4.7, None,-1.4, None, None, None,90.0,
,,,,2016-03-11 21:00:00,,,11,87.0, None, None,0.0, None,4.7, None,-1.5, None, None, None,96.0,
,,,,2016-03-11 22:00:00,,,11,42.0, None, None,0.0, None,4.0, None,-1.4, None, None, None,91.0,
,,,,2016-03-11 23:00:00,,,11,81.0, None, None,0.0, None,5.0, None,-1.3, None, None, None,86.0,
,,,,2016-03-12 00:00:00,,,11,41.0, None, None,0.0, None,5.9, None,-1.1, None, None, None,89.0,
,,,,2016-03-12 01:00:00,,,11,37.0, None, None,0.0, None,4.9, None,-1.2, None, None, None,100.0,
,,,,2016-03-12 02:00:00,,,11,73.0, None, None,0.0, None,4.8, None,-1.2, None, None, None,100.0,
,,,,2016-03-12 03:00:00,,,11,50.0, None, None,0.0, None,4.8, None,-1.1, None, None, None,100.0,
,,,,2016-03-12 04:00:00,,,11,153.0, None, None,0.0, None,2.1, None,-1.0, None, None, None,100.0,
,,,,2016-03-12 05:00:00,,,11,104.0, None, None,0.0, None,5.6, None,-0.7, None, None, None,100.0,
,,,,2016-03-12 06:00:00,,,11,99.0, None, None,0.0, None,4.4, None,-0.8, None, None, None,100.0,
,,,,2016-03-12 07:00:00,,,11,73.0, None, None,0.0, None,3.2, None,-0.7, None, None, None,100.0,
,,,,2016-03-12 08:00:00,,,11,128.0, None, None,0.0, None,7.0, None,0.2, None, None, None,100.0,
,,,,2016-03-12 09:00:00,,,11,135.0, None, None,0.0, None,5.6, None,0.2, None, None, None,100.0,
,,,,2016-03-12 10:00:00,,,11,130.0, None, None,0.0, None,5.5, None,0.4, None, None, None,100.0,
,,,,2016-03-12 11:00:00,,,11,169.0, None, None,0.0, None,6.3, None,0.4, None, None, None,100.0,
,,,,2016-03-12 12:00:00,,,11,189.0, None, None,0.0, None,9.5, None,0.3, None, None, None,100.0,
,,,,2016-03-12 13:00:00,,,11,187.0, None, None,0.0, None,7.0, None,0.1, None, None, None,100.0,
,,,,2016-03-12 14:00:00,,,11,190.0, None, None,0.0, None,8.4, None,0.0, None, None, None,100.0,
,,,,2016-03-12 15:00:00,,,11,215.0, None, None,0.0, None,5.7, None,0.0, None, None, None,100.0,
,,,,2016-03-12 16:00:00,,,11,252.0, None, None,0.0, None,5.4, None,-0.1, None, None, None,94.0,
,,,,2016-03-12 17:00:00,,,11,172.0, None, None,0.0, None,5.1, None,-0.3, None, None, None,93.0,
,,,,2016-03-12 18:00:00,,,11,129.0, None, None,0.0, None,3.9, None,-0.6, None, None, None,93.0,
,,,,2016-03-12 19:00:00,,,11,60.0, None, None,0.0, None,3.2, None,-1.0, None, None, None,90.0,
,,,,2016-03-12 20:00:00,,,11,338.0, None, None,0.0, None,3.2, None,-2.5, None, None, None,91.0,
,,,,2016-03-12 21:00:00,,,11,236.0, None, None,0.0, None,5.1, None,-2.7, None, None, None,88.0,
,,,,2016-03-12 22:00:00,,,11,208.0, None, None,0.0, None,5.9, None,-3.1, None, None, None,89.0,
,,,,2016-03-12 23:00:00,,,11,205.0, None, None,0.0, None,6.3, None,-3.5, None, None, None,90.0,
,,,,2016-03-13 00:00:00,,,11,299.0, None, None,0.0, None,4.5, None,-4.3, None, None, None,92.0,
,,,,2016-03-13 02:00:00,,,11,242.0, None, None,0.0, None,7.9, None,-4.2, None, None, None,89.0,
,,,,2016-03-13 03:00:00,,,11,258.0, None, None,0.0, None,6.3, None,-4.9, None, None, None,87.0,
,,,,2016-03-13 04:00:00,,,11,229.0, None, None,0.0, None,5.7, None,-5.8, None, None, None,83.0,
,,,,2016-03-13 05:00:00,,,11,267.0, None, None,0.0, None,5.1, None,-6.3, None, None, None,92.0,
,,,,2016-03-13 06:00:00,,,11,121.0, None, None,0.0, None,2.1, None,-5.9, None, None, None,90.0,
,,,,2016-03-13 07:00:00,,,11,50.0, None, None,0.0, None,2.5, None,-6.5, None, None, None,89.0,
,,,,2016-03-13 08:00:00,,,11,108.0, None, None,0.0, None,4.1, None,-5.3, None, None, None,91.0,
,,,,2016-03-13 09:00:00,,,11,115.0, None, None,0.0, None,7.0, None,-3.0, None, None, None,87.0,
,,,,2016-03-13 10:00:00,,,11,107.0, None, None,0.0, None,8.0, None,-1.7, None, None, None,86.0,
,,,,2016-03-13 11:00:00,,,11,104.0, None, None,0.0, None,9.6, None,-1.2, None, None, None,88.0,
,,,,2016-03-13 12:00:00,,,11,106.0, None, None,0.0, None,8.9, None,-1.6, None, None, None,88.0,
,,,,2016-03-13 13:00:00,,,11,112.0, None, None,0.0, None,9.1, None,-2.0, None, None, None,90.0,
,,,,2016-03-13 14:00:00,,,11,105.0, None, None,0.0, None,6.3, None,-2.0, None, None, None,91.0,
,,,,2016-03-13 15:00:00,,,11,106.0, None, None,0.0, None,8.7, None,-1.8, None, None, None,90.0,
,,,,2016-03-13 16:00:00,,,11,107.0, None, None,0.0, None,9.3, None,-2.5, None, None, None,96.0,
,,,,2016-03-13 17:00:00,,,11,105.0, None, None,0.0, None,8.4, None,-2.5, None, None, None,100.0,
,,,,2016-03-13 18:00:00,,,11,99.0, None, None,0.0, None,8.1, None,-2.7, None, None, None,100.0,
,,,,2016-03-13 19:00:00,,,11,93.0, None, None,0.0, None,5.8, None,-2.8, None, None, None,100.0,
,,,,2016-03-13 20:00:00,,,11,82.0, None, None,0.0, None,5.5, None,-2.8, None, None, None,100.0,
,,,,2016-03-13 21:00:00,,,11,103.0, None, None,0.0, None,5.5, None,-2.8, None, None, None,100.0,
,,,,2016-03-13 22:00:00,,,11,103.0, None, None,0.0, None,3.5, None,-2.8, None, None, None,100.0,
,,,,2016-03-13 23:00:00,,,11,135.0, None, None,0.0, None,6.1, None,-2.8, None, None, None,100.0,
,,,,2016-03-14 00:00:00,,,11,169.0, None, None,0.0, None,9.0, None,-2.7, None, None, None,100.0,
,,,,2016-03-14 01:00:00,,,11,175.0, None, None,0.0, None,10.0, None,-2.7, None, None, None,100.0,
,,,,2016-03-14 02:00:00,,,11,211.0, None, None,0.0, None,6.3, None,-2.7, None, None, None,100.0,
,,,,2016-03-14 03:00:00,,,11,236.0, None, None,0.0, None,5.5, None,-2.8, None, None, None,100.0,
,,,,2016-03-14 04:00:00,,,11,227.0, None, None,0.0, None,7.0, None,-2.8, None, None, None,100.0,
,,,,2016-03-14 05:00:00,,,11,205.0, None, None,0.0, None,5.1, None,-2.9, None, None, None,100.0,
,,,,2016-03-14 06:00:00,,,11,193.0, None, None,0.0, None,4.7, None,-2.9, None, None, None,100.0,
,,,,2016-03-14 07:00:00,,,11,233.0, None, None,0.0, None,4.3, None,-3.0, None, None, None,100.0,
,,,,2016-03-14 08:00:00,,,11,244.0, None, None,0.0, None,4.8, None,-3.0, None, None, None,100.0,
,,,,2016-03-14 09:00:00,,,11,265.0, None, None,0.0, None,7.1, None,-2.9, None, None, None,100.0,
,,,,2016-03-14 10:00:00,,,11,250.0, None, None,0.0, None,5.6, None,-2.7, None, None, None,100.0,
,,,,2016-03-14 11:00:00,,,11,250.0, None, None,0.0, None,5.7, None,-2.2, None, None, None,100.0,
,,,,2016-03-14 12:00:00,,,11,249.0, None, None,0.0, None,5.2, None,-1.7, None, None, None,100.0,
,,,,2016-03-14 13:00:00,,,11,257.0, None, None,0.0, None,5.7, None,-1.5, None, None, None,100.0,
,,,,2016-03-14 14:00:00,,,11,233.0, None, None,0.0, None,5.6, None,-1.2, None, None, None,100.0,
,,,,2016-03-14 15:00:00,,,11,192.0, None, None,0.0, None,6.3, None,-0.9, None, None, None,100.0,
,,,,2016-03-14 16:00:00,,,11,170.0, None, None,0.0, None,3.1, None,-0.9, None, None, None,100.0,
,,,,2016-03-14 17:00:00,,,11,174.0, None, None,0.0, None,3.8, None,-0.9, None, None, None,100.0,
,,,,2016-03-14 18:00:00,,,11,308.0, None, None,0.0, None,1.6, None,-1.2, None, None, None,100.0,
,,,,2016-03-14 19:00:00,,,11,304.0, None, None,0.0, None,4.7, None,-1.8, None, None, None,100.0,
