wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year,pcpn_amt_pst24hrs,SWE,cum_pcpn_amt,ONE_DAY_SNOW,air_temp_2,air_temp_1,snw_dpth,MAX_TEMP,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,MIN_TEMP,SNOW_ON_THE_GROUND,RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,PRECIP_DETECTOR_RATIO,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,mslp,snwfl_amt_pst1hr,stn_pres
352.0, 88.0, 0.0, 0.0, -16.5, 2.5, -15.0, -15.4, 66.0, 0.0, 0.0, 89.0,2021-12-10 00:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0, 89.0, 2.5, 0.0, -16.8, 2.9, -15.4, -14.2, 352.0, 0.0, 0.0, 90.0,2021-12-10 01:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357.0, 90.0, 2.9, 0.0, -15.5, 2.7, -14.2, -14.8, 16.0, 0.0, 0.0, 89.0,2021-12-10 02:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200.0, 89.0, 2.7, 0.0, -16.2, 2.1, -14.8, -14.0, 357.0, 0.0, 0.0, 92.0,2021-12-10 03:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289.0, 92.0, 2.1, 0.0, -15.0, 2.1, -14.0, -13.6, 200.0, 0.0, 0.0, 93.0,2021-12-10 04:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57.0, 93.0, 2.1, 0.0, -14.5, 0.0, -13.6, -14.3, 289.0, 0.0, 0.0, 90.0,2021-12-10 05:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163.0, 90.0, 0.0, 0.0, -15.6, 1.6, -14.3, -14.2, 57.0, 0.0, 0.0, 89.0,2021-12-10 06:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115.0, None, None, 0.0, None, 1.9, None, -14.6, None, None, None, 91.0,2021-12-10 07:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210.0, 91.0, 1.9, 0.0, -15.7, 2.0, -14.6, -13.0, 115.0, 0.0, 0.0, 91.0,2021-12-10 08:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160.0, 91.0, 2.0, 0.0, -14.2, 1.8, -13.0, -11.4, 210.0, 0.0, 0.0, 90.0,2021-12-10 09:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200.0, 90.0, 1.8, 0.0, -12.7, 2.0, -11.4, -8.4, 160.0, 0.0, 0.0, 90.0,2021-12-10 10:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159.0, 90.0, 2.0, 0.0, -9.7, 2.1, -8.4, -8.6, 200.0, 0.0, 0.0, 91.0,2021-12-10 11:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171.0, 91.0, 2.1, 0.0, -9.8, 1.9, -8.6, -6.9, 159.0, 0.0, 0.0, 90.0,2021-12-10 12:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164.0, 90.0, 1.9, 0.0, -8.3, 2.4, -6.9, -6.7, 171.0, 0.0, 0.0, 92.0,2021-12-10 13:00:00,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
