RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
None, None, None, None, 0.219, 320.2, None, 3.2, None, 976.0, None, None, None, 126.0, None, 125.8, None, None, 3.354, None, 9.5, None, None, 30.11, None, 3.4, 1020.8, -0.2, 0.0,2022-04-30 00:00:00, 976.0,18
None, None, None, None, 0.351, 332.8, None, 2.6, None, 976.0, None, None, None, 126.0, None, 125.6, None, None, 3.325, None, 9.5, None, None, 9.06, None, 3.3, 1020.8, 0.0, 0.0,2022-04-30 01:00:00, 976.0,18
None, None, None, None, 0.121, 312.7, None, 2.4, None, 976.0, None, None, None, 126.0, None, 125.5, None, None, 3.081, None, 9.5, None, None, 21.09, None, 3.1, 1020.7, -0.2, 0.0,2022-04-30 02:00:00, 976.0,18
None, None, None, None, 0.092, 6.687, None, 1.2, None, 976.0, None, None, None, 126.0, None, 125.5, None, None, 1.153, None, 9.5, None, None, 53.97, None, 1.2, 1020.8, 0.0, 0.0,2022-04-30 03:00:00, 976.0,18
None, None, None, None, 0.049, 291.5, None, 0.3, None, 976.0, None, None, None, 126.0, None, 125.7, None, None, 0.772, None, 9.5, None, None, 5.691, None, 0.8, 1020.8, 0.0, 0.0,2022-04-30 04:00:00, 976.0,18
None, None, None, None, 0.195, 321.5, None, 0.3, None, 976.0, None, None, None, 125.0, None, 125.4, None, None, 1.125, None, 9.5, None, None, 12.51, None, 1.1, 1020.8, -0.2, 0.0,2022-04-30 05:00:00, 976.0,18
None, None, None, None, 0.052, 11.73, None, 0.3, None, 976.0, None, None, None, 125.0, None, 125.4, None, None, 1.088, None, 9.5, None, None, 38.39, None, 1.1, 1020.9, 0.0, 0.0,2022-04-30 06:00:00, 976.0,18
None, None, None, None, 0.003, 18.81, None, 0.8, None, 976.0, None, None, None, 125.0, None, 125.2, None, None, 1.002, None, 1.1, None, None, 3.267, None, 1.0, 1020.9, 0.0, 0.0,2022-04-30 07:00:00, 976.0,18
None, None, None, None, 0.148, 60.31, None, 0.8, None, 976.0, None, None, None, 125.0, None, 125.3, None, None, 2.211, None, 2.6, None, None, 60.5, None, 2.2, 1020.9, 0.1, 0.0,2022-04-30 08:00:00, 976.0,18
None, None, None, None, 0.506, 108.3, None, 0.8, None, 976.0, None, None, None, 125.0, None, 125.1, None, None, 3.459, None, 3.5, None, None, 39.48, None, 3.5, 1021.0, 0.1, 0.0,2022-04-30 09:00:00, 976.0,18
None, None, None, None, 1.638, 110.3, None, 0.8, None, 976.0, None, None, None, 124.0, None, 124.4, None, None, 3.961, None, 6.9, None, None, 39.76, None, 4.0, 1021.0, 0.3, -1.0,2022-04-30 10:00:00, 976.0,18
None, None, None, None, 1.679, 130.1, None, 0.8, None, 976.0, None, None, None, 125.0, None, 124.7, None, None, 4.71, None, 6.9, None, None, 27.61, None, 4.7, 1021.0, -0.1, 0.0,2022-04-30 11:00:00, 976.0,18
None, None, None, None, 0.217, 126.0, None, 0.8, None, 976.0, None, None, None, 124.0, None, 124.4, None, None, 7.0, None, 7.0, None, None, 71.3, None, 7.0, 1020.9, 0.4, 0.0,2022-04-30 12:00:00, 976.0,18
None, None, None, None, 1.901, 119.8, None, 0.8, None, 976.0, None, None, None, 124.0, None, 123.5, None, None, 8.33, None, 8.6, None, None, 27.77, None, 8.3, 1020.8, 0.3, -1.0,2022-04-30 13:00:00, 976.0,18
None, None, None, None, 1.335, 135.0, None, 0.8, None, 975.0, None, None, None, 124.0, None, 123.8, None, None, 10.08, None, 10.1, None, None, 42.67, None, 10.1, 1019.7, 0.2, 0.0,2022-04-30 14:00:00, 975.0,18
None, None, None, None, 2.781, 105.1, None, 0.8, None, 975.0, None, None, None, 123.0, None, 122.6, None, None, 12.66, None, 12.7, None, None, 35.4, None, 12.7, 1019.7, 0.0, -1.0,2022-04-30 15:00:00, 975.0,18
None, None, None, None, 2.443, 138.3, None, 0.8, None, 973.0, None, None, None, 123.0, None, 122.8, None, None, 13.7, None, 14.3, None, None, 48.73, None, 13.7, 1017.6, 0.0, 0.0,2022-04-30 16:00:00, 973.0,18
None, None, None, None, 0.417, 166.7, None, 0.8, None, 973.0, None, None, None, 122.0, None, 122.1, None, None, 11.46, None, 14.3, None, None, 69.33, None, 11.5, 1017.6, -0.3, -1.0,2022-04-30 17:00:00, 973.0,18
None, None, None, None, 0.209, 325.2, None, 0.8, None, 973.0, None, None, None, 122.0, None, 122.2, None, None, 9.57, None, 14.3, None, None, 50.12, None, 9.6, 1017.7, 0.0, 0.0,2022-04-30 18:00:00, 973.0,18
None, None, None, None, 0.121, 273.6, None, 8.9, None, 973.0, None, None, None, 123.0, None, 122.6, None, None, 8.92, None, 10.4, None, None, 29.63, None, 8.9, 1017.8, -0.2, 0.0,2022-04-30 19:00:00, 973.0,18
