pcpn_amt_pst24hrs,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,max_air_temp_snc_last_reset,rel_hum,time,snw_dpth,dwpt_temp,stn_pres,week_of_year
None,-1.2,-1.3, 1019.8, 0.0, 0.0,8.5,82.0,2022-04-30 00:00:00, 93.0,-3.0, 923.0,18
None,-1.5,-2.0, 1019.8, 0.0, 0.0,8.5,74.0,2022-04-30 01:00:00, 93.0,-5.0, 923.0,18
None,-1.0,-2.0, 1019.7, 0.1, 0.0,8.5,70.0,2022-04-30 02:00:00, 93.0,-5.0, 923.0,18
None,-2.3,-2.2, 1019.9, 0.0, 0.0,8.5,82.0,2022-04-30 03:00:00, 93.0,-4.0, 923.0,18
None,-1.4,-2.3, 1019.7, 0.1, 0.0,8.5,78.0,2022-04-30 04:00:00, 93.0,-4.0, 923.0,18
None,-2.4,-2.8, 1019.8, 0.0, 0.0,8.5,83.0,2022-04-30 05:00:00, 93.0,-5.0, 923.0,18
None,-2.6,-3.2, 1019.8, 0.0, 0.0,8.5,84.0,2022-04-30 06:00:00, 93.0,-5.0, 923.0,18
None,-3.1,-3.1, 1020.0, 0.0, 0.0,-2.6,86.0,2022-04-30 07:00:00, 93.0,-5.0, 923.0,18
None,-1.2,-3.1, 1019.9, 0.1, 0.0,-1.2,76.0,2022-04-30 08:00:00, 93.0,-4.0, 923.0,18
None,1.0,-3.1, 1019.9, 0.1, 0.0,1.1,67.0,2022-04-30 09:00:00, 93.0,-4.0, 923.0,18
None,3.6,-3.1, 1018.7, -0.1, 0.0,3.5,58.0,2022-04-30 10:00:00, 93.0,-4.0, 922.0,18
None,6.0,-3.1, 1018.7, -0.1, 0.0,6.1,48.0,2022-04-30 11:00:00, 93.0,-4.0, 922.0,18
None,8.2,-3.1, 1018.6, 0.2, -1.0,8.5,40.0,2022-04-30 12:00:00, 93.0,-5.0, 922.0,18
None,8.6,-3.1, 1017.4, -0.3, -1.0,9.5,41.0,2022-04-30 13:00:00, 92.0,-4.0, 921.0,18
None,9.3,-3.1, 1017.3, 0.0, -2.0,9.5,42.0,2022-04-30 14:00:00, 90.0,-3.0, 921.0,18
None,7.9,-3.1, 1017.6, -0.2, 0.0,9.6,47.0,2022-04-30 15:00:00, 90.0,-3.0, 921.0,18
None,8.8,-3.1, 1017.4, -0.1, -1.0,9.6,45.0,2022-04-30 16:00:00, 90.0,-3.0, 921.0,18
None,9.7,-3.1, 1016.3, -0.2, 0.0,10.3,42.0,2022-04-30 17:00:00, 89.0,-3.0, 920.0,18
None,9.7,-3.1, 1016.3, 0.0, 0.0,10.3,38.0,2022-04-30 18:00:00, 89.0,-3.0, 920.0,18
None,9.3,9.1, 1016.4, -0.1, -1.0,10.2,38.0,2022-04-30 19:00:00, 88.0,-4.0, 920.0,18
None,8.8,8.6, 1016.3, -0.1, 0.0,10.2,41.0,2022-04-30 20:00:00, 88.0,-4.0, 920.0,18
None,5.2,5.6, 1016.4, -0.2, 0.0,10.2,58.0,2022-04-30 21:00:00, 88.0,-2.0, 920.0,18
None,2.8,2.7, 1016.4, -0.2, 0.0,10.2,64.0,2022-04-30 22:00:00, 88.0,-3.0, 920.0,18
