pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,avg_wnd_spd_10m_pst10mts,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
None, 2.303, 10.7, None, None, None, None, 2.3, 2.2, -0.3, None, 0.0,2022-04-30 00:00:00, 2.0, 2.226, None,18
None, 1.672, 10.7, None, None, None, None, 1.7, 1.4, -0.1, None, 0.0,2022-04-30 01:00:00, 2.0, 2.217, None,18
None, 0.621, 10.7, None, None, None, None, 0.6, 0.3, 0.0, None, 0.0,2022-04-30 02:00:00, 2.0, 2.3, None,18
None, 0.072, 10.7, None, None, None, None, 0.1, -0.6, -0.2, None, 0.0,2022-04-30 03:00:00, 2.0, 2.26, None,18
None, -0.999, 10.7, None, None, None, None, -1.0, -1.1, -0.1, None, 0.0,2022-04-30 04:00:00, 2.0, 2.283, None,18
None, -1.32, 10.7, None, None, None, None, -1.3, -1.3, 0.0, None, 0.0,2022-04-30 05:00:00, 2.0, 2.228, None,18
None, -1.339, 10.7, None, None, None, None, -1.3, -1.6, -0.3, None, 0.0,2022-04-30 06:00:00, 2.0, 2.304, None,18
None, -1.403, -0.9, None, None, None, None, -1.4, -1.5, 0.0, None, 0.0,2022-04-30 07:00:00, 2.0, 2.271, None,18
None, 0.737, 0.9, None, None, None, None, 0.7, -1.5, -0.1, None, 0.0,2022-04-30 08:00:00, 2.0, 2.352, None,18
None, 3.896, 3.9, None, None, None, None, 3.9, -1.5, 0.0, None, 0.0,2022-04-30 09:00:00, 2.0, 2.403, None,18
None, 7.7, 7.7, None, None, None, None, 7.7, -1.5, 0.0, None, 0.0,2022-04-30 10:00:00, 3.0, 2.516, None,18
None, 10.44, 10.4, None, None, None, None, 10.4, -1.5, -0.2, None, 0.0,2022-04-30 11:00:00, 2.0, 2.422, None,18
None, 11.02, 12.0, None, None, None, None, 11.0, -1.5, 0.0, None, 0.0,2022-04-30 12:00:00, 2.0, 2.148, None,18
None, 11.37, 12.0, None, None, None, None, 11.4, -1.5, 0.0, None, 0.0,2022-04-30 13:00:00, 2.0, 2.304, None,18
None, 12.34, 12.9, None, None, None, None, 12.3, -1.5, 0.0, None, 0.0,2022-04-30 14:00:00, 2.0, 2.025, None,18
None, 11.33, 12.9, None, None, None, None, 11.3, -1.5, -0.2, None, 0.0,2022-04-30 15:00:00, 2.0, 2.26, None,18
None, 11.45, 12.9, None, None, None, None, 11.5, -1.5, 0.0, None, 0.0,2022-04-30 16:00:00, 2.0, 2.178, None,18
None, 11.62, 12.9, None, None, None, None, 11.6, -1.5, 0.2, None, 0.0,2022-04-30 17:00:00, 2.0, 2.208, None,18
None, 11.31, 12.9, None, None, None, None, 11.3, -1.5, -0.2, None, 0.0,2022-04-30 18:00:00, 2.0, 2.198, None,18
None, 10.53, 11.3, None, None, None, None, 10.5, 10.2, 0.1, None, 0.0,2022-04-30 19:00:00, 2.0, 2.227, None,18
None, 9.34, 11.3, None, None, None, None, 9.3, 9.3, 0.0, None, 0.0,2022-04-30 20:00:00, 2.0, 2.181, None,18
None, 8.43, 11.3, None, None, None, None, 8.4, 8.4, -0.1, None, 0.0,2022-04-30 21:00:00, 2.0, 2.276, None,18
None, 7.52, 11.3, None, None, None, None, 7.5, 7.5, 0.0, None, 0.0,2022-04-30 22:00:00, 2.0, 2.136, None,18
None, 6.347, 11.3, None, None, None, None, 6.3, 6.3, 0.0, None, 0.0,2022-04-30 23:00:00, 2.0, 2.259, None,18
None, 5.848, 11.3, None, None, None, None, 5.8, 5.8, -0.1, None, 0.0,2022-05-01 00:00:00, 2.0, 2.235, None,18
None, 5.445, 11.3, None, None, None, None, 5.4, 5.3, 0.0, None, 0.0,2022-05-01 01:00:00, 2.0, 2.284, None,18
None, 5.226, 11.3, None, None, None, None, 5.2, 4.7, -0.2, None, 0.0,2022-05-01 02:00:00, 2.0, 2.113, None,18
None, 5.13, 11.3, None, None, None, None, 5.1, 4.6, 0.0, None, 0.0,2022-05-01 03:00:00, 2.0, 2.108, None,18
None, 5.072, 11.3, None, None, None, None, 5.1, 4.6, -0.1, None, 0.0,2022-05-01 04:00:00, 2.0, 2.356, None,18
None, 4.157, 11.3, None, None, None, None, 4.2, 4.1, 0.0, None, 0.0,2022-05-01 05:00:00, 2.0, 2.254, None,18
None, 4.118, 11.3, None, None, None, None, 4.1, 3.6, -0.2, None, 0.0,2022-05-01 06:00:00, 2.0, 2.309, None,18
None, 3.842, 4.1, None, None, None, None, 3.8, 3.6, 0.1, None, 0.0,2022-05-01 07:00:00, 2.0, 2.34, None,18
None, 4.311, 4.6, None, None, None, None, 4.3, 3.6, -0.2, None, 0.0,2022-05-01 08:00:00, 2.0, 2.379, None,18
None, 6.954, 7.1, None, None, None, None, 7.0, 3.6, 0.0, None, 0.0,2022-05-01 09:00:00, 2.0, 2.432, None,18
None, 8.08, 8.1, None, None, None, None, 8.1, 3.6, 0.0, None, 0.0,2022-05-01 10:00:00, 3.0, 2.522, None,18
None, 10.94, 10.9, None, None, None, None, 10.9, 3.6, -0.2, None, 1.0,2022-05-01 11:00:00, 3.0, 3.094, None,18
None, 10.35, 11.6, None, None, None, None, 10.4, 3.6, 0.0, None, 0.0,2022-05-01 12:00:00, 3.0, 2.803, None,18
None, 11.9, 12.0, None, None, None, None, 11.9, 3.6, 0.0, None, -1.0,2022-05-01 13:00:00, 2.0, 2.093, None,18
None, 13.0, 13.2, None, None, None, None, 13.0, 3.6, 0.0, None, 0.0,2022-05-01 14:00:00, 2.0, 2.41, None,18
None, 13.05, 13.6, None, None, None, None, 13.1, 3.6, 0.0, None, 0.0,2022-05-01 15:00:00, 2.0, 2.253, None,18
None, 12.65, 13.6, None, None, None, None, 12.7, 3.6, 0.1, None, 0.0,2022-05-01 16:00:00, 2.0, 2.232, None,18
None, 12.09, 13.6, None, None, None, None, 12.1, 3.6, 0.0, None, 0.0,2022-05-01 17:00:00, 2.0, 2.268, None,18
None, 12.08, 13.6, None, None, None, None, 12.1, 3.6, 0.0, None, 0.0,2022-05-01 18:00:00, 2.0, 2.215, None,18
None, 11.38, 12.3, None, None, None, None, 11.4, 11.4, 0.0, None, 0.0,2022-05-01 19:00:00, 2.0, 2.23, None,18
None, 9.39, 12.3, None, None, None, None, 9.4, 9.4, 0.0, None, 0.0,2022-05-01 20:00:00, 2.0, 2.271, None,18
None, 8.72, 12.3, None, None, None, None, 8.7, 8.4, 0.0, None, 0.0,2022-05-01 21:00:00, 2.0, 2.391, None,18
None, 7.67, 12.3, None, None, None, None, 7.7, 7.6, -0.1, None, 0.0,2022-05-01 22:00:00, 2.0, 2.175, None,18
