AirTemperature,Precipitation,Rain,WindSpeed,time,WindDirection,RelativeHumidity,week_of_year
6.0, 0.0,0.0, 0.0,2020-04-29 00:00:00, 105.0, 99.0,18
5.9, None,0.0, 2.4,2020-04-29 00:15:00, 46.0, 98.0,18
5.9, None,0.0, 9.4,2020-04-29 00:30:00, 45.0, 99.0,18
5.9, None,0.0, 0.0,2020-04-29 00:45:00, 114.0, 99.0,18
5.8, 0.0,0.0, 0.2,2020-04-29 01:00:00, 58.0, 99.0,18
5.9, None,0.0, 6.2,2020-04-29 01:15:00, 61.0, 99.0,18
5.9, None,0.0, 3.4,2020-04-29 01:30:00, 58.0, 99.0,18
5.9, None,0.0, 0.7,2020-04-29 01:45:00, 43.0, 99.0,18
5.7, 1.0,0.0, 1.7,2020-04-29 02:00:00, 62.0, 99.0,18
5.5, None,0.0, 0.6,2020-04-29 02:15:00, 85.0, 99.0,18
5.4, None,0.0, 0.0,2020-04-29 02:30:00, 183.0, 99.0,18
5.2, None,0.0, 0.0,2020-04-29 02:45:00, 191.0, 99.0,18
5.1, -1.0,0.0, 0.0,2020-04-29 03:00:00, 179.0, 99.0,18
5.0, None,0.0, 0.0,2020-04-29 03:15:00, 197.0, 99.0,18
5.0, None,0.0, 0.0,2020-04-29 03:30:00, 155.0, 99.0,18
5.0, None,0.0, 3.7,2020-04-29 03:45:00, 3.0, 99.0,18
5.0, 0.0,0.0, 5.5,2020-04-29 04:00:00, 56.0, 99.0,18
5.1, None,0.0, 13.1,2020-04-29 04:15:00, 44.0, 99.0,18
5.3, None,0.0, 16.6,2020-04-29 04:30:00, 25.0, 99.0,18
5.1, None,0.0, 4.0,2020-04-29 04:45:00, 76.0, 99.0,18
6.6, 0.0,0.0, 19.5,2020-04-29 05:00:00, 21.0, 99.0,18
7.0, None,0.0, 9.5,2020-04-29 05:15:00, 17.0, 95.0,18
6.5, None,0.0, 4.1,2020-04-29 05:30:00, 56.0, 94.0,18
6.9, None,0.0, 10.8,2020-04-29 05:45:00, 38.0, 95.0,18
7.9, 0.0,0.0, 12.1,2020-04-29 06:00:00, 354.0, 84.0,18
8.3, None,0.0, 12.1,2020-04-29 06:15:00, 26.0, 85.0,18
8.6, None,0.0, 13.1,2020-04-29 06:30:00, 12.0, 81.0,18
8.8, None,0.0, 13.8,2020-04-29 06:45:00, 17.0, 80.0,18
9.0, 0.0,0.0, 17.4,2020-04-29 07:00:00, 7.0, 78.0,18
9.1, None,0.0, 18.2,2020-04-29 07:15:00, 16.0, 78.0,18
9.5, None,0.0, 15.1,2020-04-29 07:30:00, 12.0, 77.0,18
9.7, None,0.0, 17.0,2020-04-29 07:45:00, 36.0, 68.0,18
10.0, 0.0,0.0, 18.1,2020-04-29 08:00:00, 28.0, 70.0,18
10.2, None,0.0, 21.4,2020-04-29 08:15:00, 35.0, 68.0,18
10.3, None,0.0, 21.7,2020-04-29 08:30:00, 35.0, 68.0,18
10.3, None,0.0, 22.1,2020-04-29 08:45:00, 26.0, 66.0,18
10.4, 1.0,0.0, 16.2,2020-04-29 09:00:00, 44.0, 69.0,18
10.5, None,0.0, 10.7,2020-04-29 09:15:00, 46.0, 68.0,18
10.6, None,0.0, 12.8,2020-04-29 09:30:00, 42.0, 67.0,18
10.6, None,0.0, 14.2,2020-04-29 09:45:00, 25.0, 70.0,18
11.1, 0.0,0.0, 17.5,2020-04-29 10:00:00, 32.0, 65.0,18
11.0, None,0.0, 17.1,2020-04-29 10:15:00, 14.0, 70.0,18
11.1, None,0.0, 19.4,2020-04-29 10:30:00, 17.0, 69.0,18
11.4, None,0.0, 17.8,2020-04-29 10:45:00, 17.0, 67.0,18
11.4, 0.0,0.0, 14.3,2020-04-29 11:00:00, 15.0, 66.0,18
11.9, None,0.0, 13.0,2020-04-29 11:15:00, 15.0, 65.0,18
12.6, None,0.0, 13.3,2020-04-29 11:30:00, 17.0, 61.0,18
12.9, None,0.0, 11.4,2020-04-29 11:45:00, 10.0, 61.0,18
12.9, -1.0,0.0, 13.0,2020-04-29 12:00:00, 26.0, 60.0,18
