AirTemp,ONE_DAY_PRECIPITATION,Snow_WE,time,MIN_TEMP,MAX_TEMP,week_of_year,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,SWE,ONE_DAY_SNOW,air_temp_1,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,mslp,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,rel_hum,snw_dpth,HEIGHT_OF_SNOW,stn_pres
,0.5, None,2020-04-15,-7.0,5.0,16,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.2, None,2020-04-16,-9.0,10.0,16,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0, None,2020-04-17,-4.4,6.9,16,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0, None,2020-04-18,-2.9,8.7,16,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.4, None,2020-04-19,-2.7,8.9,16,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.3, None,2020-04-20,-1.2,13.5,16,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.3, None,2020-04-21,-2.1,7.9,16,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2020-04-15 00:00:00, None, None,16,277.0,734.0, None, None,0.7,,,,,,,,,,,,,,,,,,,,,
,,,2020-04-15 01:00:00, None, None,16,279.0,737.0, None, None,0.5,,,,,,,,,,,,,,,,,,,,,
,,,2020-04-15 02:00:00, None, None,16,280.0,739.0, None, None,0.6,,,,,,,,,,,,,,,,,,,,,
,,,2020-04-15 03:00:00, None, None,16,280.0,739.0, None, None,1.0,,,,,,,,,,,,,,,,,,,,,
,,,2020-04-15 04:00:00, None, None,16,280.0,740.0, None, None,1.2,,,,,,,,,,,,,,,,,,,,,
,,,2020-04-15 05:00:00, None, None,16,281.0,740.0, None, None,1.3,,,,,,,,,,,,,,,,,,,,,
,,,2020-04-15 06:00:00, None, None,16,282.0,741.0, None, None,1.0,,,,,,,,,,,,,,,,,,,,,
,,,2020-04-15 07:00:00, None, None,16,282.0,741.0, None, None,1.4,,,,,,,,,,,,,,,,,,,,,
,,,2020-04-15 08:00:00, None, None,16,282.0,741.0, None, None,1.1,,,,,,,,,,,,,,,,,,,,,
,,,2020-04-15 09:00:00, None, None,16,283.0,742.0, None, None,0.9,,,,,,,,,,,,,,,,,,,,,
,,,2020-04-15 10:00:00, None, None,16,284.0,742.0, None, None,0.6,,,,,,,,,,,,,,,,,,,,,
,,,2020-04-15 11:00:00, None, None,16,284.0,742.0, None, None,0.5,,,,,,,,,,,,,,,,,,,,,
,,,2020-04-15 12:00:00, None, None,16,284.0,742.0, None, None,0.2,,,,,,,,,,,,,,,,,,,,,
,,,2020-04-15 13:00:00, None, None,16,284.0,742.0, None, None,-0.3,,,,,,,,,,,,,,,,,,,,,
,,,2020-04-15 14:00:00, None, None,16,284.0,742.0, None, None,-0.3,,,,,,,,,,,,,,,,,,,,,
,,,2020-04-15 15:00:00, None, None,16,283.0,742.0, None, None,-0.4,,,,,,,,,,,,,,,,,,,,,
,,,2020-04-15 16:00:00, None, None,16,284.0,742.0, 0.0, None,0.4,,,,,,,,,,,,,,,,,,,,,
,,,2020-04-15 17:00:00, None, None,16,283.0,742.0, None, None,1.2,,,,,,,,,,,,,,,,,,,,,
,,,2020-04-15 18:00:00, None, None,16,283.0,742.0, None, None,2.3,,,,,,,,,,,,,,,,,,,,,
,,,2020-04-15 19:00:00, None, None,16,283.0,742.0, None, None,2.7,,,,,,,,,,,,,,,,,,,,,
,,,2020-04-15 20:00:00, None, None,16,283.0,742.0, None, None,3.2,,,,,,,,,,,,,,,,,,,,,
,,,2020-04-15 21:00:00, None, None,16,282.0,742.0, None, None,4.6,,,,,,,,,,,,,,,,,,,,,
