CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, -8.03,94.2, None, None, None, None, 18.66, 10.63, 59.92, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-01 00:00:00, None, None,40
None, -8.01,94.2, None, None, None, None, 22.54, 6.0, 63.99, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-01 01:00:00, None, None,40
None, -7.733,95.1, None, None, None, None, 31.31, 5.347, 40.27, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-01 02:00:00, None, None,40
None, -7.658,95.8, None, None, None, None, 13.63, 7.718, 356.8, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-01 03:00:00, None, None,40
None, -7.465,95.6, None, None, None, None, 10.68, 8.7, 6.084, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-01 04:00:00, None, None,40
None, -7.254,95.8, None, None, None, None, 10.4, 9.29, 5.958, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-01 05:00:00, None, None,40
None, -6.952,95.9, None, None, None, None, 15.24, 6.904, 10.2, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-01 06:00:00, None, None,40
None, -6.953,95.9, None, None, None, None, 23.31, 9.47, 28.31, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-01 07:00:00, None, None,40
None, -6.881,96.0, None, None, None, None, 14.92, 7.855, 63.5, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-01 08:00:00, None, None,40
None, -6.407,96.4, None, None, None, None, 17.6, 9.6, 49.2, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-01 09:00:00, None, None,40
None, -5.982,96.1, None, None, None, None, 20.34, 7.677, 50.61, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-01 10:00:00, None, None,40
None, -4.823,96.7, None, None, None, None, 24.78, 4.017, 60.03, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-01 11:00:00, None, None,40
None, -4.146,95.6, None, None, None, None, 43.82, 4.436, 80.0, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-01 12:00:00, None, None,40
None, -3.878,97.4, None, None, None, None, 21.83, 5.425, 88.4, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-01 13:00:00, None, None,40
None, -2.607,97.9, None, None, None, None, 45.21, 1.872, 163.4, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-01 14:00:00, None, None,40
None, -2.635,97.7, None, None, None, None, 0.0, 0.0, 159.2, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-01 15:00:00, None, None,40
None, -3.661,97.3, None, None, None, None, 0.048, 0.0, 159.3, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-01 16:00:00, None, None,40
None, -3.251,97.7, None, None, None, None, 0.13, 0.0, 159.3, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-01 17:00:00, None, None,40
None, -3.594,97.6, None, None, None, None, 0.088, 0.0, 159.3, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-01 18:00:00, None, None,40
None, -4.196,97.4, None, None, None, None, 0.163, 0.0, 159.5, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-01 19:00:00, None, None,40
None, -5.232,97.2, None, None, None, None, 0.11, 0.0, 159.7, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-01 20:00:00, None, None,40
None, -5.222,97.4, None, None, None, None, 0.079, 0.0, 159.7, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-01 21:00:00, None, None,40
None, -5.295,97.4, None, None, None, None, 0.131, 0.0, 159.7, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-01 22:00:00, None, None,40
None, -5.466,97.2, None, None, None, None, 0.115, 0.0, 159.7, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-01 23:00:00, None, None,40
None, -5.507,97.3, None, None, None, None, 0.115, 1.508, 159.7, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-02 00:00:00, None, None,40
None, -5.32,97.4, None, None, None, None, 0.0, 2.612, 159.7, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-02 01:00:00, None, None,40
