pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,snwfl_amt_pst1hr,avg_wnd_spd_10m_pst10mts,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
None, None,8.89, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-01 00:00:00, None, None, None,40
None, None,8.73, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-01 01:00:00, None, None, None,40
None, None,8.04, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-01 02:00:00, None, None, None,40
None, None,8.49, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-01 03:00:00, None, None, None,40
None, None,8.08, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-01 04:00:00, None, None, None,40
None, None,8.19, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-01 05:00:00, None, None, None,40
None, None,7.57, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-01 06:00:00, None, None, None,40
None, None,8.27, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-01 07:00:00, None, None, None,40
None, None,8.18, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-01 08:00:00, None, None, None,40
None, None,8.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-01 09:00:00, None, None, None,40
None, None,8.15, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-01 10:00:00, None, None, None,40
None, None,10.21, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-01 13:00:00, None, None, None,40
None, None,11.18, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-01 14:00:00, None, None, None,40
None, None,11.39, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-01 15:00:00, None, None, None,40
None, None,11.03, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-01 16:00:00, None, None, None,40
None, None,11.43, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-01 17:00:00, None, None, None,40
None, None,10.76, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-01 18:00:00, None, None, None,40
None, None,10.07, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-01 19:00:00, None, None, None,40
None, None,9.34, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-01 20:00:00, None, None, None,40
None, None,8.93, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-01 21:00:00, None, None, None,40
None, None,8.68, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-01 22:00:00, None, None, None,40
None, None,8.57, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-01 23:00:00, None, None, None,40
None, None,8.62, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-02 00:00:00, None, None, None,40
None, None,8.35, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-02 01:00:00, None, None, None,40
None, None,8.52, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-02 02:00:00, None, None, None,40
None, None,8.57, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-02 03:00:00, None, None, None,40
None, None,8.5, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-02 04:00:00, None, None, None,40
None, None,8.23, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-02 05:00:00, None, None, None,40
None, None,7.99, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-02 06:00:00, None, None, None,40
None, None,7.92, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-02 07:00:00, None, None, None,40
None, None,7.88, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-02 08:00:00, None, None, None,40
None, None,7.83, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-02 09:00:00, None, None, None,40
None, None,7.85, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-02 10:00:00, None, None, None,40
None, None,7.85, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-02 11:00:00, None, None, None,40
None, None,7.95, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-02 12:00:00, None, None, None,40
None, None,8.14, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-02 13:00:00, None, None, None,40
None, None,8.36, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-02 14:00:00, None, None, None,40
None, None,8.71, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-02 15:00:00, None, None, None,40
None, None,8.95, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-02 16:00:00, None, None, None,40
None, None,9.12, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-02 17:00:00, None, None, None,40
None, None,9.23, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-02 18:00:00, None, None, None,40
None, None,9.23, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-02 19:00:00, None, None, None,40
None, None,9.02, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-02 20:00:00, None, None, None,40
None, None,9.05, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-02 21:00:00, None, None, None,40
None, None,9.12, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-02 22:00:00, None, None, None,40
None, None,9.18, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-02 23:00:00, None, None, None,40
None, None,9.18, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-03 00:00:00, None, None, None,40
None, None,9.31, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2019-10-03 01:00:00, None, None, None,40
