pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,stn_pres,week_of_year
None, 8.57, None, None, None, None, 32.08, None, 1.819, 358.2, None, None, None, None, None, None, None, None, None, None, None,2017-07-30 00:00:00, None, None, None, None,31
None, 8.14, None, None, None, None, 49.19, None, 0.949, 4.509, None, None, None, None, None, None, None, None, None, None, None,2017-07-30 03:00:00, None, None, None, None,31
None, 7.79, None, None, None, None, 18.88, None, 1.855, 334.9, None, None, None, None, None, None, None, None, None, None, None,2017-07-30 05:00:00, None, None, None, None,31
None, 7.67, None, None, None, None, 16.14, None, 2.229, 339.3, None, None, None, None, None, None, None, None, None, None, None,2017-07-30 06:00:00, None, None, None, None,31
None, 7.98, None, None, None, None, 18.64, None, 1.049, 339.9, None, None, None, None, None, None, None, None, None, None, None,2017-07-30 07:00:00, None, None, None, None,31
None, 9.57, None, None, None, None, 37.55, None, 1.243, 135.2, None, None, None, None, None, None, None, None, None, None, None,2017-07-30 10:00:00, None, None, None, None,31
None, 10.33, None, None, None, None, 23.0, None, 3.069, 108.6, None, None, None, None, None, None, None, None, None, None, None,2017-07-30 12:00:00, None, None, None, None,31
None, 10.59, None, None, None, None, 26.01, None, 4.155, 108.2, None, None, None, None, None, None, None, None, None, None, None,2017-07-30 14:00:00, None, None, None, None,31
None, 10.99, None, None, None, None, 25.44, None, 4.602, 122.3, None, None, None, None, None, None, None, None, None, None, None,2017-07-30 15:00:00, None, None, None, None,31
None, 11.68, None, None, None, None, 21.95, None, 5.302, 113.2, None, None, None, None, None, None, None, None, None, None, None,2017-07-30 16:00:00, None, None, None, None,31
None, 8.89, None, None, None, None, 14.37, None, 1.698, 347.6, None, None, None, None, None, None, None, None, None, None, None,2017-07-30 22:00:00, None, None, None, None,31
None, 8.7, None, None, None, None, 13.61, None, 1.856, 341.8, None, None, None, None, None, None, None, None, None, None, None,2017-07-30 23:00:00, None, None, None, None,31
None, 8.68, None, None, None, None, 14.37, None, 1.373, 339.3, None, None, None, None, None, None, None, None, None, None, None,2017-07-31 00:00:00, None, None, None, None,31
None, 8.62, None, None, None, None, 17.52, None, 1.658, 337.8, None, None, None, None, None, None, None, None, None, None, None,2017-07-31 01:00:00, None, None, None, None,31
None, 8.31, None, None, None, None, 15.39, None, 1.612, 340.9, None, None, None, None, None, None, None, None, None, None, None,2017-07-31 02:00:00, None, None, None, None,31
None, 7.9, None, None, None, None, 13.98, None, 2.272, 345.0, None, None, None, None, None, None, None, None, None, None, None,2017-07-31 03:00:00, None, None, None, None,31
None, 7.88, None, None, None, None, 16.18, None, 1.868, 337.8, None, None, None, None, None, None, None, None, None, None, None,2017-07-31 04:00:00, None, None, None, None,31
None, 6.909, None, None, None, None, 18.52, None, 1.938, 344.0, None, None, None, None, None, None, None, None, None, None, None,2017-07-31 05:00:00, None, None, None, None,31
None, 6.891, None, None, None, None, 12.88, None, 2.445, 346.2, None, None, None, None, None, None, None, None, None, None, None,2017-07-31 06:00:00, None, None, None, None,31
