CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,ACTUAL_WIND_DIRECTION,ACTUAL_WIND_SPEED,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, 12.92,56.36, None, None, None, None,20.89, None,2.194,196.6, None, None, None, None, None, 4.0, None, None, None, None, None, None, None,2017-07-30 00:00:00, None, None, None,31
None, 12.35,57.56, None, None, None, None,24.71, None,2.329,192.4, None, None, None, None, None, 4.0, None, None, None, None, None, None, None,2017-07-30 01:00:00, None, None, None,31
None, 10.63,71.9, None, None, None, None,25.92, None,2.101,206.4, None, None, None, None, None, 6.0, None, None, None, None, None, None, None,2017-07-30 03:00:00, None, None, None,31
None, 10.22,71.4, None, None, None, None,25.11, None,3.713,198.6, None, None, None, None, None, 5.0, None, None, None, None, None, None, None,2017-07-30 04:00:00, None, None, None,31
None, 9.31,76.0, None, None, None, None,30.09, None,2.537,190.5, None, None, None, None, None, 5.0, None, None, None, None, None, None, None,2017-07-30 05:00:00, None, None, None,31
None, 9.36,77.0, None, None, None, None,50.41, None,1.646,120.7, None, None, None, None, None, 6.0, None, None, None, None, None, None, None,2017-07-30 06:00:00, None, None, None,31
None, 9.79,77.1, None, None, None, None,48.34, None,0.988,63.72, None, None, None, None, None, 6.0, None, None, None, None, None, None, None,2017-07-30 07:00:00, None, None, None,31
None, 9.89,81.4, None, None, None, None,39.4, None,0.934,32.11, None, None, None, None, None, 7.0, None, None, None, None, None, None, None,2017-07-30 08:00:00, None, None, None,31
None, 9.4,85.9, None, None, None, None,46.22, None,0.69,320.4, None, None, None, None, None, 7.0, None, None, None, None, None, None, None,2017-07-30 09:00:00, None, None, None,31
None, 10.77,79.7, None, None, None, None,39.99, None,1.037,329.9, None, None, None, None, None, 7.0, None, None, None, None, None, None, None,2017-07-30 10:00:00, None, None, None,31
None, 12.25,72.8, None, None, None, None,38.83, None,1.245,276.3, None, None, None, None, None, 8.0, None, None, None, None, None, None, None,2017-07-30 11:00:00, None, None, None,31
None, 14.38,57.01, None, None, None, None,40.83, None,2.079,260.3, None, None, None, None, None, 6.0, None, None, None, None, None, None, None,2017-07-30 13:00:00, None, None, None,31
None, 14.86,52.12, None, None, None, None,41.68, None,2.44,255.5, None, None, None, None, None, 5.0, None, None, None, None, None, None, None,2017-07-30 14:00:00, None, None, None,31
None, 17.3,40.48, None, None, None, None,51.34, None,1.69,257.6, None, None, None, None, None, 4.0, None, None, None, None, None, None, None,2017-07-30 15:00:00, None, None, None,31
None, 18.06,40.35, None, None, None, None,52.26, None,1.057,270.6, None, None, None, None, None, 4.0, None, None, None, None, None, None, None,2017-07-30 16:00:00, None, None, None,31
None, 18.09,43.68, None, None, None, None,44.86, None,1.324,262.5, None, None, None, None, None, 6.0, None, None, None, None, None, None, None,2017-07-30 17:00:00, None, None, None,31
None, 16.75,49.37, None, None, None, None,42.52, None,1.543,266.4, None, None, None, None, None, 6.0, None, None, None, None, None, None, None,2017-07-30 18:00:00, None, None, None,31
None, 15.24,50.65, None, None, None, None,43.18, None,0.792,285.6, None, None, None, None, None, 5.0, None, None, None, None, None, None, None,2017-07-30 19:00:00, None, None, None,31
None, 12.75,59.02, None, None, None, None,56.52, None,1.249,39.8, None, None, None, None, None, 5.0, None, None, None, None, None, None, None,2017-07-30 20:00:00, None, None, None,31
None, 11.68,62.25, None, None, None, None,36.41, None,1.942,71.1, None, None, None, None, None, 5.0, None, None, None, None, None, None, None,2017-07-30 21:00:00, None, None, None,31
None, 10.87,62.18, None, None, None, None,53.76, None,1.11,64.95, None, None, None, None, None, 4.0, None, None, None, None, None, None, None,2017-07-30 22:00:00, None, None, None,31
None, 9.78,62.93, None, None, None, None,21.66, None,4.731,46.55, None, None, None, None, None, 3.0, None, None, None, None, None, None, None,2017-07-30 23:00:00, None, None, None,31
None, 9.6,57.18, None, None, None, None,20.97, None,4.274,46.21, None, None, None, None, None, 2.0, None, None, None, None, None, None, None,2017-07-31 00:00:00, None, None, None,31
None, 9.22,61.27, None, None, None, None,20.2, None,3.097,49.47, None, None, None, None, None, 2.0, None, None, None, None, None, None, None,2017-07-31 01:00:00, None, None, None,31
None, 9.12,58.65, None, None, None, None,15.46, None,2.39,69.43, None, None, None, None, None, 1.0, None, None, None, None, None, None, None,2017-07-31 02:00:00, None, None, None,31
None, 8.07,51.42, None, None, None, None,17.82, None,1.669,72.1, None, None, None, None, None, -1.0, None, None, None, None, None, None, None,2017-07-31 04:00:00, None, None, None,31
None, 7.35,61.4, None, None, None, None,25.0, None,1.246,76.9, None, None, None, None, None, 0.0, None, None, None, None, None, None, None,2017-07-31 05:00:00, None, None, None,31
None, 7.25,62.54, None, None, None, None,19.4, None,2.386,72.8, None, None, None, None, None, 1.0, None, None, None, None, None, None, None,2017-07-31 06:00:00, None, None, None,31
None, 7.78,61.33, None, None, None, None,21.3, None,2.07,184.2, None, None, None, None, None, 1.0, None, None, None, None, None, None, None,2017-07-31 07:00:00, None, None, None,31
None, 7.49,64.35, None, None, None, None,25.83, None,2.249,65.01, None, None, None, None, None, 1.0, None, None, None, None, None, None, None,2017-07-31 08:00:00, None, None, None,31
None, 7.68,67.16, None, None, None, None,28.69, None,1.507,60.67, None, None, None, None, None, 2.0, None, None, None, None, None, None, None,2017-07-31 09:00:00, None, None, None,31
None, 8.93,64.68, None, None, None, None,45.96, None,0.702,356.9, None, None, None, None, None, 3.0, None, None, None, None, None, None, None,2017-07-31 10:00:00, None, None, None,31
None, 12.14,55.44, None, None, None, None,29.38, None,1.948,348.2, None, None, None, None, None, 3.0, None, None, None, None, None, None, None,2017-07-31 11:00:00, None, None, None,31
None, 14.22,51.87, None, None, None, None,52.11, None,1.173,320.1, None, None, None, None, None, 4.0, None, None, None, None, None, None, None,2017-07-31 12:00:00, None, None, None,31
None, 16.06,45.43, None, None, None, None,46.66, None,1.688,324.3, None, None, None, None, None, 4.0, None, None, None, None, None, None, None,2017-07-31 13:00:00, None, None, None,31
None, 17.53,38.94, None, None, None, None,35.09, None,2.868,348.1, None, None, None, None, None, 3.0, None, None, None, None, None, None, None,2017-07-31 14:00:00, None, None, None,31
None, 18.75,32.24, None, None, None, None,34.46, None,4.189,355.5, None, None, None, None, None, 2.0, None, None, None, None, None, None, None,2017-07-31 16:00:00, None, None, None,31
None, 19.66,32.58, None, None, None, None,38.27, None,3.258,350.7, None, None, None, None, None, 3.0, None, None, None, None, None, None, None,2017-07-31 17:00:00, None, None, None,31
None, 19.85,33.18, None, None, None, None,33.49, None,4.081,2.606, None, None, None, None, None, 3.0, None, None, None, None, None, None, None,2017-07-31 18:00:00, None, None, None,31
None, 15.88,45.28, None, None, None, None,31.13, None,4.178,1.459, None, None, None, None, None, 4.0, None, None, None, None, None, None, None,2017-07-31 19:00:00, None, None, None,31
None, 14.95,48.64, None, None, None, None,35.15, None,2.88,8.46, None, None, None, None, None, 4.0, None, None, None, None, None, None, None,2017-07-31 20:00:00, None, None, None,31
None, 12.72,55.41, None, None, None, None,29.85, None,2.6,40.97, None, None, None, None, None, 4.0, None, None, None, None, None, None, None,2017-07-31 21:00:00, None, None, None,31
None, 11.54,57.3, None, None, None, None,16.32, None,6.368,58.92, None, None, None, None, None, 3.0, None, None, None, None, None, None, None,2017-07-31 22:00:00, None, None, None,31
None, 10.43,59.91, None, None, None, None,20.4, None,7.97,50.87, None, None, None, None, None, 3.0, None, None, None, None, None, None, None,2017-07-31 23:00:00, None, None, None,31
None, 10.08,60.06, None, None, None, None,19.12, None,6.037,44.06, None, None, None, None, None, 3.0, None, None, None, None, None, None, None,2017-08-01 00:00:00, None, None, None,31
None, 10.13,58.72, None, None, None, None,26.58, None,3.918,48.53, None, None, None, None, None, 2.0, None, None, None, None, None, None, None,2017-08-01 01:00:00, None, None, None,31
None, 9.94,60.86, None, None, None, None,20.06, None,4.921,53.75, None, None, None, None, None, 3.0, None, None, None, None, None, None, None,2017-08-01 03:00:00, None, None, None,31
None, 9.12,64.88, None, None, None, None,19.16, None,5.308,56.41, None, None, None, None, None, 3.0, None, None, None, None, None, None, None,2017-08-01 04:00:00, None, None, None,31
None, 8.79,67.69, None, None, None, None,14.01, None,5.221,62.03, None, None, None, None, None, 3.0, None, None, None, None, None, None, None,2017-08-01 05:00:00, None, None, None,31
None, 8.45,67.96, None, None, None, None,15.96, None,4.149,59.28, None, None, None, None, None, 3.0, None, None, None, None, None, None, None,2017-08-01 06:00:00, None, None, None,31
None, 9.03,65.28, None, None, None, None,20.33, None,4.463,50.71, None, None, None, None, None, 3.0, None, None, None, None, None, None, None,2017-08-01 07:00:00, None, None, None,31
None, 9.36,65.08, None, None, None, None,23.94, None,3.972,44.75, None, None, None, None, None, 3.0, None, None, None, None, None, None, None,2017-08-01 08:00:00, None, None, None,31
