snw_dpth_wtr_equiv,SWE,ONE_DAY_SNOW,time,air_temp_1,MIN_TEMP,MAX_TEMP,week_of_year
475.0, None, None,2016-05-13 00:00:00,9.9, None, None,20
473.0, None, None,2016-05-13 01:00:00,8.7, None, None,20
473.0, None, None,2016-05-13 02:00:00,7.6, None, None,20
472.0, None, None,2016-05-13 03:00:00,7.2, None, None,20
472.0, None, None,2016-05-13 04:00:00,7.6, None, None,20
471.0, None, None,2016-05-13 05:00:00,7.5, None, None,20
471.0, None, None,2016-05-13 06:00:00,7.1, None, None,20
470.0, None, None,2016-05-13 07:00:00,6.5, None, None,20
470.0, None, None,2016-05-13 08:00:00,6.4, None, None,20
469.0, None, None,2016-05-13 09:00:00,6.6, None, None,20
469.0, None, None,2016-05-13 10:00:00,5.8, None, None,20
469.0, None, None,2016-05-13 11:00:00,6.0, None, None,20
469.0, None, None,2016-05-13 12:00:00,6.6, None, None,20
469.0, None, None,2016-05-13 13:00:00,7.4, None, None,20
469.0, None, None,2016-05-13 14:00:00,9.0, None, None,20
468.0, None, None,2016-05-13 15:00:00,10.8, None, None,20
468.0, 299.0, None,2016-05-13 16:00:00,13.7, None, None,20
467.0, None, None,2016-05-13 17:00:00,16.5, None, None,20
467.0, None, None,2016-05-13 18:00:00,18.2, None, None,20
466.0, None, None,2016-05-13 19:00:00,20.1, None, None,20
464.0, None, None,2016-05-13 20:00:00,20.7, None, None,20
463.0, None, None,2016-05-13 21:00:00,21.5, None, None,20
462.0, None, None,2016-05-13 22:00:00,18.8, None, None,20
460.0, None, None,2016-05-13 23:00:00,16.3, None, None,20
458.0, None, None,2016-05-14 00:00:00,14.5, None, None,20
456.0, None, None,2016-05-14 01:00:00,12.2, None, None,20
455.0, None, None,2016-05-14 02:00:00,11.7, None, None,20
454.0, None, None,2016-05-14 03:00:00,11.0, None, None,20
453.0, None, None,2016-05-14 04:00:00,10.6, None, None,20
452.0, None, None,2016-05-14 05:00:00,10.5, None, None,20
451.0, None, None,2016-05-14 06:00:00,11.0, None, None,20
450.0, None, None,2016-05-14 07:00:00,10.2, None, None,20
449.0, None, None,2016-05-14 08:00:00,9.8, None, None,20
448.0, None, None,2016-05-14 09:00:00,9.5, None, None,20
447.0, None, None,2016-05-14 10:00:00,9.2, None, None,20
446.0, None, None,2016-05-14 11:00:00,9.6, None, None,20
445.0, None, None,2016-05-14 12:00:00,10.3, None, None,20
444.0, None, None,2016-05-14 13:00:00,11.0, None, None,20
444.0, None, None,2016-05-14 14:00:00,11.9, None, None,20
443.0, None, None,2016-05-14 15:00:00,12.9, None, None,20
442.0, 299.0, None,2016-05-14 16:00:00,15.0, None, None,20
441.0, None, None,2016-05-14 17:00:00,17.2, None, None,20
441.0, None, None,2016-05-14 18:00:00,18.1, None, None,20
439.0, None, None,2016-05-14 19:00:00,17.6, None, None,20
437.0, None, None,2016-05-14 20:00:00,17.0, None, None,20
436.0, None, None,2016-05-14 21:00:00,15.2, None, None,20
434.0, None, None,2016-05-14 22:00:00,12.4, None, None,20
433.0, None, None,2016-05-14 23:00:00,10.5, None, None,20
431.0, None, None,2016-05-15 00:00:00,8.6, None, None,20
430.0, None, None,2016-05-15 01:00:00,7.4, None, None,20
428.0, None, None,2016-05-15 02:00:00,6.5, None, None,20
428.0, None, None,2016-05-15 03:00:00,5.8, None, None,20
428.0, None, None,2016-05-15 04:00:00,5.7, None, None,20
427.0, None, None,2016-05-15 05:00:00,6.2, None, None,20
425.0, None, None,2016-05-15 06:00:00,6.1, None, None,20
425.0, None, None,2016-05-15 07:00:00,6.2, None, None,20
424.0, None, None,2016-05-15 08:00:00,6.0, None, None,20
424.0, None, None,2016-05-15 09:00:00,5.9, None, None,20
423.0, None, None,2016-05-15 10:00:00,5.8, None, None,20
422.0, None, None,2016-05-15 11:00:00,5.9, None, None,20
422.0, None, None,2016-05-15 12:00:00,6.7, None, None,20
422.0, None, None,2016-05-15 13:00:00,7.3, None, None,20
421.0, None, None,2016-05-15 14:00:00,8.3, None, None,20
421.0, None, None,2016-05-15 15:00:00,8.7, None, None,20
421.0, 320.0, None,2016-05-15 16:00:00,9.4, None, None,20
421.0, None, None,2016-05-15 17:00:00,9.3, None, None,20
419.0, None, None,2016-05-15 18:00:00,9.4, None, None,20
418.0, None, None,2016-05-15 19:00:00,9.5, None, None,20
416.0, None, None,2016-05-15 20:00:00,8.3, None, None,20
415.0, None, None,2016-05-15 21:00:00,7.0, None, None,20
414.0, None, None,2016-05-15 22:00:00,6.3, None, None,20
413.0, None, None,2016-05-15 23:00:00,5.6, None, None,20
412.0, None, None,2016-05-16 00:00:00,5.3, None, None,20
412.0, None, None,2016-05-16 01:00:00,5.0, None, None,20
412.0, None, None,2016-05-16 02:00:00,4.9, None, None,20
411.0, None, None,2016-05-16 03:00:00,5.0, None, None,20
410.0, None, None,2016-05-16 04:00:00,5.0, None, None,20
410.0, None, None,2016-05-16 05:00:00,5.0, None, None,20
409.0, None, None,2016-05-16 06:00:00,5.3, None, None,20
409.0, None, None,2016-05-16 07:00:00,5.1, None, None,20
409.0, None, None,2016-05-16 08:00:00,4.3, None, None,20
409.0, None, None,2016-05-16 09:00:00,4.6, None, None,20
408.0, None, None,2016-05-16 10:00:00,4.7, None, None,20
407.0, None, None,2016-05-16 11:00:00,4.8, None, None,20
