TempC,time,RH,week_of_year
10.026,2019-05-28 00:00:00,68.3,22
11.248,2019-05-28 01:00:00,60.4,22
10.247,2019-05-28 02:00:00,55.3,22
8.519,2019-05-28 03:00:00,59.2,22
8.045,2019-05-28 04:00:00,62.9,22
9.238,2019-05-28 05:00:00,65.9,22
11.2,2019-05-28 06:00:00,62.5,22
14.673,2019-05-28 07:00:00,56.4,22
18.271,2019-05-28 08:00:00,45.7,22
21.008,2019-05-28 09:00:00,39.0,22
23.064,2019-05-28 10:00:00,35.5,22
25.501,2019-05-28 11:00:00,31.9,22
25.695,2019-05-28 12:00:00,27.5,22
26.353,2019-05-28 13:00:00,27.0,22
27.825,2019-05-28 14:00:00,25.0,22
26.695,2019-05-28 15:00:00,23.6,22
26.769,2019-05-28 16:00:00,24.2,22
25.987,2019-05-28 17:00:00,24.0,22
24.968,2019-05-28 18:00:00,26.2,22
21.318,2019-05-28 19:00:00,34.4,22
17.986,2019-05-28 20:00:00,38.0,22
13.858,2019-05-28 21:00:00,55.6,22
11.394,2019-05-28 22:00:00,68.2,22
9.386,2019-05-28 23:00:00,75.1,22
8.369,2019-05-29 00:00:00,78.3,22
8.593,2019-05-29 01:00:00,77.9,22
8.543,2019-05-29 02:00:00,74.8,22
8.045,2019-05-29 03:00:00,74.1,22
7.142,2019-05-29 04:00:00,76.7,22
7.544,2019-05-29 05:00:00,79.3,22
10.541,2019-05-29 06:00:00,77.0,22
14.529,2019-05-29 07:00:00,64.0,22
18.176,2019-05-29 08:00:00,50.1,22
20.174,2019-05-29 09:00:00,43.0,22
22.729,2019-05-29 10:00:00,40.1,22
25.283,2019-05-29 11:00:00,33.3,22
25.186,2019-05-29 12:00:00,28.8,22
25.793,2019-05-29 13:00:00,26.4,22
25.137,2019-05-29 14:00:00,24.4,22
26.061,2019-05-29 15:00:00,24.3,22
25.768,2019-05-29 16:00:00,22.9,22
25.065,2019-05-29 17:00:00,21.6,22
23.809,2019-05-29 18:00:00,22.9,22
22.082,2019-05-29 19:00:00,28.0,22
16.129,2019-05-29 20:00:00,42.6,22
13.016,2019-05-29 21:00:00,58.4,22
10.541,2019-05-29 22:00:00,67.3,22
8.717,2019-05-29 23:00:00,74.3,22
7.494,2019-05-30 00:00:00,77.8,22
6.484,2019-05-30 01:00:00,80.5,22
5.642,2019-05-30 02:00:00,83.2,22
5.77,2019-05-30 03:00:00,85.1,22
6.965,2019-05-30 04:00:00,80.8,22
9.188,2019-05-30 05:00:00,77.0,22
11.224,2019-05-30 06:00:00,70.0,22
15.366,2019-05-30 07:00:00,59.4,22
19.151,2019-05-30 08:00:00,47.7,22
21.223,2019-05-30 09:00:00,40.5,22
24.243,2019-05-30 10:00:00,35.5,22
26.916,2019-05-30 11:00:00,28.5,22
26.744,2019-05-30 12:00:00,26.7,22
26.744,2019-05-30 13:00:00,25.2,22
26.012,2019-05-30 14:00:00,23.0,22
26.378,2019-05-30 15:00:00,21.2,22
26.109,2019-05-30 16:00:00,21.8,22
25.671,2019-05-30 17:00:00,21.7,22
24.484,2019-05-30 18:00:00,20.8,22
20.65,2019-05-30 19:00:00,29.4,22
16.415,2019-05-30 20:00:00,45.7,22
13.137,2019-05-30 21:00:00,60.1,22
11.953,2019-05-30 22:00:00,67.6,22
14.242,2019-05-30 23:00:00,65.2,22
15.103,2019-05-31 00:00:00,51.5,22
15.127,2019-05-31 01:00:00,47.6,22
15.7,2019-05-31 02:00:00,46.2,22
13.305,2019-05-31 03:00:00,53.7,22
12.122,2019-05-31 04:00:00,57.7,22
11.904,2019-05-31 05:00:00,75.1,22
12.92,2019-05-31 06:00:00,71.3,22
16.225,2019-05-31 07:00:00,63.2,22
19.413,2019-05-31 08:00:00,51.2,22
21.891,2019-05-31 09:00:00,44.8,22
23.809,2019-05-31 10:00:00,41.2,22
26.549,2019-05-31 11:00:00,36.0,22
25.453,2019-05-31 12:00:00,35.3,22
25.258,2019-05-31 13:00:00,34.9,22
26.158,2019-05-31 14:00:00,33.2,22
27.554,2019-05-31 15:00:00,28.6,22
27.186,2019-05-31 16:00:00,25.8,22
26.158,2019-05-31 17:00:00,23.9,22
25.501,2019-05-31 18:00:00,26.2,22
23.737,2019-05-31 19:00:00,27.3,22
18.152,2019-05-31 20:00:00,37.9,22
14.481,2019-05-31 21:00:00,52.3,22
11.856,2019-05-31 22:00:00,62.8,22
10.32,2019-05-31 23:00:00,70.6,22
9.608,2019-06-01 00:00:00,74.2,22
9.854,2019-06-01 01:00:00,74.4,22
9.213,2019-06-01 02:00:00,75.9,22
8.344,2019-06-01 03:00:00,80.0,22
