station_observations
SolarRadiation, AirTemperature, Precipitation, Rain, WindSpeed, SnowDepth, time, WindDirection, RelativeHumidity
None, -5.8, None, 0.0, 7.3, None, 2017-01-02 22:30:00, 96.0, 43.0
None, -6.0, None, 0.0, 8.8, None, 2017-01-02 22:45:00, 44.0, 44.0
None, -6.0, 0.0, 0.0, 8.4, None, 2017-01-02 23:00:00, 92.0, 44.0
None, -6.1, None, 0.0, 7.3, None, 2017-01-02 23:15:00, 111.0, 45.0
None, -6.0, None, 0.0, 9.4, None, 2017-01-02 23:30:00, 76.0, 45.0
None, -6.1, None, 0.0, 9.4, None, 2017-01-02 23:45:00, 75.0, 46.0
None, -6.1, 0.0, 0.0, 11.1, None, 2017-01-03 00:00:00, 46.0, 46.0
None, -6.2, None, 0.0, 6.7, None, 2017-01-03 00:15:00, 116.0, 48.0
None, -6.1, None, 0.0, 10.8, None, 2017-01-03 00:30:00, 74.0, 47.0
None, -6.2, None, 0.0, 7.0, None, 2017-01-03 00:45:00, 87.0, 48.0
None, -6.2, 0.0, 0.0, 9.3, None, 2017-01-03 01:00:00, 96.0, 49.0
None, -6.1, None, 0.0, 9.3, None, 2017-01-03 01:15:00, 108.0, 49.0
None, -6.1, None, 0.0, 7.7, None, 2017-01-03 01:30:00, 144.0, 48.0
None, -6.1, None, 0.0, 9.5, None, 2017-01-03 01:45:00, 89.0, 45.0
None, -6.2, 1.0, 0.0, 8.4, None, 2017-01-03 02:00:00, 97.0, 45.0
None, -6.2, None, 0.0, 9.6, None, 2017-01-03 02:15:00, 96.0, 45.0
None, -6.2, None, 0.0, 7.5, None, 2017-01-03 02:30:00, 104.0, 45.0
None, -6.3, None, 0.0, 6.6, None, 2017-01-03 02:45:00, 117.0, 46.0
None, -6.3, -1.0, 0.0, 9.8, None, 2017-01-03 03:00:00, 92.0, 46.0
None, -6.3, None, 0.0, 8.9, None, 2017-01-03 03:15:00, 116.0, 46.0
None, -6.3, None, 0.0, 8.4, None, 2017-01-03 03:30:00, 102.0, 46.0
None, -6.4, None, 0.0, 9.7, None, 2017-01-03 03:45:00, 93.0, 46.0
None, -6.5, 0.0, 0.0, 7.1, None, 2017-01-03 04:00:00, 81.0, 45.0
None, -6.4, None, 0.0, 6.5, None, 2017-01-03 04:15:00, 115.0, 43.0
None, -6.6, None, 0.0, 7.2, None, 2017-01-03 04:30:00, 142.0, 44.0
None, -6.5, None, 0.0, 8.0, None, 2017-01-03 04:45:00, 97.0, 43.0
None, -6.5, 0.0, 0.0, 8.7, None, 2017-01-03 05:00:00, 60.0, 44.0
None, -6.5, None, 0.0, 6.6, None, 2017-01-03 05:15:00, 86.0, 44.0
None, -6.5, None, 0.0, 7.1, None, 2017-01-03 05:30:00, 73.0, 43.0
None, -6.6, None, 0.0, 5.8, None, 2017-01-03 05:45:00, 90.0, 44.0
None, -6.6, 0.0, 0.0, 7.1, None, 2017-01-03 06:00:00, 57.0, 44.0
None, -6.7, None, 0.0, 5.4, None, 2017-01-03 06:15:00, 84.0, 43.0
None, -6.8, None, 0.0, 5.5, None, 2017-01-03 06:30:00, 81.0, 44.0
None, -6.7, None, 0.0, 7.7, None, 2017-01-03 06:45:00, 72.0, 42.0
None, -6.6, 0.0, 0.0, 7.6, None, 2017-01-03 07:00:00, 99.0, 42.0
None, -6.6, None, 0.0, 5.5, None, 2017-01-03 07:15:00, 126.0, 43.0
None, -6.6, None, 0.0, 6.0, None, 2017-01-03 07:30:00, 118.0, 42.0
None, -6.7, None, 0.0, 5.0, None, 2017-01-03 07:45:00, 86.0, 43.0
None, -6.7, 0.0, 0.0, 5.2, None, 2017-01-03 08:00:00, 120.0, 42.0
None, -6.6, None, 0.0, 5.8, None, 2017-01-03 08:15:00, 115.0, 41.0
None, -6.6, None, 0.0, 4.8, None, 2017-01-03 08:30:00, 326.0, 42.0
None, -6.5, None, 0.0, 6.4, None, 2017-01-03 08:45:00, 36.0, 41.0
None, -6.4, 0.0, 0.0, 6.2, None, 2017-01-03 09:00:00, 70.0, 40.0
None, -6.3, None, 0.0, 8.7, None, 2017-01-03 09:15:00, 56.0, 39.0
None, -6.1, None, 0.0, 7.0, None, 2017-01-03 09:30:00, 192.0, 40.0
None, -6.0, None, 0.0, 8.6, None, 2017-01-03 09:45:00, 14.0, 39.0
None, -5.8, -1.0, 0.0, 7.3, None, 2017-01-03 10:00:00, 16.0, 40.0
None, -5.8, None, 0.0, 6.9, None, 2017-01-03 10:15:00, 17.0, 39.0
None, -5.5, None, 0.0, 8.6, None, 2017-01-03 10:30:00, 62.0, 40.0
None, -5.4, None, 0.0, 7.0, None, 2017-01-03 10:45:00, 335.0, 41.0
None, -5.4, 1.0, 0.0, 6.9, None, 2017-01-03 11:00:00, 44.0, 41.0
None, -5.3, None, 0.0, 10.0, None, 2017-01-03 11:15:00, 29.0, 40.0
None, -5.1, None, 0.0, 7.2, None, 2017-01-03 11:30:00, 23.0, 40.0
None, -5.0, None, 0.0, 9.1, None, 2017-01-03 11:45:00, 20.0, 39.0
None, -5.0, 0.0, 0.0, 11.2, None, 2017-01-03 12:00:00, 55.0, 39.0
None, -5.0, None, 0.0, 9.2, None, 2017-01-03 12:15:00, 8.0, 39.0
None, -5.0, None, 0.0, 9.8, None, 2017-01-03 12:30:00, 44.0, 39.0
None, -4.7, None, 0.0, 12.3, None, 2017-01-03 12:45:00, 12.0, 37.0
None, -4.7, 2.0, 0.0, 9.6, None, 2017-01-03 13:00:00, 17.0, 37.0
None, -4.7, None, 0.0, 8.8, None, 2017-01-03 13:15:00, 34.0, 37.0
None, -4.5, None, 0.0, 11.4, None, 2017-01-03 13:30:00, 25.0, 38.0
None, -4.4, None, 0.0, 10.4, None, 2017-01-03 13:45:00, 5.0, 36.0
None, -4.3, -3.0, 0.0, 9.7, None, 2017-01-03 14:00:00, 15.0, 38.0
None, -4.6, None, 0.0, 9.0, None, 2017-01-03 14:15:00, 71.0, 37.0
None, -4.6, None, 0.0, 8.9, None, 2017-01-03 14:30:00, 90.0, 37.0
None, -4.7, None, 0.0, 6.3, None, 2017-01-03 14:45:00, 157.0, 38.0
None, -4.8, 3.0, 0.0, 8.6, None, 2017-01-03 15:00:00, 31.0, 37.0
None, -4.8, None, 0.0, 9.7, None, 2017-01-03 15:15:00, 36.0, 39.0
None, -4.8, None, 0.0, 7.7, None, 2017-01-03 15:30:00, 101.0, 41.0
None, -4.9, None, 0.0, 8.3, None, 2017-01-03 15:45:00, 345.0, 41.0
None, -5.1, -1.0, 0.0, 8.2, None, 2017-01-03 16:00:00, 2.0, 42.0
None, -5.2, None, 0.0, 8.7, None, 2017-01-03 16:15:00, 22.0, 43.0
None, -5.3, None, 0.0, 6.6, None, 2017-01-03 16:30:00, 334.0, 43.0
None, -5.6, None, 0.0, 5.9, None, 2017-01-03 16:45:00, 4.0, 43.0
None, -5.5, 0.0, 0.0, 7.7, None, 2017-01-03 17:00:00, 25.0, 43.0
None, -5.6, None, 0.0, 6.8, None, 2017-01-03 17:15:00, 73.0, 45.0
None, -5.6, None, 0.0, 6.1, None, 2017-01-03 17:30:00, 163.0, 42.0
None, -5.6, None, 0.0, 7.3, None, 2017-01-03 17:45:00, 55.0, 43.0
None, -5.6, 0.0, 0.0, 9.4, None, 2017-01-03 18:00:00, 64.0, 42.0
None, -5.6, None, 0.0, 6.8, None, 2017-01-03 18:15:00, 101.0, 40.0
None, -5.7, None, 0.0, 6.3, None, 2017-01-03 18:30:00, 96.0, 39.0
None, -5.6, None, 0.0, 6.1, None, 2017-01-03 18:45:00, 242.0, 36.0
None, -5.7, -1.0, 0.0, 6.6, None, 2017-01-03 19:00:00, 289.0, 40.0
None, -5.9, None, 0.0, 5.4, None, 2017-01-03 19:15:00, 63.0, 40.0
None, -5.9, None, 0.0, 6.9, None, 2017-01-03 19:30:00, 85.0, 38.0
None, -5.8, None, 0.0, 8.9, None, 2017-01-03 19:45:00, 88.0, 39.0
None, -5.8, 0.0, 0.0, 11.3, None, 2017-01-03 20:00:00, 80.0, 34.0
None, -5.8, None, 0.0, 9.0, None, 2017-01-03 20:15:00, 100.0, 36.0
None, -5.8, None, 0.0, 7.1, None, 2017-01-03 20:30:00, 94.0, 39.0
None, -5.8, None, 0.0, 8.7, None, 2017-01-03 20:45:00, 85.0, 37.0
None, -5.8, 0.0, 0.0, 10.6, None, 2017-01-03 21:00:00, 70.0, 37.0
None, -5.9, None, 0.0, 6.2, None, 2017-01-03 21:15:00, 151.0, 40.0
None, -6.0, None, 0.0, 5.1, None, 2017-01-03 21:30:00, 255.0, 44.0
None, -6.2, None, 0.0, 6.3, None, 2017-01-03 21:45:00, 296.0, 44.0
None, -6.1, 0.0, 0.0, 6.9, None, 2017-01-03 22:00:00, 115.0, 44.0
None, -5.9, None, 0.0, 9.2, None, 2017-01-03 22:15:00, 51.0, 42.0
None, -5.8, None, 0.0, 7.8, None, 2017-01-03 22:30:00, 103.0, 41.0
None, -5.8, None, 0.0, 9.3, None, 2017-01-03 22:45:00, 83.0, 43.0
None, -5.7, 0.0, 0.0, 8.9, None, 2017-01-03 23:00:00, 88.0, 43.0
None, -5.7, None, 0.0, 8.1, None, 2017-01-03 23:15:00, 104.0, 41.0
None, -5.7, None, 0.0, 7.5, None, 2017-01-03 23:30:00, 94.0, 42.0
None, -5.4, None, 0.0, 10.2, None, 2017-01-03 23:45:00, 77.0, 41.0
None, -5.2, 0.0, 0.0, 10.1, None, 2017-01-04 00:00:00, 69.0, 41.0
None, -5.3, None, 0.0, 7.4, None, 2017-01-04 00:15:00, 221.0, 43.0
None, -5.2, None, 0.0, 7.4, None, 2017-01-04 00:30:00, 82.0, 44.0
None, -4.7, None, 0.0, 11.2, None, 2017-01-04 00:45:00, 129.0, 40.0
None, -4.4, 0.0, 0.0, 10.9, None, 2017-01-04 01:00:00, 62.0, 38.0
None, -4.2, None, 0.0, 11.8, None, 2017-01-04 01:15:00, 56.0, 38.0
None, -4.2, None, 0.0, 12.7, None, 2017-01-04 01:30:00, 42.0, 37.0
None, -4.2, None, 0.0, 11.3, None, 2017-01-04 01:45:00, 52.0, 39.0
None, -4.0, 1.0, 0.0, 10.5, None, 2017-01-04 02:00:00, 301.0, 41.0
None, -4.0, None, 0.0, 10.8, None, 2017-01-04 02:15:00, 86.0, 39.0
None, -4.0, None, 0.0, 12.7, None, 2017-01-04 02:30:00, 30.0, 41.0
None, -4.1, None, 0.0, 7.1, None, 2017-01-04 02:45:00, 125.0, 44.0
None, -4.2, 0.0, 0.0, 9.8, None, 2017-01-04 03:00:00, 108.0, 44.0
None, -4.2, None, 0.0, 9.0, None, 2017-01-04 03:15:00, 83.0, 41.0
None, -4.2, None, 0.0, 8.4, None, 2017-01-04 03:30:00, 133.0, 38.0
