air_temp,temperature,dwpt_temp,rel_hum,relative_humidity,rnfl_amt_pst24hrs,rnfl_amt_pst1hr,snw_dpth,precipitation,time,week_of_year
None,-0.1, None, None,92.0, None, None, None,0.0,2019-11-19 00:00:00,47
None,-0.3, None, None,84.0, None, None, None,0.0,2019-11-19 01:00:00,47
None,-0.5, None, None,90.0, None, None, None,0.0,2019-11-19 02:00:00,47
None,-0.4, None, None,88.0, None, None, None,0.0,2019-11-19 03:00:00,47
None,-0.9, None, None,94.0, None, None, None,0.0,2019-11-19 04:00:00,47
None,-0.9, None, None,94.0, None, None, None,0.0,2019-11-19 05:00:00,47
None,-0.9, None, None,94.0, None, None, None,0.0,2019-11-19 06:00:00,47
None,-1.0, None, None,96.0, None, None, None,0.0,2019-11-19 07:00:00,47
None,-0.8, None, None,95.0, None, None, None,0.0,2019-11-19 08:00:00,47
None,0.2, None, None,90.0, None, None, None,0.0,2019-11-19 09:00:00,47
None,2.9, None, None,63.0, None, None, None,0.0,2019-11-19 10:00:00,47
None,3.1, None, None,56.0, None, None, None,0.0,2019-11-19 11:00:00,47
None,4.1, None, None,55.0, None, None, None,0.0,2019-11-19 12:00:00,47
None,2.2, None, None,72.0, None, None, None,0.0,2019-11-19 13:00:00,47
None,2.3, None, None,64.0, None, None, None,0.0,2019-11-19 14:00:00,47
None,2.1, None, None,58.0, None, None, None,0.0,2019-11-19 15:00:00,47
None,1.6, None, None,57.0, None, None, None,0.0,2019-11-19 16:00:00,47
None,1.5, None, None,61.0, None, None, None,0.0,2019-11-19 17:00:00,47
None,1.3, None, None,64.0, None, None, None,0.0,2019-11-19 18:00:00,47
None,-0.5, None, None,66.0, None, None, None,0.0,2019-11-19 19:00:00,47
None,-0.4, None, None,63.0, None, None, None,0.0,2019-11-19 20:00:00,47
None,-0.1, None, None,63.0, None, None, None,0.0,2019-11-19 21:00:00,47
None,0.4, None, None,58.0, None, None, None,0.0,2019-11-19 22:00:00,47
None,1.6, None, None,47.0, None, None, None,0.0,2019-11-19 23:00:00,47
None,1.3, None, None,47.0, None, None, None,0.0,2019-11-20 00:00:00,47
None,1.5, None, None,45.0, None, None, None,0.0,2019-11-20 01:00:00,47
None,1.6, None, None,43.0, None, None, None,0.0,2019-11-20 02:00:00,47
None,1.5, None, None,44.0, None, None, None,0.0,2019-11-20 03:00:00,47
None,1.9, None, None,39.0, None, None, None,0.0,2019-11-20 04:00:00,47
None,2.9, None, None,30.0, None, None, None,0.0,2019-11-20 05:00:00,47
None,4.0, None, None,27.0, None, None, None,0.0,2019-11-20 06:00:00,47
None,4.2, None, None,26.0, None, None, None,0.0,2019-11-20 07:00:00,47
None,3.6, None, None,32.0, None, None, None,0.0,2019-11-20 08:00:00,47
None,7.8, None, None,23.0, None, None, None,0.0,2019-11-20 09:00:00,47
None,9.1, None, None,24.0, None, None, None,0.0,2019-11-20 10:00:00,47
None,7.9, None, None,34.0, None, None, None,0.0,2019-11-20 11:00:00,47
None,10.3, None, None,27.0, None, None, None,0.0,2019-11-20 12:00:00,47
None,8.0, None, None,39.0, None, None, None,0.0,2019-11-20 13:00:00,47
None,7.8, None, None,39.0, None, None, None,0.0,2019-11-20 14:00:00,47
None,7.0, None, None,37.0, None, None, None,0.0,2019-11-20 15:00:00,47
None,4.4, None, None,49.0, None, None, None,0.0,2019-11-20 16:00:00,47
None,4.5, None, None,49.0, None, None, None,0.0,2019-11-20 17:00:00,47
None,4.7, None, None,44.0, None, None, None,0.0,2019-11-20 18:00:00,47
None,6.1, None, None,42.0, None, None, None,0.0,2019-11-20 19:00:00,47
None,5.7, None, None,44.0, None, None, None,0.0,2019-11-20 20:00:00,47
None,5.2, None, None,47.0, None, None, None,0.0,2019-11-20 21:00:00,47
None,4.8, None, None,47.0, None, None, None,0.0,2019-11-20 22:00:00,47
None,5.3, None, None,42.0, None, None, None,0.0,2019-11-20 23:00:00,47
None,5.8, None, None,41.0, None, None, None,0.0,2019-11-21 00:00:00,47
None,6.2, None, None,38.0, None, None, None,0.0,2019-11-21 01:00:00,47
None,5.0, None, None,37.0, None, None, None,0.0,2019-11-21 02:00:00,47
None,4.9, None, None,35.0, None, None, None,0.0,2019-11-21 03:00:00,47
None,4.7, None, None,29.0, None, None, None,0.0,2019-11-21 04:00:00,47
None,3.6, None, None,36.0, None, None, None,0.0,2019-11-21 05:00:00,47
None,3.9, None, None,29.0, None, None, None,0.0,2019-11-21 06:00:00,47
None,4.0, None, None,30.0, None, None, None,0.0,2019-11-21 07:00:00,47
None,4.9, None, None,28.0, None, None, None,0.0,2019-11-21 08:00:00,47
None,6.6, None, None,30.0, None, None, None,0.0,2019-11-21 09:00:00,47
None,9.3, None, None,28.0, None, None, None,0.0,2019-11-21 10:00:00,47
None,5.9, None, None,36.0, None, None, None,0.0,2019-11-21 11:00:00,47
None,7.4, None, None,41.0, None, None, None,0.0,2019-11-21 12:00:00,47
None,5.5, None, None,45.0, None, None, None,0.0,2019-11-21 13:00:00,47
None,4.1, None, None,53.0, None, None, None,0.0,2019-11-21 14:00:00,47
None,2.6, None, None,59.0, None, None, None,0.0,2019-11-21 15:00:00,47
None,2.0, None, None,56.0, None, None, None,0.0,2019-11-21 16:00:00,47
None,2.2, None, None,52.0, None, None, None,0.0,2019-11-21 17:00:00,47
None,1.4, None, None,63.0, None, None, None,0.0,2019-11-21 18:00:00,47
None,1.5, None, None,77.0, None, None, None,0.0,2019-11-21 19:00:00,47
None,1.2, None, None,85.0, None, None, None,0.0,2019-11-21 20:00:00,47
None,1.2, None, None,86.0, None, None, None,0.0,2019-11-21 21:00:00,47
None,1.2, None, None,88.0, None, None, None,0.0,2019-11-21 22:00:00,47
None,1.2, None, None,88.0, None, None, None,0.0,2019-11-21 23:00:00,47
None,0.7, None, None,89.0, None, None, None,0.0,2019-11-22 00:00:00,47
None,-1.2, None, None,95.0, None, None, None,0.0,2019-11-22 01:00:00,47
None,-1.3, None, None,94.0, None, None, None,0.0,2019-11-22 02:00:00,47
None,-1.4, None, None,88.0, None, None, None,0.0,2019-11-22 03:00:00,47
None,-1.4, None, None,86.0, None, None, None,0.0,2019-11-22 04:00:00,47
None,-0.8, None, None,77.0, None, None, None,0.0,2019-11-22 05:00:00,47
None,0.5, None, None,49.0, None, None, None,0.0,2019-11-22 06:00:00,47
None,0.6, None, None,45.0, None, None, None,0.0,2019-11-22 07:00:00,47
None,2.7, None, None,40.0, None, None, None,0.0,2019-11-22 08:00:00,47
None,3.5, None, None,50.0, None, None, None,0.0,2019-11-22 09:00:00,47
