wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year,AirTemp,ONE_DAY_PRECIPITATION,MIN_TEMP,Snow_WE,SNOW_ON_THE_GROUND,MAX_TEMP,RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,min_air_temp_snc_last_reset,DEW_POINT,ATMOSPHERIC_PRESSURE,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,PRECIP_DETECTOR_RATIO,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,mslp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,stn_pres
273.0, 55.0, 11.7,0.0, -4.5,5.8, 3.7,2.2, 324.0, 0.0, 0.0,65.0,2021-06-11 00:00:00,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0, 65.0, 3.6,0.0, -4.3,3.1, 1.6,1.1, 161.0, 0.0, 0.0,77.0,2021-06-11 01:00:00,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.0, 65.0, 5.8,0.0, -3.7,2.4, 2.2,0.3, 273.0, 0.0, 0.0,78.0,2021-06-11 02:00:00,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306.0, 77.0, 3.1,0.0, -2.5,4.8, 1.1,0.3, 4.0, 0.0, 0.0,76.0,2021-06-11 03:00:00,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350.0, 78.0, 2.4,0.0, -3.1,3.2, 0.3,1.2, 99.0, 0.0, 0.0,78.0,2021-06-11 04:00:00,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0, 76.0, 4.8,0.0, -3.4,3.1, 0.3,2.8, 306.0, 0.0, 0.0,69.0,2021-06-11 05:00:00,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182.0, 78.0, 3.2,0.0, -2.2,1.9, 1.2,4.5, 350.0, 0.0, 0.0,63.0,2021-06-11 06:00:00,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150.0, 69.0, 3.1,0.0, -2.3,5.5, 2.8,5.1, 4.0, 0.0, 0.0,60.0,2021-06-11 07:00:00,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168.0, 63.0, 1.9,0.0, -1.9,6.1, 4.5,5.9, 182.0, 0.0, 0.0,61.0,2021-06-11 08:00:00,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143.0, 60.0, 5.5,0.0, -2.0,12.7, 5.1,6.1, 150.0, 0.0, 0.0,57.0,2021-06-11 09:00:00,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149.0, 61.0, 6.1,0.0, -1.0,11.6, 5.9,5.6, 168.0, 0.0, 0.0,68.0,2021-06-11 10:00:00,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154.0, 57.0, 12.7,0.0, -1.8,14.5, 6.1,5.9, 143.0, 0.0, 0.0,70.0,2021-06-11 11:00:00,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172.0, 68.0, 11.6,0.0, 0.2,11.2, 5.6,5.2, 149.0, 0.0, 0.0,72.0,2021-06-11 12:00:00,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136.0, 70.0, 14.5,0.0, 0.9,9.9, 5.9,7.8, 154.0, 0.0, 0.0,65.0,2021-06-11 13:00:00,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148.0, 72.0, 11.2,0.0, 0.6,11.5, 5.2,8.8, 172.0, 0.0, 0.0,62.0,2021-06-11 14:00:00,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132.0, 65.0, 9.9,0.0, 1.6,8.8, 7.8,8.6, 136.0, 0.0, 0.0,64.0,2021-06-11 15:00:00,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166.0, 62.0, 11.5,0.0, 1.9,9.1, 8.8,8.1, 148.0, 0.0, 0.0,69.0,2021-06-11 16:00:00,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185.0, 64.0, 8.8,0.0, 2.2,6.8, 8.6,7.2, 132.0, 0.0, 0.0,80.0,2021-06-11 17:00:00,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208.0, 69.0, 9.1,0.4, 2.8,6.6, 8.1,6.1, 166.0, 0.0, 0.0,88.0,2021-06-11 18:00:00,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248.0, 80.0, 6.8,0.2, 4.0,3.1, 7.2,5.5, 185.0, 0.0, 0.0,92.0,2021-06-11 19:00:00,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201.0, 88.0, 6.6,0.0, 4.3,5.3, 6.1,5.1, 208.0, 0.4, 0.4,94.0,2021-06-11 20:00:00,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229.0, 92.0, 3.1,0.0, 4.3,3.6, 5.5,5.5, 248.0, 0.2, 0.6,88.0,2021-06-11 21:00:00,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154.0, 94.0, 5.3,0.0, 4.2,3.3, 5.1,4.6, 201.0, 0.0, 0.6,94.0,2021-06-11 22:00:00,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253.0, 88.0, 3.6,0.0, 3.7,3.8, 5.5,5.3, 229.0, 0.0, 0.6,84.0,2021-06-11 23:00:00,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309.0, 94.0, 3.3,0.0, 3.7,5.8, 4.6,4.6, 154.0, 0.0, 0.6,88.0,2021-06-12 00:00:00,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260.0, 84.0, 3.8,0.0, 2.8,5.2, 5.3,4.7, 253.0, 0.0, 0.6,83.0,2021-06-12 01:00:00,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247.0, 88.0, 5.8,0.0, 2.8,4.8, 4.6,3.6, 309.0, 0.0, 0.6,86.0,2021-06-12 02:00:00,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336.0, 83.0, 5.2,0.0, 2.1,2.9, 4.7,3.3, 260.0, 0.0, 0.6,93.0,2021-06-12 03:00:00,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130.0, 86.0, 4.8,0.0, 1.5,2.0, 3.6,3.8, 247.0, 0.0, 0.6,93.0,2021-06-12 04:00:00,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75.0, 93.0, 2.9,0.0, 2.3,3.9, 3.3,7.6, 336.0, 0.0, 0.6,78.0,2021-06-12 05:00:00,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177.0, 93.0, 2.0,0.0, 2.8,5.9, 3.8,8.5, 130.0, 0.0, 0.6,72.0,2021-06-12 06:00:00,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138.0, 78.0, 3.9,0.0, 4.0,7.4, 7.6,8.5, 75.0, 0.0, 0.6,65.0,2021-06-12 07:00:00,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132.0, 72.0, 5.9,0.0, 3.7,7.7, 8.5,9.7, 177.0, 0.0, 0.6,74.0,2021-06-12 08:00:00,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66.0, 65.0, 7.4,0.0, 2.3,5.2, 8.5,9.0, 138.0, 0.0, 0.6,72.0,2021-06-12 09:00:00,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156.0, 74.0, 7.7,0.0, 5.3,10.8, 9.7,11.9, 132.0, 0.0, 0.6,58.0,2021-06-12 10:00:00,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
