CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,time,MINIMUM_AIR_TEMPERATURE,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,DEW_POINT,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,PRECIPITATION_NEW,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, 0.821, 92.0, None,2016-02-22 11:00:00, None, None,23.62, 7.31,166.5, None, None, None, None, None, 47.02,8
None, 0.687, 91.9, None,2016-02-22 12:00:00, None, None,36.93, 4.684,177.8, None, None, None, None, None, 47.22,8
None, 1.877, 88.3, None,2016-02-22 13:00:00, None, None,23.85, 8.25,176.2, None, None, None, None, None, 46.85,8
None, 1.197, 91.7, None,2016-02-22 14:00:00, None, None,29.65, 6.138,188.4, None, None, None, None, None, 47.01,8
None, 1.414, 86.9, None,2016-02-22 15:00:00, None, None,18.98, 7.744,180.0, None, None, None, None, None, 46.55,8
None, 0.953, 91.9, None,2016-02-22 16:00:00, None, None,14.02, 11.38,173.8, None, None, None, None, None, 46.75,8
None, -0.021, 91.0, None,2016-02-22 17:00:00, None, None,13.18, 15.04,165.3, None, None, None, None, None, 46.71,8
None, -0.048, 88.2, None,2016-02-22 18:00:00, None, None,10.08, 15.1,160.4, None, None, None, None, None, 46.79,8
None, -0.326, 86.5, None,2016-02-22 19:00:00, None, None,10.15, 11.54,165.4, None, None, None, None, None, 46.69,8
None, -0.86, 92.3, None,2016-02-22 20:00:00, None, None,7.894, 10.88,163.7, None, None, None, None, None, 46.67,8
None, -0.906, 90.6, None,2016-02-22 21:00:00, None, None,40.63, 5.342,152.3, None, None, None, None, None, 46.52,8
None, -1.287, 93.4, None,2016-02-22 22:00:00, None, None,22.32, 1.659,144.3, None, None, None, None, None, 46.59,8
None, -1.626, 95.4, None,2016-02-22 23:00:00, None, None,44.42, 0.618,158.6, None, None, None, None, None, 46.67,8
None, -2.369, 95.5, None,2016-02-23 00:00:00, None, None,20.33, 2.688,33.45, None, None, None, None, None, 46.49,8
None, -2.219, 95.8, None,2016-02-23 01:00:00, None, None,18.58, 3.169,18.51, None, None, None, None, None, 46.67,8
None, -2.818, 94.0, None,2016-02-23 02:00:00, None, None,13.09, 7.738,23.13, None, None, None, None, None, 46.55,8
None, -3.332, 95.0, None,2016-02-23 03:00:00, None, None,12.78, 10.39,30.27, None, None, None, None, None, 46.58,8
None, -3.868, 94.3, None,2016-02-23 04:00:00, None, None,11.83, 11.36,27.99, None, None, None, None, None, 46.5,8
None, -4.151, 92.4, None,2016-02-23 05:00:00, None, None,16.29, 12.02,22.13, None, None, None, None, None, 46.27,8
None, -4.511, 92.6, None,2016-02-23 06:00:00, None, None,15.33, 12.38,14.29, None, None, None, None, None, 46.12,8
None, -4.746, 93.0, None,2016-02-23 07:00:00, None, None,16.79, 12.21,13.26, None, None, None, None, None, 46.07,8
None, -5.088, 92.4, None,2016-02-23 08:00:00, None, None,17.29, 12.31,16.06, None, None, None, None, None, 45.99,8
None, -4.246, 89.2, None,2016-02-23 09:00:00, None, None,20.95, 13.44,22.12, None, None, None, None, None, 45.95,8
None, -3.295, 81.1, None,2016-02-23 10:00:00, None, None,18.19, 15.17,38.45, None, None, None, None, None, 45.86,8
None, -2.486, 75.2, None,2016-02-23 11:00:00, None, None,16.67, 16.13,34.33, None, None, None, None, None, 45.92,8
None, 0.463, 56.48, None,2016-02-23 12:00:00, None, None,16.86, 15.71,32.12, None, None, None, None, None, 45.59,8
None, 2.147, 55.7, None,2016-02-23 13:00:00, None, None,18.04, 12.98,29.38, None, None, None, None, None, 45.85,8
None, 3.013, 51.63, None,2016-02-23 14:00:00, None, None,18.5, 8.53,28.61, None, None, None, None, None, 45.82,8
None, 3.022, 47.83, None,2016-02-23 15:00:00, None, None,15.21, 12.1,27.86, None, None, None, None, None, 45.62,8
None, 3.398, 48.98, None,2016-02-23 16:00:00, None, None,15.65, 13.85,21.27, None, None, None, None, None, 45.65,8
None, 2.289, 53.02, None,2016-02-23 17:00:00, None, None,13.57, 12.71,20.56, None, None, None, None, None, 46.13,8
None, 1.76, 55.37, None,2016-02-23 18:00:00, None, None,14.7, 12.15,38.45, None, None, None, None, None, 46.05,8
None, 1.582, 55.09, None,2016-02-23 19:00:00, None, None,14.36, 11.53,37.04, None, None, None, None, None, 46.09,8
None, 0.559, 60.99, None,2016-02-23 20:00:00, None, None,11.92, 11.48,29.73, None, None, None, None, None, 46.08,8
None, 0.134, 62.28, None,2016-02-23 21:00:00, None, None,11.43, 10.85,28.4, None, None, None, None, None, 46.22,8
None, 0.059, 62.76, None,2016-02-23 22:00:00, None, None,14.18, 10.96,37.89, None, None, None, None, None, 46.19,8
None, -0.517, 68.61, None,2016-02-23 23:00:00, None, None,13.99, 8.95,33.67, None, None, None, None, None, 46.17,8
None, -0.737, 69.51, None,2016-02-24 00:00:00, None, None,19.41, 7.978,40.11, None, None, None, None, None, 46.22,8
None, -0.779, 70.15, None,2016-02-24 01:00:00, None, None,12.54, 6.993,39.1, None, None, None, None, None, 46.28,8
None, -0.559, 67.35, None,2016-02-24 02:00:00, None, None,16.41, 5.647,32.51, None, None, None, None, None, 46.09,8
None, -0.417, 70.32, None,2016-02-24 03:00:00, None, None,13.58, 5.604,25.71, None, None, None, None, None, 46.09,8
None, -0.582, 71.87, None,2016-02-24 04:00:00, None, None,33.24, 2.635,24.78, None, None, None, None, None, 45.97,8
None, -0.518, 69.58, None,2016-02-24 05:00:00, None, None,23.25, 3.56,18.32, None, None, None, None, None, 46.06,8
None, -1.096, 72.97, None,2016-02-24 06:00:00, None, None,22.43, 4.189,11.15, None, None, None, None, None, 45.95,8
None, -1.236, 72.11, None,2016-02-24 07:00:00, None, None,19.84, 5.265,23.76, None, None, None, None, None, 45.94,8
None, -1.118, 72.86, None,2016-02-24 08:00:00, None, None,27.01, 4.604,21.76, None, None, None, None, None, 46.01,8
None, -0.83, 72.18, None,2016-02-24 09:00:00, None, None,16.27, 4.394,17.54, None, None, None, None, None, 45.93,8
None, 1.115, 62.19, None,2016-02-24 10:00:00, None, None,15.82, 3.534,22.45, None, None, None, None, None, 46.14,8
None, 2.387, 56.39, None,2016-02-24 11:00:00, None, None,17.72, 2.844,3.331, None, None, None, None, None, 46.01,8
None, 4.357, 54.34, None,2016-02-24 12:00:00, None, None,22.62, 2.641,345.3, None, None, None, None, None, 45.64,8
None, 5.572, 52.92, None,2016-02-24 13:00:00, None, None,52.96, 1.839,302.8, None, None, None, None, None, 45.87,8
None, 7.484, 45.25, None,2016-02-24 14:00:00, None, None,61.85, 3.577,218.9, None, None, None, None, None, 45.92,8
None, 7.668, 47.04, None,2016-02-24 15:00:00, None, None,28.46, 6.095,189.1, None, None, None, None, None, 45.94,8
None, 6.515, 48.84, None,2016-02-24 16:00:00, None, None,12.18, 11.03,182.1, None, None, None, None, None, 46.27,8
None, 5.397, 51.33, None,2016-02-24 17:00:00, None, None,10.97, 9.84,172.4, None, None, None, None, None, 46.28,8
None, 5.053, 52.11, None,2016-02-24 18:00:00, None, None,10.12, 12.29,164.6, None, None, None, None, None, 45.84,8
None, 3.518, 65.74, None,2016-02-24 19:00:00, None, None,10.28, 13.14,169.4, None, None, None, None, None, 45.68,8
None, 3.743, 65.13, None,2016-02-24 20:00:00, None, None,8.37, 15.38,165.3, None, None, None, None, None, 45.69,8
None, 2.927, 71.02, None,2016-02-24 21:00:00, None, None,11.27, 13.3,173.3, None, None, None, None, None, 45.79,8
None, 2.578, 69.76, None,2016-02-24 22:00:00, None, None,55.63, 5.747,169.8, None, None, None, None, None, 45.81,8
None, 2.065, 72.06, None,2016-02-24 23:00:00, None, None,39.37, 2.929,11.68, None, None, None, None, None, 45.57,8
None, 2.112, 59.52, None,2016-02-25 00:00:00, None, None,21.56, 4.265,9.08, None, None, None, None, None, 45.98,8
None, 1.369, 70.39, None,2016-02-25 01:00:00, None, None,29.01, 2.758,10.84, None, None, None, None, None, 45.67,8
None, 1.447, 69.87, None,2016-02-25 02:00:00, None, None,40.53, 2.108,299.8, None, None, None, None, None, 45.98,8
None, 0.494, 70.36, None,2016-02-25 03:00:00, None, None,41.75, 3.016,21.14, None, None, None, None, None, 45.71,8
None, 0.82, 71.39, None,2016-02-25 04:00:00, None, None,17.77, 3.457,22.91, None, None, None, None, None, 45.78,8
None, 0.571, 76.37, None,2016-02-25 05:00:00, None, None,40.49, 1.853,26.19, None, None, None, None, None, 45.8,8
None, -0.347, 81.4, None,2016-02-25 06:00:00, None, None,13.02, 4.591,21.64, None, None, None, None, None, 45.76,8
None, -0.22, 80.6, None,2016-02-25 07:00:00, None, None,22.12, 4.71,12.76, None, None, None, None, None, 45.7,8
None, -0.265, 81.4, None,2016-02-25 08:00:00, None, None,19.68, 7.977,17.12, None, None, None, None, None, 45.69,8
None, 1.405, 68.63, None,2016-02-25 09:00:00, None, None,13.35, 4.923,32.05, None, None, None, None, None, 45.7,8
None, 1.993, 69.18, None,2016-02-25 10:00:00, None, None,18.47, 5.944,16.7, None, None, None, None, None, 45.66,8
None, 3.834, 59.83, None,2016-02-25 11:00:00, None, None,20.17, 3.049,11.33, None, None, None, None, None, 45.66,8
None, 5.893, 51.7, None,2016-02-25 12:00:00, None, None,29.42, 2.75,1.85, None, None, None, None, None, 45.44,8
None, 7.739, 51.05, None,2016-02-25 13:00:00, None, None,47.49, 2.784,299.5, None, None, None, None, None, 45.05,8
None, 8.54, 51.76, None,2016-02-25 14:00:00, None, None,60.87, 2.642,269.3, None, None, None, None, None, 45.51,8
None, 10.53, 46.92, None,2016-02-25 15:00:00, None, None,45.16, 3.306,215.0, None, None, None, None, None, 44.87,8
None, 10.86, 42.3, None,2016-02-25 16:00:00, None, None,25.76, 6.122,193.4, None, None, None, None, None, 45.08,8
None, 8.68, 49.29, None,2016-02-25 17:00:00, None, None,34.83, 4.633,200.8, None, None, None, None, None, 44.75,8
None, 7.244, 58.26, None,2016-02-25 18:00:00, None, None,54.11, 3.596,171.5, None, None, None, None, None, 44.66,8
None, 6.413, 63.94, None,2016-02-25 19:00:00, None, None,16.19, 4.958,35.67, None, None, None, None, None, 45.18,8
None, 5.437, 66.4, None,2016-02-25 20:00:00, None, None,38.76, 4.815,39.92, None, None, None, None, None, 44.43,8
None, 4.542, 67.66, None,2016-02-25 21:00:00, None, None,11.33, 6.72,25.26, None, None, None, None, None, 44.7,8
None, 4.242, 69.31, None,2016-02-25 22:00:00, None, None,15.45, 4.796,16.51, None, None, None, None, None, 44.54,8
None, 4.237, 68.04, None,2016-02-25 23:00:00, None, None,11.3, 4.913,14.89, None, None, None, None, None, 44.64,8
