RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
50.73, None, None, None,2.052,251.9, None, None, -11.0, None, None, None, None, None, None, None, None,-3.453, None, None, None, None,16.67, None, None, None, None,2016-02-19 00:00:00, None,8
50.75, None, None, None,1.709,244.4, None, None, -11.0, None, None, None, None, None, None, None, None,-3.54, None, None, None, None,17.74, None, None, None, None,2016-02-19 01:00:00, None,8
50.76, None, None, None,0.439,237.9, None, None, -11.0, None, None, None, None, None, None, None, None,-3.596, None, None, None, None,16.13, None, None, None, None,2016-02-19 02:00:00, None,8
50.78, None, None, None,0.015,195.9, None, None, -11.0, None, None, None, None, None, None, None, None,-3.674, None, None, None, None,28.52, None, None, None, None,2016-02-19 03:00:00, None,8
50.83, None, None, None,0.0,229.7, None, None, -12.0, None, None, None, None, None, None, None, None,-3.817, None, None, None, None,30.15, None, None, None, None,2016-02-19 04:00:00, None,8
50.91, None, None, None,0.025,184.3, None, None, -12.0, None, None, None, None, None, None, None, None,-3.942, None, None, None, None,11.54, None, None, None, None,2016-02-19 05:00:00, None,8
51.25, None, None, None,0.038,170.1, None, None, -12.0, None, None, None, None, None, None, None, None,-4.211, None, None, None, None,16.56, None, None, None, None,2016-02-19 06:00:00, None,8
51.61, None, None, None,0.307,134.7, None, None, -12.0, None, None, None, None, None, None, None, None,-4.412, None, None, None, None,16.47, None, None, None, None,2016-02-19 07:00:00, None,8
51.17, None, None, None,0.049,143.3, None, None, -12.0, None, None, None, None, None, None, None, None,-4.153, None, None, None, None,10.46, None, None, None, None,2016-02-19 08:00:00, None,8
50.96, None, None, None,0.141,132.4, None, None, -11.0, None, None, None, None, None, None, None, None,-3.78, None, None, None, None,17.89, None, None, None, None,2016-02-19 09:00:00, None,8
50.89, None, None, None,2.384,126.5, None, None, -11.0, None, None, None, None, None, None, None, None,-3.406, None, None, None, None,13.58, None, None, None, None,2016-02-19 10:00:00, None,8
50.99, None, None, None,0.747,143.9, None, None, -10.0, None, None, None, None, None, None, None, None,-2.651, None, None, None, None,16.3, None, None, None, None,2016-02-19 11:00:00, None,8
42.96, None, None, None,0.747,121.4, None, None, -12.0, None, None, None, None, None, None, None, None,-1.822, None, None, None, None,17.55, None, None, None, None,2016-02-19 12:00:00, None,8
38.76, None, None, None,3.313,117.4, None, None, -13.0, None, None, None, None, None, None, None, None,-1.86, None, None, None, None,15.86, None, None, None, None,2016-02-19 13:00:00, None,8
36.09, None, None, None,2.694,120.6, None, None, -14.0, None, None, None, None, None, None, None, None,-2.03, None, None, None, None,16.21, None, None, None, None,2016-02-19 14:00:00, None,8
41.67, None, None, None,2.982,121.2, None, None, -13.0, None, None, None, None, None, None, None, None,-2.688, None, None, None, None,16.01, None, None, None, None,2016-02-19 15:00:00, None,8
41.2, None, None, None,1.498,115.9, None, None, -13.0, None, None, None, None, None, None, None, None,-2.725, None, None, None, None,17.55, None, None, None, None,2016-02-19 16:00:00, None,8
46.85, None, None, None,0.049,130.1, None, None, -12.0, None, None, None, None, None, None, None, None,-3.222, None, None, None, None,15.0, None, None, None, None,2016-02-19 17:00:00, None,8
49.08, None, None, None,3.34,113.5, None, None, -12.0, None, None, None, None, None, None, None, None,-3.519, None, None, None, None,12.47, None, None, None, None,2016-02-19 18:00:00, None,8
50.59, None, None, None,1.874,110.1, None, None, -11.0, None, None, None, None, None, None, None, None,-3.567, None, None, None, None,15.27, None, None, None, None,2016-02-19 19:00:00, None,8
51.34, None, None, None,2.336,115.8, None, None, -11.0, None, None, None, None, None, None, None, None,-3.529, None, None, None, None,13.7, None, None, None, None,2016-02-19 20:00:00, None,8
51.21, None, None, None,2.602,106.5, None, None, -11.0, None, None, None, None, None, None, None, None,-3.405, None, None, None, None,9.8, None, None, None, None,2016-02-19 21:00:00, None,8
51.02, None, None, None,0.393,103.8, None, None, -11.0, None, None, None, None, None, None, None, None,-3.452, None, None, None, None,10.84, None, None, None, None,2016-02-19 22:00:00, None,8
50.79, None, None, None,0.264,111.4, None, None, -11.0, None, None, None, None, None, None, None, None,-3.692, None, None, None, None,10.08, None, None, None, None,2016-02-19 23:00:00, None,8
51.04, None, None, None,0.059,208.5, None, None, -11.0, None, None, None, None, None, None, None, None,-3.271, None, None, None, None,51.7, None, None, None, None,2016-02-20 00:00:00, None,8
51.25, None, None, None,0.191,232.7, None, None, -11.0, None, None, None, None, None, None, None, None,-3.272, None, None, None, None,22.11, None, None, None, None,2016-02-20 01:00:00, None,8
51.36, None, None, None,2.594,247.2, None, None, -11.0, None, None, None, None, None, None, None, None,-3.453, None, None, None, None,19.44, None, None, None, None,2016-02-20 02:00:00, None,8
51.67, None, None, None,0.661,262.9, None, None, -11.0, None, None, None, None, None, None, None, None,-3.599, None, None, None, None,18.11, None, None, None, None,2016-02-20 03:00:00, None,8
51.57, None, None, None,0.359,251.0, None, None, -11.0, None, None, None, None, None, None, None, None,-3.779, None, None, None, None,21.65, None, None, None, None,2016-02-20 04:00:00, None,8
51.1, None, None, None,0.041,257.0, None, None, -12.0, None, None, None, None, None, None, None, None,-4.036, None, None, None, None,16.78, None, None, None, None,2016-02-20 05:00:00, None,8
51.04, None, None, None,0.13,264.7, None, None, -12.0, None, None, None, None, None, None, None, None,-4.278, None, None, None, None,19.56, None, None, None, None,2016-02-20 06:00:00, None,8
51.03, None, None, None,0.0,239.6, None, None, -12.0, None, None, None, None, None, None, None, None,-4.5, None, None, None, None,27.9, None, None, None, None,2016-02-20 07:00:00, None,8
51.12, None, None, None,0.019,277.3, None, None, -12.0, None, None, None, None, None, None, None, None,-4.538, None, None, None, None,25.91, None, None, None, None,2016-02-20 08:00:00, None,8
50.77, None, None, None,0.0,238.9, None, None, -11.0, None, None, None, None, None, None, None, None,-3.634, None, None, None, None,45.02, None, None, None, None,2016-02-20 09:00:00, None,8
41.0, None, None, None,0.684,256.2, None, None, -12.0, None, None, None, None, None, None, None, None,-2.251, None, None, None, None,30.34, None, None, None, None,2016-02-20 10:00:00, None,8
29.03, None, None, None,2.668,213.8, None, None, -15.0, None, None, None, None, None, None, None, None,-1.071, None, None, None, None,28.38, None, None, None, None,2016-02-20 11:00:00, None,8
22.65, None, None, None,2.355,202.0, None, None, -18.0, None, None, None, None, None, None, None, None,-0.777, None, None, None, None,33.16, None, None, None, None,2016-02-20 12:00:00, None,8
21.39, None, None, None,4.339,231.9, None, None, -18.0, None, None, None, None, None, None, None, None,-0.244, None, None, None, None,27.73, None, None, None, None,2016-02-20 13:00:00, None,8
21.71, None, None, None,3.46,239.7, None, None, -18.0, None, None, None, None, None, None, None, None,-0.492, None, None, None, None,34.05, None, None, None, None,2016-02-20 14:00:00, None,8
21.93, None, None, None,0.92,248.3, None, None, -19.0, None, None, None, None, None, None, None, None,-1.613, None, None, None, None,24.33, None, None, None, None,2016-02-20 15:00:00, None,8
23.67, None, None, None,0.012,234.0, None, None, -19.0, None, None, None, None, None, None, None, None,-2.792, None, None, None, None,3.142, None, None, None, None,2016-02-20 16:00:00, None,8
26.13, None, None, None,0.0,230.4, None, None, -19.0, None, None, None, None, None, None, None, None,-3.882, None, None, None, None,46.01, None, None, None, None,2016-02-20 17:00:00, None,8
35.7, None, None, None,0.026,158.4, None, None, -17.0, None, None, None, None, None, None, None, None,-5.309, None, None, None, None,21.92, None, None, None, None,2016-02-20 18:00:00, None,8
38.59, None, None, None,0.008,76.2, None, None, -16.0, None, None, None, None, None, None, None, None,-5.59, None, None, None, None,16.37, None, None, None, None,2016-02-20 19:00:00, None,8
39.06, None, None, None,0.023,171.8, None, None, -16.0, None, None, None, None, None, None, None, None,-5.668, None, None, None, None,17.64, None, None, None, None,2016-02-20 20:00:00, None,8
36.44, None, None, None,0.156,82.5, None, None, -17.0, None, None, None, None, None, None, None, None,-5.63, None, None, None, None,5.071, None, None, None, None,2016-02-20 21:00:00, None,8
40.52, None, None, None,0.0,133.9, None, None, -16.0, None, None, None, None, None, None, None, None,-5.766, None, None, None, None,18.64, None, None, None, None,2016-02-20 22:00:00, None,8
50.09, None, None, None,0.037,87.5, None, None, -14.0, None, None, None, None, None, None, None, None,-5.991, None, None, None, None,3.362, None, None, None, None,2016-02-20 23:00:00, None,8
51.02, None, None, None,0.375,94.2, None, None, -13.0, None, None, None, None, None, None, None, None,-5.903, None, None, None, None,11.87, None, None, None, None,2016-02-21 00:00:00, None,8
51.35, None, None, None,0.022,143.2, None, None, -13.0, None, None, None, None, None, None, None, None,-5.992, None, None, None, None,9.96, None, None, None, None,2016-02-21 01:00:00, None,8
51.44, None, None, None,0.0,93.8, None, None, -14.0, None, None, None, None, None, None, None, None,-6.578, None, None, None, None,10.53, None, None, None, None,2016-02-21 02:00:00, None,8
50.72, None, None, None,0.045,122.5, None, None, -14.0, None, None, None, None, None, None, None, None,-6.912, None, None, None, None,13.35, None, None, None, None,2016-02-21 03:00:00, None,8
51.66, None, None, None,0.0,143.5, None, None, -14.0, None, None, None, None, None, None, None, None,-6.697, None, None, None, None,35.01, None, None, None, None,2016-02-21 04:00:00, None,8
52.1, None, None, None,0.0,128.1, None, None, -14.0, None, None, None, None, None, None, None, None,-6.52, None, None, None, None,24.29, None, None, None, None,2016-02-21 05:00:00, None,8
52.1, None, None, None,0.003,124.9, None, None, -14.0, None, None, None, None, None, None, None, None,-6.667, None, None, None, None,6.207, None, None, None, None,2016-02-21 06:00:00, None,8
51.71, None, None, None,0.0,123.2, None, None, -14.0, None, None, None, None, None, None, None, None,-7.07, None, None, None, None,24.04, None, None, None, None,2016-02-21 07:00:00, None,8
51.82, None, None, None,0.0,124.2, None, None, -14.0, None, None, None, None, None, None, None, None,-6.854, None, None, None, None,20.53, None, None, None, None,2016-02-21 08:00:00, None,8
51.71, None, None, None,0.0,123.9, None, None, -14.0, None, None, None, None, None, None, None, None,-6.355, None, None, None, None,19.66, None, None, None, None,2016-02-21 09:00:00, None,8
51.58, None, None, None,0.001,119.4, None, None, -12.0, None, None, None, None, None, None, None, None,-4.762, None, None, None, None,15.1, None, None, None, None,2016-02-21 10:00:00, None,8
39.08, None, None, None,6.549,127.4, None, None, -14.0, None, None, None, None, None, None, None, None,-3.8, None, None, None, None,23.49, None, None, None, None,2016-02-21 11:00:00, None,8
29.06, None, None, None,5.565,141.6, None, None, -17.0, None, None, None, None, None, None, None, None,-3.033, None, None, None, None,28.27, None, None, None, None,2016-02-21 12:00:00, None,8
25.17, None, None, None,6.644,133.7, None, None, -19.0, None, None, None, None, None, None, None, None,-3.146, None, None, None, None,25.96, None, None, None, None,2016-02-21 13:00:00, None,8
23.27, None, None, None,7.17,140.2, None, None, -19.0, None, None, None, None, None, None, None, None,-2.84, None, None, None, None,21.76, None, None, None, None,2016-02-21 14:00:00, None,8
28.17, None, None, None,0.967,132.2, None, None, -18.0, None, None, None, None, None, None, None, None,-3.825, None, None, None, None,17.98, None, None, None, None,2016-02-21 15:00:00, None,8
27.97, None, None, None,1.001,138.1, None, None, -19.0, None, None, None, None, None, None, None, None,-4.393, None, None, None, None,19.01, None, None, None, None,2016-02-21 16:00:00, None,8
27.6, None, None, None,5.922,132.7, None, None, -20.0, None, None, None, None, None, None, None, None,-5.659, None, None, None, None,18.28, None, None, None, None,2016-02-21 17:00:00, None,8
27.38, None, None, None,4.652,125.1, None, None, -20.0, None, None, None, None, None, None, None, None,-6.223, None, None, None, None,16.45, None, None, None, None,2016-02-21 18:00:00, None,8
27.25, None, None, None,4.936,110.5, None, None, -20.0, None, None, None, None, None, None, None, None,-6.156, None, None, None, None,16.83, None, None, None, None,2016-02-21 19:00:00, None,8
28.69, None, None, None,4.745,126.0, None, None, -20.0, None, None, None, None, None, None, None, None,-6.285, None, None, None, None,13.4, None, None, None, None,2016-02-21 20:00:00, None,8
39.9, None, None, None,0.06,121.9, None, None, -17.0, None, None, None, None, None, None, None, None,-6.647, None, None, None, None,13.44, None, None, None, None,2016-02-21 21:00:00, None,8
46.98, None, None, None,1.978,84.8, None, None, -15.0, None, None, None, None, None, None, None, None,-6.688, None, None, None, None,13.11, None, None, None, None,2016-02-21 22:00:00, None,8
50.23, None, None, None,2.0,99.9, None, None, -14.0, None, None, None, None, None, None, None, None,-6.53, None, None, None, None,19.3, None, None, None, None,2016-02-21 23:00:00, None,8
49.91, None, None, None,4.25,105.8, None, None, -14.0, None, None, None, None, None, None, None, None,-6.531, None, None, None, None,8.29, None, None, None, None,2016-02-22 00:00:00, None,8
49.55, None, None, None,0.276,85.6, None, None, -14.0, None, None, None, None, None, None, None, None,-6.442, None, None, None, None,5.949, None, None, None, None,2016-02-22 01:00:00, None,8
49.5, None, None, None,0.0,121.7, None, None, -14.0, None, None, None, None, None, None, None, None,-6.415, None, None, None, None,15.79, None, None, None, None,2016-02-22 02:00:00, None,8
49.53, None, None, None,0.002,140.0, None, None, -14.0, None, None, None, None, None, None, None, None,-6.374, None, None, None, None,7.2, None, None, None, None,2016-02-22 03:00:00, None,8
50.3, None, None, None,0.048,99.6, None, None, -14.0, None, None, None, None, None, None, None, None,-6.296, None, None, None, None,10.47, None, None, None, None,2016-02-22 04:00:00, None,8
50.66, None, None, None,0.0,110.8, None, None, -14.0, None, None, None, None, None, None, None, None,-6.324, None, None, None, None,34.01, None, None, None, None,2016-02-22 05:00:00, None,8
51.08, None, None, None,0.0,136.7, None, None, -14.0, None, None, None, None, None, None, None, None,-6.268, None, None, None, None,27.02, None, None, None, None,2016-02-22 06:00:00, None,8
51.53, None, None, None,0.0,136.7, None, None, -14.0, None, None, None, None, None, None, None, None,-6.247, None, None, None, None,48.84, None, None, None, None,2016-02-22 07:00:00, None,8
51.72, None, None, None,0.0,230.7, None, None, -13.0, None, None, None, None, None, None, None, None,-5.982, None, None, None, None,49.56, None, None, None, None,2016-02-22 08:00:00, None,8
51.8, None, None, None,0.0,129.3, None, None, -13.0, None, None, None, None, None, None, None, None,-5.304, None, None, None, None,37.16, None, None, None, None,2016-02-22 09:00:00, None,8
51.55, None, None, None,0.0,212.2, None, None, -12.0, None, None, None, None, None, None, None, None,-4.579, None, None, None, None,37.75, None, None, None, None,2016-02-22 10:00:00, None,8
51.25, None, None, None,0.0,226.5, None, None, -11.0, None, None, None, None, None, None, None, None,-3.398, None, None, None, None,23.14, None, None, None, None,2016-02-22 11:00:00, None,8
32.6, None, None, None,0.0,229.5, None, None, -16.0, None, None, None, None, None, None, None, None,-3.053, None, None, None, None,20.65, None, None, None, None,2016-02-22 12:00:00, None,8
28.72, None, None, None,0.0,269.8, None, None, -16.0, None, None, None, None, None, None, None, None,-2.394, None, None, None, None,38.06, None, None, None, None,2016-02-22 13:00:00, None,8
25.61, None, None, None,0.0,283.2, None, None, -18.0, None, None, None, None, None, None, None, None,-2.355, None, None, None, None,31.84, None, None, None, None,2016-02-22 14:00:00, None,8
27.76, None, None, None,0.0,244.9, None, None, -17.0, None, None, None, None, None, None, None, None,-2.802, None, None, None, None,38.16, None, None, None, None,2016-02-22 15:00:00, None,8
31.21, None, None, None,0.0,265.0, None, None, -16.0, None, None, None, None, None, None, None, None,-2.706, None, None, None, None,33.36, None, None, None, None,2016-02-22 16:00:00, None,8
23.83, None, None, None,0.002,330.4, None, None, -19.0, None, None, None, None, None, None, None, None,-3.521, None, None, None, None,18.87, None, None, None, None,2016-02-22 17:00:00, None,8
25.95, None, None, None,0.093,334.7, None, None, -21.0, None, None, None, None, None, None, None, None,-6.115, None, None, None, None,12.86, None, None, None, None,2016-02-22 18:00:00, None,8
34.0, None, None, None,0.019,104.4, None, None, -19.0, None, None, None, None, None, None, None, None,-6.849, None, None, None, None,9.06, None, None, None, None,2016-02-22 19:00:00, None,8
39.64, None, None, None,0.001,83.8, None, None, -17.0, None, None, None, None, None, None, None, None,-6.439, None, None, None, None,18.91, None, None, None, None,2016-02-22 20:00:00, None,8
39.45, None, None, None,0.026,78.3, None, None, -17.0, None, None, None, None, None, None, None, None,-6.49, None, None, None, None,5.774, None, None, None, None,2016-02-22 21:00:00, None,8
44.37, None, None, None,0.0,230.6, None, None, -15.0, None, None, None, None, None, None, None, None,-6.431, None, None, None, None,79.9, None, None, None, None,2016-02-22 22:00:00, None,8
49.09, None, None, None,0.002,74.3, None, None, -15.0, None, None, None, None, None, None, None, None,-6.549, None, None, None, None,7.46, None, None, None, None,2016-02-22 23:00:00, None,8
47.47, None, None, None,0.11,60.84, None, None, -15.0, None, None, None, None, None, None, None, None,-6.745, None, None, None, None,4.568, None, None, None, None,2016-02-23 00:00:00, None,8
42.68, None, None, None,0.004,261.8, None, None, -17.0, None, None, None, None, None, None, None, None,-7.66, None, None, None, None,27.6, None, None, None, None,2016-02-23 01:00:00, None,8
48.51, None, None, None,4.91,92.1, None, None, -16.0, None, None, None, None, None, None, None, None,-7.5, None, None, None, None,22.56, None, None, None, None,2016-02-23 02:00:00, None,8
49.33, None, None, None,4.376,103.9, None, None, -15.0, None, None, None, None, None, None, None, None,-7.57, None, None, None, None,22.94, None, None, None, None,2016-02-23 03:00:00, None,8
46.12, None, None, None,6.328,78.4, None, None, -16.0, None, None, None, None, None, None, None, None,-7.93, None, None, None, None,18.14, None, None, None, None,2016-02-23 04:00:00, None,8
46.61, None, None, None,1.979,90.0, None, None, -16.0, None, None, None, None, None, None, None, None,-7.77, None, None, None, None,35.1, None, None, None, None,2016-02-23 05:00:00, None,8
50.15, None, None, None,2.939,119.5, None, None, -15.0, None, None, None, None, None, None, None, None,-7.57, None, None, None, None,20.99, None, None, None, None,2016-02-23 06:00:00, None,8
51.24, None, None, None,3.328,118.4, None, None, -15.0, None, None, None, None, None, None, None, None,-7.73, None, None, None, None,19.31, None, None, None, None,2016-02-23 07:00:00, None,8
