wind_direction,rel_hum,avg_wnd_spd_10m_pst10mts,precipitation,dwpt_temp,wind_speed,air_temp,temperature,avg_wnd_dir_10m_pst10mts,rnfl_amt_pst1hr,rnfl_amt_pst24hrs,relative_humidity,time,week_of_year,WDIR_VECT,TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,avg_air_temp_pst1hr
308.0, None, None,0.0, None,0.0, None,-9.0, None, None, None,56.0,2019-03-05 00:00:00,10,,,,,,
29.0, None, None,0.0, None,3.4, None,-9.4, None, None, None,60.0,2019-03-05 01:00:00,10,,,,,,
34.0, None, None,0.0, None,4.8, None,-9.4, None, None, None,69.0,2019-03-05 02:00:00,10,,,,,,
51.0, None, None,0.0, None,0.6, None,-10.3, None, None, None,71.0,2019-03-05 03:00:00,10,,,,,,
48.0, None, None,0.0, None,5.2, None,-10.5, None, None, None,70.0,2019-03-05 04:00:00,10,,,,,,
34.0, None, None,0.0, None,3.2, None,-10.5, None, None, None,73.0,2019-03-05 05:00:00,10,,,,,,
43.0, None, None,0.0, None,5.2, None,-10.3, None, None, None,75.0,2019-03-05 06:00:00,10,,,,,,
65.0, None, None,0.0, None,8.4, None,-8.9, None, None, None,75.0,2019-03-05 07:00:00,10,,,,,,
138.0, None, None,0.0, None,7.9, None,-6.5, None, None, None,67.0,2019-03-05 08:00:00,10,,,,,,
104.0, None, None,0.0, None,9.8, None,-6.4, None, None, None,68.0,2019-03-05 09:00:00,10,,,,,,
154.0, None, None,0.0, None,5.9, None,-3.3, None, None, None,53.0,2019-03-05 10:00:00,10,,,,,,
115.0, None, None,0.0, None,7.6, None,-4.6, None, None, None,48.0,2019-03-05 11:00:00,10,,,,,,
133.0, None, None,0.0, None,4.8, None,-2.6, None, None, None,45.0,2019-03-05 12:00:00,10,,,,,,
151.0, None, None,0.0, None,3.8, None,-3.4, None, None, None,49.0,2019-03-05 13:00:00,10,,,,,,
158.0, None, None,0.0, None,3.8, None,-2.8, None, None, None,48.0,2019-03-05 14:00:00,10,,,,,,
211.0, None, None,0.0, None,4.3, None,-2.3, None, None, None,51.0,2019-03-05 15:00:00,10,,,,,,
214.0, None, None,0.0, None,4.3, None,-3.1, None, None, None,48.0,2019-03-05 16:00:00,10,,,,,,
278.0, None, None,0.0, None,2.3, None,-4.4, None, None, None,59.0,2019-03-05 17:00:00,10,,,,,,
251.0, None, None,0.0, None,1.0, None,-4.5, None, None, None,55.0,2019-03-05 18:00:00,10,,,,,,
45.0, None, None,0.0, None,1.5, None,-4.3, None, None, None,52.0,2019-03-05 19:00:00,10,,,,,,
332.0, None, None,0.0, None,0.0, None,-3.6, None, None, None,45.0,2019-03-05 20:00:00,10,,,,,,
46.0, None, None,0.0, None,0.1, None,-3.6, None, None, None,52.0,2019-03-05 21:00:00,10,,,,,,
293.0, None, None,0.0, None,0.1, None,-3.1, None, None, None,56.0,2019-03-05 22:00:00,10,,,,,,
42.0, None, None,0.0, None,0.0, None,-3.4, None, None, None,64.0,2019-03-05 23:00:00,10,,,,,,
46.0, None, None,0.0, None,4.9, None,-3.2, None, None, None,57.0,2019-03-06 00:00:00,10,,,,,,
72.0, None, None,0.0, None,1.3, None,-4.0, None, None, None,66.0,2019-03-06 01:00:00,10,,,,,,
17.0, None, None,0.0, None,0.6, None,-4.0, None, None, None,69.0,2019-03-06 02:00:00,10,,,,,,
48.0, None, None,0.0, None,4.8, None,-3.9, None, None, None,69.0,2019-03-06 03:00:00,10,,,,,,
54.0, None, None,0.0, None,0.6, None,-4.0, None, None, None,71.0,2019-03-06 04:00:00,10,,,,,,
329.0, None, None,0.0, None,0.0, None,-4.0, None, None, None,70.0,2019-03-06 05:00:00,10,,,,,,
103.0, None, None,0.0, None,0.2, None,-4.1, None, None, None,73.0,2019-03-06 06:00:00,10,,,,,,
226.0, None, None,0.0, None,1.1, None,-3.4, None, None, None,72.0,2019-03-06 07:00:00,10,,,,,,
217.0, None, None,0.0, None,0.2, None,-2.3, None, None, None,66.0,2019-03-06 08:00:00,10,,,,,,
204.0, None, None,0.0, None,1.0, None,-1.4, None, None, None,62.0,2019-03-06 09:00:00,10,,,,,,
196.0, None, None,0.0, None,2.3, None,-0.4, None, None, None,62.0,2019-03-06 10:00:00,10,,,,,,
196.0, None, None,0.0, None,4.4, None,-0.2, None, None, None,62.0,2019-03-06 11:00:00,10,,,,,,
185.0, None, None,0.0, None,5.0, None,1.1, None, None, None,61.0,2019-03-06 12:00:00,10,,,,,,
178.0, None, None,0.0, None,5.1, None,1.2, None, None, None,58.0,2019-03-06 13:00:00,10,,,,,,
185.0, None, None,0.0, None,1.4, None,0.8, None, None, None,60.0,2019-03-06 14:00:00,10,,,,,,
90.0, None, None,0.0, None,2.8, None,-0.4, None, None, None,65.0,2019-03-06 15:00:00,10,,,,,,
157.0, None, None,0.0, None,0.0, None,-0.5, None, None, None,69.0,2019-03-06 16:00:00,10,,,,,,
342.0, None, None,0.0, None,0.0, None,-1.4, None, None, None,89.0,2019-03-06 17:00:00,10,,,,,,
119.0, None, None,0.0, None,0.0, None,-1.9, None, None, None,94.0,2019-03-06 18:00:00,10,,,,,,
264.0, None, None,0.0, None,1.0, None,-2.0, None, None, None,96.0,2019-03-06 19:00:00,10,,,,,,
283.0, None, None,0.0, None,0.2, None,-1.6, None, None, None,97.0,2019-03-06 20:00:00,10,,,,,,
277.0, None, None,0.0, None,2.3, None,-1.6, None, None, None,97.0,2019-03-06 21:00:00,10,,,,,,
262.0, None, None,0.0, None,1.3, None,-1.7, None, None, None,97.0,2019-03-06 22:00:00,10,,,,,,
255.0, None, None,0.0, None,2.8, None,-1.2, None, None, None,98.0,2019-03-06 23:00:00,10,,,,,,
235.0, None, None,0.0, None,0.9, None,-1.2, None, None, None,98.0,2019-03-07 00:00:00,10,,,,,,
227.0, None, None,0.0, None,3.9, None,-1.4, None, None, None,98.0,2019-03-07 01:00:00,10,,,,,,
267.0, None, None,0.0, None,2.9, None,-1.3, None, None, None,99.0,2019-03-07 02:00:00,10,,,,,,
215.0, None, None,0.0, None,0.1, None,-1.1, None, None, None,99.0,2019-03-07 03:00:00,10,,,,,,
252.0, None, None,0.0, None,4.6, None,-1.0, None, None, None,99.0,2019-03-07 04:00:00,10,,,,,,
244.0, None, None,0.0, None,4.9, None,-1.8, None, None, None,98.0,2019-03-07 05:00:00,10,,,,,,
215.0, None, None,0.0, None,10.1, None,-2.0, None, None, None,74.0,2019-03-07 06:00:00,10,,,,,,
217.0, None, None,0.0, None,6.7, None,-1.7, None, None, None,71.0,2019-03-07 07:00:00,10,,,,,,
211.0, None, None,0.0, None,13.7, None,-0.6, None, None, None,64.0,2019-03-07 08:00:00,10,,,,,,
215.0, None, None,0.0, None,16.9, None,2.2, None, None, None,58.0,2019-03-07 09:00:00,10,,,,,,
204.0, None, None,3.2, None,14.8, None,2.9, None, None, None,61.0,2019-03-07 10:00:00,10,,,,,,
202.0, None, None,1.8, None,13.3, None,4.3, None, None, None,52.0,2019-03-07 11:00:00,10,,,,,,
205.0, None, None,0.6, None,9.8, None,4.8, None, None, None,47.0,2019-03-07 12:00:00,10,,,,,,
199.0, None, None,0.0, None,8.0, None,3.3, None, None, None,52.0,2019-03-07 13:00:00,10,,,,,,
199.0, None, None,0.0, None,11.9, None,3.3, None, None, None,53.0,2019-03-07 14:00:00,10,,,,,,
203.0, None, None,0.0, None,13.3, None,1.7, None, None, None,60.0,2019-03-07 15:00:00,10,,,,,,
210.0, None, None,0.0, None,9.3, None,-0.7, None, None, None,77.0,2019-03-07 16:00:00,10,,,,,,
205.0, None, None,0.0, None,6.2, None,-1.5, None, None, None,82.0,2019-03-07 17:00:00,10,,,,,,
218.0, None, None,0.0, None,10.6, None,-1.5, None, None, None,89.0,2019-03-07 18:00:00,10,,,,,,
227.0, None, None,0.0, None,7.7, None,-2.3, None, None, None,96.0,2019-03-07 19:00:00,10,,,,,,
246.0, None, None,0.0, None,3.5, None,-2.5, None, None, None,93.0,2019-03-07 20:00:00,10,,,,,,
206.0, None, None,0.0, None,1.8, None,-3.1, None, None, None,90.0,2019-03-07 21:00:00,10,,,,,,
106.0, None, None,0.0, None,2.6, None,-3.6, None, None, None,84.0,2019-03-07 22:00:00,10,,,,,,
352.0, None, None,0.0, None,5.7, None,-3.7, None, None, None,76.0,2019-03-07 23:00:00,10,,,,,,
334.0, None, None,0.0, None,2.1, None,-4.4, None, None, None,77.0,2019-03-08 00:00:00,10,,,,,,
235.0, None, None,0.0, None,3.3, None,-3.9, None, None, None,76.0,2019-03-08 01:00:00,10,,,,,,
300.0, None, None,0.0, None,0.6, None,-4.7, None, None, None,75.0,2019-03-08 02:00:00,10,,,,,,
354.0, None, None,0.0, None,0.1, None,-5.1, None, None, None,83.0,2019-03-08 03:00:00,10,,,,,,
336.0, None, None,0.0, None,0.4, None,-5.9, None, None, None,78.0,2019-03-08 04:00:00,10,,,,,,
292.0, None, None,0.0, None,0.2, None,-6.1, None, None, None,83.0,2019-03-08 05:00:00,10,,,,,,
241.0, None, None,0.0, None,0.8, None,-5.4, None, None, None,79.0,2019-03-08 06:00:00,10,,,,,,
200.0, None, None,0.0, None,4.8, None,-2.5, None, None, None,66.0,2019-03-08 07:00:00,10,,,,,,
210.0, None, None,0.4, None,9.5, None,-1.7, None, None, None,66.0,2019-03-08 08:00:00,10,,,,,,
201.0, None, None,0.2, None,8.1, None,-0.2, None, None, None,61.0,2019-03-08 09:00:00,10,,,,,,
198.0, None, None,0.0, None,7.3, None,0.2, None, None, None,60.0,2019-03-08 10:00:00,10,,,,,,
220.0, None, None,0.0, None,7.1, None,1.0, None, None, None,57.0,2019-03-08 11:00:00,10,,,,,,
197.0, None, None,0.0, None,7.6, None,2.4, None, None, None,52.0,2019-03-08 12:00:00,10,,,,,,
107.0, None, None,0.0, None,7.5, None,1.2, None, None, None,58.0,2019-03-08 13:00:00,10,,,,,,
205.0, None, None,0.0, None,6.2, None,2.0, None, None, None,56.0,2019-03-08 14:00:00,10,,,,,,
85.0, None, None,0.0, None,3.6, None,2.3, None, None, None,55.0,2019-03-08 15:00:00,10,,,,,,
213.0, None, None,0.0, None,2.5, None,-0.1, None, None, None,64.0,2019-03-08 16:00:00,10,,,,,,
282.0, None, None,0.0, None,0.0, None,-1.4, None, None, None,65.0,2019-03-08 17:00:00,10,,,,,,
304.0, None, None,0.0, None,0.1, None,-1.9, None, None, None,67.0,2019-03-08 18:00:00,10,,,,,,
291.0, None, None,0.0, None,0.0, None,-2.4, None, None, None,68.0,2019-03-08 19:00:00,10,,,,,,
301.0, None, None,0.0, None,0.5, None,-2.8, None, None, None,64.0,2019-03-08 20:00:00,10,,,,,,
