AirTemp,ONE_DAY_PRECIPITATION,Snow_WE,time,MIN_TEMP,MAX_TEMP,week_of_year,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,rel_hum,snw_dpth,HEIGHT_OF_SNOW,stn_pres
,0.0, None,2021-02-12,-28.8,-11.2,7,,,,,,,,,,,,,,,,,,,,,,
,0.0, None,2021-02-13,-21.5,-13.2,7,,,,,,,,,,,,,,,,,,,,,,
,0.0, None,2021-02-14,-19.9,-11.7,7,,,,,,,,,,,,,,,,,,,,,,
,0.5, None,2021-02-15,-15.2,-6.1,7,,,,,,,,,,,,,,,,,,,,,,
,9.3, None,2021-02-16,-10.1,-4.8,7,,,,,,,,,,,,,,,,,,,,,,
,1.5, None,2021-02-17,-17.3,-7.2,7,,,,,,,,,,,,,,,,,,,,,,
,2.4, None,2021-02-18,-18.4,-7.8,7,,,,,,,,,,,,,,,,,,,,,,
,,,2021-02-12 00:00:00,,,7,,-27.72,79.79, -18.7, 0.0,0.144,0.0,8.85, -30.0, 0.0, -27.7, -27.7, 1028.1, -0.1,-30.0,879.0, 9.0, 0.0, 80.0, 96.0,96.0, 879.0
,,,2021-02-12 01:00:00,,,7,,-28.56,78.77, -18.7, 0.0,0.0,0.0,8.87, -31.0, 0.0, -28.6, -28.5, 1027.2, -0.1,-31.0,878.0, 9.0, 0.0, 79.0, 96.0,95.8, 878.0
,,,2021-02-12 02:00:00,,,7,,-29.43,78.38, -18.7, 0.0,0.0,0.0,8.88, -32.0, 0.0, -29.4, -29.5, 1027.2, 0.0,-32.0,878.0, 9.0, 0.0, 78.0, 96.0,96.0, 878.0
,,,2021-02-12 03:00:00,,,7,,-30.3,77.24, -18.7, 0.0,0.0,0.0,8.88, -33.0, 0.0, -30.3, -30.3, 1027.4, 0.0,-33.0,878.0, 9.0, 0.0, 77.0, 96.0,95.8, 878.0
,,,2021-02-12 04:00:00,,,7,,-30.79,76.81, -18.7, 0.0,0.0,0.0,8.88, -33.0, 0.0, -30.8, -30.8, 1028.1, 0.0,-33.0,878.0, 9.0, 0.0, 77.0, 96.0,95.8, 878.0
,,,2021-02-12 05:00:00,,,7,,-31.44,75.56, -18.7, 0.0,0.0,0.0,8.86, -34.0, 0.0, -31.4, -31.4, 1028.6, 0.0,-34.0,878.0, 9.0, 0.0, 76.0, 95.0,95.3, 878.0
,,,2021-02-12 06:00:00,,,7,,-31.54,76.18, -18.7, 0.0,0.0,0.0,8.85, -34.0, 0.0, -31.5, -32.0, 1029.2, 0.1,-34.0,878.0, 9.0, 1.0, 76.0, 96.0,96.0, 878.0
,,,2021-02-12 07:00:00,,,7,,-31.65,75.78, -31.4, 0.0,0.0,0.0,8.83, -34.0, 0.0, -31.7, -32.7, 1029.6, -0.1,-34.0,878.0, 9.0, 1.0, 76.0, 97.0,96.6, 878.0
,,,2021-02-12 08:00:00,,,7,,-32.19,74.92, -31.4, 0.0,0.0,0.0,8.83, -35.0, 0.0, -32.2, -32.7, 1030.2, -0.1,-35.0,878.0, 9.0, -1.0, 75.0, 96.0,96.1, 878.0
,,,2021-02-12 09:00:00,,,7,,-28.8,76.96, -28.9, 0.0,0.0,0.0,8.87, -31.0, 0.0, -28.8, -32.7, 1029.8, 0.2,-31.0,878.0, 9.0, 0.0, 77.0, 96.0,96.2, 878.0
,,,2021-02-12 10:00:00,,,7,,-22.69,81.4, -22.8, 0.0,0.0,0.0,8.87, -25.0, 0.0, -22.7, -32.7, 1028.7, 0.5,-25.0,878.0, 9.0, 0.0, 81.0, 96.0,96.2, 878.0
,,,2021-02-12 11:00:00,,,7,,-16.24,86.2, -16.4, 0.0,3.226,0.0,5.447, -18.0, 0.0, -16.2, -32.7, 1027.6, 1.6,-18.0,878.0, 5.0, 1.0, 86.0, 97.0,97.0, 878.0
,,,2021-02-12 12:00:00,,,7,,-13.85,87.6, -13.7, 0.0,0.0,0.0,0.787, -15.0, 0.0, -13.9, -32.7, 1027.3, 0.5,-15.0,878.0, 1.0, 0.0, 88.0, 97.0,96.8, 878.0
