time,TEMP_MEAN,HUMIDITY,week_of_year
2019-06-11 00:00:00,10.4, 69.6,24
2019-06-11 01:00:00,8.5, 77.8,24
2019-06-11 02:00:00,6.9, 82.5,24
2019-06-11 03:00:00,6.1, 84.1,24
2019-06-11 04:00:00,5.6, 86.4,24
2019-06-11 05:00:00,5.7, 86.3,24
2019-06-11 06:00:00,4.3, 95.2,24
2019-06-11 07:00:00,4.5, 99.9,24
2019-06-11 08:00:00,7.8, 88.6,24
2019-06-11 09:00:00,11.8, 64.8,24
2019-06-11 10:00:00,15.4, 52.2,24
2019-06-11 11:00:00,18.4, 41.5,24
2019-06-11 12:00:00,20.4, 34.7,24
2019-06-11 13:00:00,22.3, 30.2,24
2019-06-11 14:00:00,23.5, 28.5,24
2019-06-11 15:00:00,24.6, 26.5,24
2019-06-11 16:00:00,25.3, 25.6,24
2019-06-11 17:00:00,25.9, 25.2,24
2019-06-11 18:00:00,26.4, 24.7,24
2019-06-11 19:00:00,25.2, 26.6,24
2019-06-11 20:00:00,25.4, 26.4,24
2019-06-11 21:00:00,24.2, 28.9,24
2019-06-11 22:00:00,22.3, 32.8,24
2019-06-11 23:00:00,20.9, 36.3,24
2019-06-12 00:00:00,19.9, 39.7,24
2019-06-12 01:00:00,17.9, 47.0,24
2019-06-12 02:00:00,16.5, 52.6,24
2019-06-12 03:00:00,15.1, 57.1,24
2019-06-12 04:00:00,14.9, 57.7,24
2019-06-12 05:00:00,14.1, 59.8,24
2019-06-12 06:00:00,13.1, 63.2,24
2019-06-12 07:00:00,12.9, 64.8,24
2019-06-12 08:00:00,13.9, 62.0,24
2019-06-12 09:00:00,16.0, 55.2,24
2019-06-12 10:00:00,17.6, 49.6,24
2019-06-12 11:00:00,20.0, 42.5,24
2019-06-12 12:00:00,22.2, 35.1,24
2019-06-12 13:00:00,23.9, 30.5,24
2019-06-12 14:00:00,25.3, 27.5,24
2019-06-12 15:00:00,26.7, 23.5,24
2019-06-12 16:00:00,27.5, 22.7,24
2019-06-12 17:00:00,28.8, 20.4,24
2019-06-12 18:00:00,28.5, 21.4,24
2019-06-12 19:00:00,28.2, 24.5,24
2019-06-12 20:00:00,28.8, 24.0,24
2019-06-12 21:00:00,28.6, 23.4,24
2019-06-12 22:00:00,24.2, 35.5,24
2019-06-12 23:00:00,20.4, 47.2,24
2019-06-13 00:00:00,18.1, 53.8,24
2019-06-13 01:00:00,15.1, 65.2,24
2019-06-13 02:00:00,12.9, 73.0,24
2019-06-13 03:00:00,11.1, 79.4,24
2019-06-13 04:00:00,10.1, 82.7,24
2019-06-13 05:00:00,8.7, 91.5,24
2019-06-13 06:00:00,8.7, 98.8,24
2019-06-13 07:00:00,9.1, 98.1,24
2019-06-13 08:00:00,13.4, 72.6,24
2019-06-13 09:00:00,17.3, 55.0,24
2019-06-13 10:00:00,20.3, 45.7,24
2019-06-13 11:00:00,22.4, 37.0,24
2019-06-13 12:00:00,25.2, 32.2,24
2019-06-13 13:00:00,26.4, 30.7,24
2019-06-13 14:00:00,28.1, 28.7,24
2019-06-13 15:00:00,29.4, 26.4,24
2019-06-13 16:00:00,30.7, 24.3,24
2019-06-13 17:00:00,30.1, 23.8,24
2019-06-13 18:00:00,30.3, 23.2,24
2019-06-13 19:00:00,25.0, 30.1,24
2019-06-13 20:00:00,25.1, 29.4,24
2019-06-13 21:00:00,25.2, 31.0,24
2019-06-13 22:00:00,21.3, 46.5,24
2019-06-13 23:00:00,20.0, 50.6,24
2019-06-14 00:00:00,19.9, 47.6,24
2019-06-14 01:00:00,18.6, 53.8,24
2019-06-14 02:00:00,17.7, 58.5,24
2019-06-14 03:00:00,16.4, 63.0,24
2019-06-14 04:00:00,16.5, 61.6,24
2019-06-14 05:00:00,15.6, 65.1,24
2019-06-14 06:00:00,14.6, 68.2,24
2019-06-14 07:00:00,14.0, 72.0,24
2019-06-14 08:00:00,15.2, 67.8,24
2019-06-14 09:00:00,16.5, 61.9,24
2019-06-14 10:00:00,18.4, 52.8,24
2019-06-14 11:00:00,20.1, 43.5,24
2019-06-14 12:00:00,22.0, 35.1,24
