pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,dwpt_temp,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,snwfl_amt_pst1hr,time,snw_dpth,stn_pres,week_of_year
0.3, 8.84, 78.45, 21.8, 78.0, 5.0, 8.8, 8.9, 1014.3, 0.0, 5.0, 884.0, 0.0,2020-08-26 00:00:00, -6999.0, 884.0,35
0.3, 8.14, 81.4, 21.8, 81.0, 5.0, 8.1, 8.1, 1015.4, 0.0, 5.0, 885.0, 0.0,2020-08-26 01:00:00, -6999.0, 885.0,35
0.3, 7.033, 83.5, 21.8, 84.0, 4.0, 7.0, 7.1, 1015.3, 0.0, 4.0, 885.0, 0.0,2020-08-26 02:00:00, -6999.0, 885.0,35
0.3, 6.354, 87.5, 21.8, 88.0, 5.0, 6.4, 6.3, 1015.2, 0.0, 5.0, 885.0, 0.0,2020-08-26 03:00:00, -6999.0, 885.0,35
0.3, 5.524, 88.4, 21.8, 88.0, 4.0, 5.5, 5.6, 1015.4, 0.0, 4.0, 885.0, 0.0,2020-08-26 04:00:00, -6999.0, 885.0,35
None, 4.646, 92.2, None, None, None, None, None, None, None, 4.0, 886.0, None,2020-08-26 05:00:00, None, None,35
None, 4.437, 92.8, 21.8, 93.0, 3.0, 4.4, 4.0, 1016.8, 0.0, 3.0, 886.0, 0.0,2020-08-26 06:00:00, -6999.0, 886.0,35
None, 4.262, 92.5, 4.4, 93.0, 3.0, 4.3, 4.0, 1018.4, 0.0, 3.0, 887.0, 0.0,2020-08-26 07:00:00, -6999.0, 887.0,35
None, 6.324, 84.3, None, None, None, None, None, None, None, 4.0, 887.0, None,2020-08-26 08:00:00, None, None,35
None, 12.75, 53.59, 12.6, 54.0, 4.0, 12.8, 4.0, 1018.1, 0.0, 4.0, 887.0, 0.0,2020-08-26 09:00:00, -6999.0, 887.0,35
None, 17.07, 41.14, 17.0, 41.0, 4.0, 17.1, 4.0, 1016.5, 0.0, 4.0, 886.0, 0.0,2020-08-26 10:00:00, -6999.0, 886.0,35
None, 18.82, 35.4, 18.9, 35.0, 3.0, 18.8, 4.0, 1015.3, 0.0, 3.0, 885.0, 0.0,2020-08-26 11:00:00, -6999.0, 885.0,35
