wind_direction,air_temperature,wind_gust_speed,tendency_amount,wind_speed,mean_sea_level,dew_point,snow_amount,air_temperature_yesterday_high,relative_humidity,time,air_temperature_yesterday_low,total_precipitation,week_of_year
None, 9.8, None, 0.08, 0.0, 101.8, 7.6, None, None, 86.0,2020-07-01 00:00:00, None, None,27
None, 9.6, None, 0.08, 0.0, 101.8, 5.9, None, None, 78.0,2020-07-01 01:00:00, None, None,27
None, 9.0, None, 0.05, 0.0, 101.8, 5.1, None, None, 76.0,2020-07-01 02:00:00, None, None,27
45.0, 7.5, None, 0.01, 8.0, 101.8, 4.3, None, None, 80.0,2020-07-01 03:00:00, None, None,27
45.0, 7.5, None, 0.01, 4.0, 101.8, 4.3, None, None, 81.0,2020-07-01 04:00:00, None, None,27
45.0, 7.1, None, 0.0, 3.0, 101.8, 4.7, None, None, 85.0,2020-07-01 05:00:00, None, None,27
None, 6.9, None, 0.04, 0.0, 101.9, 5.0, None, None, 88.0,2020-07-01 06:00:00, None, None,27
67.5, 7.9, None, 0.05, 3.0, 101.9, 6.0, None, None, 88.0,2020-07-01 07:00:00, None, None,27
None, 9.0, None, 0.04, 0.0, 101.8, 6.4, None, None, 84.0,2020-07-01 08:00:00, None, None,27
None, 9.7, None, -0.01, 0.0, 101.8, 6.4, None, None, 80.0,2020-07-01 09:00:00, None, None,27
None, 10.8, None, -0.03, 0.0, 101.8, 6.2, None, None, 73.0,2020-07-01 10:00:00, None, None,27
202.5, 12.7, None, -0.09, 5.0, 101.8, 6.4, None, None, 66.0,2020-07-01 11:00:00, None, None,27
225.0, 14.4, None, -0.14, 7.0, 101.7, 6.8, None, None, 60.0,2020-07-01 12:00:00, None, None,27
0.0, 18.7, None, -0.22, 12.0, 101.5, 7.2, None, None, 47.0,2020-07-01 13:00:00, None, None,27
67.5, 18.5, 30.0, -0.17, 15.0, 101.5, 7.9, None, None, 50.0,2020-07-01 14:00:00, None, None,27
337.5, 19.1, None, -0.11, 14.0, 101.5, 7.5, None, None, 47.0,2020-07-01 15:00:00, None, None,27
337.5, 19.0, None, -0.08, 8.0, 101.5, 7.3, None, None, 47.0,2020-07-01 16:00:00, None, None,27
45.0, 20.8, None, -0.13, 12.0, 101.4, 7.2, None, None, 41.0,2020-07-01 17:00:00, None, None,27
22.5, 20.2, None, -0.2, 11.0, 101.3, 6.3, None, None, 40.0,2020-07-01 18:00:00, None, None,27
45.0, 16.0, None, -0.08, 8.0, 101.4, 9.7, None, None, 66.0,2020-07-01 19:00:00, None, None,27
45.0, 18.0, None, -0.01, 11.0, 101.4, 7.7, None, None, 51.0,2020-07-01 20:00:00, None, None,27
22.5, 16.8, None, 0.06, 2.0, 101.4, 7.5, None, None, 54.0,2020-07-01 21:00:00, None, None,27
22.5, 16.0, None, 0.04, 5.0, 101.4, 7.5, None, None, 57.0,2020-07-01 22:00:00, None, None,27
67.5, 14.4, 43.0, -0.01, 0.0, 101.4, 8.6, None, 21.7, 68.0,2020-07-01 23:00:00, 6.7, 0.4,27
45.0, 14.7, None, -0.03, 7.0, 101.3, 7.9, None, None, 64.0,2020-07-02 00:00:00, None, None,27
315.0, 11.4, None, -0.1, 1.0, 101.3, 8.6, None, None, 83.0,2020-07-02 01:00:00, None, None,27
None, 11.5, None, -0.09, 0.0, 101.3, 8.3, None, None, 81.0,2020-07-02 02:00:00, None, None,27
337.5, 12.3, None, -0.1, 3.0, 101.2, 8.2, None, None, 76.0,2020-07-02 03:00:00, None, None,27
None, 12.5, None, -0.09, 0.0, 101.2, 8.6, None, None, 77.0,2020-07-02 04:00:00, None, None,27
None, 11.7, None, -0.09, 0.0, 101.1, 8.9, None, None, 83.0,2020-07-02 05:00:00, None, None,27
67.5, 12.4, None, -0.05, 2.0, 101.1, 9.2, None, None, 81.0,2020-07-02 06:00:00, None, None,27
None, 11.7, None, -0.05, 0.0, 101.2, 10.3, None, None, 91.0,2020-07-02 07:00:00, None, None,27
None, 11.5, None, -0.02, 0.0, 101.1, 10.6, None, None, 94.0,2020-07-02 08:00:00, None, None,27
None, 11.5, None, -0.01, 0.0, 101.2, 10.8, None, None, 96.0,2020-07-02 09:00:00, None, None,27
None, 11.8, None, 0.02, 0.0, 101.2, 11.0, None, None, 95.0,2020-07-02 10:00:00, None, None,27
157.5, 12.7, None, 0.0, 1.0, 101.2, 10.1, None, None, 84.0,2020-07-02 11:00:00, None, None,27
315.0, 13.5, None, 0.02, 1.0, 101.2, 9.2, None, None, 75.0,2020-07-02 12:00:00, None, None,27
337.5, 13.4, None, 0.03, 1.0, 101.2, 9.1, None, None, 75.0,2020-07-02 13:00:00, None, None,27
0.0, 12.7, None, 0.07, 9.0, 101.3, 9.9, None, None, 83.0,2020-07-02 14:00:00, None, None,27
45.0, 12.4, None, 0.09, 4.0, 101.3, 10.2, None, None, 86.0,2020-07-02 15:00:00, None, None,27
0.0, 12.3, None, 0.07, 3.0, 101.3, 10.1, None, None, 86.0,2020-07-02 16:00:00, None, None,27
337.5, 12.7, None, 0.06, 7.0, 101.3, 11.1, None, None, 90.0,2020-07-02 17:00:00, None, None,27
0.0, 12.8, None, 0.06, 4.0, 101.4, 10.5, None, None, 86.0,2020-07-02 18:00:00, None, None,27
0.0, 13.2, None, 0.05, 4.0, 101.4, 10.4, None, None, 83.0,2020-07-02 19:00:00, None, None,27
0.0, 12.9, None, 0.05, 7.0, 101.4, 10.2, None, None, 84.0,2020-07-02 20:00:00, None, None,27
337.5, 12.8, None, 0.03, 1.0, 101.4, 10.2, None, None, 84.0,2020-07-02 21:00:00, None, None,27
None, 12.0, None, 0.05, 0.0, 101.4, 10.5, None, None, 90.0,2020-07-02 22:00:00, None, None,27
None, 11.7, None, 0.06, 0.0, 101.5, 10.9, None, 15.0, 95.0,2020-07-02 23:00:00, 10.9, 3.0,27
None, 11.1, None, 0.05, 0.0, 101.5, 10.5, None, None, 96.0,2020-07-03 00:00:00, None, None,27
None, 10.8, None, 0.05, 0.0, 101.5, 10.4, None, None, 97.0,2020-07-03 01:00:00, None, None,27
None, 10.6, None, 0.05, 0.0, 101.5, 10.2, None, None, 98.0,2020-07-03 02:00:00, None, None,27
None, 10.5, None, 0.05, 0.0, 101.5, 10.3, None, None, 98.0,2020-07-03 03:00:00, None, None,27
None, 10.2, None, 0.02, 0.0, 101.5, 9.9, None, None, 98.0,2020-07-03 04:00:00, None, None,27
None, 9.9, None, 0.03, 0.0, 101.6, 9.5, None, None, 97.0,2020-07-03 05:00:00, None, None,27
None, 10.6, None, 0.03, 0.0, 101.6, 9.5, None, None, 93.0,2020-07-03 06:00:00, None, None,27
None, 11.2, None, 0.06, 0.0, 101.6, 9.3, None, None, 88.0,2020-07-03 07:00:00, None, None,27
0.0, 12.4, None, 0.05, 4.0, 101.6, 9.6, None, None, 83.0,2020-07-03 08:00:00, None, None,27
None, 12.7, None, 0.04, 0.0, 101.6, 9.6, None, None, 81.0,2020-07-03 09:00:00, None, None,27
337.5, 13.1, None, 0.01, 10.0, 101.6, 8.6, None, None, 74.0,2020-07-03 10:00:00, None, None,27
0.0, 14.8, None, -0.02, 8.0, 101.6, 9.4, None, None, 70.0,2020-07-03 11:00:00, None, None,27
22.5, 15.7, None, -0.05, 9.0, 101.5, 7.9, None, None, 60.0,2020-07-03 12:00:00, None, None,27
337.5, 16.5, None, -0.02, 4.0, 101.5, 8.4, None, None, 59.0,2020-07-03 13:00:00, None, None,27
22.5, 19.0, None, -0.05, 12.0, 101.5, 7.9, None, None, 49.0,2020-07-03 14:00:00, None, None,27
315.0, 18.6, None, -0.05, 8.0, 101.5, 7.6, None, None, 49.0,2020-07-03 15:00:00, None, None,27
22.5, 19.8, None, -0.08, 11.0, 101.4, 6.3, None, None, 41.0,2020-07-03 16:00:00, None, None,27
67.5, 20.0, None, -0.07, 8.0, 101.4, 6.0, None, None, 40.0,2020-07-03 17:00:00, None, None,27
67.5, 19.5, None, -0.05, 4.0, 101.4, 4.7, None, None, 38.0,2020-07-03 18:00:00, None, None,27
0.0, 17.6, None, 0.03, 8.0, 101.5, 6.3, None, None, 47.0,2020-07-03 19:00:00, None, None,27
45.0, 15.8, None, 0.08, 9.0, 101.5, 7.7, None, None, 59.0,2020-07-03 20:00:00, None, None,27
None, 16.1, None, 0.09, 0.0, 101.5, 8.1, None, None, 59.0,2020-07-03 21:00:00, None, None,27
None, 14.5, None, 0.06, 0.0, 101.6, 9.2, None, None, 70.0,2020-07-03 22:00:00, None, None,27
22.5, 13.6, None, 0.12, 2.0, 101.6, 9.0, None, 20.5, 74.0,2020-07-03 23:00:00, 9.9, 0.2,27
22.5, 11.5, None, 0.18, 4.0, 101.7, 10.4, None, None, 93.0,2020-07-04 00:00:00, None, None,27
None, 11.0, None, 0.12, 0.0, 101.7, 10.1, None, None, 94.0,2020-07-04 01:00:00, None, None,27
None, 11.2, None, 0.13, 0.0, 101.8, 10.5, None, None, 95.0,2020-07-04 02:00:00, None, None,27
45.0, 10.7, None, 0.09, 5.0, 101.8, 10.2, None, None, 97.0,2020-07-04 03:00:00, None, None,27
337.5, 10.4, None, 0.17, 7.0, 101.9, 8.9, None, None, 91.0,2020-07-04 04:00:00, None, None,27
225.0, 9.5, None, 0.06, 4.0, 101.8, 9.1, None, None, 97.0,2020-07-04 05:00:00, None, None,27
None, 10.0, None, 0.04, 0.0, 101.8, 9.5, None, None, 96.0,2020-07-04 06:00:00, None, None,27
None, 11.3, None, -0.01, 0.0, 101.9, 9.7, None, None, 90.0,2020-07-04 07:00:00, None, None,27
None, 12.5, None, 0.05, 0.0, 101.9, 10.0, None, None, 85.0,2020-07-04 08:00:00, None, None,27
225.0, 13.9, None, 0.03, 12.0, 101.9, 9.8, None, None, 76.0,2020-07-04 09:00:00, None, None,27
202.5, 14.8, None, 0.0, 10.0, 101.9, 9.3, None, None, 70.0,2020-07-04 10:00:00, None, None,27
202.5, 16.1, None, -0.05, 7.0, 101.8, 8.1, None, None, 59.0,2020-07-04 11:00:00, None, None,27
247.5, 18.5, None, -0.09, 9.0, 101.8, 9.5, None, None, 56.0,2020-07-04 12:00:00, None, None,27
22.5, 10.2, None, -0.09, 2.0, 101.8, 8.1, None, None, 87.0,2020-07-04 13:00:00, None, None,27
None, 14.9, None, -0.08, 0.0, 101.8, 12.1, None, None, 83.0,2020-07-04 14:00:00, None, None,27
67.5, 17.4, None, -0.08, 9.0, 101.7, 11.4, None, None, 68.0,2020-07-04 15:00:00, None, None,27
157.5, 19.8, None, -0.06, 4.0, 101.7, 8.6, None, None, 48.0,2020-07-04 16:00:00, None, None,27
22.5, 19.7, None, -0.06, 2.0, 101.7, 7.1, None, None, 44.0,2020-07-04 17:00:00, None, None,27
247.5, 19.8, None, -0.01, 12.0, 101.7, 6.6, None, None, 42.0,2020-07-04 18:00:00, None, None,27
None, 19.6, None, 0.0, 0.0, 101.7, 5.0, None, None, 38.0,2020-07-04 19:00:00, None, None,27
225.0, 17.4, None, 0.04, 4.0, 101.7, 8.9, None, None, 57.0,2020-07-04 20:00:00, None, None,27
247.5, 16.9, None, 0.07, 11.0, 101.7, 7.9, None, None, 55.0,2020-07-04 21:00:00, None, None,27
225.0, 15.1, 30.0, 0.1, 20.0, 101.8, 7.1, None, None, 58.0,2020-07-04 22:00:00, None, None,27
