wind_speed,temperature,wind_direction,relative_humidity,time,week_of_year
10.8,7.0,235.0,68.0,2021-10-01 00:00:00,40
9.0,6.3,221.0,69.0,2021-10-01 01:00:00,40
11.5,6.1,222.0,69.0,2021-10-01 02:00:00,40
10.4,4.0,222.0,76.0,2021-10-01 03:00:00,40
9.0,4.9,236.0,73.0,2021-10-01 04:00:00,40
12.6,3.7,241.0,79.0,2021-10-01 05:00:00,40
8.3,6.0,206.0,69.0,2021-10-01 06:00:00,40
29.5,9.1,225.0,55.0,2021-10-01 07:00:00,40
19.1,11.2,209.0,44.0,2021-10-01 08:00:00,40
29.5,11.1,220.0,42.0,2021-10-01 09:00:00,40
31.0,10.7,233.0,41.0,2021-10-01 10:00:00,40
18.0,10.7,222.0,41.0,2021-10-01 11:00:00,40
15.8,11.2,227.0,40.0,2021-10-01 12:00:00,40
18.0,11.3,221.0,39.0,2021-10-01 13:00:00,40
17.3,11.1,216.0,39.0,2021-10-01 14:00:00,40
12.6,11.4,202.0,40.0,2021-10-01 15:00:00,40
23.8,11.0,226.0,38.0,2021-10-01 16:00:00,40
17.3,10.0,219.0,42.0,2021-10-01 17:00:00,40
9.0,8.4,222.0,49.0,2021-10-01 18:00:00,40
18.4,8.4,220.0,52.0,2021-10-01 19:00:00,40
15.8,7.7,210.0,54.0,2021-10-01 20:00:00,40
12.2,7.7,222.0,55.0,2021-10-01 21:00:00,40
6.1,6.2,264.0,64.0,2021-10-01 22:00:00,40
3.6,4.1,15.0,76.0,2021-10-01 23:00:00,40
1.8,3.5,269.0,78.0,2021-10-02 00:00:00,40
1.8,2.7,45.0,83.0,2021-10-02 01:00:00,40
4.0,2.8,79.0,84.0,2021-10-02 02:00:00,40
8.6,3.5,335.0,83.0,2021-10-02 03:00:00,40
3.6,5.8,268.0,75.0,2021-10-02 04:00:00,40
19.1,8.9,221.0,65.0,2021-10-02 05:00:00,40
9.4,7.6,200.0,73.0,2021-10-02 06:00:00,40
22.0,10.4,210.0,56.0,2021-10-02 07:00:00,40
22.7,10.6,215.0,57.0,2021-10-02 08:00:00,40
35.6,10.9,246.0,41.0,2021-10-02 09:00:00,40
25.6,11.5,216.0,39.0,2021-10-02 10:00:00,40
27.4,11.5,221.0,40.0,2021-10-02 11:00:00,40
29.5,12.1,239.0,35.0,2021-10-02 12:00:00,40
27.4,11.8,219.0,36.0,2021-10-02 13:00:00,40
27.4,11.5,211.0,38.0,2021-10-02 14:00:00,40
20.2,10.0,227.0,45.0,2021-10-02 15:00:00,40
9.0,9.4,206.0,46.0,2021-10-02 16:00:00,40
4.7,6.2,255.0,54.0,2021-10-02 17:00:00,40
4.0,4.7,299.0,62.0,2021-10-02 18:00:00,40
5.0,4.3,242.0,61.0,2021-10-02 19:00:00,40
2.5,3.8,252.0,64.0,2021-10-02 20:00:00,40
8.3,4.0,254.0,64.0,2021-10-02 21:00:00,40
7.2,2.9,234.0,67.0,2021-10-02 22:00:00,40
13.7,3.6,195.0,62.0,2021-10-02 23:00:00,40
20.9,8.2,217.0,44.0,2021-10-03 00:00:00,40
13.0,6.3,188.0,53.0,2021-10-03 01:00:00,40
18.0,7.3,222.0,43.0,2021-10-03 02:00:00,40
20.2,7.4,215.0,42.0,2021-10-03 03:00:00,40
32.0,6.8,219.0,50.0,2021-10-03 04:00:00,40
11.2,4.5,224.0,60.0,2021-10-03 05:00:00,40
37.4,6.0,238.0,48.0,2021-10-03 06:00:00,40
23.4,6.9,228.0,41.0,2021-10-03 07:00:00,40
32.4,7.5,253.0,38.0,2021-10-03 08:00:00,40
41.4,8.0,229.0,33.0,2021-10-03 09:00:00,40
34.9,8.7,236.0,31.0,2021-10-03 10:00:00,40
34.6,9.2,236.0,32.0,2021-10-03 11:00:00,40
34.2,8.4,239.0,36.0,2021-10-03 12:00:00,40
18.0,8.4,217.0,37.0,2021-10-03 13:00:00,40
22.3,7.6,251.0,38.0,2021-10-03 14:00:00,40
8.3,6.5,216.0,49.0,2021-10-03 15:00:00,40
43.2,5.2,228.0,61.0,2021-10-03 16:00:00,40
14.0,2.6,232.0,77.0,2021-10-03 17:00:00,40
6.5,2.7,248.0,72.0,2021-10-03 18:00:00,40
5.8,2.4,261.0,74.0,2021-10-03 19:00:00,40
5.8,1.0,265.0,82.0,2021-10-03 20:00:00,40
1.4,-0.4,101.0,81.0,2021-10-03 21:00:00,40
7.2,-1.5,241.0,87.0,2021-10-03 22:00:00,40
7.6,-2.0,249.0,88.0,2021-10-03 23:00:00,40
10.8,-2.9,233.0,92.0,2021-10-04 00:00:00,40
18.4,-1.4,229.0,85.0,2021-10-04 01:00:00,40
14.4,-1.5,230.0,81.0,2021-10-04 02:00:00,40
19.1,-0.2,234.0,73.0,2021-10-04 03:00:00,40
8.6,-0.4,191.0,72.0,2021-10-04 04:00:00,40
2.2,-3.0,181.0,83.0,2021-10-04 05:00:00,40
0.7,-2.3,298.0,80.0,2021-10-04 06:00:00,40
0.7,-2.6,102.0,85.0,2021-10-04 07:00:00,40
5.0,1.7,234.0,68.0,2021-10-04 08:00:00,40
6.5,4.9,182.0,58.0,2021-10-04 09:00:00,40
10.8,8.0,196.0,40.0,2021-10-04 10:00:00,40
10.8,9.3,188.0,40.0,2021-10-04 11:00:00,40
15.1,9.9,160.0,36.0,2021-10-04 12:00:00,40
8.3,10.1,153.0,36.0,2021-10-04 13:00:00,40
13.0,9.7,211.0,32.0,2021-10-04 14:00:00,40
6.1,9.1,208.0,34.0,2021-10-04 15:00:00,40
1.4,7.4,270.0,44.0,2021-10-04 16:00:00,40
2.2,4.4,64.0,56.0,2021-10-04 17:00:00,40
1.8,3.1,308.0,63.0,2021-10-04 18:00:00,40
1.8,2.0,330.0,66.0,2021-10-04 19:00:00,40
2.9,0.7,116.0,73.0,2021-10-04 20:00:00,40
2.5,0.0,131.0,76.0,2021-10-04 21:00:00,40
2.2,-0.2,79.0,78.0,2021-10-04 22:00:00,40
0.7,-0.2,39.0,79.0,2021-10-04 23:00:00,40
6.8,-0.2,219.0,80.0,2021-10-05 00:00:00,40
3.6,-0.1,135.0,81.0,2021-10-05 01:00:00,40
0.7,0.3,252.0,80.0,2021-10-05 02:00:00,40
4.3,2.0,10.0,60.0,2021-10-05 03:00:00,40
5.4,0.5,350.0,75.0,2021-10-05 04:00:00,40
5.4,-1.1,94.0,93.0,2021-10-05 05:00:00,40
6.1,-1.2,83.0,94.0,2021-10-05 06:00:00,40
6.5,-1.0,69.0,95.0,2021-10-05 07:00:00,40
6.1,-0.9,60.0,95.0,2021-10-05 08:00:00,40
7.9,-0.7,56.0,94.0,2021-10-05 09:00:00,40
