pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,snwfl_amt_pst1hr,dwpt_temp,air_temp,min_air_temp_snc_last_reset,mslp,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
None,7.174,76.26, None, None, None, None, None, None, None, None, None,3.0,884.0, None, None, None,2018-06-18 00:00:00, None, None, None,25
None,6.452,80.2, None, None, None, None, None, None, None, None, None,3.0,884.0, None, None, None,2018-06-18 01:00:00, None, None, None,25
None,5.219,84.2, None, None, None, None, None, None, None, None, None,3.0,884.0, None, None, None,2018-06-18 02:00:00, None, None, None,25
None,4.692,85.6, None, None, None, None, None, None, None, None, None,2.0,884.0, None, None, None,2018-06-18 03:00:00, None, None, None,25
None,4.03,87.8, None, None, None, None, None, None, None, None, None,2.0,885.0, None, None, None,2018-06-18 04:00:00, None, None, None,25
None,3.148,90.4, None, None, None, None, None, None, None, None, None,2.0,885.0, None, None, None,2018-06-18 05:00:00, None, None, None,25
None,5.092,87.3, None, None, None, None, None, None, None, None, None,3.0,886.0, None, None, None,2018-06-18 06:00:00, None, None, None,25
None,9.6,68.94, None, None, None, None, None, None, None, None, None,4.0,885.0, None, None, None,2018-06-18 07:00:00, None, None, None,25
None,14.28,50.6, None, None, None, None, None, None, None, None, None,4.0,885.0, None, None, None,2018-06-18 08:00:00, None, None, None,25
None,18.47,39.63, None, None, None, None, None, None, None, None, None,4.0,885.0, None, None, None,2018-06-18 09:00:00, None, None, None,25
None,20.85,25.11, None, None, None, None, None, None, None, None, None,1.0,884.0, None, None, None,2018-06-18 10:00:00, None, None, None,25
None,22.73,24.7, None, None, None, None, None, None, None, None, None,2.0,884.0, None, None, None,2018-06-18 11:00:00, None, None, None,25
None,23.53,25.56, None, None, None, None, None, None, None, None, None,3.0,884.0, None, None, None,2018-06-18 12:00:00, None, None, None,25
None,23.44,26.41, None, None, None, None, None, None, None, None, None,3.0,883.0, None, None, None,2018-06-18 13:00:00, None, None, None,25
None,23.31,25.99, None, None, None, None, None, None, None, None, None,2.0,883.0, None, None, None,2018-06-18 14:00:00, None, None, None,25
None,24.95,23.08, None, None, None, None, None, None, None, None, None,3.0,883.0, None, None, None,2018-06-18 15:00:00, None, None, None,25
None,24.74,25.37, None, None, None, None, None, None, None, None, None,3.0,883.0, None, None, None,2018-06-18 16:00:00, None, None, None,25
None,23.98,26.48, None, None, None, None, None, None, None, None, None,4.0,883.0, None, None, None,2018-06-18 17:00:00, None, None, None,25
None,22.52,30.09, None, None, None, None, None, None, None, None, None,3.0,883.0, None, None, None,2018-06-18 18:00:00, None, None, None,25
None,19.8,44.07, None, None, None, None, None, None, None, None, None,8.0,883.0, None, None, None,2018-06-18 19:00:00, None, None, None,25
None,17.36,50.82, None, None, None, None, None, None, None, None, None,7.0,884.0, None, None, None,2018-06-18 20:00:00, None, None, None,25
None,15.29,57.35, None, None, None, None, None, None, None, None, None,7.0,885.0, None, None, None,2018-06-18 21:00:00, None, None, None,25
None,12.86,65.66, None, None, None, None, None, None, None, None, None,6.0,885.0, None, None, None,2018-06-18 22:00:00, None, None, None,25
None,10.73,74.72, None, None, None, None, None, None, None, None, None,6.0,886.0, None, None, None,2018-06-18 23:00:00, None, None, None,25
None,9.18,79.85, None, None, None, None, None, None, None, None, None,6.0,886.0, None, None, None,2018-06-19 00:00:00, None, None, None,25
None,8.22,82.7, None, None, None, None, None, None, None, None, None,5.0,886.0, None, None, None,2018-06-19 01:00:00, None, None, None,25
None,6.993,86.0, None, None, None, None, None, None, None, None, None,5.0,887.0, None, None, None,2018-06-19 02:00:00, None, None, None,25
None,6.121,88.5, None, None, None, None, None, None, None, None, None,4.0,886.0, None, None, None,2018-06-19 03:00:00, None, None, None,25
None,5.217,91.0, None, None, None, None, None, None, None, None, None,4.0,887.0, None, None, None,2018-06-19 04:00:00, None, None, None,25
None,4.525,91.8, None, None, None, None, None, None, None, None, None,3.0,887.0, None, None, None,2018-06-19 05:00:00, None, None, None,25
None,6.737,90.9, None, None, None, None, None, None, None, None, None,5.0,887.0, None, None, None,2018-06-19 06:00:00, None, None, None,25
None,10.98,66.69, None, None, None, None, None, None, None, None, None,5.0,887.0, None, None, None,2018-06-19 07:00:00, None, None, None,25
None,15.44,50.07, None, None, None, None, None, None, None, None, None,5.0,887.0, None, None, None,2018-06-19 08:00:00, None, None, None,25
None,18.73,42.11, None, None, None, None, None, None, None, None, None,5.0,886.0, None, None, None,2018-06-19 09:00:00, None, None, None,25
None,20.4,38.16, None, None, None, None, None, None, None, None, None,7.0,886.0, None, None, None,2018-06-19 10:00:00, None, None, None,25
None,22.7,28.89, None, None, None, None, None, None, None, None, None,3.0,885.0, None, None, None,2018-06-19 11:00:00, None, None, None,25
None,24.04,28.78, None, None, None, None, None, None, None, None, None,4.0,885.0, None, None, None,2018-06-19 12:00:00, None, None, None,25
None,25.47,24.51, None, None, None, None, None, None, None, None, None,4.0,885.0, None, None, None,2018-06-19 13:00:00, None, None, None,25
None,26.02,21.68, None, None, None, None, None, None, None, None, None,3.0,884.0, None, None, None,2018-06-19 14:00:00, None, None, None,25
None,26.62,19.73, None, None, None, None, None, None, None, None, None,1.0,884.0, None, None, None,2018-06-19 15:00:00, None, None, None,25
None,27.23,18.54, None, None, None, None, None, None, None, None, None,0.0,884.0, None, None, None,2018-06-19 16:00:00, None, None, None,25
None,24.93,21.77, None, None, None, None, None, None, None, None, None,1.0,883.0, None, None, None,2018-06-19 17:00:00, None, None, None,25
None,19.99,36.95, None, None, None, None, None, None, None, None, None,5.0,883.0, None, None, None,2018-06-19 18:00:00, None, None, None,25
None,19.09,39.61, None, None, None, None, None, None, None, None, None,5.0,883.0, None, None, None,2018-06-19 19:00:00, None, None, None,25
None,17.9,44.05, None, None, None, None, None, None, None, None, None,5.0,883.0, None, None, None,2018-06-19 20:00:00, None, None, None,25
None,15.48,55.05, None, None, None, None, None, None, None, None, None,6.0,884.0, None, None, None,2018-06-19 21:00:00, None, None, None,25
None,13.01,63.81, None, None, None, None, None, None, None, None, None,6.0,884.0, None, None, None,2018-06-19 22:00:00, None, None, None,25
None,11.35,69.54, None, None, None, None, None, None, None, None, None,6.0,885.0, None, None, None,2018-06-19 23:00:00, None, None, None,25
None,9.86,75.91, None, None, None, None, None, None, None, None, None,6.0,885.0, None, None, None,2018-06-20 00:00:00, None, None, None,25
None,8.79,79.06, None, None, None, None, None, None, None, None, None,5.0,885.0, None, None, None,2018-06-20 01:00:00, None, None, None,25
None,7.788,83.5, None, None, None, None, None, None, None, None, None,5.0,885.0, None, None, None,2018-06-20 02:00:00, None, None, None,25
None,7.1,84.4, None, None, None, None, None, None, None, None, None,5.0,885.0, None, None, None,2018-06-20 03:00:00, None, None, None,25
