time,ONE_DAY_PRECIPITATION,MAX_TEMP,MIN_TEMP,week_of_year
2017-02-05,2.0,-3.1,-2.6,6
2017-02-06,0.0,-5.5,-7.1,6
2017-02-07,4.0,-2.7,-4.0,6
2017-02-08,13.0,-1.9,-3.0,6
2017-02-09,30.0,-2.5,-2.1,6
2017-02-10,0.0,-1.0,0.2,6
2017-02-11,6.0,0.0,0.1,6
