CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,time,DEW_POINT,week_of_year
-4.985,70.03,2020-04-08 00:00:00,-9.0,15
-6.086,72.96,2020-04-08 01:00:00,-10.0,15
-6.929,77.45,2020-04-08 02:00:00,-10.0,15
-7.634,79.37,2020-04-08 03:00:00,-11.0,15
-8.51,80.9,2020-04-08 04:00:00,-11.0,15
-8.96,83.2,2020-04-08 05:00:00,-11.0,15
-9.29,84.3,2020-04-08 06:00:00,-11.0,15
-8.88,82.7,2020-04-08 07:00:00,-11.0,15
-4.891,71.76,2020-04-08 08:00:00,-9.0,15
1.639,38.87,2020-04-08 09:00:00,-11.0,15
2.998,27.88,2020-04-08 10:00:00,-14.0,15
4.317,27.85,2020-04-08 11:00:00,-13.0,15
5.163,28.75,2020-04-08 12:00:00,-11.0,15
7.003,25.93,2020-04-08 13:00:00,-12.0,15
8.08,23.12,2020-04-08 14:00:00,-11.0,15
8.67,22.29,2020-04-08 15:00:00,-11.0,15
9.95,22.3,2020-04-08 16:00:00,-10.0,15
10.41,22.32,2020-04-08 17:00:00,-10.0,15
10.13,23.71,2020-04-08 18:00:00,-9.0,15
8.53,27.56,2020-04-08 19:00:00,-9.0,15
3.846,45.61,2020-04-08 20:00:00,-7.0,15
1.486,49.03,2020-04-08 21:00:00,-8.0,15
-0.186,60.46,2020-04-08 22:00:00,-6.0,15
1.17,60.77,2020-04-08 23:00:00,-5.0,15
1.766,56.02,2020-04-09 00:00:00,-6.0,15
-1.114,68.22,2020-04-09 01:00:00,-6.0,15
-0.739,64.76,2020-04-09 02:00:00,-6.0,15
-1.607,71.68,2020-04-09 03:00:00,-6.0,15
-1.962,70.47,2020-04-09 04:00:00,-6.0,15
-2.714,74.13,2020-04-09 05:00:00,-6.0,15
-2.398,73.38,2020-04-09 06:00:00,-6.0,15
-0.596,62.24,2020-04-09 07:00:00,-6.0,15
0.732,54.49,2020-04-09 08:00:00,-7.0,15
2.94,47.27,2020-04-09 09:00:00,-7.0,15
5.786,40.69,2020-04-09 10:00:00,-7.0,15
8.01,38.35,2020-04-09 11:00:00,-5.0,15
9.92,33.14,2020-04-09 12:00:00,-6.0,15
12.11,30.21,2020-04-09 13:00:00,-4.0,15
13.76,26.0,2020-04-09 14:00:00,-5.0,15
14.75,24.82,2020-04-09 15:00:00,-6.0,15
15.21,22.75,2020-04-09 16:00:00,-6.0,15
15.63,22.27,2020-04-09 17:00:00,-6.0,15
15.36,22.82,2020-04-09 18:00:00,-6.0,15
14.2,25.72,2020-04-09 19:00:00,-5.0,15
9.69,38.72,2020-04-09 20:00:00,-4.0,15
7.608,45.22,2020-04-09 21:00:00,-4.0,15
6.011,49.05,2020-04-09 22:00:00,-4.0,15
5.456,54.67,2020-04-09 23:00:00,-3.0,15
7.513,51.69,2020-04-10 00:00:00,-2.0,15
6.098,59.14,2020-04-10 01:00:00,-1.0,15
5.846,62.04,2020-04-10 02:00:00,-1.0,15
5.671,63.63,2020-04-10 03:00:00,-1.0,15
3.819,72.57,2020-04-10 04:00:00,-1.0,15
5.298,64.48,2020-04-10 05:00:00,-1.0,15
4.585,66.38,2020-04-10 06:00:00,-1.0,15
4.581,64.59,2020-04-10 07:00:00,-2.0,15
4.955,63.02,2020-04-10 08:00:00,-1.0,15
6.042,54.33,2020-04-10 09:00:00,-2.0,15
5.77,53.23,2020-04-10 10:00:00,-3.0,15
6.398,50.81,2020-04-10 11:00:00,-3.0,15
7.695,47.66,2020-04-10 12:00:00,-2.0,15
8.59,45.31,2020-04-10 13:00:00,-2.0,15
10.12,39.92,2020-04-10 14:00:00,-3.0,15
10.51,35.27,2020-04-10 15:00:00,-4.0,15
10.63,33.63,2020-04-10 16:00:00,-5.0,15
11.1,28.82,2020-04-10 17:00:00,-6.0,15
10.25,30.3,2020-04-10 18:00:00,-7.0,15
8.81,34.46,2020-04-10 19:00:00,-6.0,15
5.544,43.3,2020-04-10 20:00:00,-6.0,15
5.003,42.29,2020-04-10 21:00:00,-7.0,15
3.967,47.07,2020-04-10 22:00:00,-6.0,15
3.641,32.97,2020-04-10 23:00:00,-11.0,15
2.654,35.2,2020-04-11 00:00:00,-11.0,15
1.222,43.22,2020-04-11 01:00:00,-10.0,15
0.382,45.91,2020-04-11 02:00:00,-10.0,15
-0.744,49.58,2020-04-11 03:00:00,-9.0,15
-1.584,52.0,2020-04-11 04:00:00,-9.0,15
-2.235,57.34,2020-04-11 05:00:00,-8.0,15
-3.136,59.87,2020-04-11 06:00:00,-9.0,15
-3.6,59.47,2020-04-11 07:00:00,-9.0,15
-2.836,55.76,2020-04-11 08:00:00,-10.0,15
-1.972,47.6,2020-04-11 09:00:00,-11.0,15
-1.292,36.16,2020-04-11 10:00:00,-13.0,15
-0.021,29.04,2020-04-11 11:00:00,-15.0,15
0.816,28.8,2020-04-11 12:00:00,-16.0,15
1.328,23.09,2020-04-11 13:00:00,-17.0,15
2.278,20.23,2020-04-11 14:00:00,-19.0,15
3.098,19.88,2020-04-11 15:00:00,-17.0,15
3.086,17.84,2020-04-11 16:00:00,-19.0,15
3.188,17.66,2020-04-11 17:00:00,-19.0,15
3.03,18.29,2020-04-11 18:00:00,-19.0,15
2.421,19.75,2020-04-11 19:00:00,-18.0,15
0.737,25.41,2020-04-11 20:00:00,-17.0,15
-2.023,36.35,2020-04-11 21:00:00,-13.0,15
-3.881,48.16,2020-04-11 22:00:00,-12.0,15
-5.135,56.61,2020-04-11 23:00:00,-12.0,15
-6.755,61.58,2020-04-12 00:00:00,-12.0,15
-7.245,63.9,2020-04-12 01:00:00,-12.0,15
-7.672,67.36,2020-04-12 02:00:00,-12.0,15
-8.37,71.64,2020-04-12 03:00:00,-12.0,15
-8.69,74.18,2020-04-12 04:00:00,-12.0,15
-8.88,74.03,2020-04-12 05:00:00,-12.0,15
-9.1,74.8,2020-04-12 06:00:00,-12.0,15
-8.96,72.57,2020-04-12 07:00:00,-13.0,15
-2.821,51.63,2020-04-12 08:00:00,-11.0,15
-0.116,35.08,2020-04-12 09:00:00,-12.0,15
1.419,26.71,2020-04-12 10:00:00,-15.0,15
2.049,26.54,2020-04-12 11:00:00,-15.0,15
2.885,25.51,2020-04-12 12:00:00,-15.0,15
3.375,23.56,2020-04-12 13:00:00,-15.0,15
4.29,19.78,2020-04-12 14:00:00,-17.0,15
4.927,20.65,2020-04-12 15:00:00,-16.0,15
5.124,20.48,2020-04-12 16:00:00,-16.0,15
4.699,18.73,2020-04-12 17:00:00,-17.0,15
4.417,17.93,2020-04-12 18:00:00,-17.0,15
3.935,23.81,2020-04-12 19:00:00,-15.0,15
2.278,26.87,2020-04-12 20:00:00,-15.0,15
-1.455,43.01,2020-04-12 21:00:00,-11.0,15
-3.073,48.45,2020-04-12 22:00:00,-12.0,15
-4.286,55.66,2020-04-12 23:00:00,-11.0,15
-5.158,59.25,2020-04-13 00:00:00,-11.0,15
-6.424,64.72,2020-04-13 01:00:00,-11.0,15
-7.023,67.75,2020-04-13 02:00:00,-12.0,15
-7.022,66.45,2020-04-13 03:00:00,-12.0,15
-7.634,69.28,2020-04-13 04:00:00,-11.0,15
-7.707,70.05,2020-04-13 05:00:00,-12.0,15
-8.57,71.25,2020-04-13 06:00:00,-12.0,15
-8.37,75.14,2020-04-13 07:00:00,-11.0,15
-2.878,54.69,2020-04-13 08:00:00,-10.0,15
3.375,29.42,2020-04-13 09:00:00,-13.0,15
5.304,22.8,2020-04-13 10:00:00,-14.0,15
6.977,17.22,2020-04-13 11:00:00,-16.0,15
8.32,16.42,2020-04-13 12:00:00,-16.0,15
8.84,15.41,2020-04-13 13:00:00,-16.0,15
9.42,12.76,2020-04-13 14:00:00,-18.0,15
10.33,11.41,2020-04-13 15:00:00,-18.0,15
10.2,12.81,2020-04-13 16:00:00,-17.0,15
11.22,13.11,2020-04-13 17:00:00,-17.0,15
10.31,22.68,2020-04-13 18:00:00,-10.0,15
9.77,22.98,2020-04-13 19:00:00,-10.0,15
5.989,35.45,2020-04-13 20:00:00,-8.0,15
7.131,48.57,2020-04-13 21:00:00,-3.0,15
4.699,73.83,2020-04-13 22:00:00,0.0,15
3.967,81.1,2020-04-13 23:00:00,1.0,15
4.564,78.09,2020-04-14 00:00:00,1.0,15
4.281,80.6,2020-04-14 01:00:00,1.0,15
4.005,81.9,2020-04-14 02:00:00,1.0,15
5.035,72.05,2020-04-14 03:00:00,1.0,15
5.105,69.17,2020-04-14 04:00:00,0.0,15
5.58,64.52,2020-04-14 05:00:00,-1.0,15
5.8,61.26,2020-04-14 06:00:00,-1.0,15
5.74,67.5,2020-04-14 07:00:00,0.0,15
