air_temp,min_air_temp_snc_last_reset,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,time,avg_wnd_spd_10m_pst10mts,dwpt_temp,week_of_year
-4.4,-4.4, 243.0,-1.6,-6999.0, 12.2,2020-04-08 00:00:00, 5.8,-6999.0,15
-4.3,-4.6, 244.0,-1.6,-6999.0, 16.0,2020-04-08 01:00:00, 6.9,-6999.0,15
-5.7,-5.7, 226.0,-1.6,-6999.0, 13.1,2020-04-08 02:00:00, 3.9,-6999.0,15
-5.7,-6.0, 227.0,-1.6,-6999.0, 7.1,2020-04-08 03:00:00, 1.8,-6999.0,15
-5.9,-6.0, 255.0,-1.6,-6999.0, 5.6,2020-04-08 04:00:00, 2.1,-6999.0,15
-5.2,-6.0, 258.0,-1.6,-6999.0, 12.5,2020-04-08 05:00:00, 5.0,-6999.0,15
-5.4,-6.0, 257.0,-1.6,-6999.0, 11.9,2020-04-08 06:00:00, 5.3,-6999.0,15
-5.9,-6.6, 258.0,-5.4,-6999.0, 9.7,2020-04-08 07:00:00, 2.7,-6999.0,15
-5.9,-7.1, 234.0,-5.4,-6999.0, 9.2,2020-04-08 08:00:00, 2.1,-6999.0,15
-3.9,-7.1, 238.0,-3.9,-6999.0, 18.1,2020-04-08 09:00:00, 5.1,-6999.0,15
-4.2,-7.1, 180.0,-3.8,-6999.0, 10.1,2020-04-08 10:00:00, 2.5,-6999.0,15
-3.1,-7.1, 99.0,-3.1,-6999.0, 19.6,2020-04-08 11:00:00, 3.2,-6999.0,15
-3.1,-7.1, 269.0,-3.0,-6999.0, 22.2,2020-04-08 12:00:00, 11.0,-6999.0,15
-2.3,-7.1, 265.0,-2.3,-6999.0, 24.8,2020-04-08 13:00:00, 10.6,-6999.0,15
-1.5,-7.1, 262.0,-1.5,-6999.0, 21.1,2020-04-08 14:00:00, 7.7,-6999.0,15
-1.0,-7.1, 272.0,-1.0,-6999.0, 22.9,2020-04-08 15:00:00, 10.0,-6999.0,15
0.0,-7.1, 264.0,0.1,-6999.0, 25.4,2020-04-08 16:00:00, 9.4,-6999.0,15
0.9,-7.1, 249.0,0.9,-6999.0, 21.9,2020-04-08 17:00:00, 8.9,-6999.0,15
