air_temp,min_air_temp_snc_last_reset,mslp,avg_wnd_dir_10m_pst10mts,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,time,avg_wnd_spd_10m_pst10mts,dwpt_temp,stn_pres,week_of_year
14.4,14.3, 994.1, None,16.8,62.0, None,2021-09-17 00:00:00, None,7.0, 987.0,38
14.1,13.9, 994.1, None,16.8,56.0, None,2021-09-17 01:00:00, None,5.0, 987.0,38
14.2,13.9, 993.1, None,16.8,57.0, None,2021-09-17 02:00:00, None,6.0, 986.0,38
13.7,13.7, 993.1, None,16.8,61.0, None,2021-09-17 03:00:00, None,6.0, 986.0,38
12.8,12.8, 992.0, None,16.8,67.0, None,2021-09-17 04:00:00, None,7.0, 985.0,38
12.3,12.3, 992.1, None,16.8,73.0, None,2021-09-17 05:00:00, None,8.0, 985.0,38
11.7,11.7, 992.1, None,16.8,79.0, None,2021-09-17 06:00:00, None,8.0, 985.0,38
11.5,11.4, 991.1, None,11.7,80.0, None,2021-09-17 07:00:00, None,8.0, 984.0,38
11.1,11.1, 991.1, None,11.7,83.0, None,2021-09-17 08:00:00, None,8.0, 984.0,38
10.9,10.9, 990.1, None,11.7,83.0, None,2021-09-17 09:00:00, None,8.0, 983.0,38
10.8,10.8, 990.1, None,11.7,83.0, None,2021-09-17 10:00:00, None,8.0, 983.0,38
10.9,10.8, 990.1, None,11.7,81.0, None,2021-09-17 11:00:00, None,8.0, 983.0,38
10.9,10.8, 989.1, None,11.7,82.0, None,2021-09-17 12:00:00, None,8.0, 982.0,38
11.1,10.8, 988.1, None,11.7,81.0, None,2021-09-17 13:00:00, None,8.0, 981.0,38
11.0,10.8, 988.1, None,11.7,84.0, None,2021-09-17 14:00:00, None,8.0, 981.0,38
11.3,10.8, 987.1, None,11.7,85.0, None,2021-09-17 15:00:00, None,9.0, 980.0,38
11.7,10.8, 987.1, None,11.7,85.0, None,2021-09-17 16:00:00, None,9.0, 980.0,38
12.2,10.8, 985.0, None,12.2,84.0, None,2021-09-17 17:00:00, None,10.0, 978.0,38
13.5,10.8, 984.0, None,13.5,81.0, None,2021-09-17 18:00:00, None,10.0, 977.0,38
13.2,13.2, 984.0, None,13.6,86.0, None,2021-09-17 19:00:00, None,11.0, 977.0,38
13.4,13.2, 983.0, None,13.6,86.0, None,2021-09-17 20:00:00, None,11.0, 976.0,38
13.6,13.2, 983.0, None,13.7,86.0, None,2021-09-17 21:00:00, None,11.0, 976.0,38
13.7,13.2, 984.0, None,13.8,87.0, None,2021-09-17 22:00:00, None,12.0, 977.0,38
13.9,13.2, 984.0, None,14.0,87.0, None,2021-09-17 23:00:00, None,12.0, 977.0,38
14.0,13.2, 984.0, None,14.0,86.0, None,2021-09-18 00:00:00, None,12.0, 977.0,38
13.9,13.2, 984.0, None,14.1,84.0, None,2021-09-18 01:00:00, None,11.0, 977.0,38
13.7,13.2, 985.0, None,14.1,83.0, None,2021-09-18 02:00:00, None,11.0, 978.0,38
13.4,13.2, 986.1, None,14.1,83.0, None,2021-09-18 03:00:00, None,11.0, 979.0,38
12.8,12.9, 986.1, None,14.1,85.0, None,2021-09-18 04:00:00, None,10.0, 979.0,38
12.9,12.6, 986.1, None,14.1,82.0, None,2021-09-18 05:00:00, None,10.0, 979.0,38
12.6,12.6, 986.0, None,14.1,82.0, None,2021-09-18 06:00:00, None,10.0, 979.0,38
12.7,12.6, 986.0, None,12.8,80.0, None,2021-09-18 07:00:00, None,9.0, 979.0,38
12.9,12.6, 987.0, None,13.0,79.0, None,2021-09-18 08:00:00, None,9.0, 980.0,38
13.8,12.6, 988.0, None,13.8,75.0, None,2021-09-18 09:00:00, None,10.0, 981.0,38
14.6,12.6, 988.0, None,14.8,73.0, None,2021-09-18 10:00:00, None,10.0, 981.0,38
15.1,12.6, 989.0, None,15.3,69.0, None,2021-09-18 11:00:00, None,9.0, 982.0,38
16.0,12.6, 989.0, None,16.1,64.0, None,2021-09-18 12:00:00, None,9.0, 982.0,38
16.9,12.6, 989.0, None,17.0,54.0, None,2021-09-18 13:00:00, None,7.0, 982.0,38
14.7,12.6, 989.0, None,17.3,69.0, None,2021-09-18 14:00:00, None,9.0, 982.0,38
17.3,12.6, 989.0, None,17.5,54.0, None,2021-09-18 15:00:00, None,8.0, 982.0,38
18.4,12.6, 989.0, None,18.8,43.0, None,2021-09-18 16:00:00, None,6.0, 982.0,38
17.1,12.6, 989.0, None,18.8,55.0, None,2021-09-18 17:00:00, None,8.0, 982.0,38
17.2,12.6, 989.0, None,18.8,57.0, None,2021-09-18 18:00:00, None,9.0, 982.0,38
13.2,13.3, 989.1, None,17.2,76.0, None,2021-09-18 19:00:00, None,9.0, 982.0,38
14.1,13.1, 989.1, None,17.2,69.0, None,2021-09-18 20:00:00, None,9.0, 982.0,38
14.0,13.1, 990.1, None,17.2,68.0, None,2021-09-18 21:00:00, None,8.0, 983.0,38
14.1,13.1, 991.1, None,17.2,69.0, None,2021-09-18 22:00:00, None,8.0, 984.0,38
13.8,13.1, 990.1, None,17.2,70.0, None,2021-09-18 23:00:00, None,9.0, 983.0,38
13.2,13.1, 991.1, None,17.2,77.0, None,2021-09-19 00:00:00, None,9.0, 984.0,38
12.3,12.3, 991.1, None,17.2,81.0, None,2021-09-19 01:00:00, None,9.0, 984.0,38
12.0,12.0, 991.1, None,17.2,83.0, None,2021-09-19 02:00:00, None,9.0, 984.0,38
12.0,12.0, 991.1, None,17.2,83.0, None,2021-09-19 03:00:00, None,9.0, 984.0,38
11.7,11.7, 992.1, None,17.2,82.0, None,2021-09-19 04:00:00, None,9.0, 985.0,38
