pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,avg_wnd_spd_10m_pst10mts,dwpt_temp,air_temp,min_air_temp_snc_last_reset,DEW_POINT,pcpn_amt_pst1hr,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,time,snw_dpth,HEIGHT_OF_SNOW,stn_pres,week_of_year
None, 9.2, 93.0, 11.4, 93.0, None, None, 8.0, 9.2, 9.2, 8.0, 1.4, None, None,2021-09-17 00:00:00, None, None, None,38
None, 8.99, 94.1, 11.4, 94.0, None, None, 8.0, 9.0, 8.9, 8.0, 1.5, None, None,2021-09-17 01:00:00, None, None, None,38
None, 8.79, 94.4, 11.4, 94.0, None, None, 8.0, 8.8, 8.7, 8.0, 3.9, None, None,2021-09-17 02:00:00, None, None, None,38
None, 8.76, 93.7, 11.4, 94.0, None, None, 8.0, 8.8, 8.7, 8.0, 0.6, None, None,2021-09-17 03:00:00, None, None, None,38
None, 8.61, 94.5, 11.4, 95.0, None, None, 8.0, 8.6, 8.6, 8.0, 0.3, None, None,2021-09-17 04:00:00, None, None, None,38
None, 8.53, 94.6, 11.4, 95.0, None, None, 8.0, 8.5, 8.5, 8.0, 0.1, None, None,2021-09-17 05:00:00, None, None, None,38
None, 8.48, 94.7, 11.4, 95.0, None, None, 8.0, 8.5, 8.5, 8.0, 0.9, None, None,2021-09-17 06:00:00, None, None, None,38
None, 8.49, 94.7, 8.5, 95.0, None, None, 8.0, 8.5, 8.4, 8.0, 0.8, None, None,2021-09-17 07:00:00, None, None, None,38
None, 8.42, 94.8, 8.5, 95.0, None, None, 8.0, 8.4, 8.4, 8.0, 1.2, None, None,2021-09-17 08:00:00, None, None, None,38
None, 8.88, 94.8, 9.1, 95.0, None, None, 8.0, 8.9, 8.3, 8.0, 0.3, None, None,2021-09-17 09:00:00, None, None, None,38
None, 9.05, 95.0, 9.1, 95.0, None, None, 8.0, 9.1, 8.3, 8.0, 0.9, None, None,2021-09-17 10:00:00, None, None, None,38
None, 9.4, 94.7, 9.4, 95.0, None, None, 9.0, 9.4, 8.3, 9.0, 0.2, None, None,2021-09-17 11:00:00, None, None, None,38
None, 9.68, 93.7, 9.8, 94.0, None, None, 9.0, 9.7, 8.3, 9.0, 0.1, None, None,2021-09-17 12:00:00, None, None, None,38
None, 10.11, 92.7, 10.4, 93.0, None, None, 9.0, 10.1, 8.3, 9.0, 0.2, None, None,2021-09-17 13:00:00, None, None, None,38
None, 10.78, 91.1, 10.8, 91.0, None, None, 9.0, 10.8, 8.3, 9.0, -0.2, None, None,2021-09-17 14:00:00, None, None, None,38
None, 10.69, 90.4, 11.0, 90.0, None, None, 9.0, 10.7, 8.3, 9.0, 0.2, None, None,2021-09-17 15:00:00, None, None, None,38
