station_observations
AirTemp, ONE_DAY_PRECIPITATION, Snow_WE, time, MIN_TEMP, MAX_TEMP
None, 2.0, None, 2019-01-01 00:00:00, -11.4, -6.2
None, 18.0, None, 2019-01-02 00:00:00, -8.7, -4.8
None, 39.0, None, 2019-01-03 00:00:00, -5.5, -2.6
None, 7.0, None, 2019-01-04 00:00:00, -4.1, -2.1
None, 0.0, None, 2019-01-05 00:00:00, -7.5, -1.8
None, 12.0, None, 2019-01-06 00:00:00, -7.4, -2.2
None, 6.0, None, 2019-01-07 00:00:00, -16.6, -7.4
None, 5.0, None, 2019-01-08 00:00:00, -18.4, -7.2
None, 11.0, None, 2019-01-09 00:00:00, -7.9, -1.3
None, 6.0, None, 2019-01-10 00:00:00, -4.7, -0.9
None, 1.0, None, 2019-01-11 00:00:00, -7.7, -1.9
None, 0.0, None, 2019-01-12 00:00:00, -8.2, -5.1
None, 0.0, None, 2019-01-13 00:00:00, -7.9, -4.3
None, 0.0, None, 2019-01-14 00:00:00, -7.7, -4.5
None, 0.0, None, 2019-01-15 00:00:00, -10.4, -5.9
None, 0.0, None, 2019-01-16 00:00:00, -11.2, -2.3
None, 4.0, None, 2019-01-17 00:00:00, -7.3, -1.4
None, 13.0, None, 2019-01-18 00:00:00, -5.2, -2.4
None, 6.0, None, 2019-01-19 00:00:00, -5.5, -2.4
None, 0.0, None, 2019-01-20 00:00:00, -13.1, -4.0
None, 0.0, None, 2019-01-21 00:00:00, -14.5, -8.6
None, 6.0, None, 2019-01-22 00:00:00, -10.8, -6.7
None, 2.0, None, 2019-01-23 00:00:00, -11.6, -5.0
None, 0.0, None, 2019-01-24 00:00:00, -9.2, -4.6
None, 0.0, None, 2019-01-25 00:00:00, -6.1, -1.9
None, 0.0, None, 2019-01-26 00:00:00, -3.8, 1.3
None, 2.0, None, 2019-01-27 00:00:00, -10.6, 1.4
None, 0.0, None, 2019-01-28 00:00:00, -14.1, -5.8
None, 0.0, None, 2019-01-29 00:00:00, -14.2, -8.2
None, 0.0, None, 2019-01-30 00:00:00, -11.5, -3.5
None, 4.0, None, 2019-01-31 00:00:00, -5.1, -0.3
None, 55.0, None, 2019-02-01 00:00:00, -3.5, -1.8
None, 8.0, None, 2019-02-02 00:00:00, -7.4, -2.3
None, 3.0, None, 2019-02-03 00:00:00, -14.8, -5.6
None, 1.0, None, 2019-02-04 00:00:00, -20.7, -12.6
None, 0.0, None, 2019-02-05 00:00:00, -24.6, -13.1
None, 0.0, None, 2019-02-06 00:00:00, -26.0, -16.0
None, 2.0, None, 2019-02-07 00:00:00, -22.1, -12.3
None, 2.0, None, 2019-02-08 00:00:00, -17.2, -13.1
None, 0.0, None, 2019-02-09 00:00:00, -21.8, -12.4
None, 2.0, None, 2019-02-10 00:00:00, -23.1, -8.9
None, 0.0, None, 2019-02-11 00:00:00, -23.6, -11.9
None, 11.0, None, 2019-02-12 00:00:00, -15.4, -9.3
None, 2.0, None, 2019-02-13 00:00:00, -18.2, -7.1
