station_observations
AirTemp, ONE_DAY_PRECIPITATION, time, MIN_TEMP, MAX_TEMP
None, 0.0, 2019-01-01 00:00:00, 0.9, 4.7
None, 26.0, 2019-01-02 00:00:00, 0.9, 4.5
None, 64.0, 2019-01-03 00:00:00, 3.2, 9.2
None, 16.0, 2019-01-04 00:00:00, 4.6, 9.3
None, 3.0, 2019-01-05 00:00:00, 4.2, 6.4
None, 0.0, 2019-01-06 00:00:00, 2.3, 7.6
None, 0.0, 2019-01-07 00:00:00, -1.7, 4.4
None, 22.8, 2019-01-08 00:00:00, -0.9, 1.2
None, 65.2, 2019-01-09 00:00:00, 0.5, 4.9
None, 8.5, 2019-01-10 00:00:00, 2.9, 8.8
None, 6.0, 2019-01-11 00:00:00, 2.5, 6.7
None, 0.0, 2019-01-12 00:00:00, 2.4, 7.8
None, 0.0, 2019-01-13 00:00:00, 2.0, 7.7
None, 0.0, 2019-01-14 00:00:00, 0.3, 7.7
None, 2.0, 2019-01-15 00:00:00, -1.0, 1.1
None, 0.0, 2019-01-16 00:00:00, -1.8, 2.7
None, 23.0, 2019-01-17 00:00:00, 0.6, 5.0
None, 17.0, 2019-01-18 00:00:00, 4.1, 7.2
None, 10.0, 2019-01-19 00:00:00, 3.6, 7.7
None, 0.0, 2019-01-20 00:00:00, 0.7, 6.6
None, 1.0, 2019-01-21 00:00:00, 0.3, 5.8
None, 22.0, 2019-01-22 00:00:00, 3.2, 4.5
None, 2.0, 2019-01-23 00:00:00, 0.6, 6.4
None, 0.0, 2019-01-24 00:00:00, 3.9, 5.9
None, 0.0, 2019-01-25 00:00:00, 1.6, 6.1
None, 0.0, 2019-01-26 00:00:00, 2.7, 4.9
None, 0.0, 2019-01-27 00:00:00, 1.9, 7.7
None, 0.0, 2019-01-28 00:00:00, 0.0, 7.0
None, 0.0, 2019-01-29 00:00:00, -1.0, 7.4
None, 1.0, 2019-01-30 00:00:00, -0.5, 5.1
None, 4.0, 2019-01-31 00:00:00, 1.9, 5.2
None, 15.0, 2019-02-01 00:00:00, 4.3, 6.5
None, 0.0, 2019-02-02 00:00:00, -0.4, 5.1
None, 0.0, 2019-02-03 00:00:00, -5.6, 0.7
None, 0.0, 2019-02-04 00:00:00, -8.4, 0.7
None, 0.0, 2019-02-05 00:00:00, -6.9, 1.6
None, 0.0, 2019-02-06 00:00:00, -5.0, 3.2
None, 3.0, 2019-02-07 00:00:00, -2.8, 4.0
None, 0.0, 2019-02-08 00:00:00, -5.3, 1.1
None, 0.0, 2019-02-09 00:00:00, -5.7, 2.2
None, 5.0, 2019-02-10 00:00:00, -6.7, -1.0
None, 9.0, 2019-02-11 00:00:00, -6.9, -1.4
None, 5.0, 2019-02-12 00:00:00, -3.7, -0.7
None, 0.0, 2019-02-13 00:00:00, -5.4, 3.3
None, 13.0, 2019-02-14 00:00:00, -6.0, 1.1
None, 3.0, 2019-02-15 00:00:00, -0.4, 3.1
None, 0.0, 2019-02-16 00:00:00, 0.1, 2.2
None, 0.0, 2019-02-17 00:00:00, -1.9, 5.9
None, 0.0, 2019-02-18 00:00:00, -2.7, 3.4
None, 1.0, 2019-02-19 00:00:00, -0.9, 3.1
None, 0.0, 2019-02-20 00:00:00, -1.3, 6.4
