TEMP_MEAN,WSPD_SCLR,HUMIDITY,avg_rel_hum_pst1hr,time,avg_air_temp_pst1hr,week_of_year
None, 0.929, None, 94.6,2016-12-30 00:00:00, 2.2,53
None, 0.825999, None, 96.7,2016-12-30 01:00:00, 0.597,53
None, 0.509, None, 98.1,2016-12-30 02:00:00, -0.577,53
None, 0.625, None, 98.7,2016-12-30 03:00:00, -0.911,53
None, 0.8, None, 99.0,2016-12-30 04:00:00, -1.115,53
None, 0.514998, None, 99.1,2016-12-30 05:00:00, -1.431,53
None, 0.407999, None, 99.1,2016-12-30 06:00:00, -1.804,53
None, 0.569998, None, 99.2,2016-12-30 07:00:00, -2.092,53
None, 0.425998, None, 99.2,2016-12-30 08:00:00, -2.493,53
None, 0.532998, None, 99.2,2016-12-30 09:00:00, -2.388,53
None, 0.268999, None, 98.1,2016-12-30 10:00:00, -0.776,53
None, 0.762, None, 92.5,2016-12-30 11:00:00, 1.662,53
None, 0.545, None, 85.6,2016-12-30 12:00:00, 3.868,53
None, 0.862999, None, 72.99,2016-12-30 13:00:00, 5.68,53
None, 0.843999, None, 60.97,2016-12-30 14:00:00, 6.761,53
None, 0.625, None, 57.65,2016-12-30 15:00:00, 7.439,53
None, 0.587998, None, 70.95,2016-12-30 16:00:00, 6.063,53
None, 0.823, None, 92.1,2016-12-30 17:00:00, 1.834,53
None, 0.66, None, 95.2,2016-12-30 18:00:00, 0.321,53
None, 0.449999, None, 96.6,2016-12-30 19:00:00, -0.555,53
None, 0.157, None, 96.5,2016-12-30 20:00:00, -1.105,53
None, 0.108998, None, 97.3,2016-12-30 21:00:00, -1.765,53
None, 0.159998, None, 97.9,2016-12-30 22:00:00, -2.22,53
None, 0.247998, None, 98.3,2016-12-30 23:00:00, -2.349,53
None, 0.187998, None, 98.5,2016-12-31 00:00:00, -2.684,53
