time,ONE_DAY_PRECIPITATION,MAX_TEMP,MIN_TEMP,week_of_year
2016-01-22, 7.0,7.7,5.2,4
2016-01-23, 0.0,9.5,1.4,4
2016-01-24, 0.0,7.2,2.0,4
2016-01-25, 0.0,8.3,4.9,4
2016-01-26, 18.0,8.1,6.6,4
2016-01-27, 32.0,10.9,7.3,4
2016-01-28, 6.0,10.4,4.0,4
