pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,STANDARD_SNOW,PRECIPITATION_NEW,MINIMUM_AIR_TEMPERATURE,WIND_DIRECTION_STD_DEVIATION1,snwfl_amt_pst1hr,MEASURED_WIND_DIRECTION1,dwpt_temp,air_temp,min_air_temp_snc_last_reset,pcpn_amt_pst1hr,DEW_POINT,ATMOSPHERIC_PRESSURE,max_air_temp_snc_last_reset,rel_hum,MAXIMUM_AIR_TEMPERATURE,time,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,week_of_year
None, None, -10.89, 47.08, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-12-24 00:00:00, None, None, 37.12,52
None, None, -12.35, 66.41, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-12-24 01:00:00, None, None, 37.1,52
None, None, -12.36, 66.82, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-12-24 02:00:00, None, None, 37.57,52
None, None, -12.32, 65.74, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-12-24 03:00:00, None, None, 36.97,52
None, None, -11.32, 52.22, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-12-24 04:00:00, None, None, 36.99,52
None, None, -10.9, 58.31, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-12-24 05:00:00, None, None, 36.95,52
None, None, -10.24, 61.8, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-12-24 06:00:00, None, None, 36.67,52
None, None, -10.08, 62.31, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-12-24 07:00:00, None, None, 36.83,52
None, None, -10.32, 67.45, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-12-24 08:00:00, None, None, 36.92,52
None, None, -9.35, 58.85, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-12-24 11:00:00, None, None, 36.96,52
None, None, -8.72, 53.75, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-12-24 12:00:00, None, None, 36.86,52
None, None, -8.5, 55.78, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-12-24 13:00:00, None, None, 36.68,52
None, None, -8.18, 54.5, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-12-24 14:00:00, None, None, 36.82,52
None, None, -8.23, 56.24, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-12-24 15:00:00, None, None, 36.83,52
None, None, -8.45, 63.21, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-12-24 16:00:00, None, None, 36.82,52
None, None, -8.72, 72.87, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-12-24 17:00:00, None, None, 36.85,52
None, None, -8.86, 75.03, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-12-24 18:00:00, None, None, 36.83,52
None, None, -9.09, 71.46, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-12-24 19:00:00, None, None, 36.83,52
None, None, -9.39, 69.11, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-12-24 20:00:00, None, None, 36.84,52
None, None, -9.69, 70.97, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-12-24 21:00:00, None, None, 36.82,52
None, None, -9.93, 73.35, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-12-24 22:00:00, None, None, 36.85,52
None, None, -9.98, 73.63, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-12-24 23:00:00, None, None, 36.86,52
None, None, -10.27, 71.52, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-12-25 00:00:00, None, None, 36.71,52
None, None, -10.76, 70.48, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-12-25 01:00:00, None, None, 36.72,52
None, None, -11.05, 72.96, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-12-25 02:00:00, None, None, 36.69,52
None, None, -11.41, 77.11, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-12-25 03:00:00, None, None, 36.84,52
None, None, -11.63, 80.3, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-12-25 04:00:00, None, None, 36.77,52
None, None, -11.63, 76.94, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-12-25 05:00:00, None, None, 36.71,52
None, None, -12.25, 76.58, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-12-25 06:00:00, None, None, 36.85,52
None, None, -12.4, 76.74, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-12-25 07:00:00, None, None, 36.8,52
None, None, -12.53, 79.59, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-12-25 08:00:00, None, None, 36.76,52
None, None, -13.17, 82.3, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-12-25 09:00:00, None, None, 36.8,52
None, None, -13.27, 82.2, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-12-25 10:00:00, None, None, 36.76,52
None, None, -12.25, 72.39, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-12-25 11:00:00, None, None, 36.8,52
None, None, -11.31, 65.06, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-12-25 12:00:00, None, None, 36.86,52
None, None, -10.42, 63.46, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-12-25 13:00:00, None, None, 36.39,52
None, None, -10.59, 63.0, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-12-25 14:00:00, None, None, 36.65,52
None, None, -11.24, 73.39, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-12-25 15:00:00, None, None, 36.78,52
None, None, -11.83, 76.56, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-12-25 16:00:00, None, None, 36.83,52
None, None, -12.25, 75.32, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-12-25 17:00:00, None, None, 36.84,52
None, None, -11.65, 58.99, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-12-25 18:00:00, None, None, 36.69,52
None, None, -12.39, 50.91, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None,2017-12-25 19:00:00, None, None, 36.82,52
