CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,rel_hum,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,MEASURED_WIND_DIRECTION1,MEASURED_WIND_SPEED1,air_temp,min_air_temp_snc_last_reset,DEW_POINT,avg_wnd_dir_10m_pst10mts,dwpt_temp,time,week_of_year
-18.0, 81.3, None, None, None,14.0, None,265.4,22.13, None, None, -20.0, None, None,2017-12-24 00:00:00,52
-17.47, 82.1, None, None, None,14.39, None,276.7,23.14, None, None, -20.0, None, None,2017-12-24 01:00:00,52
-17.37, 81.8, None, None, None,17.79, None,295.4,18.58, None, None, -19.0, None, None,2017-12-24 02:00:00,52
-17.18, 81.5, None, None, None,24.84, None,285.1,13.63, None, None, -19.0, None, None,2017-12-24 03:00:00,52
-17.08, 82.0, None, None, None,12.44, None,251.9,17.83, None, None, -19.0, None, None,2017-12-24 04:00:00,52
-17.14, 81.6, None, None, None,15.85, None,261.1,16.65, None, None, -19.0, None, None,2017-12-24 05:00:00,52
-17.71, 81.5, None, None, None,7.4, None,246.5,19.59, None, None, -20.0, None, None,2017-12-24 06:00:00,52
-17.42, 81.7, None, None, None,11.06, None,260.3,17.09, None, None, -20.0, None, None,2017-12-24 07:00:00,52
-16.55, 82.3, None, None, None,11.73, None,267.2,16.65, None, None, -19.0, None, None,2017-12-24 08:00:00,52
-14.65, 83.5, None, None, None,14.39, None,263.3,13.3, None, None, -17.0, None, None,2017-12-24 09:00:00,52
-14.05, 84.3, None, None, None,13.16, None,262.9,15.77, None, None, -16.0, None, None,2017-12-24 10:00:00,52
-14.45, 84.4, None, None, None,11.56, None,277.0,18.22, None, None, -16.0, None, None,2017-12-24 11:00:00,52
-13.97, 84.0, None, None, None,9.63, None,241.2,14.54, None, None, -16.0, None, None,2017-12-24 12:00:00,52
-13.88, 84.0, None, None, None,8.95, None,248.7,13.85, None, None, -16.0, None, None,2017-12-24 13:00:00,52
-13.69, 84.0, None, None, None,10.53, None,253.9,10.75, None, None, -16.0, None, None,2017-12-24 14:00:00,52
-15.03, 83.4, None, None, None,7.84, None,259.2,11.84, None, None, -17.0, None, None,2017-12-24 15:00:00,52
-15.92, 83.1, None, None, None,5.539, None,252.4,14.57, None, None, -18.0, None, None,2017-12-24 16:00:00,52
-15.91, 83.0, None, None, None,5.323, None,249.8,14.09, None, None, -18.0, None, None,2017-12-24 17:00:00,52
-16.28, 82.8, None, None, None,6.205, None,248.4,15.41, None, None, -18.0, None, None,2017-12-24 18:00:00,52
-16.76, 82.3, None, None, None,4.92, None,246.4,15.14, None, None, -19.0, None, None,2017-12-24 19:00:00,52
-16.76, 82.5, None, None, None,5.924, None,250.4,15.71, None, None, -19.0, None, None,2017-12-24 20:00:00,52
-16.96, 82.3, None, None, None,4.455, None,249.3,16.43, None, None, -19.0, None, None,2017-12-24 21:00:00,52
-17.04, 82.3, None, None, None,6.178, None,246.3,17.94, None, None, -19.0, None, None,2017-12-24 22:00:00,52
-16.9, 82.4, None, None, None,4.836, None,250.3,17.02, None, None, -19.0, None, None,2017-12-24 23:00:00,52
-17.14, 82.1, None, None, None,5.954, None,253.3,18.83, None, None, -19.0, None, None,2017-12-25 00:00:00,52
-17.19, 82.3, None, None, None,6.545, None,253.6,20.18, None, None, -19.0, None, None,2017-12-25 01:00:00,52
-17.33, 82.0, None, None, None,5.661, None,253.5,20.49, None, None, -19.0, None, None,2017-12-25 02:00:00,52
-17.62, 81.7, None, None, None,7.24, None,259.3,17.98, None, None, -20.0, None, None,2017-12-25 03:00:00,52
-17.9, 81.3, None, None, None,5.794, None,263.9,14.72, None, None, -20.0, None, None,2017-12-25 04:00:00,52
-18.1, 81.5, None, None, None,6.261, None,257.5,14.87, None, None, -20.0, None, None,2017-12-25 05:00:00,52
-18.1, 81.2, None, None, None,5.976, None,251.7,16.88, None, None, -20.0, None, None,2017-12-25 06:00:00,52
-18.05, 81.2, None, None, None,5.638, None,256.0,12.99, None, None, -20.0, None, None,2017-12-25 07:00:00,52
-17.95, 81.4, None, None, None,4.686, None,265.7,13.28, None, None, -20.0, None, None,2017-12-25 08:00:00,52
-16.28, 82.4, None, None, None,5.786, None,262.4,12.31, None, None, -18.0, None, None,2017-12-25 09:00:00,52
-16.03, 82.2, None, None, None,6.358, None,251.0,10.74, None, None, -18.0, None, None,2017-12-25 10:00:00,52
-16.13, 82.3, None, None, None,8.52, None,244.4,8.18, None, None, -18.0, None, None,2017-12-25 11:00:00,52
