AirTemperature,Precipitation,Rain,WindSpeed,SnowDepth,time,WindDirection,RelativeHumidity,week_of_year
10.3, 0.0,0.0,3.8, 0.02,2019-09-10 00:00:00,43.0,96.0,37
10.5, None,0.0,3.8, None,2019-09-10 00:15:00,350.0,96.0,37
10.5, None,0.0,0.9, None,2019-09-10 00:30:00,2.0,96.0,37
10.2, None,0.0,0.0, None,2019-09-10 00:45:00,130.0,96.0,37
10.1, 0.0,0.0,3.6, 0.018,2019-09-10 01:00:00,45.0,96.0,37
9.7, None,0.0,2.9, None,2019-09-10 01:15:00,51.0,96.0,37
9.8, None,0.0,0.0, None,2019-09-10 01:30:00,11.0,97.0,37
9.8, None,0.0,3.1, None,2019-09-10 01:45:00,39.0,97.0,37
9.7, 0.0,0.0,2.7, 0.018,2019-09-10 02:00:00,45.0,97.0,37
9.8, None,0.0,0.8, None,2019-09-10 02:15:00,336.0,97.0,37
9.9, None,0.0,0.8, None,2019-09-10 02:30:00,360.0,97.0,37
10.1, None,0.0,0.0, None,2019-09-10 02:45:00,10.0,97.0,37
10.3, 0.0,0.0,1.4, 0.018,2019-09-10 03:00:00,6.0,97.0,37
10.4, None,0.0,0.0, None,2019-09-10 03:15:00,21.0,97.0,37
10.3, None,0.0,0.0, None,2019-09-10 03:30:00,354.0,97.0,37
10.4, None,0.0,1.5, None,2019-09-10 03:45:00,318.0,97.0,37
10.5, 0.0,0.0,3.2, 0.02,2019-09-10 04:00:00,311.0,97.0,37
10.5, None,0.0,0.0, None,2019-09-10 04:15:00,336.0,97.0,37
10.6, None,0.0,2.6, None,2019-09-10 04:30:00,292.0,97.0,37
10.4, None,0.0,2.3, None,2019-09-10 04:45:00,339.0,98.0,37
10.6, 0.0,0.0,3.5, 0.018,2019-09-10 05:00:00,339.0,97.0,37
10.4, None,0.0,2.0, None,2019-09-10 05:15:00,37.0,98.0,37
10.2, None,0.0,0.0, None,2019-09-10 05:30:00,355.0,98.0,37
10.5, None,0.0,3.1, None,2019-09-10 05:45:00,335.0,98.0,37
10.2, 0.0,0.0,0.0, 0.019,2019-09-10 06:00:00,34.0,98.0,37
