AirTemp,ONE_DAY_PRECIPITATION,Snow_WE,time,MIN_TEMP,MAX_TEMP,week_of_year,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,SWE,ONE_DAY_SNOW,air_temp_1,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE1,RELATIVE_HUMIDITY1,max_air_temp_snc_last_reset,max_wnd_spd_10m_pst1hr,WIND_DIRECTION_STD_DEVIATION1,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,avg_wnd_spd_10m_pst10mts,air_temp,min_air_temp_snc_last_reset,mslp,DEW_POINT,ATMOSPHERIC_PRESSURE,avg_wnd_dir_10m_pst10mts,snwfl_amt_pst1hr,rel_hum,snw_dpth,HEIGHT_OF_SNOW,stn_pres
,0.0, None,2020-03-18,-11.5,4.5,12,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0, None,2020-03-19,-11.3,6.3,12,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0, None,2020-03-20,-10.0,6.3,12,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0, None,2020-03-21,-9.3,4.5,12,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.0, None,2020-03-22,-11.8,7.0,12,,,,,,,,,,,,,,,,,,,,,,,,,,
,6.5, None,2020-03-23,-9.6,1.9,12,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.1, None,2020-03-24,-11.5,-1.0,12,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2020-03-18 00:00:00, None, None,12,394.0,699.0, None, None,4.0,,,,,,,,,,,,,,,,,,,,,
,,,2020-03-18 01:00:00, None, None,12,394.0,700.0, None, None,2.2,,,,,,,,,,,,,,,,,,,,,
,,,2020-03-18 02:00:00, None, None,12,394.0,702.0, None, None,-1.9,,,,,,,,,,,,,,,,,,,,,
,,,2020-03-18 03:00:00, None, None,12,394.0,704.0, None, None,-4.6,,,,,,,,,,,,,,,,,,,,,
,,,2020-03-18 04:00:00, None, None,12,394.0,704.0, None, None,-6.4,,,,,,,,,,,,,,,,,,,,,
,,,2020-03-18 05:00:00, None, None,12,394.0,704.0, None, None,-7.4,,,,,,,,,,,,,,,,,,,,,
,,,2020-03-18 06:00:00, None, None,12,394.0,704.0, None, None,-8.4,,,,,,,,,,,,,,,,,,,,,
,,,2020-03-18 07:00:00, None, None,12,394.0,704.0, None, None,-9.1,,,,,,,,,,,,,,,,,,,,,
,,,2020-03-18 08:00:00, None, None,12,394.0,704.0, None, None,-9.4,,,,,,,,,,,,,,,,,,,,,
,,,2020-03-18 09:00:00, None, None,12,394.0,704.0, None, None,-9.6,,,,,,,,,,,,,,,,,,,,,
,,,2020-03-18 10:00:00, None, None,12,394.0,704.0, None, None,-9.9,,,,,,,,,,,,,,,,,,,,,
,,,2020-03-18 11:00:00, None, None,12,394.0,704.0, None, None,-9.6,,,,,,,,,,,,,,,,,,,,,
,,,2020-03-18 12:00:00, None, None,12,394.0,704.0, None, None,-10.4,,,,,,,,,,,,,,,,,,,,,
,,,2020-03-18 13:00:00, None, None,12,394.0,704.0, None, None,-10.9,,,,,,,,,,,,,,,,,,,,,
,,,2020-03-18 14:00:00, None, None,12,394.0,704.0, None, None,-11.5,,,,,,,,,,,,,,,,,,,,,
,,,2020-03-18 15:00:00, None, None,12,395.0,704.0, None, None,-10.7,,,,,,,,,,,,,,,,,,,,,
