WDIR_VECT,time,TEMP_MEAN,HUMIDITY,week_of_year
198.6,2021-03-19 00:00:00, None,99.9,12
183.9,2021-03-19 01:00:00, None,99.6,12
190.0,2021-03-19 02:00:00, None,99.9,12
274.3,2021-03-19 03:00:00, None,99.7,12
196.6,2021-03-19 04:00:00, None,99.6,12
228.3,2021-03-19 05:00:00, None,99.7,12
126.7,2021-03-19 06:00:00, None,99.9,12
138.3,2021-03-19 07:00:00, None,99.8,12
111.9,2021-03-19 08:00:00, None,99.6,12
334.4,2021-03-19 09:00:00, None,100.0,12
79.9,2021-03-19 10:00:00, None,99.7,12
327.0,2021-03-19 11:00:00, None,100.0,12
324.2,2021-03-19 12:00:00, None,99.7,12
314.4,2021-03-19 13:00:00, None,99.9,12
345.4,2021-03-19 14:00:00, None,94.4,12
313.5,2021-03-19 15:00:00, None,91.4,12
297.3,2021-03-19 16:00:00, None,96.6,12
303.8,2021-03-19 17:00:00, None,99.7,12
83.8,2021-03-19 18:00:00, None,68.6,12
192.7,2021-03-19 19:00:00, None,99.8,12
115.4,2021-03-19 20:00:00, None,95.9,12
124.7,2021-03-19 21:00:00, None,91.1,12
128.4,2021-03-19 22:00:00, None,99.6,12
122.9,2021-03-19 23:00:00, None,99.9,12
122.6,2021-03-20 00:00:00, None,99.7,12
132.0,2021-03-20 01:00:00, None,99.6,12
127.0,2021-03-20 02:00:00, None,99.7,12
110.1,2021-03-20 03:00:00, None,99.9,12
124.4,2021-03-20 04:00:00, None,99.8,12
124.0,2021-03-20 05:00:00, None,100.0,12
129.9,2021-03-20 06:00:00, None,99.9,12
131.2,2021-03-20 07:00:00, None,99.6,12
105.7,2021-03-20 08:00:00, None,100.0,12
104.0,2021-03-20 09:00:00, None,99.6,12
94.8,2021-03-20 10:00:00, None,100.0,12
80.7,2021-03-20 11:00:00, None,99.7,12
69.7,2021-03-20 12:00:00, None,100.0,12
320.0,2021-03-20 13:00:00, None,98.7,12
311.0,2021-03-20 14:00:00, None,83.1,12
303.2,2021-03-20 15:00:00, None,74.0,12
282.7,2021-03-20 16:00:00, None,70.5,12
253.4,2021-03-20 17:00:00, None,77.5,12
267.3,2021-03-20 18:00:00, None,93.1,12
244.9,2021-03-20 19:00:00, None,82.0,12
262.1,2021-03-20 20:00:00, None,75.7,12
222.9,2021-03-20 21:00:00, None,88.9,12
193.6,2021-03-20 22:00:00, None,99.7,12
135.8,2021-03-20 23:00:00, None,100.0,12
217.2,2021-03-21 00:00:00, None,99.6,12
202.3,2021-03-21 01:00:00, None,99.6,12
227.9,2021-03-21 02:00:00, None,94.4,12
187.7,2021-03-21 03:00:00, None,82.5,12
228.6,2021-03-21 04:00:00, None,99.7,12
127.4,2021-03-21 05:00:00, None,99.0,12
123.2,2021-03-21 06:00:00, None,99.0,12
81.1,2021-03-21 07:00:00, None,99.0,12
117.8,2021-03-21 08:00:00, None,99.0,12
45.2,2021-03-21 09:00:00, None,99.3,12
321.9,2021-03-21 10:00:00, None,99.4,12
314.8,2021-03-21 11:00:00, None,99.0,12
333.5,2021-03-21 12:00:00, None,99.1,12
95.3,2021-03-21 13:00:00, None,99.0,12
73.7,2021-03-21 14:00:00, None,99.1,12
77.6,2021-03-21 15:00:00, None,99.2,12
100.3,2021-03-21 16:00:00, None,99.1,12
104.6,2021-03-21 17:00:00, None,99.3,12
111.3,2021-03-21 18:00:00, None,99.0,12
94.3,2021-03-21 19:00:00, None,99.6,12
93.6,2021-03-21 20:00:00, None,99.7,12
95.6,2021-03-21 21:00:00, None,99.4,12
107.3,2021-03-21 22:00:00, None,99.6,12
88.9,2021-03-21 23:00:00, None,99.0,12
124.8,2021-03-22 00:00:00, None,99.1,12
263.8,2021-03-22 01:00:00, None,99.0,12
95.1,2021-03-22 02:00:00, None,99.3,12
32.7,2021-03-22 03:00:00, None,99.1,12
169.0,2021-03-22 04:00:00, None,99.4,12
290.9,2021-03-22 05:00:00, None,99.4,12
107.1,2021-03-22 06:00:00, None,99.2,12
94.5,2021-03-22 07:00:00, None,99.4,12
101.7,2021-03-22 08:00:00, None,99.0,12
85.3,2021-03-22 09:00:00, None,99.3,12
35.9,2021-03-22 10:00:00, None,80.7,12
327.1,2021-03-22 11:00:00, None,71.4,12
336.2,2021-03-22 12:00:00, None,66.5,12
301.1,2021-03-22 13:00:00, None,61.7,12
291.1,2021-03-22 14:00:00, None,64.2,12
294.4,2021-03-22 15:00:00, None,55.9,12
295.7,2021-03-22 16:00:00, None,57.7,12
300.0,2021-03-22 17:00:00, None,56.1,12
296.2,2021-03-22 18:00:00, None,62.9,12
161.1,2021-03-22 19:00:00, None,85.6,12
180.7,2021-03-22 20:00:00, None,94.6,12
182.7,2021-03-22 21:00:00, None,99.3,12
177.1,2021-03-22 22:00:00, None,99.0,12
226.3,2021-03-22 23:00:00, None,99.2,12
160.7,2021-03-23 00:00:00, None,99.3,12
94.3,2021-03-23 01:00:00, None,99.0,12
206.8,2021-03-23 02:00:00, None,99.0,12
276.1,2021-03-23 03:00:00, None,99.1,12
30.0,2021-03-23 04:00:00, None,99.0,12
161.4,2021-03-23 05:00:00, None,99.4,12
259.3,2021-03-23 06:00:00, None,99.0,12
320.6,2021-03-23 07:00:00, None,99.0,12
65.2,2021-03-23 08:00:00, None,99.4,12
302.0,2021-03-23 09:00:00, None,99.7,12
92.4,2021-03-23 10:00:00, None,77.4,12
90.2,2021-03-23 11:00:00, None,76.9,12
83.9,2021-03-23 12:00:00, None,67.1,12
68.2,2021-03-23 13:00:00, None,64.5,12
224.3,2021-03-23 14:00:00, None,66.8,12
204.7,2021-03-23 15:00:00, None,68.8,12
182.8,2021-03-23 16:00:00, None,64.3,12
190.8,2021-03-23 17:00:00, None,63.1,12
180.1,2021-03-23 18:00:00, None,64.2,12
161.8,2021-03-23 19:00:00, None,75.0,12
196.0,2021-03-23 20:00:00, None,90.4,12
335.0,2021-03-23 21:00:00, None,93.6,12
137.5,2021-03-23 22:00:00, None,84.3,12
310.2,2021-03-23 23:00:00, None,99.7,12
119.5,2021-03-24 00:00:00, None,99.8,12
120.6,2021-03-24 01:00:00, None,99.9,12
98.4,2021-03-24 02:00:00, None,99.7,12
103.2,2021-03-24 03:00:00, None,99.7,12
107.7,2021-03-24 04:00:00, None,99.9,12
110.7,2021-03-24 05:00:00, None,99.9,12
113.4,2021-03-24 06:00:00, None,99.4,12
99.1,2021-03-24 07:00:00, None,99.1,12
112.9,2021-03-24 08:00:00, None,99.4,12
112.6,2021-03-24 09:00:00, None,99.5,12
112.2,2021-03-24 10:00:00, None,99.1,12
128.7,2021-03-24 11:00:00, None,99.7,12
115.2,2021-03-24 12:00:00, None,99.6,12
105.2,2021-03-24 13:00:00, None,99.6,12
92.3,2021-03-24 14:00:00, None,95.5,12
102.8,2021-03-24 15:00:00, None,91.9,12
140.1,2021-03-24 16:00:00, None,93.5,12
94.4,2021-03-24 17:00:00, None,97.8,12
171.6,2021-03-24 18:00:00, None,98.8,12
307.3,2021-03-24 19:00:00, None,99.7,12
309.3,2021-03-24 20:00:00, None,99.7,12
320.5,2021-03-24 21:00:00, None,99.6,12
190.0,2021-03-24 22:00:00, None,99.9,12
114.9,2021-03-24 23:00:00, None,99.9,12
118.8,2021-03-25 00:00:00, None,99.9,12
97.1,2021-03-25 01:00:00, None,99.6,12
106.7,2021-03-25 02:00:00, None,99.9,12
140.5,2021-03-25 03:00:00, None,99.6,12
56.5,2021-03-25 04:00:00, None,99.9,12
256.2,2021-03-25 05:00:00, None,99.6,12
302.6,2021-03-25 06:00:00, None,100.0,12
251.6,2021-03-25 07:00:00, None,99.6,12
297.8,2021-03-25 08:00:00, None,99.6,12
316.8,2021-03-25 09:00:00, None,89.8,12
355.3,2021-03-25 10:00:00, None,84.8,12
320.6,2021-03-25 11:00:00, None,84.6,12
301.8,2021-03-25 12:00:00, None,78.7,12
296.4,2021-03-25 13:00:00, None,71.2,12
297.1,2021-03-25 14:00:00, None,65.3,12
296.3,2021-03-25 15:00:00, None,66.5,12
299.7,2021-03-25 16:00:00, None,67.6,12
300.3,2021-03-25 17:00:00, None,61.6,12
309.0,2021-03-25 18:00:00, None,66.0,12
306.2,2021-03-25 19:00:00, None,83.1,12
218.8,2021-03-25 20:00:00, None,91.9,12
230.4,2021-03-25 21:00:00, None,99.8,12
137.0,2021-03-25 22:00:00, None,100.0,12
141.2,2021-03-25 23:00:00, None,99.0,12
