AirTemperature,Precipitation,Rain,WindSpeed,SnowDepth,time,WindDirection,SnowWaterEquivalent,RelativeHumidity,week_of_year
11.5, 1.0,0.0, 8.2, 0.028,2019-09-24 00:00:00, 220.0, -0.3,96.0,39
11.4, None,0.0, 6.8, None,2019-09-24 00:15:00, 207.0, None,96.0,39
11.7, None,0.0, 11.5, None,2019-09-24 00:30:00, 240.0, None,96.0,39
11.4, None,0.0, 12.0, None,2019-09-24 00:45:00, 247.0, None,94.0,39
11.2, 0.0,0.0, 16.8, 0.027,2019-09-24 01:00:00, 240.0, 0.9,92.0,39
11.0, None,0.0, 15.3, None,2019-09-24 01:15:00, 246.0, None,92.0,39
11.0, None,0.254, 15.4, None,2019-09-24 01:30:00, 246.0, None,93.0,39
10.7, None,0.0, 16.7, None,2019-09-24 01:45:00, 248.0, None,90.0,39
10.6, -1.0,0.0, 20.5, 0.027,2019-09-24 02:00:00, 250.0, 0.8,89.0,39
10.4, None,0.0, 19.8, None,2019-09-24 02:15:00, 249.0, None,90.0,39
10.2, None,0.0, 14.4, None,2019-09-24 02:30:00, 245.0, None,89.0,39
10.1, None,0.0, 13.8, None,2019-09-24 02:45:00, 208.0, None,90.0,39
9.9, 2.0,0.0, 9.1, 0.027,2019-09-24 03:00:00, 198.0, 0.9,91.0,39
9.9, None,0.0, 8.9, None,2019-09-24 03:15:00, 184.0, None,91.0,39
9.7, None,0.0, 6.8, None,2019-09-24 03:30:00, 127.0, None,91.0,39
9.7, None,0.0, 6.6, None,2019-09-24 03:45:00, 125.0, None,92.0,39
9.8, 0.0,0.0, 7.6, 0.027,2019-09-24 04:00:00, 229.0, 0.7,88.0,39
9.9, None,0.0, 9.6, None,2019-09-24 04:15:00, 221.0, None,87.0,39
9.7, None,0.0, 9.0, None,2019-09-24 04:30:00, 227.0, None,88.0,39
9.7, None,0.0, 9.0, None,2019-09-24 04:45:00, 216.0, None,89.0,39
9.6, 0.0,0.0, 5.4, 0.027,2019-09-24 05:00:00, 205.0, 1.0,89.0,39
9.5, None,0.0, 9.3, None,2019-09-24 05:15:00, 258.0, None,89.0,39
9.5, None,0.0, 7.6, None,2019-09-24 05:30:00, 262.0, None,90.0,39
9.6, None,0.0, 13.4, None,2019-09-24 05:45:00, 238.0, None,88.0,39
9.6, 0.0,0.0, 8.9, 0.027,2019-09-24 06:00:00, 248.0, 0.8,86.0,39
