station_observations
wind_speed, temperature, wind_direction, relative_humidity, time, precipitation
15.8, 24.7, 208.0, 25.0, 2017-07-26 16:00:00, 0.0
12.4, 24.1, 240.0, 26.0, 2017-07-26 17:00:00, 0.0
12.7, 24.6, 245.0, 25.0, 2017-07-26 18:00:00, 0.0
15.0, 22.8, 243.0, 26.0, 2017-07-26 19:00:00, 0.0
4.9, 20.2, 280.0, 37.0, 2017-07-26 20:00:00, 0.0
6.5, 17.3, 263.0, 48.0, 2017-07-26 21:00:00, 0.0
4.6, 14.3, 252.0, 57.0, 2017-07-26 22:00:00, 0.0
7.8, 13.3, 263.0, 59.0, 2017-07-26 23:00:00, 0.0
4.3, 9.0, 250.0, 75.0, 2017-07-27 00:00:00, 0.0
2.7, 9.8, 243.0, 73.0, 2017-07-27 01:00:00, 0.0
3.3, 7.6, 189.0, 80.0, 2017-07-27 02:00:00, 0.0
5.0, 6.5, 238.0, 86.0, 2017-07-27 03:00:00, 0.0
3.6, 5.1, 293.0, 91.0, 2017-07-27 04:00:00, 0.0
0.0, 4.9, 236.0, 90.0, 2017-07-27 05:00:00, 0.0
2.5, 5.9, 326.0, 90.0, 2017-07-27 06:00:00, 0.0
4.1, 9.5, 15.0, 79.0, 2017-07-27 07:00:00, 0.0
3.4, 14.0, 268.0, 50.0, 2017-07-27 08:00:00, 0.0
9.2, 16.4, 353.0, 39.0, 2017-07-27 09:00:00, 0.0
11.5, 18.1, 300.0, 36.0, 2017-07-27 10:00:00, 0.0
11.1, 19.1, 254.0, 34.0, 2017-07-27 11:00:00, 0.0
7.7, 18.9, 149.0, 36.0, 2017-07-27 12:00:00, 0.0
8.9, 19.2, 217.0, 36.0, 2017-07-27 13:00:00, 0.0
7.4, 20.4, 41.0, 35.0, 2017-07-27 14:00:00, 0.0
5.0, 20.2, 86.0, 33.0, 2017-07-27 15:00:00, 0.0
4.0, 20.9, 29.0, 31.0, 2017-07-27 16:00:00, 0.0
10.1, 17.8, 313.0, 46.0, 2017-07-27 17:00:00, 0.0
7.0, 14.8, 276.0, 64.0, 2017-07-27 18:00:00, 0.0
2.4, 12.7, 302.0, 88.0, 2017-07-27 19:00:00, 0.6
3.3, 12.0, 252.0, 92.0, 2017-07-27 20:00:00, 0.0
5.5, 9.9, 335.0, 78.0, 2017-07-27 21:00:00, 0.0
4.0, 9.0, 301.0, 73.0, 2017-07-27 22:00:00, 0.0
0.0, 5.2, 243.0, 90.0, 2017-07-27 23:00:00, 0.0
3.3, 3.8, 243.0, 93.0, 2017-07-28 00:00:00, 0.0
