snw_dpth_wtr_equiv,SWE,ONE_DAY_SNOW,time,air_temp_1,MIN_TEMP,MAX_TEMP,week_of_year
None, 981.0, None,2018-04-23 16:00:00, None, None, None,17
None, 984.0, None,2018-04-24 16:00:00, None, None, None,17
None, 984.0, None,2018-04-25 16:00:00, None, None, None,17
1237.0, None, None,2018-04-25 23:00:00, 14.9, None, None,17
1236.0, None, None,2018-04-26 00:00:00, 14.0, None, None,17
1236.0, None, None,2018-04-26 01:00:00, 12.2, None, None,17
1236.0, None, None,2018-04-26 02:00:00, 10.3, None, None,17
1236.0, None, None,2018-04-26 03:00:00, 9.7, None, None,17
1237.0, None, None,2018-04-26 04:00:00, 8.4, None, None,17
1237.0, None, None,2018-04-26 05:00:00, 8.0, None, None,17
1237.0, None, None,2018-04-26 06:00:00, 7.7, None, None,17
1237.0, None, None,2018-04-26 07:00:00, 8.6, None, None,17
1237.0, None, None,2018-04-26 08:00:00, 8.3, None, None,17
1237.0, None, None,2018-04-26 09:00:00, 7.6, None, None,17
1237.0, None, None,2018-04-26 10:00:00, 8.1, None, None,17
1237.0, None, None,2018-04-26 11:00:00, 8.4, None, None,17
1236.0, None, None,2018-04-26 12:00:00, 8.0, None, None,17
1235.0, None, None,2018-04-26 13:00:00, 7.5, None, None,17
1235.0, None, None,2018-04-26 14:00:00, 7.9, None, None,17
1235.0, None, None,2018-04-26 15:00:00, 8.6, None, None,17
1234.0, 993.0, None,2018-04-26 16:00:00, 10.2, None, None,17
1233.0, None, None,2018-04-26 17:00:00, 12.0, None, None,17
1232.0, None, None,2018-04-26 18:00:00, 14.5, None, None,17
1232.0, None, None,2018-04-26 19:00:00, 17.3, None, None,17
1232.0, None, None,2018-04-26 20:00:00, 16.8, None, None,17
1231.0, None, None,2018-04-26 21:00:00, 17.5, None, None,17
1231.0, None, None,2018-04-26 22:00:00, 17.3, None, None,17
1231.0, None, None,2018-04-26 23:00:00, 17.6, None, None,17
1231.0, None, None,2018-04-27 00:00:00, 16.5, None, None,17
1231.0, None, None,2018-04-27 01:00:00, 14.3, None, None,17
1231.0, None, None,2018-04-27 02:00:00, 12.4, None, None,17
1231.0, None, None,2018-04-27 03:00:00, 10.4, None, None,17
1231.0, None, None,2018-04-27 04:00:00, 9.8, None, None,17
1231.0, None, None,2018-04-27 05:00:00, 10.8, None, None,17
1231.0, None, None,2018-04-27 06:00:00, 10.0, None, None,17
1230.0, None, None,2018-04-27 07:00:00, 10.5, None, None,17
1228.0, None, None,2018-04-27 08:00:00, 10.4, None, None,17
1228.0, None, None,2018-04-27 09:00:00, 10.1, None, None,17
1228.0, None, None,2018-04-27 10:00:00, 9.4, None, None,17
1227.0, None, None,2018-04-27 11:00:00, 9.4, None, None,17
1226.0, None, None,2018-04-27 12:00:00, 9.0, None, None,17
1225.0, None, None,2018-04-27 13:00:00, 8.9, None, None,17
1224.0, None, None,2018-04-27 14:00:00, 9.8, None, None,17
1223.0, None, None,2018-04-27 15:00:00, 9.8, None, None,17
1223.0, 995.0, None,2018-04-27 16:00:00, 10.8, None, None,17
1222.0, None, None,2018-04-27 17:00:00, 13.2, None, None,17
1221.0, None, None,2018-04-27 18:00:00, 15.4, None, None,17
1220.0, None, None,2018-04-27 19:00:00, 17.9, None, None,17
1220.0, None, None,2018-04-27 20:00:00, 18.1, None, None,17
1220.0, None, None,2018-04-27 21:00:00, 17.6, None, None,17
1219.0, None, None,2018-04-27 22:00:00, 17.2, None, None,17
1219.0, None, None,2018-04-27 23:00:00, 16.5, None, None,17
1219.0, None, None,2018-04-28 00:00:00, 14.1, None, None,17
1219.0, None, None,2018-04-28 01:00:00, 7.7, None, None,17
1219.0, None, None,2018-04-28 02:00:00, 4.7, None, None,17
1219.0, None, None,2018-04-28 03:00:00, 4.0, None, None,17
1217.0, None, None,2018-04-28 04:00:00, 3.4, None, None,17
1217.0, None, None,2018-04-28 05:00:00, 3.2, None, None,17
1216.0, None, None,2018-04-28 06:00:00, 2.7, None, None,17
1216.0, None, None,2018-04-28 07:00:00, 2.6, None, None,17
1216.0, None, None,2018-04-28 08:00:00, 2.3, None, None,17
1216.0, None, None,2018-04-28 09:00:00, 2.2, None, None,17
1215.0, None, None,2018-04-28 10:00:00, 1.9, None, None,17
1214.0, None, None,2018-04-28 11:00:00, 1.9, None, None,17
1214.0, None, None,2018-04-28 12:00:00, 1.7, None, None,17
1213.0, None, None,2018-04-28 13:00:00, 1.7, None, None,17
1213.0, None, None,2018-04-28 14:00:00, 1.6, None, None,17
1212.0, None, None,2018-04-28 15:00:00, 1.5, None, None,17
1212.0, 1004.0, None,2018-04-28 16:00:00, 1.3, None, None,17
1212.0, None, None,2018-04-28 17:00:00, 1.4, None, None,17
1212.0, None, None,2018-04-28 18:00:00, 1.2, None, None,17
1212.0, None, None,2018-04-28 19:00:00, 1.3, None, None,17
1212.0, None, None,2018-04-28 20:00:00, 0.9, None, None,17
1212.0, None, None,2018-04-28 21:00:00, 0.8, None, None,17
1212.0, None, None,2018-04-28 22:00:00, 0.7, None, None,17
1212.0, None, None,2018-04-28 23:00:00, 0.4, None, None,17
1212.0, None, None,2018-04-29 00:00:00, 0.5, None, None,17
1212.0, None, None,2018-04-29 01:00:00, 0.4, None, None,17
1212.0, None, None,2018-04-29 02:00:00, 0.3, None, None,17
1210.0, None, None,2018-04-29 03:00:00, 0.2, None, None,17
1210.0, None, None,2018-04-29 04:00:00, 0.2, None, None,17
1209.0, None, None,2018-04-29 05:00:00, 0.1, None, None,17
1208.0, None, None,2018-04-29 06:00:00, 0.1, None, None,17
1207.0, None, None,2018-04-29 07:00:00, 0.0, None, None,17
1205.0, None, None,2018-04-29 08:00:00, 0.0, None, None,17
1205.0, None, None,2018-04-29 09:00:00, 0.1, None, None,17
