pcpn_amt_pst24hrs,SWE,cum_pcpn_amt,ONE_DAY_SNOW,air_temp_2,air_temp_1,snw_dpth,MAX_TEMP,ONE_DAY_PRECIPITATION,pcpn_amt_pst1hr,snw_dpth_wtr_equiv,time,MIN_TEMP,week_of_year
None, None, None, None, None, 2.0, 44.0, None, None,346.0, 180.0,2018-04-23 00:00:00, None,17
None, None, None, None, None, 2.8, 44.0, None, None,346.0, 180.0,2018-04-23 01:00:00, None,17
None, None, None, None, None, 2.4, 45.0, None, None,346.0, 181.0,2018-04-23 02:00:00, None,17
None, None, None, None, None, 1.6, 44.0, None, None,346.0, 181.0,2018-04-23 03:00:00, None,17
None, None, None, None, None, 0.9, 45.0, None, None,346.0, 181.0,2018-04-23 04:00:00, None,17
None, None, None, None, None, 0.5, 44.0, None, None,346.0, 181.0,2018-04-23 05:00:00, None,17
None, None, None, None, None, 0.5, 44.0, None, None,347.0, 180.0,2018-04-23 06:00:00, None,17
None, None, None, None, None, 0.4, 44.0, None, None,346.0, 180.0,2018-04-23 07:00:00, None,17
None, None, None, None, None, 0.3, 44.0, None, None,346.0, 180.0,2018-04-23 08:00:00, None,17
None, None, None, None, None, 0.3, 45.0, None, None,347.0, 180.0,2018-04-23 09:00:00, None,17
None, None, None, None, None, 0.2, 44.0, None, None,347.0, 180.0,2018-04-23 10:00:00, None,17
None, None, None, None, None, -0.2, 44.0, None, None,346.0, 180.0,2018-04-23 11:00:00, None,17
None, None, None, None, None, -0.2, 44.0, None, None,346.0, 180.0,2018-04-23 12:00:00, None,17
None, None, None, None, None, -0.4, 44.0, None, None,347.0, 179.0,2018-04-23 13:00:00, None,17
None, None, None, None, None, -0.5, 44.0, None, None,347.0, 179.0,2018-04-23 14:00:00, None,17
None, None, None, None, None, -0.2, 44.0, None, None,347.0, 179.0,2018-04-23 15:00:00, None,17
None, 0.0, None, None, None, 0.8, 43.0, None, None,347.0, 179.0,2018-04-23 16:00:00, None,17
None, None, None, None, None, 1.9, 44.0, None, None,347.0, 179.0,2018-04-23 17:00:00, None,17
None, None, None, None, None, 4.8, 44.0, None, None,347.0, 180.0,2018-04-23 18:00:00, None,17
None, None, None, None, None, 4.5, 44.0, None, None,346.0, 181.0,2018-04-23 19:00:00, None,17
None, None, None, None, None, 6.0, 43.0, None, None,346.0, 181.0,2018-04-23 20:00:00, None,17
None, None, None, None, None, 5.5, 43.0, None, None,345.0, 182.0,2018-04-23 21:00:00, None,17
None, None, None, None, None, 5.1, 42.0, None, None,345.0, 182.0,2018-04-23 22:00:00, None,17
