RELATIVE_HUMIDITY1,STANDARD_SNOW,MINIMUM_AIR_TEMPERATURE,max_wnd_spd_10m_pst1hr,MEASURED_WIND_SPEED1,MEASURED_WIND_DIRECTION1,dwpt_temp,min_air_temp_snc_last_reset,DEW_POINT,avg_wnd_dir_10m_pst10mts,ACTUAL_WIND_DIRECTION,MAXIMUM_AIR_TEMPERATURE,snw_dpth,MAXIMUM_MEASURED_WIND_SPEED1,HEIGHT_OF_SNOW,pcpn_amt_pst24hrs,CURRENT_AIR_TEMPERATURE2,CURRENT_AIR_TEMPERATURE1,PRECIPITATION_NEW,max_air_temp_snc_last_reset,rel_hum,ACTUAL_WIND_SPEED,WIND_DIRECTION_STD_DEVIATION1,avg_wnd_spd_10m_pst10mts,air_temp,pcpn_amt_pst1hr,snwfl_amt_pst1hr,time,stn_pres,week_of_year
33.25, None, None, None, 5.97, 134.6, -25.0, -13.4, -25.0, None, None, None, None, None, None, None, None, -13.35, None, -11.0, 33.0, None, 15.84, None, -13.4, 1.5, None,2022-02-26 00:00:00, None,9
34.01, None, None, None, 5.636, 118.5, -25.0, -13.6, -25.0, None, None, None, None, None, None, None, None, -13.61, None, -11.0, 34.0, None, 15.03, None, -13.6, 1.7, None,2022-02-26 01:00:00, None,9
35.42, None, None, None, 3.782, 140.8, -25.0, -14.0, -25.0, None, None, None, None, None, None, None, None, -13.99, None, -11.0, 35.0, None, 32.83, None, -14.0, 0.8, None,2022-02-26 02:00:00, None,9
35.03, None, None, None, 2.022, 198.6, -25.0, -14.5, -25.0, None, None, None, None, None, None, None, None, -14.5, None, -11.0, 35.0, None, 47.48, None, -14.5, 1.5, None,2022-02-26 03:00:00, None,9
36.55, None, None, None, 2.508, 134.6, -25.0, -14.6, -25.0, None, None, None, None, None, None, None, None, -14.17, None, -11.0, 37.0, None, 34.99, None, -14.2, 1.7, None,2022-02-26 04:00:00, None,9
34.56, None, None, None, 1.671, 206.8, -26.0, -14.7, -26.0, None, None, None, None, None, None, None, None, -14.68, None, -11.0, 35.0, None, 48.41, None, -14.7, 1.0, None,2022-02-26 05:00:00, None,9
34.94, None, None, None, 1.109, 89.5, -25.0, -14.7, -25.0, None, None, None, None, None, None, None, None, -14.23, None, -11.0, 35.0, None, 63.17, None, -14.2, -3.3, None,2022-02-26 06:00:00, None,9
33.51, None, None, None, 0.566, 222.6, -26.0, -14.7, -26.0, None, None, None, None, None, None, None, None, -14.53, None, -14.2, 34.0, None, 59.7, None, -14.5, -2.7, None,2022-02-26 07:00:00, None,9
34.28, None, None, None, 0.627, 235.2, -25.0, -14.7, -25.0, None, None, None, None, None, None, None, None, -14.04, None, -14.0, 34.0, None, 53.72, None, -14.0, -13.6, None,2022-02-26 08:00:00, None,9
33.97, None, None, None, 0.904, 287.1, -24.0, -14.7, -24.0, None, None, None, None, None, None, None, None, -12.55, None, -12.6, 34.0, None, 30.31, None, -12.6, -9.9, None,2022-02-26 09:00:00, None,9
38.32, None, None, None, 1.389, 225.0, -20.0, -14.7, -20.0, None, None, None, None, None, None, None, None, -9.09, None, -9.1, 38.0, None, 47.4, None, -9.1, 1.6, None,2022-02-26 10:00:00, None,9
25.6, None, None, None, 3.569, 278.0, -23.0, -14.7, -23.0, None, None, None, None, None, None, None, None, -8.82, None, -8.3, 26.0, None, 37.03, None, -8.8, 0.8, None,2022-02-26 11:00:00, None,9
24.3, None, None, None, 3.933, 283.0, -24.0, -14.7, -24.0, None, None, None, None, None, None, None, None, -8.7, None, -8.3, 24.0, None, 28.02, None, -8.7, -2.9, None,2022-02-26 12:00:00, None,9
23.45, None, None, None, 3.255, 253.3, -23.0, -14.7, -23.0, None, None, None, None, None, None, None, None, -7.93, None, -7.8, 23.0, None, 37.11, None, -7.9, 0.0, None,2022-02-26 13:00:00, None,9
24.54, None, None, None, 2.494, 141.9, -24.0, -14.7, -24.0, None, None, None, None, None, None, None, None, -9.28, None, -7.8, 25.0, None, 61.5, None, -9.3, 1.4, None,2022-02-26 14:00:00, None,9
25.04, None, None, None, 0.916, 289.2, -24.0, -14.7, -24.0, None, None, None, None, None, None, None, None, -9.35, None, -7.8, 25.0, None, 69.49, None, -9.4, 0.7, None,2022-02-26 15:00:00, None,9
26.47, None, None, None, 2.619, 280.3, -24.0, -14.7, -24.0, None, None, None, None, None, None, None, None, -10.16, None, -7.8, 26.0, None, 45.82, None, -10.2, 2.5, None,2022-02-26 16:00:00, None,9
30.02, None, None, None, 3.482, 131.9, -23.0, -14.7, -23.0, None, None, None, None, None, None, None, None, -10.19, None, -7.8, 30.0, None, 44.43, None, -10.2, -15.7, None,2022-02-26 17:00:00, None,9
36.08, None, None, None, 9.05, 115.1, -20.0, -14.7, -20.0, None, None, None, None, None, None, None, None, -8.92, None, -7.8, 36.0, None, 20.49, None, -8.9, 3.9, None,2022-02-26 18:00:00, None,9
35.76, None, None, None, 9.86, 127.6, -21.0, -9.5, -21.0, None, None, None, None, None, None, None, None, -9.53, None, -8.9, 36.0, None, 18.87, None, -9.5, 0.1, None,2022-02-26 19:00:00, None,9
42.18, None, None, None, 9.34, 121.2, -18.0, -9.9, -18.0, None, None, None, None, None, None, None, None, -8.73, None, -8.7, 42.0, None, 20.42, None, -8.7, 1.9, None,2022-02-26 20:00:00, None,9
41.58, None, None, None, 11.4, 125.0, -18.0, -9.9, -18.0, None, None, None, None, None, None, None, None, -8.17, None, -8.2, 42.0, None, 16.88, None, -8.2, 1.2, None,2022-02-26 21:00:00, None,9
42.21, None, None, None, 10.74, 118.5, -17.0, -9.9, -17.0, None, None, None, None, None, None, None, None, -7.95, None, -7.9, 42.0, None, 17.16, None, -8.0, -0.5, None,2022-02-26 22:00:00, None,9
41.75, None, None, None, 10.68, 122.3, -18.0, -9.9, -18.0, None, None, None, None, None, None, None, None, -8.13, None, -7.9, 42.0, None, 17.11, None, -8.1, 0.6, None,2022-02-26 23:00:00, None,9
41.9, None, None, None, 12.47, 128.9, -18.0, -9.9, -18.0, None, None, None, None, None, None, None, None, -8.01, None, -7.9, 42.0, None, 18.29, None, -8.0, 1.7, None,2022-02-27 00:00:00, None,9
41.6, None, None, None, 9.74, 129.2, -18.0, -9.9, -18.0, None, None, None, None, None, None, None, None, -8.04, None, -7.9, 42.0, None, 17.92, None, -8.0, 0.5, None,2022-02-27 01:00:00, None,9
41.98, None, None, None, 10.4, 120.9, -18.0, -9.9, -18.0, None, None, None, None, None, None, None, None, -8.08, None, -7.9, 42.0, None, 16.83, None, -8.1, 0.9, None,2022-02-27 02:00:00, None,9
41.89, None, None, None, 9.29, 125.2, -18.0, -9.9, -18.0, None, None, None, None, None, None, None, None, -8.08, None, -7.9, 42.0, None, 17.45, None, -8.1, 0.8, None,2022-02-27 03:00:00, None,9
40.68, None, None, None, 7.2, 120.7, -18.0, -9.9, -18.0, None, None, None, None, None, None, None, None, -8.46, None, -7.9, 41.0, None, 30.54, None, -8.5, 0.7, None,2022-02-27 04:00:00, None,9
43.18, None, None, None, 9.79, 118.9, -17.0, -9.9, -17.0, None, None, None, None, None, None, None, None, -8.0, None, -7.9, 43.0, None, 21.43, None, -8.0, 0.5, None,2022-02-27 05:00:00, None,9
43.17, None, None, None, 7.67, 134.7, -17.0, -9.9, -17.0, None, None, None, None, None, None, None, None, -8.16, None, -7.6, 43.0, None, 28.07, None, -8.2, 0.7, None,2022-02-27 06:00:00, None,9
44.45, None, None, None, 7.66, 124.5, -17.0, -8.8, -17.0, None, None, None, None, None, None, None, None, -7.94, None, -7.9, 44.0, None, 31.56, None, -7.9, 0.4, None,2022-02-27 07:00:00, None,9
44.6, None, None, None, 11.47, 116.9, -16.0, -8.8, -16.0, None, None, None, None, None, None, None, None, -7.29, None, -7.3, 45.0, None, 17.34, None, -7.3, 0.1, None,2022-02-27 08:00:00, None,9
45.34, None, None, None, 8.18, 124.8, -16.0, -8.8, -16.0, None, None, None, None, None, None, None, None, -6.718, None, -6.7, 45.0, None, 25.41, None, -6.7, 2.9, None,2022-02-27 09:00:00, None,9
43.52, None, None, None, 8.69, 123.0, -16.0, -8.8, -16.0, None, None, None, None, None, None, None, None, -6.385, None, -6.4, 44.0, None, 24.86, None, -6.4, 0.9, None,2022-02-27 10:00:00, None,9
39.62, None, None, None, 8.04, 131.8, -16.0, -8.8, -16.0, None, None, None, None, None, None, None, None, -6.159, None, -6.1, 40.0, None, 25.96, None, -6.2, 0.0, None,2022-02-27 11:00:00, None,9
34.46, None, None, None, 5.085, 140.7, -18.0, -8.8, -18.0, None, None, None, None, None, None, None, None, -5.896, None, -5.9, 34.0, None, 28.7, None, -5.9, 1.1, None,2022-02-27 12:00:00, None,9
28.87, None, None, None, 1.993, 206.1, -20.0, -8.8, -20.0, None, None, None, None, None, None, None, None, -6.003, None, -5.8, 29.0, None, 48.16, None, -6.0, 1.6, None,2022-02-27 13:00:00, None,9
31.85, None, None, None, 2.245, 146.8, -18.0, -8.8, -18.0, None, None, None, None, None, None, None, None, -5.303, None, -5.3, 32.0, None, 54.61, None, -5.3, -0.1, None,2022-02-27 14:00:00, None,9
28.86, None, None, None, 2.172, 222.7, -19.0, -8.8, -19.0, None, None, None, None, None, None, None, None, -5.27, None, -5.2, 29.0, None, 38.04, None, -5.3, 1.0, None,2022-02-27 15:00:00, None,9
35.37, None, None, None, 4.811, 128.3, -17.0, -8.8, -17.0, None, None, None, None, None, None, None, None, -5.701, None, -5.2, 35.0, None, 41.74, None, -5.7, 1.4, None,2022-02-27 16:00:00, None,9
40.8, None, None, None, 2.905, 121.2, -16.0, -8.8, -16.0, None, None, None, None, None, None, None, None, -6.305, None, -5.2, 41.0, None, 54.36, None, -6.3, 1.3, None,2022-02-27 17:00:00, None,9
47.17, None, None, None, 1.854, 126.9, -14.0, -8.8, -14.0, None, None, None, None, None, None, None, None, -5.924, None, -5.2, 47.0, None, 59.79, None, -5.9, 1.0, None,2022-02-27 18:00:00, None,9
46.62, None, None, None, 5.74, 114.4, -15.0, -6.4, -15.0, None, None, None, None, None, None, None, None, -6.411, None, -5.9, 47.0, None, 25.44, None, -6.4, 0.4, None,2022-02-27 19:00:00, None,9
47.95, None, None, None, 1.95, 137.1, -15.0, -6.5, -15.0, None, None, None, None, None, None, None, None, -6.471, None, -5.9, 48.0, None, 59.04, None, -6.5, 0.3, None,2022-02-27 20:00:00, None,9
50.45, None, None, None, 3.653, 121.9, -13.0, -6.5, -13.0, None, None, None, None, None, None, None, None, -5.604, None, -5.6, 50.0, None, 37.09, None, -5.6, -0.4, None,2022-02-27 21:00:00, None,9
50.31, None, None, None, 5.089, 139.3, -14.0, -6.5, -14.0, None, None, None, None, None, None, None, None, -5.963, None, -5.6, 50.0, None, 23.03, None, -6.0, 0.3, None,2022-02-27 22:00:00, None,9
51.29, None, None, None, 8.29, 121.3, -13.0, -6.5, -13.0, None, None, None, None, None, None, None, None, -5.158, None, -5.1, 51.0, None, 16.72, None, -5.2, 0.0, None,2022-02-27 23:00:00, None,9
51.05, None, None, None, 8.52, 122.9, -13.0, -6.5, -13.0, None, None, None, None, None, None, None, None, -4.916, None, -4.9, 51.0, None, 18.94, None, -4.9, 0.0, None,2022-02-28 00:00:00, None,9
50.64, None, None, None, 8.55, 128.7, -13.0, -6.5, -13.0, None, None, None, None, None, None, None, None, -4.935, None, -4.9, 51.0, None, 19.47, None, -4.9, 0.0, None,2022-02-28 01:00:00, None,9
50.23, None, None, None, 9.63, 119.9, -13.0, -6.5, -13.0, None, None, None, None, None, None, None, None, -4.763, None, -4.8, 50.0, None, 19.61, None, -4.8, 0.1, None,2022-02-28 02:00:00, None,9
49.83, None, None, None, 12.6, 112.4, -13.0, -6.5, -13.0, None, None, None, None, None, None, None, None, -4.8, None, -4.6, 50.0, None, 14.89, None, -4.8, 0.1, None,2022-02-28 03:00:00, None,9
49.4, None, None, None, 11.74, 120.3, -13.0, -6.5, -13.0, None, None, None, None, None, None, None, None, -4.8, None, -4.6, 49.0, None, 17.55, None, -4.8, 0.2, None,2022-02-28 04:00:00, None,9
49.04, None, None, None, 10.52, 121.6, -13.0, -6.5, -13.0, None, None, None, None, None, None, None, None, -4.839, None, -4.6, 49.0, None, 18.75, None, -4.8, 0.0, None,2022-02-28 05:00:00, None,9
49.37, None, None, None, 9.28, 118.5, -13.0, -6.5, -13.0, None, None, None, None, None, None, None, None, -4.56, None, -4.6, 49.0, None, 21.69, None, -4.6, 0.3, None,2022-02-28 06:00:00, None,9
49.79, None, None, None, 9.47, 117.9, -12.0, -4.6, -12.0, None, None, None, None, None, None, None, None, -4.569, None, -4.5, 50.0, None, 16.59, None, -4.6, 0.2, None,2022-02-28 07:00:00, None,9
49.89, None, None, None, 5.521, 132.0, -12.0, -4.6, -12.0, None, None, None, None, None, None, None, None, -4.107, None, -4.1, 50.0, None, 19.28, None, -4.1, -0.2, None,2022-02-28 08:00:00, None,9
48.09, None, None, None, 2.532, 130.5, -12.0, -4.6, -12.0, None, None, None, None, None, None, None, None, -3.431, None, -3.4, 48.0, None, 42.96, None, -3.4, 2.2, None,2022-02-28 09:00:00, None,9
39.47, None, None, None, 1.99, 232.6, -13.0, -4.6, -13.0, None, None, None, None, None, None, None, None, -2.815, None, -2.8, 39.0, None, 46.21, None, -2.8, 3.4, None,2022-02-28 10:00:00, None,9
37.04, None, None, None, 3.138, 132.3, -14.0, -4.6, -14.0, None, None, None, None, None, None, None, None, -2.462, None, -2.5, 37.0, None, 40.75, None, -2.5, 2.3, None,2022-02-28 11:00:00, None,9
30.58, None, None, None, 1.638, 201.7, -15.0, -4.6, -15.0, None, None, None, None, None, None, None, None, -1.71, None, -1.7, 31.0, None, 56.01, None, -1.7, 2.5, None,2022-02-28 12:00:00, None,9
30.32, None, None, None, 2.825, 144.8, -15.0, -4.6, -15.0, None, None, None, None, None, None, None, None, -1.493, None, -1.5, 30.0, None, 34.37, None, -1.5, 1.2, None,2022-02-28 13:00:00, None,9
28.33, None, None, None, 1.275, 137.8, -15.0, -4.6, -15.0, None, None, None, None, None, None, None, None, -0.76, None, -0.7, 28.0, None, 60.64, None, -0.8, -0.3, None,2022-02-28 14:00:00, None,9
35.4, None, None, None, 3.016, 144.6, -14.0, -4.6, -14.0, None, None, None, None, None, None, None, None, -1.909, None, -0.7, 35.0, None, 51.45, None, -1.9, 0.5, None,2022-02-28 15:00:00, None,9
36.87, None, None, None, 3.901, 157.1, -14.0, -4.6, -14.0, None, None, None, None, None, None, None, None, -2.634, None, -0.7, 37.0, None, 33.0, None, -2.6, -1.8, None,2022-02-28 16:00:00, None,9
45.65, None, None, None, 3.067, 140.6, -12.0, -4.6, -12.0, None, None, None, None, None, None, None, None, -2.881, None, -0.7, 46.0, None, 38.63, None, -2.9, -0.6, None,2022-02-28 17:00:00, None,9
48.72, None, None, None, 1.913, 221.2, -11.0, -4.6, -11.0, None, None, None, None, None, None, None, None, -3.177, None, -0.7, 49.0, None, 36.58, None, -3.2, -0.1, None,2022-02-28 18:00:00, None,9
50.4, None, None, None, 3.041, 161.4, -11.0, -3.6, -11.0, None, None, None, None, None, None, None, None, -3.598, None, -3.1, 50.0, None, 43.7, None, -3.6, 0.1, None,2022-02-28 19:00:00, None,9
51.02, None, None, None, 2.139, 207.5, -11.0, -3.9, -11.0, None, None, None, None, None, None, None, None, -3.728, None, -3.1, 51.0, None, 38.57, None, -3.7, -1.0, None,2022-02-28 20:00:00, None,9
51.25, None, None, None, 1.588, 170.6, -11.0, -3.9, -11.0, None, None, None, None, None, None, None, None, -3.226, None, -3.1, 51.0, None, 44.06, None, -3.2, 0.2, None,2022-02-28 21:00:00, None,9
51.12, None, None, None, 2.899, 133.4, -11.0, -3.9, -11.0, None, None, None, None, None, None, None, None, -3.062, None, -3.1, 51.0, None, 26.33, None, -3.1, 0.3, None,2022-02-28 22:00:00, None,9
50.91, None, None, None, 5.052, 115.2, -11.0, -3.9, -11.0, None, None, None, None, None, None, None, None, -2.806, None, -2.7, 51.0, None, 12.01, None, -2.8, 0.6, None,2022-02-28 23:00:00, None,9
51.37, None, None, None, 6.077, 131.9, -11.0, -3.9, -11.0, None, None, None, None, None, None, None, None, -3.657, None, -2.7, 51.0, None, 20.61, None, -3.7, 0.5, None,2022-03-01 00:00:00, None,9
51.23, None, None, None, 4.149, 134.2, -11.0, -3.9, -11.0, None, None, None, None, None, None, None, None, -3.293, None, -2.7, 51.0, None, 28.83, None, -3.3, -0.3, None,2022-03-01 01:00:00, None,9
51.24, None, None, None, 2.292, 177.4, -11.0, -3.9, -11.0, None, None, None, None, None, None, None, None, -3.454, None, -2.7, 51.0, None, 43.1, None, -3.5, -1.0, None,2022-03-01 02:00:00, None,9
