RelativeHumidity,AirTemperature,time,Rain,week_of_year
None,15.4,2016-05-06 00:00:00,0.0,19
None,15.3,2016-05-06 00:15:00,0.0,19
None,15.2,2016-05-06 00:30:00,0.0,19
None,15.2,2016-05-06 00:45:00,0.0,19
None,15.1,2016-05-06 01:00:00,0.0,19
None,15.1,2016-05-06 01:15:00,0.0,19
None,15.0,2016-05-06 01:30:00,0.0,19
None,14.9,2016-05-06 01:45:00,0.0,19
None,15.1,2016-05-06 02:00:00,0.0,19
None,15.3,2016-05-06 02:15:00,0.0,19
None,15.4,2016-05-06 02:30:00,0.0,19
None,15.5,2016-05-06 02:45:00,0.0,19
None,15.5,2016-05-06 03:00:00,0.0,19
None,15.6,2016-05-06 03:15:00,0.0,19
None,15.6,2016-05-06 03:30:00,0.0,19
None,15.4,2016-05-06 03:45:00,0.0,19
None,15.3,2016-05-06 04:00:00,0.0,19
None,15.2,2016-05-06 04:15:00,0.0,19
None,14.1,2016-05-06 04:30:00,0.0,19
None,13.8,2016-05-06 04:45:00,0.0,19
None,13.3,2016-05-06 05:00:00,0.0,19
None,13.5,2016-05-06 05:15:00,0.0,19
None,14.1,2016-05-06 05:30:00,0.0,19
None,14.8,2016-05-06 05:45:00,0.0,19
None,15.4,2016-05-06 06:00:00,0.0,19
None,15.8,2016-05-06 06:15:00,0.0,19
None,16.2,2016-05-06 06:30:00,0.0,19
None,16.6,2016-05-06 06:45:00,0.0,19
None,16.7,2016-05-06 07:00:00,0.0,19
None,16.9,2016-05-06 07:15:00,0.0,19
None,16.8,2016-05-06 07:30:00,0.0,19
None,16.5,2016-05-06 07:45:00,0.0,19
None,16.8,2016-05-06 08:00:00,0.0,19
None,17.4,2016-05-06 08:15:00,0.0,19
None,17.9,2016-05-06 08:30:00,0.0,19
None,18.3,2016-05-06 08:45:00,0.0,19
None,18.4,2016-05-06 09:00:00,0.0,19
None,18.8,2016-05-06 09:15:00,0.0,19
None,19.3,2016-05-06 09:30:00,0.0,19
None,19.8,2016-05-06 09:45:00,0.0,19
None,20.0,2016-05-06 10:00:00,0.0,19
None,20.7,2016-05-06 10:15:00,0.0,19
None,20.7,2016-05-06 10:30:00,0.0,19
None,21.0,2016-05-06 10:45:00,0.0,19
None,21.7,2016-05-06 11:00:00,0.0,19
None,20.7,2016-05-06 11:15:00,0.0,19
None,21.3,2016-05-06 11:30:00,0.0,19
None,21.3,2016-05-06 11:45:00,0.0,19
None,21.7,2016-05-06 12:00:00,0.0,19
None,22.0,2016-05-06 12:15:00,0.0,19
None,21.8,2016-05-06 12:30:00,0.0,19
None,22.3,2016-05-06 12:45:00,0.0,19
None,22.8,2016-05-06 13:00:00,0.0,19
None,22.8,2016-05-06 13:15:00,0.0,19
None,22.7,2016-05-06 13:30:00,0.0,19
None,23.1,2016-05-06 13:45:00,0.0,19
None,23.2,2016-05-06 14:00:00,0.0,19
None,23.5,2016-05-06 14:15:00,0.0,19
None,24.6,2016-05-06 14:30:00,0.0,19
None,24.2,2016-05-06 14:45:00,0.0,19
None,24.8,2016-05-06 15:00:00,0.0,19
None,25.2,2016-05-06 15:15:00,0.0,19
None,25.1,2016-05-06 15:30:00,0.0,19
None,26.0,2016-05-06 15:45:00,0.0,19
None,25.0,2016-05-06 16:00:00,0.0,19
None,24.5,2016-05-06 16:15:00,0.0,19
None,24.5,2016-05-06 16:30:00,0.0,19
None,24.6,2016-05-06 16:45:00,0.0,19
None,24.2,2016-05-06 17:00:00,0.0,19
None,24.8,2016-05-06 17:15:00,0.0,19
None,24.0,2016-05-06 17:30:00,0.0,19
None,23.7,2016-05-06 17:45:00,0.0,19
None,22.7,2016-05-06 18:00:00,0.0,19
None,22.3,2016-05-06 18:15:00,0.0,19
None,21.9,2016-05-06 18:30:00,0.0,19
None,21.0,2016-05-06 18:45:00,0.0,19
None,20.4,2016-05-06 19:00:00,0.0,19
None,20.1,2016-05-06 19:15:00,0.0,19
None,20.8,2016-05-06 19:30:00,0.0,19
None,20.6,2016-05-06 19:45:00,0.0,19
None,20.3,2016-05-06 20:00:00,0.0,19
None,20.4,2016-05-06 20:15:00,0.0,19
None,20.4,2016-05-06 20:30:00,0.0,19
None,20.5,2016-05-06 20:45:00,0.0,19
None,20.3,2016-05-06 21:00:00,0.0,19
None,20.6,2016-05-06 21:15:00,0.0,19
None,20.5,2016-05-06 21:30:00,0.0,19
None,20.5,2016-05-06 21:45:00,0.0,19
None,20.5,2016-05-06 22:00:00,0.0,19
