station_observations
TEMP_MEAN, WSPD_SCLR, HUMIDITY, avg_rel_hum_pst1hr, time, avg_air_temp_pst1hr
-16.1, 0.49, 88.9, 88.9, 2018-01-01 00:00:00, -16.12
-15.5, 0.28, 87.0, 87.0, 2018-01-01 01:00:00, -15.49
-16.3, 0.264999, 87.9, 87.9, 2018-01-01 02:00:00, -16.29
-15.9, 0.455, 87.6, 87.6, 2018-01-01 03:00:00, -15.89
-16.1, 0.293998, 89.3, 89.3, 2018-01-01 04:00:00, -16.13
-16.5, 0.163, 91.1, 91.1, 2018-01-01 05:00:00, -16.46
-16.4, 0.316, 91.9, 91.9, 2018-01-01 06:00:00, -16.37
-16.2, 0.421, 92.6, 92.6, 2018-01-01 07:00:00, -16.18
-16.4, 0.247998, 93.2, 93.2, 2018-01-01 08:00:00, -16.35
-15.5, 0.437, 91.7, 91.7, 2018-01-01 09:00:00, -15.45
-15.2, 0.722, 90.8, 90.8, 2018-01-01 10:00:00, -15.15
-15.1, 0.651, 91.1, 91.1, 2018-01-01 11:00:00, -15.06
-13.9, 0.541, 88.8, 88.8, 2018-01-01 12:00:00, -13.93
-13.8, 0.748, 88.2, 88.2, 2018-01-01 13:00:00, -13.77
-12.3, 0.486, 79.1, 79.12, 2018-01-01 14:00:00, -12.28
-14.2, 0.722, 88.1, 88.1, 2018-01-01 15:00:00, -14.24
-14.3, 1.033, 86.1, 86.1, 2018-01-01 16:00:00, -14.3
-14.8, 1.058, 87.4, 87.4, 2018-01-01 17:00:00, -14.78
-14.6, 0.688, 87.6, 87.6, 2018-01-01 18:00:00, -14.61
-14.2, 0.943, 88.5, 88.5, 2018-01-01 19:00:00, -14.21
-14.4, 0.649999, 88.6, 88.6, 2018-01-01 20:00:00, -14.4
-14.6, 0.982999, 87.7, 87.7, 2018-01-01 21:00:00, -14.58
-14.9, 1.416, 88.8, 88.8, 2018-01-01 22:00:00, -14.93
-15.1, 0.611, 89.2, 89.2, 2018-01-01 23:00:00, -15.07
-15.1, 1.006, 92.6, 92.6, 2018-01-02 00:00:00, -15.07
-15.4, 0.744, 90.0, 90.0, 2018-01-02 01:00:00, -15.39
-15.3, 0.773, 93.3, 93.3, 2018-01-02 02:00:00, -15.27
-15.7, 0.893, 90.6, 90.6, 2018-01-02 03:00:00, -15.72
-16.0, 0.85, 89.5, 89.5, 2018-01-02 04:00:00, -16.0
-15.6, 1.151, 90.4, 90.4, 2018-01-02 05:00:00, -15.59
-15.5, 0.714999, 91.9, 91.9, 2018-01-02 06:00:00, -15.53
-15.4, 0.582, 92.7, 92.7, 2018-01-02 07:00:00, -15.41
-15.4, 0.921, 92.8, 92.8, 2018-01-02 08:00:00, -15.41
-15.2, 0.722998, 91.8, 91.8, 2018-01-02 09:00:00, -15.2
-14.5, 0.490999, 90.4, 90.4, 2018-01-02 10:00:00, -14.52
-13.3, 0.453999, 89.2, 89.2, 2018-01-02 11:00:00, -13.26
-13.5, 0.996999, 87.8, 87.8, 2018-01-02 12:00:00, -13.47
-11.4, 0.36, 83.6, 83.6, 2018-01-02 13:00:00, -11.44
-13.0, 1.119, 86.8, 86.8, 2018-01-02 14:00:00, -13.02
-12.7, 0.36, 88.7, 88.7, 2018-01-02 15:00:00, -12.73
-12.4, 0.477999, 89.8, 89.8, 2018-01-02 16:00:00, -12.4
-12.2, 0.694, 92.6, 92.6, 2018-01-02 17:00:00, -12.21
-12.6, 0.546998, 94.9, 94.9, 2018-01-02 18:00:00, -12.6
-12.5, 0.541998, 94.6, 94.6, 2018-01-02 19:00:00, -12.48
-12.3, 0.791998, 95.3, 95.3, 2018-01-02 20:00:00, -12.34
-11.9, 0.583, 95.0, 95.0, 2018-01-02 21:00:00, -11.85
-11.6, 0.848999, 94.6, 94.6, 2018-01-02 22:00:00, -11.61
-11.3, 0.732999, 95.1, 95.1, 2018-01-02 23:00:00, -11.28
-11.1, 0.749, 94.6, 94.6, 2018-01-03 00:00:00, -11.06
-11.3, 0.953998, 95.2, 95.2, 2018-01-03 01:00:00, -11.27
-11.1, 1.013, 92.6, 92.6, 2018-01-03 02:00:00, -11.09
-11.8, 1.189, 91.5, 91.5, 2018-01-03 03:00:00, -11.77
-12.0, 0.898998, 93.8, 93.8, 2018-01-03 04:00:00, -11.96
-12.1, 1.223, 93.8, 93.8, 2018-01-03 05:00:00, -12.1
-12.1, 0.832, 92.6, 92.6, 2018-01-03 06:00:00, -12.14
-12.1, 0.656, 94.6, 94.6, 2018-01-03 07:00:00, -12.1
-12.7, 1.026, 93.6, 93.6, 2018-01-03 08:00:00, -12.65
-13.1, 0.529999, 92.4, 92.4, 2018-01-03 09:00:00, -13.14
-10.7, 0.153999, 90.5, 90.5, 2018-01-03 10:00:00, -10.67
-9.6, 0.324, 86.5, 86.5, 2018-01-03 11:00:00, -9.62
-9.4, 0.683, 84.8, 84.8, 2018-01-03 12:00:00, -9.36
-7.9, 0.363999, 76.9, 76.91, 2018-01-03 13:00:00, -7.948
-7.7, 0.36, 78.3, 78.33, 2018-01-03 14:00:00, -7.746
