station_observations
WDIR_VECT, TEMP_MEAN, WSPD_SCLR, time, avg_air_temp_pst1hr
None, 0.2, 0.629998, 2018-01-01 00:00:00, 0.232998
None, 0.2, 0.462, 2018-01-01 01:00:00, 0.243
None, 0.1, 0.597, 2018-01-01 02:00:00, 0.09
None, -0.1, 0.537, 2018-01-01 03:00:00, -0.148
None, -0.2, 1.1, 2018-01-01 04:00:00, -0.190999
None, 0.0, 0.455, 2018-01-01 05:00:00, 0.008
None, 0.1, 1.126, 2018-01-01 06:00:00, 0.052999
None, 0.2, 0.218998, 2018-01-01 07:00:00, 0.162
None, 0.2, 0.379, 2018-01-01 08:00:00, 0.222
None, 0.5, 0.647, 2018-01-01 09:00:00, 0.460999
None, 1.2, 0.449999, 2018-01-01 10:00:00, 1.205
None, 2.2, 0.172, 2018-01-01 11:00:00, 2.175
None, 2.2, 0.068998, 2018-01-01 12:00:00, 2.186
None, 3.5, 0.243, 2018-01-01 13:00:00, 3.514
None, 4.7, 0.172998, 2018-01-01 14:00:00, 4.661
None, 4.2, 0.144998, 2018-01-01 15:00:00, 4.188
None, 2.5, 1.075, 2018-01-01 16:00:00, 2.459
None, 2.0, 0.941999, 2018-01-01 17:00:00, 1.999
None, 1.7, 0.676998, 2018-01-01 18:00:00, 1.689
None, 1.5, 0.296, 2018-01-01 19:00:00, 1.516
None, 1.4, 1.214, 2018-01-01 20:00:00, 1.417
None, 1.3, 0.519999, 2018-01-01 21:00:00, 1.251
None, 1.3, 1.263, 2018-01-01 22:00:00, 1.348
None, 1.0, 0.538999, 2018-01-01 23:00:00, 1.021
None, 1.0, 0.202, 2018-01-02 00:00:00, 0.97
None, 1.0, 0.675998, 2018-01-02 01:00:00, 0.967998
None, 0.8, 0.805, 2018-01-02 02:00:00, 0.787
None, 0.7, 0.583, 2018-01-02 03:00:00, 0.694
None, 0.9, 0.597, 2018-01-02 04:00:00, 0.899999
None, 1.0, 0.842, 2018-01-02 05:00:00, 1.011
None, 0.8, 0.338999, 2018-01-02 06:00:00, 0.773998
None, 1.1, 0.541, 2018-01-02 07:00:00, 1.11
None, 1.1, 0.284999, 2018-01-02 08:00:00, 1.064
None, 1.2, 0.270999, 2018-01-02 09:00:00, 1.224
None, 1.8, 0.425, 2018-01-02 10:00:00, 1.79
None, 2.5, 0.535, 2018-01-02 11:00:00, 2.508
None, 2.8, 0.219999, 2018-01-02 12:00:00, 2.776
None, 3.5, 0.030998, 2018-01-02 13:00:00, 3.513
None, 3.6, 0.451999, 2018-01-02 14:00:00, 3.602
None, 3.8, 0.488999, 2018-01-02 15:00:00, 3.827
None, 3.9, 1.26, 2018-01-02 16:00:00, 3.927
None, 3.8, 0.777998, 2018-01-02 17:00:00, 3.804
None, 3.6, 0.801998, 2018-01-02 18:00:00, 3.624
None, 3.5, 0.814, 2018-01-02 19:00:00, 3.485
None, 3.7, 1.196, 2018-01-02 20:00:00, 3.651
None, 3.3, 0.643, 2018-01-02 21:00:00, 3.325
None, 3.1, 0.856, 2018-01-02 22:00:00, 3.12
None, 3.7, 0.953998, 2018-01-02 23:00:00, 3.697
None, 3.3, 0.504998, 2018-01-03 00:00:00, 3.262
None, 3.3, 1.598, 2018-01-03 01:00:00, 3.261
None, 2.9, 1.176, 2018-01-03 02:00:00, 2.911
None, 2.6, 1.436, 2018-01-03 03:00:00, 2.576
