station_observations
WDIR_VECT, TEMP_MEAN, WSPD_SCLR, time, avg_air_temp_pst1hr
None, -8.5, 1.878, 2018-01-01 00:00:00, -8.54
None, -8.5, 1.586, 2018-01-01 01:00:00, -8.47
None, -8.6, 1.542, 2018-01-01 02:00:00, -8.6
None, -8.9, 1.462, 2018-01-01 03:00:00, -8.9
None, -9.1, 1.582, 2018-01-01 04:00:00, -9.1
None, -9.1, 1.458, 2018-01-01 05:00:00, -9.1
None, -9.3, 1.474, 2018-01-01 06:00:00, -9.25
None, -9.0, 1.507, 2018-01-01 07:00:00, -8.98
None, -8.9, 1.675, 2018-01-01 08:00:00, -8.88
None, -8.8, 1.308, 2018-01-01 09:00:00, -8.82
None, -8.8, 1.506, 2018-01-01 10:00:00, -8.82
None, -8.5, 1.393, 2018-01-01 11:00:00, -8.5
None, -8.1, 1.258, 2018-01-01 12:00:00, -8.15
None, -7.9, 1.361, 2018-01-01 13:00:00, -7.87
None, -7.7, 1.398, 2018-01-01 14:00:00, -7.7
None, -7.5, 1.341, 2018-01-01 15:00:00, -7.49
None, -7.2, 1.207, 2018-01-01 16:00:00, -7.15
None, -7.0, 1.264, 2018-01-01 17:00:00, -6.964
None, -6.7, 1.228, 2018-01-01 18:00:00, -6.7
None, -6.7, 1.49, 2018-01-01 19:00:00, -6.713
None, -6.6, 1.363, 2018-01-01 20:00:00, -6.616
None, -6.4, 1.356, 2018-01-01 21:00:00, -6.438
None, -6.4, 1.073, 2018-01-01 22:00:00, -6.389
None, -6.3, 1.246, 2018-01-01 23:00:00, -6.312
None, -6.3, 1.163, 2018-01-02 00:00:00, -6.281
None, -6.2, 1.118, 2018-01-02 01:00:00, -6.218
None, -6.3, 1.188, 2018-01-02 02:00:00, -6.335
None, -6.0, 1.01, 2018-01-02 03:00:00, -5.968
None, -5.8, 1.077, 2018-01-02 04:00:00, -5.764
None, -5.8, 1.369, 2018-01-02 05:00:00, -5.773
None, -5.5, 1.328, 2018-01-02 06:00:00, -5.481
None, -5.2, 1.657, 2018-01-02 07:00:00, -5.2
None, -5.1, 1.32, 2018-01-02 08:00:00, -5.094
None, -4.9, 1.513, 2018-01-02 09:00:00, -4.932
None, -4.8, 1.42, 2018-01-02 10:00:00, -4.799
None, -4.4, 1.51, 2018-01-02 11:00:00, -4.38
None, -3.9, 1.81, 2018-01-02 12:00:00, -3.902
None, -3.3, 1.698, 2018-01-02 13:00:00, -3.35
None, -2.8, 1.54, 2018-01-02 14:00:00, -2.833
None, -2.4, 1.51, 2018-01-02 15:00:00, -2.389
None, -2.1, 1.206, 2018-01-02 16:00:00, -2.112
None, -2.4, 1.356, 2018-01-02 17:00:00, -2.359
None, -3.1, 1.1, 2018-01-02 18:00:00, -3.131
None, -3.6, 1.17, 2018-01-02 19:00:00, -3.578
None, -4.3, 1.321, 2018-01-02 20:00:00, -4.27
None, -4.7, 1.003, 2018-01-02 21:00:00, -4.665
None, -4.3, 1.264, 2018-01-02 22:00:00, -4.343
None, -4.5, 1.041, 2018-01-02 23:00:00, -4.479
None, -4.2, 1.108, 2018-01-03 00:00:00, -4.214
None, -3.7, 1.454, 2018-01-03 01:00:00, -3.737
None, -3.6, 1.167, 2018-01-03 02:00:00, -3.642
None, -3.5, 1.267, 2018-01-03 03:00:00, -3.485
None, -3.3, 1.287, 2018-01-03 04:00:00, -3.273
None, -3.1, 1.343, 2018-01-03 05:00:00, -3.123
None, -3.1, 1.141, 2018-01-03 06:00:00, -3.129
None, -3.2, 1.06, 2018-01-03 07:00:00, -3.171
None, -3.1, 1.112, 2018-01-03 08:00:00, -3.116
None, -3.0, 1.091, 2018-01-03 09:00:00, -2.963
None, -2.7, 1.082, 2018-01-03 10:00:00, -2.651
None, -2.3, 1.421, 2018-01-03 11:00:00, -2.329
None, -1.9, 1.49, 2018-01-03 12:00:00, -1.904
None, -1.4, 1.612, 2018-01-03 13:00:00, -1.424
None, -1.1, 1.117, 2018-01-03 14:00:00, -1.078
None, -0.7, 1.173, 2018-01-03 15:00:00, -0.661
None, -0.3, 1.454, 2018-01-03 16:00:00, -0.266999
None, -0.3, 1.418, 2018-01-03 17:00:00, -0.272
None, -0.3, 1.379, 2018-01-03 18:00:00, -0.308999
None, -0.3, 1.409, 2018-01-03 19:00:00, -0.293
None, -0.3, 1.425, 2018-01-03 20:00:00, -0.298999
None, -0.3, 1.524, 2018-01-03 21:00:00, -0.259
None, -0.3, 1.475, 2018-01-03 22:00:00, -0.342999
None, -0.1, 1.685, 2018-01-03 23:00:00, -0.126
None, -0.1, 1.948, 2018-01-04 00:00:00, -0.104
None, -0.1, 1.506, 2018-01-04 01:00:00, -0.075
None, -0.2, 1.143, 2018-01-04 02:00:00, -0.185
None, -0.2, 1.309, 2018-01-04 03:00:00, -0.228
None, -0.1, 1.723, 2018-01-04 04:00:00, -0.128
None, -0.2, 1.374, 2018-01-04 05:00:00, -0.172
None, -0.6, 0.903998, 2018-01-04 06:00:00, -0.560998
None, -0.4, 1.014, 2018-01-04 07:00:00, -0.446
None, -0.2, 1.279, 2018-01-04 08:00:00, -0.233998
None, -0.1, 1.042, 2018-01-04 09:00:00, -0.111
None, -0.2, 0.629998, 2018-01-04 10:00:00, -0.159998
None, 0.0, 1.031, 2018-01-04 11:00:00, 0.021998
None, 0.3, 0.936999, 2018-01-04 12:00:00, 0.333
None, 0.6, 0.944, 2018-01-04 13:00:00, 0.644999
None, 0.9, 1.274, 2018-01-04 14:00:00, 0.853999
None, 0.7, 0.958998, 2018-01-04 15:00:00, 0.732999
None, 0.7, 0.907998, 2018-01-04 16:00:00, 0.717998
None, 0.8, 1.054, 2018-01-04 17:00:00, 0.805998
None, 0.8, 0.99, 2018-01-04 18:00:00, 0.781
None, 0.8, 1.065, 2018-01-04 19:00:00, 0.815998
None, 0.8, 0.950999, 2018-01-04 20:00:00, 0.805998
None, 0.9, 0.847998, 2018-01-04 21:00:00, 0.871999
None, 0.9, 0.953998, 2018-01-04 22:00:00, 0.875
None, 0.9, 0.948, 2018-01-04 23:00:00, 0.899999
None, 0.7, 0.879998, 2018-01-05 00:00:00, 0.702
None, 0.7, 0.699998, 2018-01-05 01:00:00, 0.652998
None, 0.6, 0.680998, 2018-01-05 02:00:00, 0.575999
None, 0.6, 0.614, 2018-01-05 03:00:00, 0.601
None, 0.6, 0.739, 2018-01-05 04:00:00, 0.573
None, 0.6, 0.741998, 2018-01-05 05:00:00, 0.586
None, 0.5, 0.545, 2018-01-05 06:00:00, 0.510999
None, 0.5, 0.495, 2018-01-05 07:00:00, 0.515999
None, 1.1, 1.323, 2018-01-05 08:00:00, 1.12
None, 3.3, 3.547, 2018-01-05 09:00:00, 3.28
None, 3.8, 2.44, 2018-01-05 10:00:00, 3.82
None, 3.6, 1.223, 2018-01-05 11:00:00, 3.586
None, 2.9, 1.162, 2018-01-05 12:00:00, 2.87
None, 3.7, 1.91, 2018-01-05 13:00:00, 3.661
None, 3.6, 1.644, 2018-01-05 14:00:00, 3.595
None, 4.1, 2.059, 2018-01-05 15:00:00, 4.131
None, 4.1, 1.954, 2018-01-05 16:00:00, 4.132
None, 4.1, 2.358, 2018-01-05 17:00:00, 4.072
None, 3.7, 2.298, 2018-01-05 18:00:00, 3.677
None, 3.8, 2.815, 2018-01-05 19:00:00, 3.81
None, 3.8, 3.439, 2018-01-05 20:00:00, 3.787
None, 4.3, 3.535, 2018-01-05 21:00:00, 4.311
None, 4.4, 3.936, 2018-01-05 22:00:00, 4.449
None, 4.3, 4.837, 2018-01-05 23:00:00, 4.25
None, 3.7, 3.998, 2018-01-06 00:00:00, 3.732
None, 2.3, 0.882, 2018-01-06 01:00:00, 2.26
None, 2.1, 1.46, 2018-01-06 02:00:00, 2.128
None, 2.4, 3.288, 2018-01-06 03:00:00, 2.407
None, 2.9, 3.593, 2018-01-06 04:00:00, 2.94
