station_observations
time, TEMP_MEAN, HUMIDITY
2018-01-04 19:00:00, 1.6, 72.0
2018-01-04 20:00:00, 1.2, 74.6
2018-01-04 21:00:00, 1.1, 75.6
2018-01-04 22:00:00, 1.3, 74.8
2018-01-04 23:00:00, 0.4, 78.6
2018-01-05 00:00:00, 0.2, 80.4
2018-01-05 01:00:00, -0.2, 82.7
2018-01-05 02:00:00, -0.5, 84.1
2018-01-05 03:00:00, -0.9, 85.0
2018-01-05 04:00:00, -1.7, 87.5
2018-01-05 05:00:00, -1.4, 86.0
2018-01-05 06:00:00, -0.8, 81.9
2018-01-05 07:00:00, -0.3, 78.9
2018-01-05 08:00:00, 0.7, 73.3
2018-01-05 09:00:00, -0.6, 79.1
2018-01-05 10:00:00, 0.5, 73.7
2018-01-05 11:00:00, 1.2, 71.4
2018-01-05 12:00:00, 4.0, 62.7
2018-01-05 13:00:00, 6.1, 55.9
2018-01-05 14:00:00, 4.9, 60.0
2018-01-05 15:00:00, 3.5, 64.5
2018-01-05 16:00:00, 3.9, 62.4
2018-01-05 17:00:00, 3.2, 65.6
2018-01-08 09:00:00, -11.6, 83.3
2018-01-08 10:00:00, -12.1, 82.5
2018-01-08 11:00:00, -12.8, 81.9
2018-01-08 12:00:00, -13.5, 80.3
2018-01-08 13:00:00, -14.0, 79.6
2018-01-08 14:00:00, -14.2, 79.8
2018-01-08 15:00:00, -14.8, 81.2
2018-01-08 16:00:00, -15.2, 82.4
2018-01-08 17:00:00, -15.5, 82.6
2018-01-08 18:00:00, -15.7, 83.9
2018-01-08 19:00:00, -16.0, 85.0
2018-01-08 20:00:00, -16.4, 85.8
2018-01-08 21:00:00, -16.6, 86.1
2018-01-08 22:00:00, -16.7, 85.7
2018-01-08 23:00:00, -17.0, 85.4
2018-01-09 00:00:00, -17.2, 85.2
2018-01-09 01:00:00, -17.4, 84.8
2018-01-09 02:00:00, -17.9, 84.3
2018-01-09 03:00:00, -18.4, 83.8
2018-01-09 04:00:00, -19.0, 83.1
2018-01-09 05:00:00, -19.5, 82.6
2018-01-09 06:00:00, -19.8, 82.2
2018-01-09 07:00:00, -20.8, 81.3
2018-01-09 08:00:00, -21.4, 80.8
2018-01-09 09:00:00, -22.0, 80.2
2018-01-09 10:00:00, -22.8, 79.2
2018-01-09 11:00:00, -23.1, 78.2
2018-01-09 12:00:00, -23.3, 76.8
2018-01-09 13:00:00, -23.3, 76.1
2018-01-09 14:00:00, -23.7, 74.8
2018-01-09 15:00:00, -24.0, 74.4
2018-01-09 16:00:00, -24.4, 74.9
2018-01-09 17:00:00, -24.7, 74.7
2018-01-09 18:00:00, -24.8, 74.5
2018-01-09 19:00:00, -25.2, 74.9
2018-01-09 20:00:00, -25.4, 75.4
2018-01-09 21:00:00, -25.7, 75.2
2018-01-09 22:00:00, -26.2, 75.2
2018-01-09 23:00:00, -26.6, 74.7
2018-01-10 00:00:00, -26.9, 74.9
2018-01-10 01:00:00, -27.6, 75.0
2018-01-10 02:00:00, -28.6, 75.6
2018-01-10 03:00:00, -28.8, 75.7
2018-01-10 04:00:00, -28.8, 75.4
2018-01-10 05:00:00, -28.8, 75.0
2018-01-10 06:00:00, -28.6, 74.7
2018-01-10 07:00:00, -28.8, 74.4
2018-01-10 08:00:00, -28.9, 74.2
2018-01-10 09:00:00, -28.6, 74.0
2018-01-10 10:00:00, -28.1, 72.8
2018-01-10 11:00:00, -27.6, 71.2
2018-01-10 12:00:00, -27.4, 68.8
2018-01-10 13:00:00, -27.2, 67.5
2018-01-10 14:00:00, -27.7, 68.6
2018-01-10 15:00:00, -28.0, 69.8
2018-01-10 16:00:00, -28.2, 71.2
2018-01-10 17:00:00, -28.8, 73.5
2018-01-10 18:00:00, -28.7, 73.1
2018-01-10 19:00:00, -28.7, 72.8
2018-01-10 20:00:00, -29.3, 73.2
2018-01-10 21:00:00, -29.2, 73.0
2018-01-10 22:00:00, -29.2, 73.4
2018-01-10 23:00:00, -29.1, 72.5
2018-01-11 00:00:00, -29.6, 71.9
2018-01-11 01:00:00, -30.4, 72.8
2018-01-11 02:00:00, -30.5, 73.4
2018-01-11 03:00:00, -30.5, 74.0
2018-01-11 04:00:00, -30.5, 74.6
2018-01-11 05:00:00, -31.3, 74.5
2018-01-11 06:00:00, -31.4, 74.3
2018-01-11 07:00:00, -31.6, 74.3
2018-01-11 08:00:00, -31.7, 74.5
2018-01-11 09:00:00, -32.0, 74.0
2018-01-11 10:00:00, -30.7, 73.8
2018-01-11 11:00:00, -28.6, 73.7
2018-01-11 12:00:00, -26.1, 71.9
2018-01-11 13:00:00, -26.4, 69.4
2018-01-11 14:00:00, -26.1, 69.6
2018-01-11 15:00:00, -27.0, 69.2
2018-01-11 16:00:00, -29.3, 73.4
2018-01-11 17:00:00, -28.9, 75.4
2018-01-11 18:00:00, -28.4, 75.9
2018-01-11 19:00:00, -28.2, 75.7
2018-01-11 20:00:00, -28.7, 75.1
2018-01-11 21:00:00, -29.5, 74.8
2018-01-11 22:00:00, -29.4, 74.6
2018-01-11 23:00:00, -29.9, 74.8
2018-01-12 00:00:00, -30.5, 74.4
2018-01-12 01:00:00, -29.9, 74.8
2018-01-12 02:00:00, -29.8, 74.7
2018-01-12 03:00:00, -29.7, 74.5
2018-01-12 04:00:00, -29.4, 74.6
2018-01-12 05:00:00, -29.7, 74.1
2018-01-12 06:00:00, -29.8, 74.0
2018-01-12 07:00:00, -29.8, 74.2
2018-01-12 08:00:00, -29.9, 74.3
2018-01-12 09:00:00, -29.4, 74.4
2018-01-12 10:00:00, -28.1, 73.5
2018-01-12 11:00:00, -26.6, 71.5
2018-01-12 12:00:00, -25.6, 69.3
2018-01-12 13:00:00, -23.8, 68.8
2018-01-12 14:00:00, -23.5, 71.0
2018-01-12 15:00:00, -22.6, 72.0
2018-01-12 16:00:00, -22.9, 75.0
2018-01-12 17:00:00, -22.8, 76.7
2018-01-12 18:00:00, -22.8, 76.8
2018-01-12 19:00:00, -22.9, 77.9
2018-01-12 20:00:00, -22.4, 79.2
2018-01-12 21:00:00, -21.3, 79.9
2018-01-12 22:00:00, -20.8, 80.5
2018-01-12 23:00:00, -18.9, 81.8
2018-01-13 00:00:00, -12.5, 81.7
2018-01-13 01:00:00, -7.4, 78.6
2018-01-13 02:00:00, -3.9, 77.5
2018-01-13 03:00:00, -3.3, 70.9
2018-01-13 04:00:00, -2.9, 69.6
2018-01-13 05:00:00, -2.1, 68.8
2018-01-13 06:00:00, -1.4, 68.3
2018-01-13 07:00:00, -1.4, 69.3
2018-01-13 08:00:00, -1.2, 70.1
2018-01-13 09:00:00, -0.6, 68.6
2018-01-13 10:00:00, 0.1, 67.3
2018-01-13 11:00:00, 0.7, 66.6
2018-01-13 12:00:00, 1.4, 64.9
2018-01-13 13:00:00, 2.1, 63.8
2018-01-13 14:00:00, 2.2, 64.8
2018-01-13 15:00:00, 2.0, 67.4
2018-01-13 16:00:00, 1.5, 70.8
2018-01-13 17:00:00, 1.3, 72.1
2018-01-13 18:00:00, 0.9, 74.2
2018-01-13 19:00:00, 1.4, 73.0
2018-01-13 20:00:00, 1.1, 77.5
2018-01-13 21:00:00, 1.2, 85.4
2018-01-13 22:00:00, 2.0, 91.8
2018-01-13 23:00:00, 1.4, 95.9
2018-01-14 00:00:00, -0.2, 96.6
2018-01-14 01:00:00, -0.4, 97.1
2018-01-14 02:00:00, -1.0, 98.6
2018-01-14 03:00:00, -0.9, 99.3
2018-01-14 04:00:00, -0.9, 99.3
2018-01-14 05:00:00, -0.8, 99.2
2018-01-14 06:00:00, -1.3, 99.4
2018-01-14 07:00:00, -3.2, 99.6
2018-01-14 08:00:00, -4.6, 98.1
2018-01-14 09:00:00, -4.9, 97.5
2018-01-14 10:00:00, -5.2, 97.2
2018-01-14 11:00:00, -5.0, 97.1
2018-01-14 12:00:00, -4.3, 97.5
2018-01-14 13:00:00, -3.5, 98.2
2018-01-14 14:00:00, -3.4, 98.5
2018-01-14 15:00:00, -3.9, 98.1
2018-01-14 16:00:00, -4.2, 97.9
2018-01-14 17:00:00, -4.3, 97.9
2018-01-14 18:00:00, -4.2, 98.1
2018-01-14 19:00:00, -4.6, 97.7
2018-01-14 20:00:00, -4.8, 97.5
2018-01-14 21:00:00, -4.8, 97.5
2018-01-14 22:00:00, -4.6, 97.7
2018-01-14 23:00:00, -4.5, 97.7
2018-01-15 00:00:00, -4.7, 97.6
2018-01-15 01:00:00, -4.8, 97.4
2018-01-15 02:00:00, -4.8, 97.4
2018-01-15 03:00:00, -5.1, 97.1
2018-01-15 04:00:00, -5.4, 96.8
2018-01-15 05:00:00, -5.4, 96.7
2018-01-15 06:00:00, -7.0, 95.7
2018-01-15 07:00:00, -8.9, 93.8
2018-01-15 08:00:00, -8.0, 94.4
2018-01-15 09:00:00, -7.6, 94.7
2018-01-15 10:00:00, -6.7, 95.5
2018-01-15 11:00:00, -6.2, 95.8
2018-01-15 12:00:00, -6.0, 96.0
2018-01-15 13:00:00, -5.9, 96.1
2018-01-15 14:00:00, -5.8, 96.1
2018-01-15 15:00:00, -6.0, 96.0
2018-01-15 16:00:00, -6.1, 96.0
2018-01-15 17:00:00, -6.1, 96.0
2018-01-15 18:00:00, -6.1, 96.0
2018-01-15 19:00:00, -6.5, 95.8
2018-01-15 20:00:00, -7.1, 95.2
2018-01-15 21:00:00, -7.2, 95.1
2018-01-15 22:00:00, -7.6, 94.7
2018-01-15 23:00:00, -8.1, 94.3
2018-01-16 00:00:00, -8.5, 93.8
2018-01-16 01:00:00, -8.8, 93.6
2018-01-16 02:00:00, -8.8, 93.6
2018-01-16 03:00:00, -8.6, 93.7
2018-01-16 04:00:00, -8.8, 93.6
2018-01-16 05:00:00, -9.2, 93.2
2018-01-16 06:00:00, -8.7, 93.6
2018-01-16 07:00:00, -8.8, 93.6
2018-01-16 08:00:00, -9.0, 93.4
2018-01-16 09:00:00, -9.1, 93.2
2018-01-16 10:00:00, -7.7, 94.2
2018-01-16 11:00:00, -6.2, 95.6
2018-01-16 12:00:00, -5.2, 96.2
2018-01-16 13:00:00, -3.9, 97.3
2018-01-16 14:00:00, -0.9, 99.1
2018-01-16 15:00:00, -0.3, 100.0
2018-01-16 16:00:00, -0.2, 100.0
2018-01-16 17:00:00, 1.1, 100.0
2018-01-16 18:00:00, 2.9, 100.0
2018-01-16 19:00:00, 4.1, 79.7
2018-01-16 20:00:00, 4.0, 78.2
2018-01-16 21:00:00, 4.0, 76.8
2018-01-16 22:00:00, 3.7, 78.1
2018-01-16 23:00:00, 3.9, 73.8
2018-01-17 00:00:00, 4.0, 70.3
2018-01-17 01:00:00, 3.8, 70.9
2018-01-17 02:00:00, 3.6, 72.0
2018-01-17 03:00:00, 3.1, 74.3
2018-01-17 04:00:00, 2.6, 75.9
2018-01-17 05:00:00, 2.7, 68.4
2018-01-17 06:00:00, 2.4, 63.3
2018-01-17 07:00:00, 2.0, 62.4
2018-01-17 08:00:00, 1.5, 66.4
2018-01-17 09:00:00, 1.7, 64.6
2018-01-17 10:00:00, 1.6, 64.7
2018-01-17 11:00:00, 2.1, 62.7
2018-01-17 12:00:00, 2.7, 59.9
2018-01-17 13:00:00, 2.3, 62.3
2018-01-17 14:00:00, 2.8, 60.2
2018-01-17 15:00:00, 3.1, 58.6
2018-01-17 16:00:00, 1.5, 63.9
2018-01-17 17:00:00, 0.3, 69.8
2018-01-17 18:00:00, -0.1, 71.1
2018-01-17 19:00:00, 0.0, 70.2
2018-01-17 20:00:00, -0.3, 72.2
2018-01-17 21:00:00, -0.8, 76.9
2018-01-17 22:00:00, -1.2, 79.0
2018-01-17 23:00:00, -1.6, 77.8
2018-01-18 00:00:00, -1.6, 77.4
2018-01-18 01:00:00, -1.8, 78.5
2018-01-18 02:00:00, -1.7, 77.8
2018-01-18 03:00:00, -2.1, 80.0
2018-01-18 04:00:00, -1.7, 78.0
2018-01-18 05:00:00, -1.9, 80.0
2018-01-18 06:00:00, -0.2, 78.2
2018-01-18 07:00:00, 1.0, 81.7
2018-01-18 08:00:00, 1.6, 83.9
2018-01-18 09:00:00, 3.1, 79.1
2018-01-18 10:00:00, 4.2, 70.1
2018-01-18 11:00:00, 4.4, 65.6
2018-01-18 12:00:00, 4.2, 67.1
2018-01-18 13:00:00, 4.9, 63.3
2018-01-18 14:00:00, 4.7, 64.2
2018-01-18 15:00:00, 4.7, 62.6
2018-01-18 16:00:00, 4.2, 59.9
2018-01-18 17:00:00, 3.3, 61.5
2018-01-18 18:00:00, 2.4, 63.9
2018-01-18 19:00:00, 2.2, 62.1
2018-01-18 20:00:00, 1.8, 62.6
2018-01-18 21:00:00, 1.1, 65.5
2018-01-18 22:00:00, 0.9, 67.7
2018-01-18 23:00:00, 1.4, 68.3
2018-01-19 00:00:00, 1.0, 70.3
2018-01-19 01:00:00, 0.4, 74.2
2018-01-19 02:00:00, 0.4, 75.6
2018-01-19 03:00:00, 0.5, 76.8
2018-01-19 04:00:00, 0.4, 75.6
2018-01-19 05:00:00, 0.9, 73.9
2018-01-19 06:00:00, 1.4, 72.0
2018-01-19 07:00:00, 1.4, 70.6
2018-01-19 08:00:00, 1.2, 70.2
2018-01-19 09:00:00, 1.0, 72.3
2018-01-19 10:00:00, 0.7, 75.6
2018-01-19 11:00:00, 0.4, 79.8
2018-01-19 12:00:00, 1.3, 74.4
2018-01-19 13:00:00, 0.9, 70.5
2018-01-19 14:00:00, -0.5, 67.5
2018-01-19 15:00:00, -1.4, 65.1
2018-01-19 16:00:00, -1.5, 65.5
2018-01-19 17:00:00, -1.6, 66.3
2018-01-19 18:00:00, -1.8, 66.2
2018-01-19 19:00:00, -2.7, 75.3
2018-01-19 20:00:00, -3.4, 89.7
2018-01-19 21:00:00, -3.6, 87.1
2018-01-19 22:00:00, -3.8, 78.8
2018-01-19 23:00:00, -4.1, 75.9
2018-01-20 00:00:00, -4.7, 79.8
2018-01-20 01:00:00, -5.4, 83.7
2018-01-20 02:00:00, -5.4, 82.3
2018-01-20 03:00:00, -5.2, 82.1
2018-01-20 04:00:00, -5.6, 84.7
2018-01-20 05:00:00, -5.9, 86.8
2018-01-20 06:00:00, -6.0, 87.5
2018-01-20 07:00:00, -6.3, 89.4
2018-01-20 08:00:00, -6.4, 90.6
2018-01-20 09:00:00, -6.4, 91.3
2018-01-20 10:00:00, -6.0, 89.1
2018-01-20 11:00:00, -5.8, 86.9
2018-01-20 12:00:00, -5.7, 85.5
2018-01-20 13:00:00, -5.6, 84.6
2018-01-20 14:00:00, -5.9, 86.6
2018-01-20 15:00:00, -6.1, 89.8
2018-01-20 16:00:00, -6.5, 92.5
2018-01-20 17:00:00, -6.7, 93.9
2018-01-20 18:00:00, -6.7, 93.7
2018-01-20 19:00:00, -6.8, 94.2
2018-01-20 20:00:00, -7.1, 95.0
2018-01-20 21:00:00, -6.9, 94.8
2018-01-20 22:00:00, -6.9, 95.1
2018-01-20 23:00:00, -6.6, 94.6
2018-01-21 00:00:00, -6.7, 92.8
2018-01-21 01:00:00, -6.9, 95.2
2018-01-21 02:00:00, -6.8, 95.4
2018-01-21 03:00:00, -6.9, 95.4
2018-01-21 04:00:00, -6.8, 96.5
2018-01-21 05:00:00, -6.5, 96.2
2018-01-21 06:00:00, -6.5, 95.9
2018-01-21 07:00:00, -6.5, 95.9
2018-01-21 08:00:00, -6.6, 95.9
2018-01-21 09:00:00, -6.8, 95.5
2018-01-21 10:00:00, -6.8, 95.1
2018-01-21 11:00:00, -6.9, 95.0
2018-01-21 12:00:00, -7.1, 94.9
2018-01-21 13:00:00, -7.0, 94.9
2018-01-21 14:00:00, -7.1, 94.8
2018-01-21 15:00:00, -6.9, 94.8
2018-01-21 16:00:00, -6.8, 94.9
2018-01-21 17:00:00, -6.9, 95.2
2018-01-21 18:00:00, -6.9, 95.2
2018-01-21 19:00:00, -6.8, 95.3
2018-01-21 20:00:00, -6.8, 95.5
2018-01-21 21:00:00, -6.9, 95.2
2018-01-21 22:00:00, -7.3, 94.9
2018-01-21 23:00:00, -8.1, 94.3
2018-01-22 00:00:00, -8.7, 93.7
2018-01-22 01:00:00, -9.7, 92.9
2018-01-22 02:00:00, -9.6, 92.9
2018-01-22 03:00:00, -9.1, 93.6
2018-01-22 04:00:00, -9.8, 92.9
2018-01-22 05:00:00, -10.1, 92.3
2018-01-22 06:00:00, -9.5, 92.9
2018-01-22 07:00:00, -8.8, 93.4
2018-01-22 08:00:00, -9.3, 93.1
2018-01-22 09:00:00, -9.4, 93.0
2018-01-22 10:00:00, -8.4, 93.4
2018-01-22 11:00:00, -7.1, 94.2
2018-01-22 12:00:00, -4.6, 95.4
2018-01-22 13:00:00, -3.3, 93.2
2018-01-22 14:00:00, -1.2, 84.2
2018-01-22 15:00:00, -1.1, 81.9
2018-01-22 16:00:00, -2.2, 87.7
2018-01-22 17:00:00, -2.0, 82.9
2018-01-22 18:00:00, -2.2, 81.6
2018-01-22 19:00:00, -1.6, 75.8
2018-01-22 20:00:00, -1.6, 73.3
2018-01-22 21:00:00, -2.3, 72.6
2018-01-22 22:00:00, -2.9, 73.0
2018-01-22 23:00:00, -3.7, 74.5
2018-01-23 00:00:00, -4.4, 75.5
2018-01-23 01:00:00, -4.0, 74.5
2018-01-23 02:00:00, -4.0, 75.9
2018-01-23 03:00:00, -3.4, 74.4
2018-01-23 04:00:00, -3.9, 75.7
2018-01-23 05:00:00, -5.0, 79.4
2018-01-23 06:00:00, -5.1, 76.3
2018-01-23 07:00:00, -4.3, 70.0
2018-01-23 08:00:00, -4.6, 68.4
2018-01-23 09:00:00, -5.2, 65.4
2018-01-23 10:00:00, -3.9, 62.0
2018-01-23 11:00:00, -3.9, 64.5
2018-01-23 12:00:00, -3.6, 65.0
2018-01-23 13:00:00, -3.1, 65.2
2018-01-23 14:00:00, -3.7, 69.9
2018-01-23 15:00:00, -3.5, 70.7
2018-01-23 16:00:00, -4.0, 76.2
2018-01-23 17:00:00, -4.8, 80.5
2018-01-23 18:00:00, -4.9, 79.5
2018-01-23 19:00:00, -5.0, 77.8
2018-01-23 20:00:00, -5.3, 78.9
2018-01-23 21:00:00, -6.5, 84.9
2018-01-23 22:00:00, -8.0, 87.7
2018-01-23 23:00:00, -9.7, 90.8
2018-01-24 00:00:00, -10.8, 91.0
2018-01-24 01:00:00, -11.6, 92.6
2018-01-24 02:00:00, -11.3, 92.1
2018-01-24 03:00:00, -10.9, 91.4
2018-01-24 04:00:00, -9.2, 91.2
2018-01-24 05:00:00, -9.1, 92.0
2018-01-24 06:00:00, -9.7, 91.8
2018-01-24 07:00:00, -10.0, 91.7
2018-01-24 08:00:00, -10.6, 91.9
2018-01-24 09:00:00, -10.8, 91.4
2018-01-24 10:00:00, -9.9, 88.9
2018-01-24 11:00:00, -9.1, 86.8
2018-01-24 12:00:00, -8.3, 85.3
2018-01-24 13:00:00, -8.7, 86.0
2018-01-24 14:00:00, -9.0, 86.6
2018-01-24 15:00:00, -9.1, 83.7
2018-01-24 16:00:00, -11.0, 90.6
2018-01-24 17:00:00, -11.6, 92.5
2018-01-24 18:00:00, -11.7, 92.4
2018-01-24 19:00:00, -12.2, 91.6
2018-01-24 20:00:00, -12.2, 90.7
2018-01-24 21:00:00, -12.3, 90.0
2018-01-24 22:00:00, -12.3, 89.7
2018-01-24 23:00:00, -12.5, 89.7
2018-01-25 00:00:00, -12.3, 89.8
2018-01-25 01:00:00, -12.1, 89.9
2018-01-25 02:00:00, -12.0, 90.0
2018-01-25 03:00:00, -12.0, 90.1
2018-01-25 04:00:00, -12.3, 90.0
2018-01-25 05:00:00, -13.3, 88.7
2018-01-25 06:00:00, -14.0, 88.0
2018-01-25 07:00:00, -14.4, 87.6
2018-01-25 08:00:00, -15.0, 86.9
2018-01-25 09:00:00, -15.2, 86.4
2018-01-25 10:00:00, -15.5, 85.5
2018-01-25 11:00:00, -15.7, 84.5
2018-01-25 12:00:00, -15.9, 83.5
2018-01-25 13:00:00, -16.1, 82.3
2018-01-25 14:00:00, -16.2, 81.1
2018-01-25 15:00:00, -16.3, 81.3
2018-01-25 16:00:00, -16.7, 84.0
2018-01-25 17:00:00, -17.0, 83.0
2018-01-25 18:00:00, -17.3, 82.2
2018-01-25 19:00:00, -17.3, 82.4
2018-01-25 20:00:00, -17.4, 82.4
2018-01-25 21:00:00, -17.4, 82.2
2018-01-25 22:00:00, -17.4, 82.0
2018-01-25 23:00:00, -17.6, 81.8
2018-01-26 00:00:00, -17.9, 81.7
2018-01-26 01:00:00, -18.1, 81.6
2018-01-26 02:00:00, -18.3, 80.7
2018-01-26 03:00:00, -18.4, 80.9
2018-01-26 04:00:00, -18.8, 79.6
2018-01-26 05:00:00, -19.2, 79.3
2018-01-26 06:00:00, -20.0, 79.0
2018-01-26 07:00:00, -21.3, 80.0
2018-01-26 08:00:00, -21.8, 80.7
2018-01-26 09:00:00, -21.8, 80.1
2018-01-26 10:00:00, -20.6, 76.8
2018-01-26 11:00:00, -19.5, 72.4
2018-01-26 12:00:00, -19.0, 70.6
2018-01-26 13:00:00, -18.8, 69.2
2018-01-26 14:00:00, -19.1, 71.1
2018-01-26 15:00:00, -19.1, 72.4
2018-01-26 16:00:00, -19.2, 73.3
2018-01-26 17:00:00, -20.2, 76.5
2018-01-26 18:00:00, -21.1, 79.2
2018-01-26 19:00:00, -21.5, 79.7
2018-01-26 20:00:00, -21.1, 79.3
2018-01-26 21:00:00, -20.8, 78.8
2018-01-26 22:00:00, -21.4, 79.8
2018-01-26 23:00:00, -21.5, 80.4
2018-01-27 00:00:00, -21.3, 80.6
2018-01-27 01:00:00, -21.0, 80.5
2018-01-27 02:00:00, -20.6, 80.2
2018-01-27 03:00:00, -20.2, 80.4
2018-01-27 04:00:00, -20.3, 80.8
2018-01-27 05:00:00, -20.4, 80.8
2018-01-27 06:00:00, -20.5, 81.3
2018-01-27 07:00:00, -20.6, 81.7
2018-01-27 08:00:00, -21.1, 81.7
2018-01-27 09:00:00, -21.6, 81.4
2018-01-27 10:00:00, -21.3, 81.1
2018-01-27 11:00:00, -20.2, 78.8
2018-01-27 12:00:00, -19.7, 76.5
2018-01-27 13:00:00, -19.3, 74.3
2018-01-27 14:00:00, -19.0, 72.7
2018-01-27 15:00:00, -19.2, 74.1
2018-01-27 16:00:00, -19.5, 76.9
2018-01-27 17:00:00, -20.6, 79.6
2018-01-27 18:00:00, -20.7, 81.3
2018-01-27 19:00:00, -20.4, 80.4
2018-01-27 20:00:00, -20.0, 79.6
2018-01-27 21:00:00, -19.8, 80.2
2018-01-27 22:00:00, -19.4, 79.9
2018-01-27 23:00:00, -19.8, 79.6
2018-01-28 00:00:00, -19.9, 79.9
2018-01-28 01:00:00, -20.0, 80.4
2018-01-28 02:00:00, -20.4, 80.4
2018-01-28 03:00:00, -20.8, 80.8
2018-01-28 04:00:00, -20.7, 81.0
2018-01-28 05:00:00, -20.7, 80.9
2018-01-28 06:00:00, -20.9, 81.2
2018-01-28 07:00:00, -21.3, 81.7
2018-01-28 08:00:00, -21.8, 81.5
2018-01-28 09:00:00, -21.6, 81.2
2018-01-28 10:00:00, -20.6, 81.1
2018-01-28 11:00:00, -19.6, 80.9
2018-01-28 12:00:00, -19.1, 79.5
2018-01-28 13:00:00, -18.1, 76.6
2018-01-28 14:00:00, -17.9, 76.9
2018-01-28 15:00:00, -17.8, 77.2
2018-01-28 16:00:00, -17.8, 78.4
2018-01-28 17:00:00, -18.1, 79.9
2018-01-28 18:00:00, -18.1, 82.1
2018-01-28 19:00:00, -18.2, 82.5
2018-01-28 20:00:00, -18.3, 83.2
