station_observations
WDIR_VECT, TEMP_MEAN, WSPD_SCLR, HUMIDITY, time, avg_air_temp_pst1hr
None, -10.5, 0.418998, None, 2018-01-02 23:00:00, -10.46
None, -10.4, 0.629, None, 2018-01-03 00:00:00, -10.41
None, -10.7, 0.642, None, 2018-01-03 01:00:00, -10.65
None, -11.2, 0.097, None, 2018-01-03 02:00:00, -11.15
None, -11.5, 0.289, None, 2018-01-03 03:00:00, -11.45
None, -12.6, 0.575999, None, 2018-01-03 04:00:00, -12.6
None, -13.3, 0.486999, None, 2018-01-03 05:00:00, -13.25
None, -12.7, 0.611998, None, 2018-01-03 06:00:00, -12.69
None, -11.2, 0.595, None, 2018-01-03 07:00:00, -11.19
None, -11.1, 0.569, None, 2018-01-03 08:00:00, -11.11
None, -11.0, 0.72, None, 2018-01-03 09:00:00, -11.03
None, -10.9, 0.716, None, 2018-01-03 10:00:00, -10.88
None, -10.0, 0.782998, None, 2018-01-03 11:00:00, -10.01
None, -8.6, 0.611998, None, 2018-01-03 12:00:00, -8.61
None, -7.2, 0.693, None, 2018-01-03 13:00:00, -7.23
None, -7.0, 1.115, None, 2018-01-03 14:00:00, -7.0
None, -6.5, 0.924, None, 2018-01-03 15:00:00, -6.48
None, -6.6, 1.618, None, 2018-01-03 16:00:00, -6.645
None, -7.6, 1.321, None, 2018-01-03 17:00:00, -7.58
None, -8.1, 1.232, None, 2018-01-03 18:00:00, -8.12
None, -8.1, 1.006, None, 2018-01-03 19:00:00, -8.13
None, -8.1, 1.191, None, 2018-01-03 20:00:00, -8.09
None, -8.0, 1.288, None, 2018-01-03 21:00:00, -7.96
None, -8.4, 1.505, None, 2018-01-03 22:00:00, -8.45
None, -8.5, 1.305, None, 2018-01-03 23:00:00, -8.5
None, -8.4, 1.298, None, 2018-01-04 00:00:00, -8.4
None, -8.4, 1.125, None, 2018-01-04 01:00:00, -8.38
None, -8.6, 1.135, None, 2018-01-04 02:00:00, -8.64
None, -8.8, 1.091, None, 2018-01-04 03:00:00, -8.79
None, -9.6, 1.175, None, 2018-01-04 04:00:00, -9.59
None, -9.2, 1.234, None, 2018-01-04 05:00:00, -9.18
None, -9.5, 1.332, None, 2018-01-04 06:00:00, -9.47
None, -9.1, 1.263, None, 2018-01-04 07:00:00, -9.13
None, -9.0, 1.16, None, 2018-01-04 08:00:00, -8.99
None, -9.1, 1.479, None, 2018-01-04 09:00:00, -9.08
None, -8.4, 0.966, None, 2018-01-04 10:00:00, -8.41
None, -7.2, 0.893, None, 2018-01-04 11:00:00, -7.23
None, -6.7, 0.765999, None, 2018-01-04 12:00:00, -6.724
None, -6.2, 1.619, None, 2018-01-04 13:00:00, -6.163
None, -5.4, 1.366, None, 2018-01-04 14:00:00, -5.382
None, -5.1, 1.433, None, 2018-01-04 15:00:00, -5.092
None, -5.0, 1.212, None, 2018-01-04 16:00:00, -5.031
None, -5.0, 1.096, None, 2018-01-04 17:00:00, -5.037
None, -4.9, 1.275, None, 2018-01-04 18:00:00, -4.937
None, -4.8, 1.391, None, 2018-01-04 19:00:00, -4.848
None, -4.8, 1.315, None, 2018-01-04 20:00:00, -4.777
None, -4.9, 1.328, None, 2018-01-04 21:00:00, -4.945
None, -5.1, 1.437, None, 2018-01-04 22:00:00, -5.14
None, -5.0, 1.276, None, 2018-01-04 23:00:00, -4.976
None, -4.8, 1.126, None, 2018-01-05 00:00:00, -4.82
None, -4.6, 1.322, None, 2018-01-05 01:00:00, -4.614
None, -4.4, 1.064, None, 2018-01-05 02:00:00, -4.353
None, -4.4, 1.333, None, 2018-01-05 03:00:00, -4.419
None, -4.2, 1.079, None, 2018-01-05 04:00:00, -4.163
None, -3.2, 0.926998, None, 2018-01-05 05:00:00, -3.198
None, -3.4, 0.921, None, 2018-01-05 06:00:00, -3.403
None, -4.0, 1.077, None, 2018-01-05 07:00:00, -3.989
None, -4.2, 1.128, None, 2018-01-05 08:00:00, -4.161
None, -4.1, 1.131, None, 2018-01-05 09:00:00, -4.065
None, -3.6, 1.084, None, 2018-01-05 10:00:00, -3.633
None, -2.4, 1.023, None, 2018-01-05 11:00:00, -2.417
None, -2.1, 1.366, None, 2018-01-05 12:00:00, -2.133
None, -1.5, 1.588, None, 2018-01-05 13:00:00, -1.506
None, -0.7, 1.026, None, 2018-01-05 14:00:00, -0.728999
None, 0.4, 0.856, None, 2018-01-05 15:00:00, 0.358
None, 0.7, 0.463999, None, 2018-01-05 16:00:00, 0.699998
None, 1.0, 1.005, None, 2018-01-05 17:00:00, 1.022
None, 1.7, 1.846, None, 2018-01-05 18:00:00, 1.696
None, 2.0, 1.975, None, 2018-01-05 19:00:00, 1.961
None, 1.5, 2.309, None, 2018-01-05 20:00:00, 1.45
None, 0.8, 2.023, None, 2018-01-05 21:00:00, 0.755999
None, 0.3, 1.568, None, 2018-01-05 22:00:00, 0.259
None, 0.1, 1.954, None, 2018-01-05 23:00:00, 0.112
None, -0.1, 2.364, None, 2018-01-06 00:00:00, -0.061999
None, -0.2, 3.249, None, 2018-01-06 01:00:00, -0.177
None, -0.7, 2.579, None, 2018-01-06 02:00:00, -0.657998
None, -0.9, 2.393, None, 2018-01-06 03:00:00, -0.884
None, -0.8, 2.391, None, 2018-01-06 04:00:00, -0.758
None, -0.8, 2.947, None, 2018-01-06 05:00:00, -0.768
None, -1.3, 3.502, None, 2018-01-06 06:00:00, -1.293
None, -1.7, 3.361, None, 2018-01-06 07:00:00, -1.745
None, -2.4, 2.739, None, 2018-01-06 08:00:00, -2.357
None, -2.4, 2.689, None, 2018-01-06 09:00:00, -2.395
None, -2.3, 1.453, None, 2018-01-06 10:00:00, -2.286
None, -1.8, 1.835, None, 2018-01-06 11:00:00, -1.828
None, -1.7, 1.911, None, 2018-01-06 12:00:00, -1.702
None, -1.4, 1.996, None, 2018-01-06 13:00:00, -1.356
None, -1.3, 2.572, None, 2018-01-06 14:00:00, -1.25
None, -1.4, 2.744, None, 2018-01-06 15:00:00, -1.447
None, -1.5, 2.488, None, 2018-01-06 16:00:00, -1.458
None, -1.5, 2.612, None, 2018-01-06 17:00:00, -1.49
None, -1.6, 3.122, None, 2018-01-06 18:00:00, -1.555
None, -1.6, 3.138, None, 2018-01-06 19:00:00, -1.647
None, -1.7, 2.82, None, 2018-01-06 20:00:00, -1.705
None, -1.6, 2.707, None, 2018-01-06 21:00:00, -1.569
None, -1.4, 2.855, None, 2018-01-06 22:00:00, -1.441
None, -1.1, 2.841, None, 2018-01-06 23:00:00, -1.129
None, -1.1, 1.948, None, 2018-01-07 00:00:00, -1.093
None, -0.9, 2.124, None, 2018-01-07 01:00:00, -0.873
None, -0.8, 2.31, None, 2018-01-07 02:00:00, -0.838998
None, -0.9, 3.053, None, 2018-01-07 03:00:00, -0.885999
None, -0.7, 2.92, None, 2018-01-07 04:00:00, -0.709999
None, -0.7, 2.676, None, 2018-01-07 05:00:00, -0.689
None, -0.6, 2.674, None, 2018-01-07 06:00:00, -0.616998
None, -0.6, 1.701, None, 2018-01-07 07:00:00, -0.625998
None, -0.7, 1.693, None, 2018-01-07 08:00:00, -0.740998
None, -1.3, 0.771, None, 2018-01-07 09:00:00, -1.267
None, -1.6, 0.838998, None, 2018-01-07 10:00:00, -1.587
None, -1.4, 1.011, None, 2018-01-07 11:00:00, -1.413
None, -1.3, 1.617, None, 2018-01-07 12:00:00, -1.328
None, -1.6, 1.743, None, 2018-01-07 13:00:00, -1.56
None, -1.2, 1.755, None, 2018-01-07 14:00:00, -1.234
None, -1.0, 1.775, None, 2018-01-07 15:00:00, -1.05
None, -1.0, 1.688, None, 2018-01-07 16:00:00, -0.981998
None, -0.9, 1.157, None, 2018-01-07 17:00:00, -0.853999
None, -0.6, 1.164, None, 2018-01-07 18:00:00, -0.611998
None, -0.3, 1.488, None, 2018-01-07 19:00:00, -0.287
None, 0.2, 2.975, None, 2018-01-07 20:00:00, 0.187998
None, 0.4, 3.918, None, 2018-01-07 21:00:00, 0.363999
None, 0.8, 4.754, None, 2018-01-07 22:00:00, 0.825999
None, 1.0, 4.441, None, 2018-01-07 23:00:00, 1.012
None, 0.8, 3.727, None, 2018-01-08 00:00:00, 0.837
None, 0.8, 3.009, None, 2018-01-08 01:00:00, 0.754
None, 0.9, 3.949, None, 2018-01-08 02:00:00, 0.934
None, 1.3, 4.901, None, 2018-01-08 03:00:00, 1.25
None, 1.6, 6.525, None, 2018-01-08 04:00:00, 1.554
None, 1.5, 4.9, None, 2018-01-08 05:00:00, 1.503
None, 1.5, 4.059, None, 2018-01-08 06:00:00, 1.464
None, 1.1, 1.805, None, 2018-01-08 07:00:00, 1.133
None, 1.2, 2.172, None, 2018-01-08 08:00:00, 1.176
None, 1.1, 2.42, None, 2018-01-08 09:00:00, 1.142
None, 1.1, 2.439, None, 2018-01-08 10:00:00, 1.109
None, 1.4, 2.008, None, 2018-01-08 11:00:00, 1.351
None, 1.7, 2.131, None, 2018-01-08 12:00:00, 1.66
None, 1.9, 2.513, None, 2018-01-08 13:00:00, 1.943
None, 2.1, 2.509, None, 2018-01-08 14:00:00, 2.097
None, 2.0, 3.523, None, 2018-01-08 15:00:00, 2.011
None, 1.9, 3.689, None, 2018-01-08 16:00:00, 1.926
None, 1.8, 2.621, None, 2018-01-08 17:00:00, 1.794
None, 1.7, 2.671, None, 2018-01-08 18:00:00, 1.655
None, 1.7, 2.578, None, 2018-01-08 19:00:00, 1.666
None, 1.5, 3.096, None, 2018-01-08 20:00:00, 1.519
None, 1.2, 3.067, None, 2018-01-08 21:00:00, 1.175
None, 0.7, 2.027, None, 2018-01-08 22:00:00, 0.736
None, 0.4, 1.35, None, 2018-01-08 23:00:00, 0.433999
None, 0.3, 1.654, None, 2018-01-09 00:00:00, 0.266
None, 0.1, 0.785, None, 2018-01-09 01:00:00, 0.101
None, 0.0, 1.512, None, 2018-01-09 02:00:00, 0.035
None, -0.1, 1.622, None, 2018-01-09 03:00:00, -0.065999
None, -0.8, 2.921, None, 2018-01-09 04:00:00, -0.814
None, -3.9, 3.646, None, 2018-01-09 05:00:00, -3.882
None, -6.7, 4.821, None, 2018-01-09 06:00:00, -6.691
None, -8.2, 4.503, None, 2018-01-09 07:00:00, -8.21
None, -9.3, 4.831, None, 2018-01-09 08:00:00, -9.32
None, -10.4, 5.089, None, 2018-01-09 09:00:00, -10.4
None, -11.4, 5.042, None, 2018-01-09 10:00:00, -11.42
None, -12.0, 4.687, None, 2018-01-09 11:00:00, -12.03
None, -12.5, 4.578, None, 2018-01-09 12:00:00, -12.49
None, -12.9, 5.029, None, 2018-01-09 13:00:00, -12.89
None, -13.5, 4.762, None, 2018-01-09 14:00:00, -13.46
None, -14.1, 4.384, None, 2018-01-09 15:00:00, -14.09
None, -14.9, 4.654, None, 2018-01-09 16:00:00, -14.9
None, -15.6, 4.02, None, 2018-01-09 17:00:00, -15.57
None, -16.1, 4.298, None, 2018-01-09 18:00:00, -16.12
None, -16.6, 3.895, None, 2018-01-09 19:00:00, -16.57
None, -17.1, 3.745, None, 2018-01-09 20:00:00, -17.06
None, -17.7, 3.251, None, 2018-01-09 21:00:00, -17.66
None, -18.3, 3.278, None, 2018-01-09 22:00:00, -18.32
None, -18.5, 3.638, None, 2018-01-09 23:00:00, -18.54
None, -19.1, 4.07, None, 2018-01-10 00:00:00, -19.05
None, -19.5, 3.955, None, 2018-01-10 01:00:00, -19.49
None, -19.8, 3.57, None, 2018-01-10 02:00:00, -19.77
None, -20.0, 4.049, None, 2018-01-10 03:00:00, -20.03
None, -20.2, 3.417, None, 2018-01-10 04:00:00, -20.18
None, -20.4, 3.383, None, 2018-01-10 05:00:00, -20.44
None, -20.8, 3.897, None, 2018-01-10 06:00:00, -20.81
None, -21.2, 3.297, None, 2018-01-10 07:00:00, -21.24
None, -21.5, 2.458, None, 2018-01-10 08:00:00, -21.47
None, -21.7, 2.683, None, 2018-01-10 09:00:00, -21.66
None, -21.8, 3.014, None, 2018-01-10 10:00:00, -21.76
None, -21.6, 2.931, None, 2018-01-10 11:00:00, -21.61
None, -21.5, 2.983, None, 2018-01-10 12:00:00, -21.47
None, -20.8, 2.617, None, 2018-01-10 13:00:00, -20.79
None, -20.4, 2.355, None, 2018-01-10 14:00:00, -20.35
None, -20.1, 2.377, None, 2018-01-10 15:00:00, -20.14
None, -20.3, 2.061, None, 2018-01-10 16:00:00, -20.25
None, -20.3, 1.869, None, 2018-01-10 17:00:00, -20.3
None, -20.6, 1.633, None, 2018-01-10 18:00:00, -20.62
None, -21.5, 1.447, None, 2018-01-10 19:00:00, -21.51
None, -21.9, 1.422, None, 2018-01-10 20:00:00, -21.87
None, -22.1, 1.176, None, 2018-01-10 21:00:00, -22.12
None, -21.9, 1.288, None, 2018-01-10 22:00:00, -21.9
None, -22.3, 1.054, None, 2018-01-10 23:00:00, -22.28
None, -23.0, 1.133, None, 2018-01-11 00:00:00, -23.04
None, -23.7, 1.273, None, 2018-01-11 01:00:00, -23.69
None, -24.3, 0.560998, None, 2018-01-11 02:00:00, -24.26
None, -24.8, 0.634, None, 2018-01-11 03:00:00, -24.76
None, -25.0, 1.036, None, 2018-01-11 04:00:00, -25.01
None, -25.3, 1.235, None, 2018-01-11 05:00:00, -25.25
None, -25.5, 1.078, None, 2018-01-11 06:00:00, -25.52
None, -25.8, 1.342, None, 2018-01-11 07:00:00, -25.78
None, -25.9, 0.61, None, 2018-01-11 08:00:00, -25.89
None, -26.1, 0.002, None, 2018-01-11 09:00:00, -26.06
None, -24.7, 0.310999, None, 2018-01-11 10:00:00, -24.74
None, -24.1, 1.048, None, 2018-01-11 11:00:00, -24.07
None, -22.8, 1.522, None, 2018-01-11 12:00:00, -22.84
None, -21.5, 1.249, None, 2018-01-11 13:00:00, -21.46
None, -20.3, 1.241, None, 2018-01-11 14:00:00, -20.29
None, -19.7, 1.796, None, 2018-01-11 15:00:00, -19.71
None, -19.8, 1.165, None, 2018-01-11 16:00:00, -19.75
None, -20.5, 0.902, None, 2018-01-11 17:00:00, -20.53
None, -21.6, 1.221, None, 2018-01-11 18:00:00, -21.56
None, -22.4, 1.324, None, 2018-01-11 19:00:00, -22.41
None, -23.1, 1.167, None, 2018-01-11 20:00:00, -23.14
None, -23.4, 1.039, None, 2018-01-11 21:00:00, -23.4
None, -23.7, 0.92, None, 2018-01-11 22:00:00, -23.68
None, -23.9, 0.675, None, 2018-01-11 23:00:00, -23.91
None, -24.5, 0.68, None, 2018-01-12 00:00:00, -24.51
None, -25.0, 1.188, None, 2018-01-12 01:00:00, -24.97
None, -25.1, 0.388998, None, 2018-01-12 02:00:00, -25.07
None, -25.5, 0.002, None, 2018-01-12 03:00:00, -25.51
None, -25.8, 0.052999, None, 2018-01-12 04:00:00, -25.78
None, -25.7, 0.246998, None, 2018-01-12 05:00:00, -25.67
None, -25.8, 0.987999, None, 2018-01-12 06:00:00, -25.79
None, -26.3, 1.292, None, 2018-01-12 07:00:00, -26.34
None, -26.8, 1.621, None, 2018-01-12 08:00:00, -26.79
None, -26.1, 1.263, None, 2018-01-12 09:00:00, -26.12
None, -25.2, 1.764, None, 2018-01-12 10:00:00, -25.16
None, -24.4, 1.674, None, 2018-01-12 11:00:00, -24.43
None, -23.3, 1.908, None, 2018-01-12 12:00:00, -23.29
None, -22.4, 1.461, None, 2018-01-12 13:00:00, -22.35
None, -21.6, 1.232, None, 2018-01-12 14:00:00, -21.6
None, -21.1, 1.643, None, 2018-01-12 15:00:00, -21.07
None, -20.7, 1.261, None, 2018-01-12 16:00:00, -20.72
None, -20.5, 0.823, None, 2018-01-12 17:00:00, -20.45
None, -20.3, 0.335999, None, 2018-01-12 18:00:00, -20.26
None, -20.0, 0.625, None, 2018-01-12 19:00:00, -19.97
None, -19.8, 1.136, None, 2018-01-12 20:00:00, -19.83
None, -19.7, 1.336, None, 2018-01-12 21:00:00, -19.68
None, -19.6, 1.262, None, 2018-01-12 22:00:00, -19.61
None, -19.5, 1.406, None, 2018-01-12 23:00:00, -19.45
None, -19.2, 1.219, None, 2018-01-13 00:00:00, -19.24
None, -19.0, 1.119, None, 2018-01-13 01:00:00, -19.01
None, -18.8, 1.016, None, 2018-01-13 02:00:00, -18.83
None, -18.5, 1.078, None, 2018-01-13 03:00:00, -18.46
None, -18.1, 0.675, None, 2018-01-13 04:00:00, -18.07
None, -17.6, 0.449999, None, 2018-01-13 05:00:00, -17.64
None, -17.3, 0.940998, None, 2018-01-13 06:00:00, -17.3
None, -17.1, 0.467, None, 2018-01-13 07:00:00, -17.1
None, -16.8, 0.483, None, 2018-01-13 08:00:00, -16.79
None, -16.3, 0.857999, None, 2018-01-13 09:00:00, -16.32
None, -15.9, 1.598, None, 2018-01-13 10:00:00, -15.86
None, -15.0, 1.052, None, 2018-01-13 11:00:00, -14.96
None, -13.9, 1.378, None, 2018-01-13 12:00:00, -13.89
None, -13.1, 1.593, None, 2018-01-13 13:00:00, -13.07
None, -12.1, 1.57, None, 2018-01-13 14:00:00, -12.11
None, -11.4, 1.37, None, 2018-01-13 15:00:00, -11.36
None, -10.9, 1.104, None, 2018-01-13 16:00:00, -10.91
None, -10.8, 1.387, None, 2018-01-13 17:00:00, -10.75
None, -10.4, 1.497, None, 2018-01-13 18:00:00, -10.44
None, -9.9, 1.607, None, 2018-01-13 19:00:00, -9.91
None, -9.6, 1.718, None, 2018-01-13 20:00:00, -9.63
None, -9.2, 1.538, None, 2018-01-13 21:00:00, -9.17
None, -8.7, 1.212, None, 2018-01-13 22:00:00, -8.72
None, -8.9, 1.43, None, 2018-01-13 23:00:00, -8.85
None, -8.9, 1.511, None, 2018-01-14 00:00:00, -8.87
None, -8.5, 1.395, None, 2018-01-14 01:00:00, -8.53
None, -7.7, 1.294, None, 2018-01-14 02:00:00, -7.73
None, -7.1, 1.1, None, 2018-01-14 03:00:00, -7.13
None, -5.6, 0.503, None, 2018-01-14 04:00:00, -5.621
None, -4.6, 0.853999, None, 2018-01-14 05:00:00, -4.636
None, -4.4, 0.629998, None, 2018-01-14 06:00:00, -4.442
None, -5.2, 0.86, None, 2018-01-14 07:00:00, -5.19
None, -5.8, 0.973999, None, 2018-01-14 08:00:00, -5.829
None, -5.9, 1.023, None, 2018-01-14 09:00:00, -5.865
None, -5.8, 1.082, None, 2018-01-14 10:00:00, -5.783
None, -5.4, 0.888998, None, 2018-01-14 11:00:00, -5.388
None, -4.3, 0.66, None, 2018-01-14 12:00:00, -4.326
None, -3.7, 0.875998, None, 2018-01-14 13:00:00, -3.697
None, -3.2, 0.925, None, 2018-01-14 14:00:00, -3.235
None, -3.1, 0.929, None, 2018-01-14 15:00:00, -3.069
None, -3.3, 0.833, None, 2018-01-14 16:00:00, -3.321
None, -3.5, 0.586, None, 2018-01-14 17:00:00, -3.508
None, -3.6, 0.256998, None, 2018-01-14 18:00:00, -3.556
None, -3.8, 0.499, None, 2018-01-14 19:00:00, -3.799
None, -3.9, 0.580999, None, 2018-01-14 20:00:00, -3.933
None, -4.0, 0.694, None, 2018-01-14 21:00:00, -3.956
None, -4.0, 0.614, None, 2018-01-14 22:00:00, -3.975
None, -4.4, 1.097, None, 2018-01-14 23:00:00, -4.431
None, -4.8, 0.985, None, 2018-01-15 00:00:00, -4.817
None, -5.1, 1.04, None, 2018-01-15 01:00:00, -5.136
None, -5.4, 0.966, None, 2018-01-15 02:00:00, -5.448
None, -5.7, 0.640999, None, 2018-01-15 03:00:00, -5.673
None, -5.2, 0.560998, None, 2018-01-15 04:00:00, -5.219
None, -5.3, 0.493, None, 2018-01-15 05:00:00, -5.305
None, -5.8, 0.469998, None, 2018-01-15 06:00:00, -5.755
None, -5.7, 0.402999, None, 2018-01-15 07:00:00, -5.687
None, -5.8, 0.414999, None, 2018-01-15 08:00:00, -5.812
None, -6.0, 0.432999, None, 2018-01-15 09:00:00, -6.037
None, -6.4, 0.46, None, 2018-01-15 10:00:00, -6.436
None, -5.9, 0.291, None, 2018-01-15 11:00:00, -5.858
None, -4.9, 0.335999, None, 2018-01-15 12:00:00, -4.897
None, -4.2, 0.224, None, 2018-01-15 13:00:00, -4.197
None, -4.0, 0.217998, None, 2018-01-15 14:00:00, -3.995
None, -3.1, 0.0, None, 2018-01-15 15:00:00, -3.115
None, -2.6, None, None, 2018-01-15 16:00:00, -2.644
None, -2.8, None, None, 2018-01-15 17:00:00, -2.803
None, -3.2, None, None, 2018-01-15 18:00:00, -3.21
None, -3.1, None, None, 2018-01-15 19:00:00, -3.091
None, -3.5, None, None, 2018-01-15 20:00:00, -3.536
None, -3.9, None, None, 2018-01-15 21:00:00, -3.914
None, -3.7, None, None, 2018-01-15 22:00:00, -3.663
None, -3.9, None, None, 2018-01-15 23:00:00, -3.856
None, -3.7, None, None, 2018-01-16 00:00:00, -3.728
None, -3.6, None, None, 2018-01-16 01:00:00, -3.647
None, -3.6, None, None, 2018-01-16 02:00:00, -3.58
None, -4.0, None, None, 2018-01-16 03:00:00, -3.978
None, -3.6, None, None, 2018-01-16 04:00:00, -3.621
None, -3.5, None, None, 2018-01-16 05:00:00, -3.479
None, -3.7, None, None, 2018-01-16 06:00:00, -3.683
None, -3.5, None, None, 2018-01-16 07:00:00, -3.505
None, -4.0, None, None, 2018-01-16 08:00:00, -4.043
None, -4.2, None, None, 2018-01-16 09:00:00, -4.203
None, -3.7, None, None, 2018-01-16 10:00:00, -3.715
None, -3.1, None, None, 2018-01-16 11:00:00, -3.1
None, -2.4, None, None, 2018-01-16 12:00:00, -2.398
None, -2.0, None, None, 2018-01-16 13:00:00, -2.044
None, -1.6, None, None, 2018-01-16 14:00:00, -1.594
None, -0.9, 0.296999, None, 2018-01-16 15:00:00, -0.949
None, -0.7, 0.554, None, 2018-01-16 16:00:00, -0.680998
None, -0.2, 0.768998, None, 2018-01-16 17:00:00, -0.157
None, 0.1, 0.939, None, 2018-01-16 18:00:00, 0.052
None, -0.4, 0.75, None, 2018-01-16 19:00:00, -0.365
None, -0.5, 0.990998, None, 2018-01-16 20:00:00, -0.488999
None, -0.2, 0.409, None, 2018-01-16 21:00:00, -0.151998
None, 0.6, 1.708, None, 2018-01-16 22:00:00, 0.644999
None, 0.6, 2.819, None, 2018-01-16 23:00:00, 0.648998
None, 0.6, 3.368, None, 2018-01-17 00:00:00, 0.556999
None, 0.4, 2.76, None, 2018-01-17 01:00:00, 0.361999
None, 0.2, 2.926, None, 2018-01-17 02:00:00, 0.23
None, 0.0, 1.727, None, 2018-01-17 03:00:00, 0.018998
None, -0.4, 0.981998, None, 2018-01-17 04:00:00, -0.354
None, -0.7, 1.315, None, 2018-01-17 05:00:00, -0.708998
None, -0.9, 1.492, None, 2018-01-17 06:00:00, -0.892
None, -1.8, 1.019, None, 2018-01-17 07:00:00, -1.782
None, -1.5, 0.759998, None, 2018-01-17 08:00:00, -1.486
None, -1.7, 1.243, None, 2018-01-17 09:00:00, -1.742
None, -2.3, 1.71, None, 2018-01-17 10:00:00, -2.262
None, -2.5, 1.401, None, 2018-01-17 11:00:00, -2.482
None, -2.2, 1.286, None, 2018-01-17 12:00:00, -2.155
None, -1.2, 1.362, None, 2018-01-17 13:00:00, -1.201
None, -0.6, 1.627, None, 2018-01-17 14:00:00, -0.568
None, -0.3, 1.385, None, 2018-01-17 15:00:00, -0.342
None, -0.3, 1.185, None, 2018-01-17 16:00:00, -0.301999
None, -0.3, 1.598, None, 2018-01-17 17:00:00, -0.312999
None, -0.1, 0.916998, None, 2018-01-17 18:00:00, -0.149
None, -0.4, 1.779, None, 2018-01-17 19:00:00, -0.368999
None, -0.6, 1.779, None, 2018-01-17 20:00:00, -0.588998
None, 0.5, 1.226, None, 2018-01-17 21:00:00, 0.546
None, 0.8, 1.285, None, 2018-01-17 22:00:00, 0.794
None, 1.8, 1.719, None, 2018-01-17 23:00:00, 1.786
None, 2.8, 2.145, None, 2018-01-18 00:00:00, 2.764
None, 3.4, 2.755, None, 2018-01-18 01:00:00, 3.448
None, 3.5, 4.031, None, 2018-01-18 02:00:00, 3.51
None, 3.7, 3.681, None, 2018-01-18 03:00:00, 3.662
None, 3.3, 3.115, None, 2018-01-18 04:00:00, 3.34
None, 2.8, 3.036, None, 2018-01-18 05:00:00, 2.848
None, 3.1, 3.959, None, 2018-01-18 06:00:00, 3.083
None, 2.9, 4.097, None, 2018-01-18 07:00:00, 2.866
None, 2.5, 3.353, None, 2018-01-18 08:00:00, 2.501
None, 2.5, 3.387, None, 2018-01-18 09:00:00, 2.518
None, 2.6, 4.587, None, 2018-01-18 10:00:00, 2.57
None, 2.7, 4.692, None, 2018-01-18 11:00:00, 2.692
