station_observations
TEMP_MEAN, WSPD_SCLR, HUMIDITY, avg_rel_hum_pst1hr, time, avg_air_temp_pst1hr
-28.5, 1.356, 71.7, 71.66, 2018-01-01 00:00:00, -28.45
-29.0, None, 72.9, 72.87, 2018-01-01 01:00:00, -28.95
-29.6, None, 74.0, 74.01, 2018-01-01 02:00:00, -29.64
-30.1, None, 73.6, 73.57, 2018-01-01 03:00:00, -30.08
-29.9, None, 73.6, 73.58, 2018-01-01 04:00:00, -29.93
-29.7, None, 73.4, 73.39, 2018-01-01 05:00:00, -29.67
-29.0, None, 73.9, 73.88, 2018-01-01 06:00:00, -29.0
-27.8, None, 74.9, 74.87, 2018-01-01 07:00:00, -27.82
-26.6, None, 75.8, 75.83, 2018-01-01 08:00:00, -26.6
-26.3, None, 76.1, 76.1, 2018-01-01 09:00:00, -26.29
-26.0, None, 76.3, 76.28, 2018-01-01 10:00:00, -26.02
-24.4, None, 77.0, 76.96, 2018-01-01 11:00:00, -24.44
-21.1, None, 79.3, 79.26, 2018-01-01 12:00:00, -21.11
-11.9, None, 86.1, 86.1, 2018-01-01 13:00:00, -11.92
-1.8, None, 60.4, 60.4, 2018-01-01 14:00:00, -1.76
-0.6, None, 58.2, 58.18, 2018-01-01 15:00:00, -0.555998
-0.5, None, 58.2, 58.15, 2018-01-01 16:00:00, -0.518
-0.1, None, 58.3, 58.32, 2018-01-01 17:00:00, -0.078
0.0, None, 59.2, 59.21, 2018-01-01 18:00:00, -0.041
0.2, None, 59.0, 58.98, 2018-01-01 19:00:00, 0.196998
-0.2, None, 60.8, 60.83, 2018-01-01 20:00:00, -0.221
-1.0, None, 64.8, 64.78, 2018-01-01 21:00:00, -0.995
-0.3, None, 62.6, 62.63, 2018-01-01 22:00:00, -0.300998
0.3, None, 61.2, 61.19, 2018-01-01 23:00:00, 0.326999
0.1, None, 63.4, 63.38, 2018-01-02 00:00:00, 0.068998
-0.2, None, 65.5, 65.54, 2018-01-02 01:00:00, -0.216998
0.8, None, 63.2, 63.24, 2018-01-02 02:00:00, 0.81
1.5, None, 63.4, 63.39, 2018-01-02 03:00:00, 1.463
-0.9, None, 74.2, 74.17, 2018-01-02 04:00:00, -0.939998
-0.3, None, 72.0, 71.95, 2018-01-02 05:00:00, -0.294999
-0.5, None, 72.7, 72.65, 2018-01-02 06:00:00, -0.527
2.7, None, 62.0, 61.99, 2018-01-02 07:00:00, 2.685
2.0, None, 65.8, 65.76, 2018-01-02 08:00:00, 1.98
2.9, None, 63.7, 63.68, 2018-01-02 09:00:00, 2.887
1.8, None, 67.6, 67.6, 2018-01-02 10:00:00, 1.782
2.1, None, 65.7, 65.73, 2018-01-02 11:00:00, 2.055
2.1, None, 64.7, 64.7, 2018-01-02 12:00:00, 2.109
1.0, None, 69.0, 68.99, 2018-01-02 13:00:00, 1.045
